Date_Ticker,Close_BSE.NS,High_BSE.NS,Low_BSE.NS,Open_BSE.NS,Volume_BSE.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,154.1316680908203,156.25700465551617,147.35154819422445,152.06619919676157,928653.0,,,-0.7325747848786859,,-0.013400678261924,0.0137890972765151,-0.0439891424038878,Financial Services,9.0
2020-01-13,156.9455108642578,160.11855264684866,153.56293905762325,154.46096794100112,876765.0,,,-0.7303277566043456,0.0182560975839142,-0.0158306084039929,0.0202174739826435,-0.0215525234714115,Financial Services,9.0
2020-01-14,159.07083129882812,163.0969973645519,156.00256169632817,156.58628863198186,893982.0,,,-0.7286305561944311,0.0135417727010268,-0.0156190965154311,0.0253105238267112,-0.0192887003698116,Financial Services,9.0
2020-01-15,161.40573120117188,163.1419213205047,157.75374792316146,158.92117453031898,602424.0,,,-0.7267659935586476,0.0146783661295982,-0.0153932369833647,0.0107566819741293,-0.0226261065876197,Financial Services,9.0
2020-01-16,162.93235778808594,164.75834235375578,161.94452063749506,161.94452063749506,442650.0,,,-0.7255468873820203,0.0094583170966297,-0.0060628666030579,0.0112070100160508,-0.0060628666030579,Financial Services,9.0
2020-01-17,163.63580322265625,165.77611700782583,163.14189835967952,163.74057507323664,256839.0,,,-0.7249851424985263,0.0043174078134021,0.0006402746129943,0.0130797401486597,-0.0030183178329542,Financial Services,9.0
2020-01-20,164.00999450683594,165.83599283001203,163.44124474958682,164.6386119383833,361929.0,,,-0.7246863275101763,0.002286732345919,0.0038327995402813,0.0111334576204744,-0.0034677749911479,Financial Services,9.0
2020-01-21,162.49830627441406,164.0099889794544,161.64518166729195,163.74057760277586,321108.0,,,-0.7258935044826443,-0.0092170494668169,0.0076448263175368,0.009302759762231,-0.0052500523032001,Financial Services,9.0
2020-01-22,159.25042724609375,164.33926140173608,158.21769966377272,163.1418943015743,310287.0,,,-0.7284871376725178,-0.0199871561912501,0.0244361482903086,0.0319549168165083,-0.0064849281736941,Financial Services,9.0
2020-01-23,160.1035919189453,161.58533412098518,158.3524246038373,160.1484824016231,187185.0,,,-0.7278058326754288,0.005357377607114,0.0002803839822689,0.0092548966845791,-0.0109377141019706,Financial Services,9.0
2020-01-24,163.4861602783203,165.5366522453117,159.60966986141332,160.44783106259592,653823.0,,,-0.7251046416866659,0.0211273733389284,-0.0185846264329158,0.0125422969351081,-0.0237114286023208,Financial Services,9.0
2020-01-27,162.0642547607422,166.29996449845157,161.07643132043015,163.59091465520655,583230.0,,,-0.7262401215832684,-0.0086974060382692,0.0094200901779248,0.0261359899748567,-0.006095257968948,Financial Services,9.0
2020-01-28,161.89964294433594,163.4562162552263,160.74716617764346,161.9595106215689,192486.0,,,-0.7263715743457494,-0.0010157194542946,0.0003697826390731,0.0096144332537257,-0.0071184639183466,Financial Services,9.0
2020-01-29,162.1390838623047,163.42625924056128,160.82196779951633,162.25881919477084,195831.0,,,-0.7261803658966531,0.0014789465474675,0.0007384729801966,0.0079387113063356,-0.0081233718077925,Financial Services,9.0
2020-01-30,160.13352966308594,162.55820511238824,159.0109934640724,162.54324161715724,184020.0,,,-0.7277819255267461,-0.0123693445864166,0.0150481411303506,0.015141584990999,-0.0070100009746572,Financial Services,9.0
2020-01-31,159.66952514648438,161.64518578776844,159.1307023793923,161.64518578776844,127011.0,,,-0.7281524619611439,-0.0028976099982171,0.0123734359419653,0.0123734359419653,-0.0033746124477902,Financial Services,9.0
2020-02-03,156.73597717285156,159.19057934790646,155.08958178995945,158.05307977633228,171942.0,,,-0.7304950822749414,-0.0183726228968333,0.0084033202027904,0.0156607450269565,-0.0105042595362545,Financial Services,9.0
