Date_Ticker,Close_GICRE.NS,High_GICRE.NS,Low_GICRE.NS,Open_GICRE.NS,Volume_GICRE.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
2020-02-13,211.80276489257807,224.26719938566933,209.8102998846991,223.0624554038076,412282.0,233.54600982666017,,0.1531390547991422,-0.0393021701946061,0.0531612064504452,0.0588492529803041,-0.009407171851083,Financial Services,9.0
2020-02-14,202.02581787109372,213.79520901985077,200.4503900094103,213.10016606845937,348590.0,231.70183029174805,,0.0543486572156573,-0.0461606203603764,0.0548164997625788,0.058256866735056,-0.0077981511387256,Financial Services,9.0
2020-02-17,197.39219665527344,205.2693500429252,194.7973668288512,202.02581629506855,195655.0,229.7626594543457,,0.0075285935335836,-0.0229357874386969,0.0234741784037557,0.039906103286385,-0.0131455542336046,Financial Services,9.0
2020-02-18,192.6195831298828,197.29952787334452,190.53445419403667,195.8167780033764,166329.0,227.54547348022464,,-0.040695907085023,-0.0241783292666099,0.0165984933698966,0.0242963081293041,-0.0108251139472155,Financial Services,9.0
2020-02-19,200.7283935546875,210.0882960479964,193.7779646108366,194.6120104278252,927993.0,226.0464973449707,,0.0412389345414319,0.04209753906142,-0.0304709414475334,0.0466296886432202,-0.0346260378054452,Financial Services,9.0
2020-02-20,195.029052734375,211.29306090878,193.9169868208869,202.02582139523705,1179938.0,223.96831893920896,,-0.0163496096498379,-0.0283932966302534,0.0358755198918565,0.0833927455749692,-0.0057020525808669,Financial Services,9.0
2020-02-24,185.7617950439453,197.29950428119847,184.41804827410496,194.6120107415178,363721.0,220.92866439819332,,-0.1099898911952277,-0.0475173188840304,0.0476428196415672,0.0621102376542159,-0.0072337090063242,Financial Services,9.0
2020-02-25,184.14002990722656,189.88571506579964,182.70360508241228,186.78119858964908,219048.0,218.0975227355957,,-0.1263768903567672,-0.0087303481124043,0.0143432619390426,0.0312028034396858,-0.0078007200581968,Financial Services,9.0
2020-02-26,176.1239013671875,184.0937193886207,173.34372933026484,183.39867637939005,375679.0,214.86094131469727,,-0.2073752351172104,-0.0435327861306297,0.0413048709217265,0.0452512007715382,-0.0157853193992477,Financial Services,9.0
2020-02-27,165.74456787109375,175.98485520251512,165.00318595561083,175.70684935730742,438225.0,211.31853866577148,,-0.3122523997860446,-0.0589319985278696,0.0601062322233192,0.0617835471952581,-0.0044730389961227,Financial Services,9.0
2020-02-28,151.7047119140625,161.0646297199777,151.05600795955127,159.396523736459,796077.0,207.44251556396483,,-0.4541170277687986,-0.0847077894459299,0.0507025241691485,0.0616982669016725,-0.0042760962815625,Financial Services,9.0
2020-03-02,152.5387725830078,159.674544392391,150.59264657104617,153.83618049719178,341750.0,203.4854049682617,,-0.4456893268809048,0.0054979219723761,0.0085054304044431,0.0467800526289148,-0.0127582383089036,Financial Services,9.0
2020-03-03,154.5312042236328,157.49671775840832,152.67775649681263,156.6163329163055,210691.0,200.33917770385744,,-0.4255569569802878,0.013061804594899,0.0134932533733131,0.019190386496205,-0.0119940029985007,Financial Services,9.0
2020-03-04,151.61203002929688,159.2575019185233,148.36849650053415,156.5236552031618,317176.0,196.64386596679688,,-0.4550535246348104,-0.0188905160546823,0.0323960121958384,0.0504278709792953,-0.0213936422336403,Financial Services,9.0
2020-03-05,150.3146209716797,155.59694462726,149.24889409176518,152.39974984683127,183232.0,192.3392333984375,,-0.4681630931277935,-0.0085574281761577,0.0138717635162346,0.0351417820930111,-0.0070899748342864,Financial Services,9.0
2020-03-06,147.44180297851562,148.97089201477195,142.20580357725458,146.4687398914948,186015.0,187.86779098510743,,-0.4971912581680678,-0.0191120329785172,-0.0065996418068938,0.0103707971916156,-0.0355123126242833,Financial Services,9.0
2020-03-09,141.00103759765625,146.19069716271756,139.00858684252066,146.19069716271756,196418.0,182.31439819335935,,-0.5622714689249468,-0.0436834415392891,0.0368058253576111,0.0368058253576111,-0.0141307524333332,Financial Services,9.0
2020-03-11,140.86203002929688,148.0904791352529,140.02798419197603,141.92775683706063,190559.0,177.01817245483397,,-0.5636760600427221,-0.0009858620243351,0.0075657493189762,0.0513158095510382,-0.005921012476871,Financial Services,9.0
2020-03-12,126.7758331298828,136.69177609289122,126.7758331298828,136.69177609289122,174800.0,172.4308883666992,,-0.7060089364584821,-0.0999999566702565,0.0782163502159709,0.0782163502159709,0.0,Financial Services,9.0
2020-03-13,129.50965881347656,137.3868115856737,114.1260442253717,114.21871519685855,335097.0,167.88299026489258,,-0.6783852083547406,0.0215642494006955,-0.1180679785330949,0.0608228980322003,-0.1187835311207233,Financial Services,9.0
2020-03-16,121.95687866210938,129.74135426152682,120.47411467141777,124.9223925028072,182555.0,163.39069595336915,,-0.7547016855100945,-0.058318276957589,0.0243160851050805,0.0638297378943659,-0.0121581005266601,Financial Services,9.0
2020-03-17,115.79415130615234,125.52475249390776,113.5700195480822,121.95687387614169,176773.0,159.07911262512206,,-0.8169724827595595,-0.0505320193790079,0.0532213630867719,0.0840336154978012,-0.0192076346946892,Financial Services,9.0
2020-03-18,106.48057556152344,120.47410477954006,104.7197987699079,118.6669960359838,303019.0,154.53353157043458,,-0.9110807814660916,-0.0804321776149505,0.114447357278034,0.1314186098659027,-0.0165361314242538,Financial Services,9.0
2020-03-19,95.86959075927734,104.53446543481031,95.86959075927734,98.9277826530352,431304.0,149.6960319519043,,-1.018298648665607,-0.099651835522951,0.031899498783058,0.090381888635469,0.0,Financial Services,9.0
2020-03-20,87.99243927001953,97.2133471338857,87.39007433794416,92.85774017592075,752432.0,144.0592342376709,,-1.0978927106707597,-0.0821652770901761,0.0552922608608592,0.1047920473663683,-0.0068456442061677,Financial Services,9.0
2020-03-23,83.63683319091797,85.25860003949532,83.63683319091797,83.86851416928616,80292.0,138.48962326049804,192.36100982666017,-1.1419035921172829,-0.0494997765175671,0.002770083102493,0.0193905817174515,0.0,Financial Services,9.0
2020-03-24,79.4665756225586,86.13898497497468,79.4665756225586,83.40515225691281,106548.0,133.17486228942872,189.4316355895996,-1.1840416340130249,-0.0498614953394985,0.0495626822157435,0.083964978988247,0.0,Financial Services,9.0
2020-03-25,83.4051513671875,83.4051513671875,75.52799818250868,75.52799818250868,200523.0,128.13811836242675,186.31969680786133,-1.1442446030104487,0.0495626710195228,-0.0944444444444444,0.0,-0.0944444444444444,Financial Services,9.0
2020-03-26,87.4364013671875,87.57541137073335,83.77584467242083,83.77584467242083,175571.0,123.70374336242676,183.32545211791992,-1.1035111522324816,0.0483333455298534,-0.0418653631385654,0.0015898413174859,-0.0418653631385654,Financial Services,9.0
2020-03-27,91.79200744628906,91.79200744628906,89.8922205750707,89.8922205750707,141435.0,120.00611534118651,180.24965560913083,-1.0595002707859584,0.0498145624819379,-0.020696648042369,0.0,-0.020696648042369,Financial Services,9.0
2020-03-30,95.77691650390624,96.37928847091798,88.1777831256824,92.67239276049806,344977.0,117.20972557067871,177.3276951599121,-1.0192350684409974,0.0434123750910329,-0.0324141124681287,0.0062893230331462,-0.0793420132492355,Financial Services,9.0
2020-03-31,97.4913558959961,100.27152772272991,93.96980915767212,99.90084380210614,251582.0,114.45735473632811,174.4993341064453,-1.0019116495040674,0.017900340235112,0.0247148876325045,0.0285171110934154,-0.0361216305380014,Financial Services,9.0
2020-04-01,97.5840301513672,99.15945796377623,96.4256252686128,97.491352104473,93032.0,111.60999603271485,171.72750244140624,-1.000975229728677,0.0009505894601564,-0.000949725551921,0.0161443200282396,-0.011870844860143,Financial Services,9.0
2020-04-03,101.15191650390624,102.40299237221323,95.40622400190244,99.99351161281788,143293.0,109.08699035644533,169.0112747192383,-0.9649238007370416,0.0365621951358715,-0.0114521299361011,0.0123682863513383,-0.0568026064220139,Financial Services,9.0
2020-04-07,103.51506042480467,106.20256124293344,102.44933355877892,106.20256124293344,211007.0,106.74701232910157,166.46741760253906,-0.94104559755362,0.0233623247346695,0.0259624136536249,0.0259624136536249,-0.0102953798379891,Financial Services,9.0
2020-04-08,102.95902252197266,108.3340238994258,102.58833155277895,102.58833155277895,164260.0,104.52287330627442,163.79474563598632,-0.9466640391153422,-0.0053715652635487,-0.0036003738197358,0.052205248707621,-0.0036003738197358,Financial Services,9.0
2020-04-09,108.00968170166016,108.10235268473748,100.54955090327972,103.79308480338553,931152.0,102.8733055114746,161.02384155273438,-0.8956300478987005,0.0490550420543243,-0.039039064200944,0.0008579877434811,-0.0690690934446646,Financial Services,9.0
2020-04-13,109.81678771972656,112.13359758723136,105.87821094496844,109.12174475947512,256493.0,101.3210433959961,158.4049200439453,-0.8773702862770011,0.0167309632765877,-0.0063291139240505,0.021097046413502,-0.0358649789029534,Financial Services,9.0
2020-04-15,115.14543914794922,115.28444914046582,109.3534150459397,112.64328756401788,234717.0,100.7395236968994,155.89071823120116,-0.8235273440966723,0.048523104152549,-0.0217303577323315,0.0012072557414801,-0.0503018108651911,Financial Services,9.0
2020-04-16,120.89112854003906,120.89112854003906,115.14544325408862,115.2844532515624,127096.0,100.30859718322752,153.57668838500976,-0.7654704743817754,0.0498994092567336,-0.0463778885695466,0.0,-0.0475277661424715,Financial Services,9.0
2020-04-17,126.91483306884766,126.91483306884766,125.10772432342394,126.91483306884766,77417.0,100.55649490356446,151.53048156738282,-0.7046044224313279,0.0498275150671088,0.0,0.0,-0.0142387513084732,Financial Services,9.0
2020-04-20,131.1314239501953,133.21655259958004,129.3706543025439,133.21655259958004,638287.0,101.3233585357666,149.51949035644532,-0.6619982091932012,0.0332237830629322,0.0159010600706712,0.0159010600706712,-0.0134275187030697,Financial Services,9.0
2020-04-21,135.25535583496094,137.66484372846728,125.2004095986141,126.0344554859974,1304021.0,102.76209754943848,147.87548248291014,-0.6203282615492225,0.0314488454447953,-0.0681740127186898,0.0178143621643078,-0.0743404664035332,Financial Services,9.0
2020-04-22,135.25535583496094,140.86203848435005,134.42130994757764,137.98918862214518,425826.0,104.73138580322264,146.07022430419923,-0.6203282615492225,0.0,0.0202123810203869,0.041452574020288,-0.0061664536848433,Financial Services,9.0
2020-04-23,131.68748474121094,136.13574858424067,129.741358704371,136.13574858424067,190737.0,106.91613807678225,143.9758285522461,-0.6563795363596154,-0.0263787786570428,0.0337789414975262,0.0337789414975262,-0.0147783674406448,Financial Services,9.0
2020-04-24,125.10772705078124,131.59479437934027,125.10772705078124,129.74134657118057,145693.0,108.98968276977538,141.74057006835938,-0.7228641840530273,-0.0499649431634302,0.0370370370370372,0.0518518518518518,0.0,Financial Services,9.0
2020-04-27,127.56352996826172,130.8534024038601,125.10771746685243,125.10771746685243,208144.0,111.39453048706056,139.25046279907227,-0.6980497152754576,0.0196295063092598,-0.019251681903286,0.0257900705351827,-0.019251681903286,Financial Services,9.0
2020-04-28,122.7445831298828,129.13898680576492,121.40083624387012,128.25858774946354,171728.0,113.36150207519532,136.76962356567384,-0.7467423872364489,-0.0377768382513237,0.0449225903007552,0.0520952005606294,-0.0109475045802289,Financial Services,9.0
2020-04-29,126.96117401123048,128.62927985557332,122.7909164707156,123.16160037359867,196242.0,115.33774070739746,134.93841674804688,-0.7041361739983221,0.0343525618306581,-0.0299270518504789,0.0131387084069913,-0.0328467153284671,Financial Services,9.0
2020-04-30,129.74134826660156,131.54845707503517,128.1659204372155,128.81462435041155,238445.0,117.23520774841307,133.12389129638672,-0.6760441203709536,0.0218978303959694,-0.0071428571428571,0.0139285496303014,-0.0121428353445869,Financial Services,9.0
2020-05-04,123.25428771972656,128.3049305161948,123.25428771972656,128.3049305161948,99437.0,118.6090763092041,131.3529217529297,-0.7415921170171115,-0.0499999470758153,0.0409774206634749,0.0409774206634749,0.0,Financial Services,9.0
2020-05-05,120.70579528808594,127.4245439701483,119.54739034290276,123.9029901086544,443970.0,119.7697982788086,129.72652130126954,-0.7673431597513141,-0.0206767040627077,0.0264875005623201,0.055662188099808,-0.0095969289827254,Financial Services,9.0
2020-05-06,121.07647705078124,124.64436987446564,117.69394032756236,121.30815803567802,166408.0,120.9444206237793,128.20020690917968,-0.7635976348309942,0.0030709524908113,0.0019135094655884,0.0294680924866022,-0.0279371914810521,Financial Services,9.0
2020-05-07,118.01829528808594,121.63252015828644,117.69394331506572,121.40083916750874,56746.0,121.78773956298828,126.70818115234376,-0.794498793603292,-0.0252582651658477,0.0286611823291118,0.0306242761885187,-0.0027483194213954,Financial Services,9.0
2020-05-08,119.54737854003906,122.32755013399346,118.6206546753876,118.6206546753876,192430.0,122.58935546875,125.0845608520508,-0.7790482913077643,0.012956323832848,-0.0077519379844961,0.0232558139534884,-0.0077519379844961,Financial Services,9.0
2020-05-11,120.61311340332033,120.93747243393815,119.08402458054448,120.1497514399719,79112.0,123.47206001281738,123.59624206542968,-0.7682796566173259,0.0089147489162575,-0.0038417212712101,0.0026892517858587,-0.012677633298982,Financial Services,9.0
2020-05-12,125.75642395019533,126.63680878189211,117.74026828272105,121.53982759338196,164085.0,124.35939712524414,122.39613464355467,-0.716309476897157,0.0426430460316217,-0.0335298684899253,0.007000714588111,-0.0637435084083576,Financial Services,9.0
2020-05-13,123.57864379882812,131.1314382989981,122.55924180242047,130.48273436523198,141045.0,125.04748992919922,121.18490692138673,-0.7383146863485551,-0.0173174465602622,0.0558679910555008,0.0611173117619339,-0.0082490142719733,Financial Services,9.0
2020-05-14,121.21549224853516,124.22734500554049,120.56678832900946,122.28121910627848,71864.0,125.35099258422852,120.08673873901368,-0.7621929666225978,-0.0191226532161973,0.0087920020615697,0.0248470942215037,-0.0053516585008426,Financial Services,9.0
2020-05-15,126.0807876586914,127.0538505682107,118.71333558493258,121.6788491952946,144551.0,125.61047554016112,119.29346313476564,-0.7130319691379795,0.0401375708657821,-0.0349136339099747,0.0077177730849322,-0.0584343753760722,Financial Services,9.0
2020-05-18,120.1497573852539,126.35881931390914,119.77907345250686,126.35881931390914,76490.0,125.27222175598143,118.66236404418946,-0.7729616013130363,-0.0470415071445553,0.051677690107573,0.051677690107573,-0.0030851825323163,Financial Services,9.0
2020-05-19,114.867431640625,122.14222035926124,114.1723886728834,121.40083836553312,137243.0,124.45902214050292,117.9089372253418,-0.8263364492416015,-0.0439645144491753,0.0568777993169429,0.0633320395061691,-0.0060508270953261,Financial Services,9.0
2020-05-20,115.65514373779295,117.64759443533144,114.0333769381784,115.46979471848888,71735.0,123.47901153564452,117.131416015625,-0.8183770738773347,0.0068575756062206,-0.0016026007431567,0.0172275147749212,-0.0140224355545426,Financial Services,9.0
2020-05-21,115.60881042480467,118.15730123577232,114.96010650105902,115.84049140761992,90983.0,122.49668426513672,116.41135162353515,-0.8188452452197195,-0.0004006161031049,0.0020040080160319,0.0220440881763526,-0.0056111979819012,Financial Services,9.0
2020-05-22,114.6357421875,117.87927579748164,114.26505828834726,116.303848015056,68385.0,121.64409713745115,115.69777404785157,-0.8286775372253885,-0.0084169038132054,0.0145513589019001,0.0282942610052323,-0.0032335804878939,Financial Services,9.0
2020-05-26,112.78230285644533,115.6088137563817,111.76290791675017,114.63575077237928,61919.0,121.02782592773436,115.00458404541016,-0.8474054701894727,-0.0161680754683227,0.0164338541507982,0.0250616526560387,-0.0090386072449033,Financial Services,9.0
2020-05-27,117.554931640625,118.3889846096736,110.09480808550867,112.82864090980635,106795.0,120.52739601135254,114.53566192626953,-0.7991808153896236,0.0423171779907217,-0.0402049549504847,0.0070950062018528,-0.0634607451257129,Financial Services,9.0
2020-05-28,123.25428771972656,123.39329065862498,117.04523996348648,119.3620498830302,155216.0,120.55288124084473,114.18350708007812,-0.7415921170171115,0.0484824923936407,-0.0315789244228734,0.0011277736577772,-0.0503759169040765,Financial Services,9.0
2020-05-29,128.35125732421875,129.4169841294819,120.93746628744076,123.2542759864339,331362.0,120.62238540649416,114.21501556396484,-0.6900901857299484,0.04135328432616,-0.0397111913357399,0.0083032050287681,-0.0577617328519856,Financial Services,9.0
2020-06-01,129.2316436767578,133.12388118795803,127.47087394142667,128.25858076378665,160680.0,120.59690017700196,114.20945526123047,-0.6811943905902911,0.0068591953900006,-0.0075296025438246,0.0301183007540764,-0.0136249117107516,Financial Services,9.0
2020-06-02,128.21226501464844,131.5948017989819,127.19286300641032,129.3243309341084,104513.0,120.84479904174805,114.33456298828123,-0.6914946226664813,-0.0078879957965953,0.0086736313357609,0.0263823182902744,-0.0079508930609847,Financial Services,9.0
2020-06-03,125.84910583496094,131.59479106751857,124.92238195420376,131.59479106751857,141376.0,121.1019645690918,114.53566207885744,-0.7153729800311452,-0.0184316155667127,0.045655352053852,0.045655352053852,-0.0073637700848862,Financial Services,9.0
2020-06-04,123.85665130615234,126.82217928371948,123.39328932724317,125.9881192372717,71020.0,121.24097328186036,114.88318359375,-0.7355055812036257,-0.0158320912619077,0.0172091519400983,0.0239432274834949,-0.0037411150230748,Financial Services,9.0
2020-06-05,127.7489013671875,129.64867414029314,124.36635048636846,125.10773246988258,152639.0,121.72750358581544,115.5207698059082,-0.6961766444528129,0.0314254423964215,-0.0206746897158311,0.0148711476402065,-0.0264781211002089,Financial Services,9.0
2020-06-08,140.49136352539062,140.49136352539062,129.74135950973795,129.74135950973795,606853.0,122.774702835083,116.57074829101562,-0.5674214307817996,0.0997461584548393,-0.0765171875758032,0.0,-0.0765171875758032,Financial Services,9.0
2020-06-09,145.31031799316406,154.5312184551547,143.45687009565097,147.71979177551995,747798.0,124.0095630645752,117.80421798706055,-0.5187286817301872,0.0343007167618707,0.0165815739421149,0.0634566119552804,-0.012755101792567,Financial Services,9.0
2020-06-10,142.71548461914062,146.1906993420093,139.14759184738816,145.3103144403529,180343.0,124.85751609802246,119.0691961669922,-0.5449479728973956,-0.0178571859855506,0.0181818379984273,0.0243506493506493,-0.0250000396332182,Financial Services,9.0
2020-06-11,139.1939239501953,147.3490969224688,138.08185812231352,144.2909052902807,125234.0,125.63828010559082,120.18497161865234,-0.5805313076372673,-0.0246753929914694,0.0366178436201649,0.058588570110226,-0.0079893273809832,Financial Services,9.0
2020-06-12,134.7456512451172,135.67237515778152,130.6680716856681,133.0775595148692,220275.0,126.31478805541992,121.13115661621094,-0.62547853176856,-0.0319573770092849,-0.012379558930726,0.0068775793808626,-0.0302613072983818,Financial Services,9.0
2020-06-15,131.73379516601562,138.91590530581684,126.35880792232476,135.62604681239085,152756.0,126.59743843078611,121.92999237060548,-0.6559115962890943,-0.0223521579455107,0.0295463411000196,0.0545198757141252,-0.0408018856278838,Financial Services,9.0
2020-06-16,135.95040893554688,141.78877300506932,132.61421099630988,133.54093500287897,391648.0,127.38747100830078,122.73346221923828,-0.6133051517791039,0.0320085955484492,-0.0177231826776645,0.0429448069721538,-0.0245398154029728,Financial Services,9.0
2020-06-17,143.68853759765625,149.52690075502858,135.95038769549112,136.59909157060272,883957.0,128.82852630615236,123.65740585327148,-0.5351158350729689,0.0569187597352352,-0.0493389810042103,0.0406320730587459,-0.0538536339191704,Financial Services,9.0
2020-06-18,144.10556030273438,149.20254153530698,141.32538872133114,143.6421983725005,339830.0,130.2510471343994,124.58783645629885,-0.5309020617196432,0.0029022684206435,-0.0032154340836012,0.0353697749196142,-0.0192926045016077,Financial Services,9.0
2020-06-19,142.06678771972656,149.10988142172147,140.95472178158903,144.56893961570745,620911.0,131.5739459991455,125.40613388061524,-0.551502680053266,-0.0141477718050906,0.0176125042041297,0.0495759340732735,-0.0078277685867822,Financial Services,9.0
2020-06-22,143.1788330078125,146.60770838115738,142.29844818962286,144.93960264419178,286498.0,133.00110054016113,126.1994093322754,-0.5402661052923063,0.0078276232322491,0.0122976951228761,0.023948200312247,-0.006148847561438,Financial Services,9.0
2020-06-23,143.2251739501953,145.26396359354695,142.62279496284532,144.52258168486895,234189.0,134.52324409484862,127.00473236083984,-0.5397978568593005,0.0003236577740529,0.0090585174302164,0.0142348554176698,-0.004205817809371,Financial Services,9.0
2020-06-24,141.60340881347656,146.79305395156558,140.90836591760612,144.8932813487335,305968.0,135.7256679534912,127.67660690307618,-0.55618485602084,-0.0113231849680468,0.0232330038014156,0.0366491540110094,-0.0049083768653194,Financial Services,9.0
2020-06-25,144.89328002929688,153.32645860465323,143.0861572039427,148.27581643545722,2118616.0,136.80761756896973,128.37813674926758,-0.5229426092647552,0.0232329944835848,0.0233450192132886,0.0582026894114839,-0.012472095496691,Financial Services,9.0
2020-06-26,143.54953002929688,150.0365974908785,142.71548415479603,146.46871887141953,580353.0,137.56753120422363,128.94621856689454,-0.5365204261907441,-0.0092740670908153,0.0203357603576053,0.0451904472293129,-0.0058101609551116,Financial Services,9.0
2020-06-29,138.0355224609375,142.71548099709605,136.08941074993328,142.53013904471726,303231.0,138.00772514343262,129.2891064453125,-0.5922362850124753,-0.03841188171939,0.0325613038125869,0.0339040158121828,-0.0140986296592962,Financial Services,9.0
2020-06-30,138.17453002929688,142.4374512036118,137.34047008991877,138.7305558481987,275861.0,138.50583839416504,129.51430038452148,-0.5908316938947,0.0010070419981835,0.0040240833009088,0.0308517146641358,-0.0060362784603013,Financial Services,9.0
2020-07-01,140.7693634033203,142.71548936917412,140.02799555031447,141.92776834949868,273940.0,139.251851272583,129.707059173584,-0.5646124027274915,0.018779389902562,0.0082290984215038,0.013824925529271,-0.0052665426274731,Financial Services,9.0
2020-07-02,141.32540893554688,144.9859658798386,139.79632000333828,141.7424319042687,324965.0,140.12528915405272,129.8284602355957,-0.5589938840751482,0.0039500465071609,0.0029507996606046,0.0259016193327357,-0.0108196321080942,Financial Services,9.0
2020-07-03,142.48379516601562,144.9859467895747,139.4719425852706,141.55707129501715,439494.0,140.86203384399414,129.9730290222168,-0.5472890608811826,0.0081965885624788,-0.0065040650406503,0.0175609557609248,-0.0211382113821136,Financial Services,9.0
2020-07-06,141.27906799316406,143.41053597636184,140.76936697577327,143.17885498124653,218567.0,140.90141906738282,130.16486068725587,-0.559462132508154,-0.0084551872825107,0.0134470521009835,0.015086934062312,-0.0036077603330131,Financial Services,9.0
2020-07-07,140.25967407226562,142.2057858632003,139.93531503676726,141.32540094772853,171026.0,140.64888687133788,130.46789962768554,-0.5697625187655866,-0.0072154632344245,0.0075982414939437,0.013875062834753,-0.0023125608814066,Financial Services,9.0
