Date_Ticker,Close_HINDALCO.NS,High_HINDALCO.NS,Low_HINDALCO.NS,Open_HINDALCO.NS,Volume_HINDALCO.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,204.56097412109372,207.1723878603675,203.3036223923563,205.3347301663298,7800086.0,,,-1.3099401264011383,,0.0037825203392802,0.0127659430176934,-0.0061465865331338,Metals & Mining,14.0
2020-01-13,204.2707977294922,206.01174500511263,202.6265754862493,205.81830969852544,6614653.0,,,-1.3117249763155825,-0.0014185325077196,0.0075757865844463,0.0085227418454885,-0.0080492280909396,Metals & Mining,14.0
2020-01-14,204.9961853027344,207.70432379158052,203.8839212532176,205.5281434491775,7981507.0,,,-1.3072631800236991,0.0035511075557789,0.002594966075381,0.0132106774808851,-0.0054257792547418,Metals & Mining,14.0
2020-01-15,206.6404266357422,207.9461408653737,203.11018410106269,204.17410049247863,9564560.0,,,-1.2971495936414774,0.0080208386833131,-0.0119353515835074,0.0063187743603201,-0.017083987834106,Metals & Mining,14.0
2020-01-16,202.77163696289065,207.70431817556556,202.1429685620172,206.9789247477114,6986058.0,,,-1.320946184668329,-0.0187223271643322,0.0207488968764935,0.0243262878702195,-0.0031003764150133,Metals & Mining,14.0
2020-01-17,203.15855407714844,205.0445743328212,201.32088158435832,202.6265958619153,8678002.0,,,-1.3185662909269107,0.0019081421842475,-0.0026184386753962,0.0092834892640383,-0.0090455088201319,Metals & Mining,14.0
2020-01-20,200.49876403808597,203.88393366569125,199.96680585925716,203.20690269180383,3977566.0,,,-1.334926429659966,-0.0130921882720845,0.0135070092162936,0.0168837431185475,-0.0026531743543704,Metals & Mining,14.0
2020-01-21,198.41929626464844,201.65939313678015,197.93570059765372,199.2414148018068,4479791.0,,,-1.3477170562751206,-0.0103714742752353,0.0041433396480845,0.0163295452263381,-0.0024372411156508,Metals & Mining,14.0
2020-01-22,196.92015075683597,200.98235118626815,196.3398300848452,198.85453331924825,6268889.0,,,-1.356938170772374,-0.0075554421169449,0.0098231824167194,0.0206286680861238,-0.0029469847029893,Metals & Mining,14.0
2020-01-23,197.8873443603516,198.61273782976903,196.09803456585465,196.92015306779496,5560681.0,,,-1.3509890464795344,0.0049116030015127,-0.004887585386943,0.0036656890402073,-0.0090420627972984,Metals & Mining,14.0
2020-01-24,198.66107177734372,200.88561454721184,195.6144253208543,197.79060557782304,5749852.0,,,-1.3462299159851503,0.0039099388568438,-0.0043816646700483,0.0111976782867722,-0.0153359006333363,Metals & Mining,14.0
2020-01-27,191.7456817626953,196.87179877910725,190.92356322639745,196.87179877910725,7942736.0,,,-1.3887658824980231,-0.0348099904665726,0.0267339372093711,0.0267339372093711,-0.0042875465498897,Metals & Mining,14.0
2020-01-28,189.56948852539065,192.85793293327836,187.82854129138107,192.85793293327836,6308211.0,,,-1.4021514590846589,-0.0113493728635722,0.0173469076351242,0.0173469076351242,-0.0091836890395806,Metals & Mining,14.0
2020-01-29,191.26206970214844,193.82512061157783,190.6334012928672,191.16534467387413,8978837.0,,,-1.3917405384999362,0.0089285527429753,-0.0005057198660713,0.0134007276686947,-0.0032869476434101,Metals & Mining,14.0
2020-01-30,187.1031646728516,191.26209045097943,186.3777711566026,190.82685729286385,8588693.0,,,-1.4173216040192584,-0.0217445363619327,0.0199018152713938,0.0222279820087476,-0.0038769708546475,Metals & Mining,14.0
2020-01-31,183.1376800537109,188.7473778329835,182.07376371175613,188.40886973012016,6008376.0,,,-1.441712957306605,-0.0211941076789066,0.0287826605363967,0.0306310409612446,-0.0058093798154633,Metals & Mining,14.0
