Date_Ticker,Close_ABB.NS,High_ABB.NS,Low_ABB.NS,Open_ABB.NS,Volume_ABB.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-02-07,1291.8221435546875,1302.5634794123282,1279.2339842586746,1295.7590433258458,35789.0,1287.8001708984375,,-0.8694631268703089,-0.0078389539911003,0.0030475555716402,0.0083148720675154,-0.0097444987754848,Capital Goods,1.0
2020-02-10,1304.4588623046875,1340.473815396242,1280.2059571260702,1294.7868905785313,186488.0,1286.1039245605468,,-0.863844521963763,0.0097820886668096,-0.0074145471395457,0.0276091137346594,-0.0185923112483347,Capital Goods,1.0
2020-02-11,1296.92529296875,1326.864855112177,1285.0661820207313,1311.3118604734996,45537.0,1284.402813720703,,-0.8671941375144535,-0.0057752448571872,0.0110928266899765,0.0230850321955657,-0.0091440201007048,Capital Goods,1.0
2020-02-12,1238.8447265625,1306.4517056703576,1220.132527653159,1302.3690915541165,290668.0,1281.8462951660156,,-0.893018226966877,-0.0447832783593106,0.0512771000510139,0.0545726011164053,-0.0151045554847401,Capital Goods,1.0
2020-02-13,1233.206787109375,1242.441378408855,1191.894141822228,1237.4352341303063,208984.0,1280.01396484375,,-0.8955249975060359,-0.0045509653730124,0.0034288223719907,0.0074882747938207,-0.0335001767091984,Capital Goods,1.0
2020-02-14,1198.64990234375,1244.239644292389,1195.0046690108622,1233.4011267839476,56198.0,1276.628759765625,,-0.9108898628749892,-0.0280219709515433,0.0289919720280689,0.0380342432427482,-0.0030411159470001,Capital Goods,1.0
2020-02-17,1189.3179931640625,1218.9658875584262,1179.111340995511,1218.9658875584262,85129.0,1273.3674865722655,,-0.915039065824088,-0.0077853501355488,0.024928483857785,0.024928483857785,-0.0085819370657949,Capital Goods,1.0
2020-02-18,1171.4322509765625,1192.720439023644,1167.155153135605,1186.402034089941,41542.0,1268.2617309570312,,-0.9229915193683994,-0.0150386543298792,0.0127790430056018,0.0181727863726943,-0.0036511696151375,Capital Goods,1.0
2020-02-19,1175.9522705078125,1194.6644682406295,1168.4187883036914,1176.195286062784,40075.0,1263.7149047851562,,-0.9209818043135348,0.0038585411384071,0.0002066542674106,0.0159123785906178,-0.0064062822897292,Capital Goods,1.0
2020-02-20,1196.511474609375,1212.0644709649182,1179.4517342679103,1179.9864159816104,48608.0,1259.5593505859374,,-0.911840661954905,0.0174830259842811,-0.013811032303856,0.0129986186389234,-0.0142578994882049,Capital Goods,1.0
2020-02-24,1158.6494140625,1190.7761150802696,1156.7539403636906,1190.7761150802696,44916.0,1252.895849609375,,-0.9286750921079546,-0.0316437086900782,0.0277277152414257,0.0277277152414257,-0.0016359337654722,Capital Goods,1.0
2020-02-25,1166.6689453125,1183.874516568568,1158.698083144105,1158.698083144105,24401.0,1246.1205688476562,,-0.9251094055938468,0.0069214476377989,-0.0068321542288586,0.0147476037012876,-0.0068321542288586,Capital Goods,1.0
2020-02-26,1167.83544921875,1178.4794819188216,1156.7539173707758,1161.614227947964,25367.0,1239.882354736328,,-0.9245907484407658,0.0009998585382227,-0.0053271385750002,0.0091143257444292,-0.0094889497106698,Capital Goods,1.0
2020-02-27,1165.1136474609375,1169.3907445729071,1155.7818747275037,1164.5304339138345,40112.0,1232.9005065917968,,-0.9258009303727716,-0.0023306380703148,-0.0005005636560638,0.0036709698846035,-0.0080093240292654,Capital Goods,1.0
2020-02-28,1151.8936767578125,1161.6142985026042,1142.1730550130208,1154.80986328125,39171.0,1225.7680053710938,,-0.931678863855858,-0.011346507468979,0.0025316455696202,0.0084388185654009,-0.0084388185654009,Capital Goods,1.0
2020-03-02,1156.9483642578125,1165.405376456949,1149.026152383935,1151.8936883635663,99510.0,1219.911328125,,-0.9294314218932398,0.0043881545684209,-0.0043689727652526,0.0073097576870353,-0.0068475068711988,Capital Goods,1.0
2020-03-03,1128.5640869140625,1171.1889858445943,1121.7596522815056,1165.5024463479422,45482.0,1213.5297241210938,,-0.9420517898152806,-0.0245337460345161,0.032730404823428,0.0377691434848728,-0.0060292850990526,Capital Goods,1.0
2020-03-04,1124.8216552734375,1145.7209899129753,1117.8713876962115,1136.291916577324,41444.0,1206.0375427246097,,-0.9437157696184576,-0.0033161002410224,0.0101974044063883,0.0185801318293941,-0.006178995171938,Capital Goods,1.0
2020-03-05,1147.5679931640625,1151.8936221715371,1127.5920689611671,1135.1742010267735,27103.0,1198.3606811523437,,-0.9336021722355756,0.0202221728075598,-0.0108000503770733,0.003769387986805,-0.0174071813800051,Capital Goods,1.0
2020-03-06,1158.6009521484375,1186.887938246905,1122.731833476802,1135.3686419921253,36939.0,1191.1892944335937,,-0.9286966395011916,0.0096142093976976,-0.0200520378593093,0.0244147789159103,-0.030958992917382,Capital Goods,1.0
2020-03-09,1098.2845458984375,1159.4272871856367,1066.0606575089728,1147.0334930866077,81699.0,1181.5124145507812,,-0.9555148399222038,-0.0520596898683304,0.0443864455438474,0.0556711295952745,-0.0293402001419443,Capital Goods,1.0
2020-03-11,1078.4544677734375,1111.0672052966493,1065.8663084932425,1098.430395437632,55300.0,1170.2121948242188,,-0.964331794422383,-0.0180555013717126,0.0185227362499935,0.0302402544546396,-0.0116724068158245,Capital Goods,1.0
2020-03-12,1009.5838012695312,1057.555048251798,972.0622231865194,1057.555048251798,57759.0,1155.8451202392578,,-0.9949534354030316,-0.0638605231485532,0.0475158643808903,0.0475158643808903,-0.0371653923486383,Capital Goods,1.0
2020-03-13,978.6721801757812,1001.1753837968788,807.6864801955447,980.51912202942,113239.0,1142.836492919922,,-1.0086975243063816,-0.0306181825172702,0.0018871915346638,0.0229936071310983,-0.1747119244255266,Capital Goods,1.0
2020-03-16,936.922119140625,989.9967503715824,920.5428949529114,972.06219108016,492095.0,1128.0222595214843,,-1.0272606578556438,-0.0426599037766225,0.0375058622500732,0.0566478580734535,-0.0174819484491807,Capital Goods,1.0
2020-03-17,922.2926025390624,952.620955013654,894.2972230740427,952.620955013654,48671.0,1114.20439453125,,-1.0337653111112948,-0.0156144425483103,0.0328836557846152,0.0328836557846152,-0.0303541190593406,Capital Goods,1.0
2020-03-18,879.8134765625,946.7885861085302,874.175527648792,946.7885861085302,32581.0,1098.7291687011718,,-1.0526526053812328,-0.046058187889199,0.0761242142001588,0.0761242142001588,-0.0064081183840646,Capital Goods,1.0
2020-03-19,870.8704833984375,899.1574675649828,811.6718761262277,855.4146718456052,280603.0,1083.7010803222656,,-1.0566288864289382,-0.0101646467146689,-0.0177475432311339,0.0324812755809102,-0.0679763620431781,Capital Goods,1.0
2020-03-20,923.0215454101562,942.8516357720534,827.2734295745493,873.3977875968823,42124.0,1071.0545440673827,,-1.033441204666169,0.059883832333147,-0.0537622962974532,0.0214838867635374,-0.1037333487086263,Capital Goods,1.0
2020-03-23,838.9382934570312,971.0901651326136,782.5100930247787,801.9513375719782,58987.0,1053.1758850097656,1183.1775756835937,-1.0708267460656844,-0.0910956546694276,-0.0440878145311975,0.1575227554949498,-0.0672614432698353,Capital Goods,1.0
2020-03-24,806.95751953125,874.8560455572305,798.2575503233253,874.8560455572305,34599.0,1035.591290283203,1172.6355639648436,-1.0850462073712173,-0.0381205318379226,0.0841413883415098,0.0841413883415098,-0.0107811985108936,Capital Goods,1.0
2020-03-25,811.2344970703125,826.2528699249418,778.6218221292687,778.6218221292687,58627.0,1017.8195678710938,1162.092578125,-1.0831445549358365,0.0053001272502509,-0.0402012920540497,0.018512985960122,-0.0402012920540497,Capital Goods,1.0
2020-03-26,837.2371826171875,845.8885601526124,806.3742069700947,812.3524133864802,29477.0,1001.2896545410156,1152.2183715820313,-1.0715831029887444,0.032053229541866,-0.0297224845567871,0.0103332457218165,-0.0368628822129181,Capital Goods,1.0
2020-03-27,828.6829833984375,889.5827008663908,811.6718957626924,889.5827008663908,34666.0,984.4681213378906,1142.992529296875,-1.0753865164106058,-0.0102171754866521,0.0734897647085777,0.0734897647085777,-0.0205278592375366,Capital Goods,1.0
2020-03-30,856.775634765625,864.1632836497665,802.9233659108066,816.0947966696211,30325.0,969.7122192382812,1134.7309741210938,-1.062895812776835,0.0339003598842819,-0.0474813200157498,0.0086226178527619,-0.0628545755383787,Capital Goods,1.0
2020-03-31,909.26708984375,922.4871132564258,842.534989899902,884.5766839445179,141102.0,957.328155517578,1127.5892358398437,-1.0395567836436843,0.0612662789978665,-0.0271541840401097,0.0145392080724571,-0.07339108683161,Capital Goods,1.0
2020-04-01,903.6775512695312,922.4869290949622,879.619014393767,909.2669083214764,14021.0,946.0838287353516,1120.5719177246094,-1.042042033927381,-0.0061473010918928,0.0061851232711191,0.0208142581377688,-0.026622921906122,Capital Goods,1.0
2020-04-03,908.0519409179688,922.4870410635294,868.0515570808554,888.7564703725573,40418.0,935.245343017578,1113.262009277344,-1.0400970696033272,0.0048406532200475,-0.0212493026840571,0.015896778031186,-0.0440507662994212,Capital Goods,1.0
2020-04-07,905.330078125,1020.6652783055092,885.548636701256,942.8031222353326,162721.0,923.133447265625,1106.0308349609377,-1.041307278673108,-0.0029974747812522,0.0413915819387573,0.1273957454494123,-0.0218499770434146,Capital Goods,1.0
2020-04-08,904.6983032226562,938.0400248836138,884.5766037762576,908.8781588250558,87733.0,910.438314819336,1098.5323498535156,-1.0415881817806605,-0.0006978392937658,0.004620165183808,0.0368539672752672,-0.0222413365590744,Capital Goods,1.0
2020-04-09,900.955810546875,921.5149494485204,890.749157625768,916.6546385337076,75668.0,900.5718780517578,1090.713077392578,-1.0432521887216122,-0.0041367300706213,0.0174246370388613,0.0228192533540196,-0.0113286942618324,Capital Goods,1.0
2020-04-13,881.8547973632812,907.9060512064232,872.4257826100265,904.0178025931197,62956.0,890.74189453125,1082.3066821289062,-1.0517449825011158,-0.0212008324492624,0.0251322613383802,0.0295414323548892,-0.0106922531707568,Capital Goods,1.0
2020-04-15,890.2630615234375,908.2948611646073,875.8279628925434,889.436832460241,32470.0,884.7758575439453,1074.2599487304688,-1.048006455498939,0.0095347490145732,-0.0009280729470934,0.0202544623274758,-0.0162144193719465,Capital Goods,1.0
2020-04-16,875.0017700195312,902.1222684674584,873.8352835709186,889.2424449510332,140790.0,879.5923370361328,1065.664971923828,-1.0547920118621426,-0.017142451667927,0.0162750241421616,0.0309947926703297,-0.0013331246730925,Capital Goods,1.0
2020-04-17,899.060302734375,906.9339823864516,888.270377313792,892.7418987842015,40359.0,877.6992462158203,1057.755303955078,-1.044094979457594,0.0274954103399204,-0.0070277866022523,0.0087576769079111,-0.0120013367154203,Capital Goods,1.0
2020-04-20,881.4173583984375,945.573460581285,875.1961368790237,910.1417831915828,165835.0,875.655484008789,1049.902012939453,-1.0519394789335212,-0.0196237608114592,0.0325889029974841,0.0727874276261373,-0.0070582017249103,Capital Goods,1.0
2020-04-21,869.5097045898438,903.0458530620066,862.7538599156888,874.8560470998988,99664.0,875.1402954101562,1042.1682836914065,-1.0572339231193917,-0.0135096656483261,0.0061486864169928,0.038569032979318,-0.0077697173918739,Capital Goods,1.0
2020-04-22,882.6810302734375,896.0468849393889,862.267724965439,875.6821708732734,158811.0,875.7308227539063,1034.3285986328126,-1.0513776184428667,0.0151479915796992,-0.0079290923449391,0.015142338180544,-0.0231264801302854,Capital Goods,1.0
2020-04-23,876.6056518554688,896.1927282864877,871.1621274428111,879.7162626612587,86092.0,873.4100280761719,1025.8386071777345,-1.054078885414431,-0.006882869586635,0.0035484722226075,0.0223442278629619,-0.0062097756284545,Capital Goods,1.0
2020-04-24,868.489013671875,881.223005188258,865.1353871030657,876.6057095829326,62319.0,874.887564086914,1017.1678137207032,-1.057687748128337,-0.0092591670683546,0.0093457669392282,0.0146622367306006,-0.0038614496165363,Capital Goods,1.0
2020-04-27,858.671142578125,881.6604379275173,855.4633491021556,874.8560023536555,47484.0,877.4732452392578,1008.5047937011718,-1.0620530220408535,-0.0113045426472824,0.0188487291268879,0.0267731081312081,-0.0037357648544449,Capital Goods,1.0
2020-04-28,848.9991455078125,881.1257892116506,843.7499859187271,867.5655097148203,138274.0,879.3614776611328,999.3955993652344,-1.0663534366714595,-0.0112639130287675,0.0218685310877464,0.0378406078190127,-0.0061827619225054,Capital Goods,1.0
2020-04-29,855.5606079101562,866.8365062101701,850.5544636208566,856.3868370856853,60887.0,880.2776489257812,990.5683056640624,-1.0634360444609283,0.0077284676163238,0.0009657167100614,0.0131795435598152,-0.0058513029270105,Capital Goods,1.0
2020-04-30,875.390625,887.638644634972,865.2325628811054,874.856002642157,145626.0,882.6130310058594,983.2992236328124,-1.0546191170985235,0.0231778051800231,-0.0006107243355992,0.0139914905245552,-0.0116040334780768,Capital Goods,1.0
2020-05-04,854.9287719726562,869.9957372547212,845.6941803481648,869.9957372547212,47410.0,882.5206878662109,975.733663330078,-1.0637169747062556,-0.0233745398259705,0.0176236498010233,0.0176236498010233,-0.0108015918135304,Capital Goods,1.0
2020-05-05,853.4625854492188,875.7960702962185,850.3837627933889,873.5969283007813,24424.0,879.7304626464844,968.8299169921876,-1.064368878333888,-0.0017149809101107,0.0235913597090666,0.0261680889446895,-0.0036074488891734,Capital Goods,1.0
2020-05-06,849.8950805664062,867.8791993075324,846.4741929535705,851.3123173656902,45865.0,877.0413391113282,962.0414587402344,-1.0659550812743228,-0.0041800366455838,0.0016675432435018,0.0211603986802004,-0.0040250704952379,Capital Goods,1.0
2020-05-07,839.0949096679688,852.2897626446928,836.6514183759829,844.959288768735,30256.0,873.5934875488281,955.3947119140626,-1.0707571105353997,-0.0127076519742175,0.0069889341875364,0.0157251019219568,-0.0029120559114734,Capital Goods,1.0
2020-05-08,827.4638671875,848.8200168710213,821.9904705561236,844.4217325458101,35925.0,869.7001770019531,948.4249438476562,-1.0759285663256142,-0.0138614146581715,0.0204937835122018,0.0258091628291994,-0.0066146654233739,Capital Goods,1.0
2020-05-11,847.3050537109375,852.2897520222427,827.4149990487408,830.3960464566998,83316.0,866.8305145263672,941.4408154296876,-1.0671066727504108,0.0239783116945958,-0.0199562214106731,0.0058830031633516,-0.0234744907693921,Capital Goods,1.0
2020-05-12,832.7418212890625,840.9030582340775,830.7870282813417,840.5609933199457,18231.0,863.4198150634766,934.9226635742187,-1.0735818543825664,-0.0171877086748066,0.0093896713615024,0.0098004408285652,-0.0023474178403756,Capital Goods,1.0
2020-05-13,836.3092651367188,856.9811634904809,832.7417443649568,849.1131342923196,62936.0,861.1425384521484,928.3154699707032,-1.0719956785799063,0.0042839734434544,0.0153099692773435,0.0247180071003789,-0.0042657912813852,Capital Goods,1.0
2020-05-14,817.2011108398438,844.47049441763,814.1712058447752,821.0618385729773,90247.0,857.4894409179688,921.302783203125,-1.0804916474790685,-0.0228481915643386,0.0047243300112085,0.0333692443831374,-0.0037076613759796,Capital Goods,1.0
2020-05-15,804.1040649414062,826.8773901139073,802.4424790585317,821.0130114606171,62438.0,853.9445556640625,914.0825915527344,-1.086314925483591,-0.0160267108361827,0.0210283062310385,0.0283213655612604,-0.0020663816479967,Capital Goods,1.0
2020-05-18,781.7216796875,809.5774789012163,779.0338394124923,804.1040825670553,90489.0,848.0776245117188,906.6791516113282,-1.0962667003149966,-0.0278351848097387,0.0286321890017211,0.0356339090209854,-0.0034383596423758,Capital Goods,1.0
2020-05-19,766.7675170898438,800.438836814127,762.3692330529996,800.438836814127,131999.0,842.3451324462891,898.8755346679687,-1.102915699395116,-0.0191297785212178,0.0439133361466299,0.0439133361466299,-0.0057361376673039,Capital Goods,1.0
2020-05-20,756.8469848632812,771.0681522067001,755.5275234000292,771.0681522067001,64779.0,836.7119964599609,891.4411926269531,-1.107326619044943,-0.0129381227105374,0.018790016513031,0.018790016513031,-0.0017433662148901,Capital Goods,1.0
2020-05-21,732.8030395507812,781.9172145923641,728.795737688215,756.5049051181123,191499.0,829.2180969238282,883.6008203125,-1.1180171655213,-0.031768568539443,0.0323441147049017,0.0670223407802599,-0.0054684569335612,Capital Goods,1.0
2020-05-22,713.59716796875,741.6973176265234,712.5220556701503,733.0473823766978,126820.0,821.0676727294922,874.9214038085937,-1.1265565819980092,-0.026208777182208,0.0272565745507549,0.0393781686911123,-0.0015066095366662,Capital Goods,1.0
2020-05-26,709.541015625,732.0699934798866,706.9508909847807,720.6344422647786,524000.0,813.1202728271485,865.940205078125,-1.128360049963955,-0.0056840925466335,0.0156346516910046,0.0317514806878951,-0.0036504227143765,Capital Goods,1.0
2020-05-27,719.999267578125,724.2509191522207,705.6803827637023,718.386539240057,109664.0,806.1866790771485,858.3744995117188,-1.1237100465176315,0.0147394607539535,-0.0022399027480858,0.0059050776376441,-0.0198873602505006,Capital Goods,1.0
2020-05-28,723.1268310546875,754.5501547554956,720.5856238257632,725.1793996524058,268491.0,799.8930633544921,851.2679467773437,-1.1223194526583713,0.0043438425806775,0.0028384627835267,0.0434547887747116,-0.0035141929738908,Capital Goods,1.0
2020-05-29,727.4273071289062,736.8592067234641,722.2959757719339,724.2507686698281,214975.0,793.4863983154297,845.6248168945312,-1.12040735217967,0.0059470564353786,-0.0043668122270742,0.0129661060316594,-0.007054081289889,Capital Goods,1.0
2020-06-01,802.8334350585938,815.14860596272,737.3478755867685,739.8890823906223,541641.0,789.8585388183594,842.1080419921875,-1.0868798796805796,0.1036613929539009,-0.0784027544435509,0.0153396338098792,-0.0815680521166209,Capital Goods,1.0
2020-06-02,806.25439453125,825.4113420172099,798.826145358015,809.6752822719963,321593.0,787.4248199462891,839.4946875,-1.0853588345375784,0.0042611073770321,0.0042429384124289,0.0237604255132124,-0.0092132820901444,Capital Goods,1.0
2020-06-03,816.9568481445312,824.8249377660263,806.3521198846316,811.239102429387,245789.0,785.5995330810547,837.3879724121093,-1.080600252854049,0.0132742887181453,-0.0069988344281958,0.0096309733364314,-0.012980769160556,Capital Goods,1.0
2020-06-04,816.1260986328125,823.4565725726283,810.26171948096,817.1034951581213,317234.0,783.911083984375,836.1142248535157,-1.0809696251076375,-0.0010168829768739,0.0011976047904191,0.0089820359281438,-0.0071856287425149,Capital Goods,1.0
2020-06-05,857.6653442382812,869.7850835062584,819.1070441815885,821.0129790998932,357750.0,784.8396057128906,835.8501220703125,-1.062500225432734,0.0508980728285199,-0.0427350427350426,0.0141310819533475,-0.0449572788684117,Capital Goods,1.0
2020-06-08,858.5939331054688,893.2915074713288,850.3349210788239,879.803448240498,256663.0,786.396109008789,834.5615698242187,-1.0620873513260485,0.0010826937026494,0.0247026147253521,0.0404120889142107,-0.0096192294263862,Capital Goods,1.0
2020-06-09,833.5236206054688,866.7550975124149,814.1711842201789,865.9731923398301,232007.0,785.7070373535156,834.4532763671875,-1.0732342466244136,-0.0291992658384186,0.0389305964848243,0.039868668488131,-0.0232176220407914,Capital Goods,1.0
2020-06-10,811.5811767578125,827.8548526828051,806.3521292364985,819.0582840002252,101410.0,784.6490051269532,834.5457495117188,-1.0829904123746443,-0.0263249214601948,0.0092130121502853,0.020051815383403,-0.0064430369642177,Capital Goods,1.0
2020-06-11,791.7399291992188,820.9641049530428,789.7362785424408,815.1485845351432,123269.0,782.4205383300781,834.1558581542969,-1.0918123330876226,-0.0244476438424281,0.0295660916831621,0.0369113324666876,-0.0025306929496463,Capital Goods,1.0
2020-06-12,789.1499633789062,796.5781529676738,762.3692752328657,768.2336542731185,116248.0,781.0179809570312,833.1941137695312,-1.0929638974259357,-0.0032712330460989,-0.0265048597559711,0.0094128998713529,-0.0339361203685211,Capital Goods,1.0
2020-06-15,787.8792724609375,803.9574563614252,783.8231128942094,795.0143144331839,66773.0,780.2067413330078,832.3780395507813,-1.093528878760699,-0.0016102020869747,0.0090560092410607,0.0204069131686477,-0.0051481993606186,Capital Goods,1.0
2020-06-16,776.9812622070312,805.3746150416513,771.8010733375074,801.4161716439746,107848.0,779.9697204589844,830.7821520996093,-1.0983744098748724,-0.0138320814302759,0.0314485182918511,0.036543162899409,-0.0066670705221505,Capital Goods,1.0
2020-06-17,766.9141845703125,782.8945934202291,763.3466634971272,780.353386392445,139361.0,779.9770538330079,827.9350939941406,-1.1028504873221328,-0.0129566543318213,0.017523736152647,0.0208372842378317,-0.0046517865296547,Capital Goods,1.0
2020-06-18,769.69970703125,781.9171626984127,766.8163755626905,770.0417719277124,107016.0,780.6196899414062,825.255537109375,-1.1016119735531753,0.0036321175393283,0.0004444134424601,0.0158730158730158,-0.0037460472470238,Capital Goods,1.0
2020-06-19,794.623291015625,811.2390301881535,770.1883804677891,771.6544751006592,1355729.0,783.7107025146485,822.9869641113281,-1.090530317465568,0.0323809191515816,-0.0289052890528905,0.0209102091020911,-0.0307503075030749,Capital Goods,1.0
2020-06-22,813.487060546875,820.8175339862416,803.4687468464073,806.3520783303339,175107.0,788.7051971435546,821.1501037597657,-1.0821430082169363,0.0237392607849938,-0.0087708613481135,0.0090111739877443,-0.0123152711165839,Capital Goods,1.0
2020-06-23,835.52734375,840.4632436197742,813.3404917320289,819.0582371866866,226465.0,795.0045135498046,819.7666845703125,-1.072343340613609,0.0270935879278868,-0.0197110324234237,0.0059075264342887,-0.026554309902525,Capital Goods,1.0
2020-06-24,848.2335205078125,868.4167819009887,835.9183485884306,841.5383784093992,569892.0,801.416226196289,818.7122387695313,-1.066693852919275,0.01520737394516,-0.0078930411691406,0.0237944633231341,-0.0145186102902525,Capital Goods,1.0
2020-06-25,860.5975952148438,875.7472405593413,851.3123287133775,851.3123287133775,455476.0,808.2897644042969,818.2870947265625,-1.0611964724530187,0.0145762627956853,-0.0107893242475866,0.017603634298694,-0.0107893242475866,Capital Goods,1.0
2020-06-26,893.6824340820312,906.0465232288724,871.1045995984168,875.0141854591672,603457.0,816.6025207519531,818.3554821777344,-1.046486115938084,0.0384440289528441,-0.0208891300879597,0.013834991799454,-0.0252638226092088,Capital Goods,1.0
2020-06-29,901.5016479492188,908.0013586087996,865.5823261743282,899.2047900108671,224329.0,821.5359313964843,818.8854797363281,-1.0430094956010594,0.0087494322020765,-0.0025478133551687,0.0072098710794001,-0.0398438781078234,Capital Goods,1.0
2020-06-30,919.8767700195312,927.3049598010402,882.6867842498426,906.0465852285264,259932.0,827.2170501708985,819.3018090820312,-1.0348394513779389,0.020382793655578,-0.0150348234043472,0.0080752009656155,-0.0404293129055742,Capital Goods,1.0
2020-07-01,932.7294311523438,942.2101887587222,898.2762058891228,917.8241351164822,174484.0,833.0056793212891,820.3280505371093,-1.0291248330239464,0.0139721553491774,-0.015980299900526,0.0101645314168605,-0.0369380702618716,Capital Goods,1.0
2020-07-02,941.6237182617188,956.8710782822424,933.5112803945448,944.1649250466254,161432.0,839.2805603027343,821.7703308105469,-1.0251702079205776,0.0095357633331956,0.0026987497613142,0.0161926252757005,-0.0086153712038496,Capital Goods,1.0
