Date_Ticker,Close_FEDERALBNK.NS,High_FEDERALBNK.NS,Low_FEDERALBNK.NS,Open_FEDERALBNK.NS,Volume_FEDERALBNK.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,85.39505767822266,86.9337058458697,85.05847220107998,86.50095623390906,7931965.0,,,-0.5834662470795249,,0.0129503812721052,0.0180180002154788,-0.0039415100392691,Financial Services,9.0
2020-01-13,86.59712219238281,86.98177870716556,85.82779448911187,85.87588022188608,5987313.0,,,-0.556728088476731,0.0140765115317289,-0.0083287059920356,0.0044419087499028,-0.0088839869477627,Financial Services,9.0
2020-01-14,87.7030258178711,88.2319395619757,86.1643776580029,86.54904153218325,7918121.0,,,-0.5321288875275458,0.0127706740996706,-0.013157861714877,0.0060307354184445,-0.0175438435050511,Financial Services,9.0
2020-01-15,87.55878448486328,88.18385503501361,86.74137098970682,87.70302701991135,7347554.0,,,-0.5353373240079587,-0.0016446562893662,0.0016473793680062,0.0071388673772463,-0.0093355966504738,Financial Services,9.0
2020-01-16,89.38592529296875,90.53991693416896,87.27028495604829,87.51069896419168,16683768.0,,,-0.4946952618380311,0.0208675899152224,-0.0209789888355564,0.0129102164285699,-0.0236686069980961,Financial Services,9.0
2020-01-17,88.08768463134766,89.81866829728627,87.89535637373346,89.14550472193115,7405150.0,,,-0.5235727175037724,-0.0145239942123552,0.0120087171664293,0.0196506886653098,-0.0021833728337746,Financial Services,9.0
2020-01-20,90.15525817871094,90.87650024414062,84.67382141618678,88.85702392830824,43342551.0,,,-0.4775825823811455,0.0234717662975954,-0.0143999837239583,0.0079999999999997,-0.0607999674479167,Financial Services,9.0
2020-01-21,90.97265625,92.70363998697448,89.91483611600583,90.39566411662618,30451633.0,,,-0.4594007635067945,0.0090665601519189,-0.0063424786870925,0.0190275167102695,-0.0116278910345015,Financial Services,9.0
2020-01-22,90.15525817871094,91.98240621183687,89.7225158741946,91.5015781682171,13553520.0,,,-0.4775825823811455,-0.0089850962364206,0.014933349609375,0.0202666829427082,-0.0047999674479166,Financial Services,9.0
2020-01-23,90.87649536132812,92.22281527849624,89.72251105338592,89.9148393257585,11965127.0,,,-0.4615397211604031,0.0079999458399587,-0.0105820105820106,0.0148148309616815,-0.0126983804046791,Financial Services,9.0
2020-01-24,92.31897735595705,93.2325476346341,90.58799359579156,90.8764933347702,9905227.0,,,-0.4294538290142489,0.0158729932189126,-0.015625,0.0098958015441894,-0.018750031789144,Financial Services,9.0
2020-01-27,91.9823989868164,93.13638326611944,91.02074297511284,92.31897712354204,8860848.0,,,-0.4369405202112179,-0.0036458199471043,0.0036591580610314,0.0125457075702974,-0.0104547828964689,Financial Services,9.0
2020-01-28,91.64582061767578,92.55939089173609,91.02074274428304,92.17472702065956,5291973.0,,,-0.444427211408187,-0.0036591605877649,0.00577120046958,0.00996848811984,-0.0068205824245975,Financial Services,9.0
2020-01-29,91.21307373046876,92.65555778736658,90.92458132120116,92.22281550503855,6316781.0,,,-0.4540530299634341,-0.0047219489583965,0.0110701430537638,0.0158144441131358,-0.0031628405607737,Financial Services,9.0
