Date_Ticker,Close_TATAINVEST.NS,High_TATAINVEST.NS,Low_TATAINVEST.NS,Open_TATAINVEST.NS,Volume_TATAINVEST.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,715.578369140625,725.7932363829782,706.4435502945266,725.7932363829782,24332.0,,,-0.8464337822765508,,0.0142749804673676,0.0142749804673676,-0.0127656441838353,Financial Services,9.0
2020-01-13,731.1030883789062,735.288042293266,718.4133167204401,722.6882471988894,18007.0,,,-0.8392409387239848,0.0216953445042304,-0.0115097874893065,0.0057241639118761,-0.0173570210004221,Financial Services,9.0
2020-01-14,776.8673095703125,786.4521199041762,733.4880078152152,733.4880078152152,88637.0,,,-0.818037664237505,0.0625961262082484,-0.0558387529256322,0.0123377701903368,-0.0558387529256322,Financial Services,9.0
2020-01-15,778.1723022460938,783.8871868599743,760.7575539423663,774.437341323775,26654.0,,,-0.8174330408617088,0.0016798141197407,-0.0047996580083078,0.0073439835848505,-0.0223790390039095,Financial Services,9.0
2020-01-16,760.0826416015625,777.5873682266098,756.0327073920489,774.0324149898871,17797.0,,,-0.8258142616063828,-0.0232463435055678,0.018352969302037,0.0230300307716055,-0.0053282814102687,Financial Services,9.0
2020-01-17,753.3327026367188,765.8875088621472,751.577720273036,765.8875088621472,10240.0,,,-0.828941613168643,-0.0088805329781259,0.0166656859333012,0.0166656859333012,-0.0023296245570385,Financial Services,9.0
2020-01-20,745.4127807617188,759.5875484007131,744.2877992030684,758.6875631537928,9291.0,,,-0.8326110359853178,-0.0105131794322478,0.0178086326592212,0.0190159975852701,-0.0015092061575611,Financial Services,9.0
2020-01-21,751.2178344726562,752.9728170124167,747.0328803340542,750.5878336980306,7460.0,,,-0.8299214644371217,0.0077877034855848,-0.0008386392677536,0.0023361832736472,-0.0055708929508306,Financial Services,9.0
2020-01-22,746.6728515625,753.017737157573,740.1029147040142,753.017737157573,5767.0,,,-0.8320272256119343,-0.0060501531001946,0.008497544248188,0.008497544248188,-0.008798949693614,Financial Services,9.0
2020-01-23,804.4068603515625,822.4515548591719,744.4678605839948,746.6728355830967,146572.0,,,-0.8052781626170811,0.0773216927175634,-0.0717721685556403,0.0224322981279934,-0.0745132876432351,Financial Services,9.0
2020-01-24,817.816650390625,839.6862821221266,810.886752617402,810.886752617402,90112.0,,,-0.7990651986115296,0.0166704073523214,-0.0084736569864566,0.0267414850517604,-0.0084736569864566,Financial Services,9.0
2020-01-27,794.2820434570312,827.8514853412358,790.1871211841961,817.4566657468866,22556.0,,,-0.8099691475426676,-0.0287773633886673,0.0291768175810576,0.0422638811499465,-0.0051555015080189,Financial Services,9.0
2020-01-28,785.0122680664062,799.1420498850499,783.0322891929005,795.0020840712198,17467.0,,,-0.8142639784590155,-0.0116706344641498,0.0127256813825595,0.017999440764725,-0.002522226663263,Financial Services,9.0
2020-01-29,789.2421875,804.5419389119795,787.5771815937768,791.987131914235,14094.0,,,-0.8123041910864507,0.0053883481897838,0.0034779494275767,0.019385369477578,-0.002109626085115,Financial Services,9.0
2020-01-30,827.04150390625,849.5861247255842,799.3669558815554,800.0869331366996,272176.0,,,-0.7947911806975944,0.047893177791196,-0.0325915575484901,0.0272593584636953,-0.0334621030431764,Financial Services,9.0
2020-01-31,809.9867553710938,832.4863874647352,802.4268570153332,828.0314493240458,35592.0,,,-0.8026929105877714,-0.0206213937929401,0.0222777642144096,0.0277777777777776,-0.0093333604600694,Financial Services,9.0
2020-02-03,793.6970825195312,809.0868096518457,774.0773584298738,791.9421001442598,16000.0,,,-0.8102401690306069,-0.0201110360676199,-0.0022111488298537,0.019389925289206,-0.024719410618691,Financial Services,9.0
2020-02-04,790.0520629882812,809.7617627650286,778.6222937768699,800.9869062082528,32698.0,,,-0.8119289631937683,-0.0045924567590435,0.0138406615617352,0.0249473429664845,-0.0144671088740399,Financial Services,9.0
2020-02-05,814.2167358398438,835.5463990632344,793.2920769995117,796.4870139223166,100498.0,,,-0.8007330949366706,0.0305861777768953,-0.0217751872899534,0.0261965423756485,-0.025699126435603,Financial Services,9.0
2020-02-06,839.4613037109375,863.8959270188042,811.7867552369505,818.3116487795978,160150.0,781.1827667236328,,-0.7890368945441273,0.0310047273163141,-0.0251943178772448,0.0291075040622486,-0.0329670329670329,Financial Services,9.0
2020-02-07,860.02587890625,871.9957266198716,834.1513030897387,839.86624235896,172705.0,788.405142211914,,-0.7795090074477782,0.0244973474112557,-0.0234407324729906,0.0139180087567183,-0.030085810730972,Financial Services,9.0
2020-02-10,896.7454223632812,909.8851864665633,863.6259176254404,863.6259176254404,230531.0,796.6872589111329,,-0.7624962726372958,0.0426958587615175,-0.0369330067507429,0.014652725038343,-0.0369330067507429,Financial Services,9.0
2020-02-11,884.550537109375,922.3949632174582,874.0207529609187,908.085174862296,96771.0,802.071420288086,,-0.76814635238602,-0.0135990493508936,0.0266063235118594,0.0427837919038014,-0.0119041068957649,Financial Services,9.0
2020-02-12,851.5661010742188,876.5406931265798,848.3711642482635,876.5406931265798,58834.0,805.7411102294922,,-0.783428553914372,-0.037289487317419,0.0293278372880936,0.0293278372880936,-0.0037518365537624,Financial Services,9.0
