Date_Ticker,Close_PFC.NS,High_PFC.NS,Low_PFC.NS,Open_PFC.NS,Volume_PFC.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,65.28528594970703,65.90244936648821,64.18512329612825,64.39978905492325,5908780.0,,,-0.6853683734056266,,-0.0135634987563036,0.0094533309888023,-0.0168516172913187,Financial Services,9.0
2020-01-13,67.08312225341797,67.29778803990746,65.3926298245677,65.66095821915253,7479786.0,,,-0.6739240418986566,0.0275381546937837,-0.0212000274658201,0.0031999969482421,-0.025199966430664,Financial Services,9.0
2020-01-14,65.87561798095703,67.05628225768909,65.6072896109123,67.05628225768909,4173391.0,,,-0.6816105477065555,-0.0180001203268295,0.017922629235499,0.017922629235499,-0.0040732577282583,Financial Services,9.0
2020-01-15,66.8952865600586,67.35145197039573,65.04379105715662,65.95612187783088,5571898.0,,,-0.6751197313722807,0.0154786947030435,-0.0140393251979649,0.0068190964385448,-0.0276775180750544,Financial Services,9.0
2020-01-16,66.19762420654297,67.10995506432874,65.58046071981612,66.8952892812048,2526996.0,,,-0.6795607804472633,-0.010429170564794,0.0105391255807767,0.0137819275045161,-0.0093230458664383,Financial Services,9.0
2020-01-17,65.44629669189453,66.22446341733442,65.25846475624667,66.00979761687452,2376240.0,,,-0.6843434412102017,-0.0113497655490508,0.008610126981406,0.0118901567357325,-0.002870016259776,Financial Services,9.0
2020-01-20,60.2943115234375,62.95080268641028,59.94548152181002,62.762970753377296,20355078.0,,,-0.7171389888721953,-0.0787208051314399,0.04094348484235,0.044058736153578,-0.005785454594533,Financial Services,9.0
2020-01-21,57.23532104492188,60.455313035857486,56.993821389699896,60.1601456532448,17281817.0,,,-0.7366113407434622,-0.0507343130923145,0.0511017419824961,0.0562588264056098,-0.0042194164514677,Financial Services,9.0
2020-01-22,58.41598510742188,60.05280983874419,55.73266017039416,57.34265615621802,55396931.0,,,-0.7290956893453201,0.0206282421579035,-0.0183738911400723,0.0280201511335012,-0.0459347716569927,Financial Services,9.0
2020-01-23,60.696807861328125,62.3336324722101,58.01348312174402,58.49647727571911,117047862.0,,,-0.7145768526467482,0.0390444969765042,-0.0362511747015763,0.0269672272489447,-0.0442086632581173,Financial Services,9.0
2020-01-24,62.44097137451172,63.51430030614616,61.28714085374117,62.011639801857946,17205997.0,,,-0.7034741813935129,0.0287356711932598,-0.0068757990659482,0.0171894976648709,-0.0184787407269826,Financial Services,9.0
2020-01-27,62.17263412475586,63.70212840014807,61.71646871647785,61.957968351333015,8428286.0,,,-0.70518231268196,-0.0042974547616566,-0.0034527373087023,0.0246007636144725,-0.0073370770709613,Financial Services,9.0
2020-01-28,62.25313186645508,63.00445946804116,60.05280142714248,62.414129907075605,14436988.0,,,-0.7046698951500262,0.0012947455553787,0.0025861837917793,0.0120689125038371,-0.0353448954830534,Financial Services,9.0
