Date_Ticker,Close_JUBLFOOD.NS,High_JUBLFOOD.NS,Low_JUBLFOOD.NS,Open_JUBLFOOD.NS,Volume_JUBLFOOD.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,341.4892578125,342.7146408077053,338.821052085049,338.95941734351527,1890280.0,,,-1.6272797747730547,,-0.0074082578327362,0.0035883500495881,-0.0078134397097667,Consumer Services,6.0
2020-01-13,342.1908569335937,346.45997367814493,341.52876656067326,342.0821672322179,3299745.0,,,-1.621447564235352,0.0020545276463102,-0.0003176288880124,0.0124758352189977,-0.0019348569942913,Consumer Services,6.0
2020-01-14,340.04644775390625,344.631772058895,339.39421905055264,342.3193412877735,3422905.0,,,-1.639273478548675,-0.0062667050747754,0.0066840678644941,0.0134844058371319,-0.0019180576878886,Consumer Services,6.0
2020-01-15,346.5588073730469,347.7841902861256,338.5641127339257,339.9476144354784,2649585.0,,,-1.5851379312622835,0.0191513825895151,-0.0190766842363121,0.0035358585238887,-0.0230687966054643,Consumer Services,6.0
2020-01-16,345.2247314453125,349.37526703081403,343.53488388407834,347.45811803883333,2997135.0,,,-1.5962277565626608,-0.0038494936482694,0.0064693702104439,0.0120227063922244,-0.0048949203440885,Consumer Services,6.0
2020-01-17,345.73858642578125,347.8336378658988,344.3550846506673,345.2247229544752,2080705.0,,,-1.5919562141079484,0.0014884651465074,-0.0014862774693977,0.006059640209026,-0.0040015833622056,Consumer Services,6.0
2020-01-20,348.8712158203125,353.49607699493095,346.3413756825004,351.3911641100784,4074275.0,,,-1.5659154828467403,0.0090606878072711,0.0072231476129112,0.0132566430387324,-0.0072515014798902,Consumer Services,6.0
2020-01-21,348.6933898925781,350.11642892917155,344.93813626231537,347.64587923481866,1707350.0,,,-1.5673937034123424,-0.0005097179694697,-0.0030041024238577,0.0040810611208654,-0.010769500481267,Consumer Services,6.0
2020-01-22,350.58087158203125,354.1779760301468,349.04911277235414,349.4345329764784,2958945.0,,,-1.5517035603263758,0.0054130125323987,-0.0032698264465481,0.0102604127597814,-0.0043692024689335,Consumer Services,6.0
2020-01-23,354.4843444824219,355.5219934506006,348.85150926489314,349.8397291442572,3754060.0,,,-1.5192550080137612,0.0111343008612415,-0.0131024554693556,0.0029272067563201,-0.0158902228129514,Consumer Services,6.0
2020-01-24,357.7553405761719,359.51437070941813,352.6660143612805,352.7944877675525,3787295.0,,,-1.4920640704638213,0.0092274768820212,-0.0138666072758826,0.0049168521996436,-0.014225716956999,Consumer Services,6.0
2020-01-27,360.28515625,361.6884416154378,355.47253071827777,355.5614668800339,3201035.0,,,-1.4710343724671298,0.007071356837759,-0.0131109741492885,0.0038949297274519,-0.0133578235135026,Consumer Services,6.0
2020-01-28,346.726806640625,361.19435991016775,344.4440211698444,358.72381025277946,4247175.0,,,-1.583741397160063,-0.037632273698134,0.034600738628753,0.0417260880683449,-0.0065838159238338,Consumer Services,6.0
2020-01-29,345.6595458984375,351.0157108785175,339.5918915617022,348.248677139857,10925815.0,,,-1.5926132574003646,-0.0030781027649058,0.0074904086177913,0.0154954927287145,-0.0175538457095529,Consumer Services,6.0
2020-01-30,362.1726379394531,363.6549675293056,349.82978320519766,349.82978320519766,15293175.0,,,-1.4553442293811631,0.0477727065170291,-0.0340800310163654,0.0040928812245069,-0.0340800310163654,Consumer Services,6.0
2020-01-31,373.5964965820313,376.31410112845225,359.75155720030165,360.5025837674572,11118030.0,,,-1.3603806714841646,0.0315425778920602,-0.0350482751695155,0.0072741703182013,-0.0370585364380943,Consumer Services,6.0
2020-02-03,386.4730224609375,390.1195562785278,367.7166281941296,370.7801158938553,8331335.0,,,-1.2533414696634957,0.0344663989001806,-0.0406054385559818,0.0094354162015508,-0.0485322213368818,Consumer Services,6.0
2020-02-04,382.0260314941406,387.5304235148766,377.89527959525833,386.1963206328524,4788085.0,,,-1.2903081459289802,-0.0115066012589438,0.010916243383733,0.0144084213298443,-0.0108127498085052,Consumer Services,6.0
2020-02-05,383.9530944824219,387.9652650512604,380.70184241523225,382.83640111794745,2433855.0,,,-1.274288973827468,0.0050443237617717,-0.002908410898419,0.0104496372773006,-0.0084678366027297,Consumer Services,6.0
2020-02-06,368.210693359375,383.9530271013922,367.18293635145113,383.8245537056424,7176670.0,356.536866760254,,-1.4051514492186077,-0.04100084450229,0.042404690107759,0.0427536028310091,-0.0027912198816039,Consumer Services,6.0
2020-02-07,375.9484558105469,377.8952500463511,365.3250928324137,369.5448107304776,5581105.0,358.25982666015625,,-1.3408294477377445,0.0210144968376021,-0.0170333059787757,0.0051783541219949,-0.0282574986382884,Consumer Services,6.0
2020-02-10,366.6394348144531,377.6284340802159,365.0780306540009,377.6284340802159,3536520.0,359.48225555419924,,-1.4182129117655713,-0.0247614289996841,0.029972223995283,0.029972223995283,-0.0042586912704641,Consumer Services,6.0
2020-02-11,360.8089294433594,370.1871561840234,359.71201990250023,368.605998416573,6114670.0,360.5203796386719,,-1.4666803824950294,-0.0159025593470173,0.021609966763413,0.02599222462463,-0.0030401396732375,Consumer Services,6.0
2020-02-12,359.7120056152344,367.5980104413984,356.58922744202323,362.6569114631672,6407445.0,361.1780395507813,,-1.4757988242334887,-0.0030401792711097,0.0081868433690333,0.0219231071052972,-0.0086813287420587,Consumer Services,6.0
2020-02-13,362.6964416503906,364.8013547745237,358.01228917116043,360.4235480388167,2198280.0,362.0516250610352,,-1.4509899857243935,0.0082967373581312,-0.0062666553915762,0.0058035119246138,-0.0129148013085425,Consumer Services,6.0
2020-02-14,358.2494506835937,367.6177857582106,356.15442941800586,364.9594719377967,3642685.0,362.67716827392576,,-1.4879566619898783,-0.0122609169986933,0.0187300252419067,0.0261503124617237,-0.0058479399245142,Consumer Services,6.0
2020-02-17,362.291259765625,363.8329104559194,357.98263575457275,359.7021286194141,2596125.0,363.3481704711914,,-1.4543581570732012,0.0112821082469739,-0.0071465459803967,0.0042552798300783,-0.0118927075796407,Consumer Services,6.0
2020-02-18,362.1628112792969,367.2027082458133,358.130857516393,362.2813928326631,4786930.0,364.02164154052736,,-1.4554259158445448,-0.0003545448112969,0.0003274260903467,0.0139161084726331,-0.0111329867046853,Consumer Services,6.0
2020-02-19,375.0491943359375,376.3437599534416,362.034355532034,364.65313215682943,6564240.0,365.2450576782227,,-1.3483047738758254,0.0355817401878481,-0.0277191961377636,0.003451722166198,-0.0347016844735463,Consumer Services,6.0
2020-02-20,372.1932373046875,378.4881927610877,369.98949623927575,375.2764783316528,4217155.0,366.130502319336,,-1.3720455999289078,-0.0076148864585798,0.0082839791751543,0.016913137653941,-0.0059209594493725,Consumer Services,6.0
2020-02-24,368.4775085449219,380.0495538501319,367.14340579581886,370.9184126343527,5611935.0,366.66661071777344,,-1.402933484158532,-0.009983332278345,0.0066242960094624,0.0314050248301633,-0.00362058122454,Consumer Services,6.0
2020-02-25,363.79339599609375,372.79606479396745,363.10163000403423,369.59424197397567,3798265.0,366.8420227050781,,-1.4418712903012654,-0.0127120718095527,0.0159454405762335,0.0247466526246957,-0.0019015353210726,Consumer Services,6.0
2020-02-26,364.8902893066406,368.6060056089399,359.7120269213248,363.2696244279861,4327175.0,367.7501968383789,,-1.4327531022474749,0.0030151545427137,-0.0044415127673966,0.0101831054735925,-0.0141912858112928,Consumer Services,6.0
2020-02-27,366.2145080566406,367.58814815895033,360.7002544229614,365.4436977603612,2525015.0,368.777944946289,,-1.421745217095148,0.0036290873964233,-0.0021048054605203,0.0037509166679361,-0.015057441778976,Consumer Services,6.0
2020-02-28,347.2308044433594,361.0955277554619,342.6751254032032,360.7002458464236,9068065.0,368.0308532714844,,-1.579551794853401,-0.0518376612494694,0.0387910324507552,0.0399294162115853,-0.0131200313504998,Consumer Services,6.0
2020-03-02,329.6701354980469,354.55350314009905,323.3455347293467,353.1897549734891,9712070.0,365.8345352172852,,-1.7255290565014725,-0.0505734765481529,0.0713428877623691,0.0754795929708944,-0.0191846336312669,Consumer Services,6.0
2020-03-03,335.29315185546875,340.1057781375255,321.3789982130472,330.06545992909605,12970445.0,363.2755416870117,,-1.678786387835774,0.0170564929969375,-0.0155914067956453,0.014353488150367,-0.0414984725021148,Consumer Services,6.0
