Date_Ticker,Close_TEJASNET.NS,High_TEJASNET.NS,Low_TEJASNET.NS,Open_TEJASNET.NS,Volume_TEJASNET.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,92.8000030517578,99.25,91.3000030517578,97.5,530023.0,,,-1.1591496794149785,,0.0506465171732897,0.0695042751738359,-0.0161637925718968,Telecommunication,19.0
2020-01-13,92.3499984741211,94.3000030517578,92.0,94.25,163758.0,,,-1.1603020439914604,-0.0048491870995492,0.0205739204902244,0.0211153720612475,-0.0037899131554308,Telecommunication,19.0
2020-01-14,89.5999984741211,93.5,88.5999984741211,92.5500030517578,107824.0,,,-1.1673442003223329,-0.0297780189002452,0.0329241587932478,0.0435268034854412,-0.0111607144757801,Telecommunication,19.0
2020-01-15,92.5500030517578,93.75,89.25,90.9499969482422,118272.0,,,-1.1597898754450575,0.0329241587932477,-0.017288017836378,0.012965930941905,-0.0356564337433064,Telecommunication,19.0
2020-01-16,93.1500015258789,94.4000015258789,92.0500030517578,94.0,73030.0,,,-1.1582534088803138,0.0064829654709524,0.0091250505657258,0.0134192160979484,-0.0118088937853156,Telecommunication,19.0
2020-01-17,91.6999969482422,94.4499969482422,89.55000305175781,94.4499969482422,98817.0,,,-1.1619665575771132,-0.0155663398162573,0.0299890958726223,0.0299890958726223,-0.0234459538498991,Telecommunication,19.0
2020-01-20,89.55000305175781,92.1999969482422,89.05000305175781,92.1999969482422,47132.0,,,-1.1674722278060092,-0.0234459538498991,0.0295923373107283,0.0295923373107283,-0.0055834727298782,Telecommunication,19.0
2020-01-21,90.3000030517578,94.0,89.25,91.4000015258789,140406.0,,,-1.1655516397157712,0.0083752090948173,0.0121815995232092,0.0409744941660903,-0.0116279403795366,Telecommunication,19.0
2020-01-22,82.94999694824219,85.0,82.19999694824219,84.30000305175781,552482.0,,,-1.1843734186298884,-0.0813954136779239,0.0162749385555491,0.0247137206410861,-0.0090415916527154,Telecommunication,19.0
2020-01-23,84.44999694824219,87.5,83.0,83.5,276285.0,,,-1.180532242449413,0.0180831833054309,-0.0112492241867625,0.0361160824390212,-0.0171698875149854,Telecommunication,19.0
2020-01-24,85.0,86.6500015258789,83.94999694824219,84.25,76911.0,,,-1.179123803368345,0.0065127657979064,-0.0088235294117646,0.0194117826573989,-0.0123529770795036,Telecommunication,19.0
2020-01-27,84.05000305175781,87.0,83.5,84.5999984741211,46129.0,,,-1.1815565404677535,-0.0111764346852022,0.0065436692729754,0.0350981182763978,-0.0065437600450665,Telecommunication,19.0
2020-01-28,85.0999984741211,88.0,84.5999984741211,84.94999694824219,91607.0,,,-1.17886772886376,0.0124925090331846,-0.0017626501594417,0.0340775743581334,-0.0058754407633985,Telecommunication,19.0
2020-01-29,83.4000015258789,86.6500015258789,82.1500015258789,85.19999694824219,43293.0,,,-1.1832210540534065,-0.0199764627347103,0.0215826785303443,0.0389688242270778,-0.0149880093181068,Telecommunication,19.0
2020-01-30,81.19999694824219,84.94999694824219,80.44999694824219,84.94999694824219,57894.0,,,-1.1888547908404437,-0.0263789512875975,0.0461822677455308,0.0461822677455308,-0.0092364535491061,Telecommunication,19.0
2020-01-31,81.25,82.8499984741211,80.55000305175781,82.55000305175781,30159.0,,,-1.1887267438195348,0.0006158011531661,0.0160000375600961,0.0196922889122597,-0.0086153470552884,Telecommunication,19.0
2020-02-03,74.94999694824219,80.0,74.19999694824219,78.80000305175781,173715.0,,,-1.204859691592426,-0.0775384990985576,0.0513676619116383,0.0673782956288198,-0.0100066715215202,Telecommunication,19.0
2020-02-04,76.75,78.80000305175781,75.19999694824219,75.19999694824219,90536.0,,,-1.200250272360962,0.0240160523688991,-0.0201954795017305,0.0267101374821865,-0.0201954795017305,Telecommunication,19.0
2020-02-05,77.25,78.80000305175781,76.1500015258789,76.80000305175781,50784.0,,,-1.1989698803008035,0.006514657980456,-0.0058252032134911,0.0200647644240492,-0.0142394624481695,Telecommunication,19.0
2020-02-06,79.19999694824219,84.0,78.0,81.05000305175781,168025.0,85.37749977111817,,-1.193976359081078,0.0252426789416464,0.0233586638232399,0.0606061014736485,-0.0151514772030407,Telecommunication,19.0
2020-02-07,79.0999984741211,81.0,78.0,81.0,45217.0,84.69249954223633,,-1.1942324335856631,-0.0012626070451296,0.0240202473139177,0.0240202473139177,-0.0139064285125236,Telecommunication,19.0
2020-02-10,77.1500015258789,79.94999694824219,77.0,79.94999694824219,17811.0,83.93249969482422,,-1.1992259548053887,-0.0246523007061771,0.0362928757872293,0.0362928757872293,-0.0019442841595873,Telecommunication,19.0
2020-02-11,75.94999694824219,80.94999694824219,75.0,79.4000015258789,590081.0,83.24999961853027,,-1.2022989074721089,-0.0155541743862985,0.045424683558418,0.0658327873720305,-0.0125081894195411,Telecommunication,19.0
