Date_Ticker,Close_HAVELLS.NS,High_HAVELLS.NS,Low_HAVELLS.NS,Open_HAVELLS.NS,Volume_HAVELLS.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,625.4056396484375,629.3328978208382,618.6662385357392,622.060175580998,1078909.0,,,-1.5497317158086334,,-0.0053492707058415,0.0062795375088211,-0.0107760478726842,Consumer Durables,5.0
2020-01-13,631.4661254882812,634.9570078477577,626.4721667936303,626.4721667936303,703391.0,,,-1.5332490428476462,0.0096904879899237,-0.0079085140011102,0.0055282179337445,-0.0079085140011102,Consumer Durables,5.0
2020-01-14,631.02978515625,634.4721947364335,623.7085908805229,633.1631285759105,897474.0,,,-1.534435755461555,-0.0006909956281405,0.0033807333185267,0.0054552251908854,-0.0116019789365635,Consumer Durables,5.0
2020-01-15,622.8843383789062,630.5934351048209,617.7934332636593,630.5934351048209,1638831.0,,,-1.5565888862335835,-0.0129081811492096,0.0123764497691143,0.0123764497691143,-0.0081731146564004,Consumer Durables,5.0
2020-01-16,620.1207885742188,630.2541268235298,618.7631900696501,624.1935249023587,1228864.0,,,-1.5641048987853494,-0.0044366981707708,0.0065676500500877,0.0163409104097438,-0.0021892484973613,Consumer Durables,5.0
2020-01-17,619.344970703125,631.8540160895063,618.3752745095036,620.1207158209104,2587519.0,,,-1.5662148867606465,-0.001251075412062,0.0012525250942212,0.0201972179933587,-0.0015656802581613,Consumer Durables,5.0
2020-01-20,606.35107421875,623.9510854380163,603.490458345391,620.7025673770422,3540418.0,,,-1.6015543218984734,-0.0209800629681765,0.0236686199934308,0.0290261070980091,-0.004717755100945,Consumer Durables,5.0
2020-01-21,598.2540893554688,613.4783317088919,594.2782993780899,604.1207395962984,5330031.0,,,-1.623575651045737,-0.013353624999698,0.0098062852309963,0.0254477865246605,-0.0066456544938325,Consumer Durables,5.0
2020-01-22,582.3026123046875,599.8540911828599,570.4723059294946,586.1813973991401,13896645.0,,,-1.6669588032254146,-0.0266633815540929,0.0066611157368861,0.0301415080531848,-0.0203164233256138,Consumer Durables,5.0
2020-01-23,601.066162109375,602.1813364065737,582.3025644317995,582.3025644317995,3365852.0,,,-1.615927670872198,0.0322230218587265,-0.0312171918174976,0.0018553270296985,-0.0312171918174976,Consumer Durables,5.0
2020-01-24,604.0238037109375,608.8722848478512,595.4419565872638,601.2116609773033,1487093.0,,,-1.6078837878333387,0.0049206589690276,-0.0046556819720634,0.0080269703066768,-0.0142077962341043,Consumer Durables,5.0
2020-01-27,603.2965087890625,607.6116094897374,598.1085986568733,603.151030686217,1382244.0,,,-1.6098618081868623,-0.0012040832122951,-0.000241138645303,0.0071525371650769,-0.0085992709332968,Consumer Durables,5.0
2020-01-28,597.52685546875,606.0601708370226,590.5450304635948,603.2965601322312,1238644.0,,,-1.625553505402252,-0.0095635450168497,0.0096559754773781,0.0142810574791292,-0.0116845375923364,Consumer Durables,5.0
