Date_Ticker,Close_TRIDENT.NS,High_TRIDENT.NS,Low_TRIDENT.NS,Open_TRIDENT.NS,Volume_TRIDENT.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,6.34165620803833,6.524150177934448,6.34165620803833,6.387279809287087,10589077.0,,,-1.5085795191460911,,0.0071942722456204,0.0287770203728165,0.0,Textiles,20.0
2020-01-13,6.387279033660889,6.47852578997913,6.34165543795234,6.47852578997913,4437073.0,,,-1.5055184328872029,0.0071941499390537,0.0142857006617955,0.0142857006617955,-0.0071428843906947,Textiles,20.0
2020-01-14,6.569773674011231,6.661020881091079,6.341656526509467,6.38728013004939,10727630.0,,,-1.493273863896259,0.0285715778798134,-0.0277777520226837,0.0138889422387264,-0.0347222231420469,Textiles,20.0
2020-01-15,6.889138221740723,7.117255375638111,6.615397463024279,6.6610210678433335,23147844.0,,,-1.4718459401477684,0.0486111947802459,-0.0331125819449372,0.0331125819449371,-0.0397351235968198,Textiles,20.0
2020-01-16,6.752267837524414,6.980384991257679,6.706644232738185,6.980384991257679,7072397.0,,,-1.4810293268989425,-0.0198675625035905,0.0337837833483956,0.0337837833483956,-0.0067567824446602,Textiles,20.0
2020-01-17,6.752267837524414,6.934761386471449,6.706644232738185,6.797891007211702,5439268.0,,,-1.4810293268989425,0.0,0.0067567180072074,0.0270270009037352,-0.0067567824446602,Textiles,20.0
2020-01-20,6.524150371551514,6.797890681871115,6.478526768948786,6.7522675143673085,5064897.0,,,-1.4963349821487746,-0.0337838295905831,0.0349650344986678,0.0419580013840947,-0.0069930335759379,Textiles,20.0
2020-01-21,6.524150371551514,6.615397141658047,6.43290360144498,6.478526768948786,3359502.0,,,-1.4963349821487746,0.0,-0.0069930335759379,0.0139860004613647,-0.013986000461365,Textiles,20.0
2020-01-22,6.524150371551514,6.615397141658047,6.478526768948786,6.56977353905532,2102469.0,,,-1.4963349821487746,0.0,0.0069929668854271,0.0139860004613647,-0.0069930335759379,Textiles,20.0
2020-01-23,6.524150371551514,6.615397141658047,6.478526768948786,6.524150371551514,3253560.0,,,-1.4963349821487746,0.0,0.0,0.0139860004613647,-0.0069930335759379,Textiles,20.0
2020-01-24,6.524150371551514,6.661020744260775,6.524150371551514,6.56977353905532,3512712.0,,,-1.4963349821487746,0.0,0.0069929668854271,0.0209790340373028,0.0,Textiles,20.0
2020-01-27,6.478526592254639,6.569773359872525,6.43290342599515,6.569773359872525,3616325.0,,,-1.4993961323949174,-0.0069930606590272,0.0140844937994042,0.0140844937994042,-0.0070422133196201,Textiles,20.0
2020-01-28,6.387279033660889,6.524149385687679,6.387279033660889,6.47852578997913,3009210.0,,,-1.5055184328872029,-0.0140846158913417,0.0142857006617955,0.0214285850524902,0.0,Textiles,20.0
2020-01-29,6.387279033660889,6.524149385687679,6.296032277342647,6.432902629369437,5522181.0,,,-1.5055184328872029,0.0,0.0071428843906946,0.0214285850524902,-0.0142857006617954,Textiles,20.0
2020-01-30,5.9310455322265625,6.113539066870894,5.566058027838992,5.9310455322265625,13992415.0,,,-1.5361296474059862,-0.0714284594472827,0.0,0.0307692014254057,-0.0615384762103741,Textiles,20.0
2020-01-31,5.70292854309082,5.976669287198747,5.70292854309082,5.931045684814453,7408753.0,,,-1.5514352706621914,-0.0384615137240575,0.04,0.048000030517578,0.0,Textiles,20.0
2020-02-03,5.657305240631104,5.748552450237203,5.611682070926995,5.657305240631104,4455231.0,,,-1.554496388914707,-0.0079999779262516,0.0,0.0161290942816301,-0.0080644702315937,Textiles,20.0
2020-02-04,5.611681938171387,5.748552314243652,5.566058334447655,5.702928710519919,5496067.0,,,-1.5575575071672227,-0.0080644936978205,0.016260146842582,0.0243902590311213,-0.0081301121885389,Textiles,20.0
2020-02-05,5.47481107711792,5.65730460564896,5.429187477435714,5.611681441065647,5210085.0,,,-1.5667409259120235,-0.0243903454546227,0.025000015894572,0.0333333015441894,-0.0083333651224771,Textiles,20.0
2020-02-06,5.429187297821045,5.520434494166712,5.38356413474709,5.520434494166712,6460496.0,6.268658947944641,,-1.5698020761581666,-0.0083333979299414,0.0168067873403976,0.0168067873403976,-0.0084033135294974,Textiles,20.0
2020-02-07,5.520434379577637,5.566057541704581,5.429187185126011,5.474810782351824,3228388.0,6.227597856521607,,-1.5636798076595082,0.0168067662342783,-0.0082644940757911,0.0082644152597344,-0.0165289881515821,Textiles,20.0
2020-02-10,5.429187297821045,5.520434494166712,5.429187297821045,5.474810895993878,2830935.0,6.179693269729614,,-1.5698020761581666,-0.0165289677374216,0.0084033936701988,0.0168067873403976,0.0,Textiles,20.0
2020-02-11,5.383564472198486,5.474811239164785,5.337940871165884,5.429187638132182,3162811.0,6.120382809638977,,-1.572863162417055,-0.0084032513744495,0.0084745276422899,0.016949136104436,-0.008474608462146,Textiles,20.0
2020-02-12,5.246695041656494,5.429188608196258,5.246695041656494,5.429188608196258,3654015.0,6.038260650634766,,-1.5820464851809748,-0.0254235704334564,0.0347825755243718,0.0347825755243718,0.0,Textiles,20.0
2020-02-13,5.246695041656494,5.337941824926376,5.2010714324720615,5.292318650840927,2721305.0,5.96298201084137,,-1.5820464851809748,0.0,0.0086956853451936,0.0173912877621857,-0.0086956853451937,Textiles,20.0
2020-02-14,5.155447483062744,5.292317854933226,5.109823880739612,5.292317854933226,4522456.0,5.883140993118286,,-1.5881687856732605,-0.0173914355359485,0.0265486889974428,0.0265486889974428,-0.0088495911311327,Textiles,20.0
2020-02-17,5.155447483062744,5.246694252610093,5.155447483062744,5.20107065028696,2594993.0,5.814705848693848,,-1.5881687856732605,0.0,0.008849506735177,0.0176990978663098,0.0,Textiles,20.0
2020-02-18,5.109823703765869,5.201070470152975,5.064200538121767,5.155447304508873,2531460.0,5.743989515304565,,-1.591229935919403,-0.0088496254586557,0.0089286056404216,0.0178571261313493,-0.0089285204909277,Textiles,20.0
2020-02-19,5.155447483062744,5.20107065028696,5.109823880739612,5.109823880739612,2186477.0,5.675554370880127,,-1.5881687856732605,0.0089286405836762,-0.0088495911311327,0.008849506735177,-0.0088495911311327,Textiles,20.0
2020-02-20,5.70292854309082,5.79417531276049,5.155447489973885,5.201070657259261,9631189.0,5.634493279457092,,-1.5514352706621914,0.1061946730767256,-0.0880000305175781,0.0159999847412108,-0.0959999847412109,Textiles,20.0
2020-02-24,5.566058158874512,5.931045671854577,5.520434991688827,5.702928530629401,8980483.0,5.586588668823242,,-1.5606186574133654,-0.0240000173914381,0.0245901799528744,0.0655737871509896,-0.0081966745376067,Textiles,20.0
2020-02-25,5.47481107711792,5.65730460564896,5.47481107711792,5.56605784138344,2962082.0,5.536402893066406,,-1.5667409259120235,-0.0163934833507098,0.0166666507720947,0.0333333015441894,0.0,Textiles,20.0
2020-02-26,5.47481107711792,5.520434676800127,5.3835643128524,5.47481107711792,3328705.0,5.4907794952392575,,-1.5667409259120235,0.0,0.0,0.0083333651224772,-0.0166666507720947,Textiles,20.0
2020-02-27,5.455997943878174,5.644135618402691,5.408963300969246,5.597100975493762,3721975.0,5.444215440750122,,-1.5680032024777777,-0.003436307294397,0.0258620023443945,0.034482724601393,-0.0086207222569983,Textiles,20.0
2020-02-28,5.2208251953125,5.314894024806618,5.173790556287661,5.267859385781779,3726919.0,5.408704423904419,,-1.583782235434988,-0.0431035258782577,0.0090089571494382,0.0180180002154788,-0.0090090430660404,Textiles,20.0
2020-03-02,5.173790454864502,5.361928110164627,5.126755816761695,5.314893920617371,4382762.0,5.382247519493103,,-1.5869380548238807,-0.0090090624926933,0.0272727446122602,0.0363636016845703,-0.0090909437699751,Textiles,20.0
2020-03-03,5.126755714416504,5.267859177352531,5.126755714416504,5.173790351580361,2284021.0,5.355720043182373,,-1.5900938742127737,-0.009090963551447,0.0091743472449048,0.0275229542416548,0.0,Textiles,20.0
2020-03-04,4.985653400421143,5.220825722166374,4.938618756649854,5.173791078395086,4577296.0,5.324418616294861,,-1.599561204404944,-0.0275227301348842,0.0377358117108683,0.0471698096232213,-0.0094339979123529,Textiles,20.0
2020-03-05,5.032687664031982,5.126756504297367,4.985653468177096,4.985653468177096,3338004.0,5.302312445640564,,-1.5964054170096782,0.009433921661475,-0.0093457410820532,0.0186915712925488,-0.0093457410820532,Textiles,20.0
2020-03-06,4.797514915466309,4.89158374742534,4.703446083507278,4.89158374742534,6593302.0,5.270728826522827,,-1.6121844499668885,-0.0467290569701802,0.0196078248044151,0.0196078248044151,-0.0196078248044149,Textiles,20.0
2020-03-09,4.609377384185791,4.703446218851708,4.515308549519874,4.703446218851708,6095208.0,5.225175976753235,,-1.624807631541579,-0.0392156219616945,0.0204081434053664,0.0204081434053664,-0.0204081434053665,Textiles,20.0
2020-03-11,4.421239376068115,4.797515172629478,4.374205181845193,4.6093774986265945,9983346.0,5.174778580665588,,-1.6374308451098962,-0.0408163603099963,0.0425532540890816,0.0851064067234448,-0.0106382374312314,Textiles,20.0
2020-03-12,3.9508941173553462,4.280135667597897,3.856825295238415,4.2331010322616685,5873846.0,5.103145062923431,,-1.6689888950275036,-0.106383124437622,0.0714286200854266,0.0833334279438848,-0.0238095021842549,Textiles,20.0
