Date_Ticker,Close_KSB.NS,High_KSB.NS,Low_KSB.NS,Open_KSB.NS,Volume_KSB.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,132.9842529296875,145.23356451383026,130.31845904866958,130.31845904866958,437285.0,,,-0.9476700727129695,,-0.0200459364344994,0.0921109929505661,-0.0200459364344994,Capital Goods,1.0
2020-01-13,131.4268341064453,135.27743366489483,131.11152262013056,135.27743366489483,24720.0,,,-0.9533710970724428,-0.0117113025710317,0.0292984274073804,0.0292984274073804,-0.0023991408486594,Capital Goods,1.0
2020-01-14,131.05416870117188,134.53212934090996,130.32799164241266,131.11149539959465,39975.0,,,-0.9547352609837108,-0.0028355351310646,0.0004374275079603,0.0265383442145095,-0.0055410450957499,Capital Goods,1.0
2020-01-15,132.57339477539062,133.76774968327703,130.51911016563707,131.8663314212919,40285.0,,,-0.9491740434567278,0.0115923521493075,-0.0053333729237049,0.0090090090090091,-0.0154954515061938,Capital Goods,1.0
2020-01-16,133.2804412841797,135.14363178908835,131.28346905014982,131.28346905014982,55220.0,,,-0.9465858576009184,0.0053332458596761,-0.0149832354604224,0.0139794743096326,-0.0149832354604224,Capital Goods,1.0
2020-01-17,138.5069580078125,139.118467144688,131.8567833872047,133.5575436297499,92850.0,,,-0.9274538818523564,0.0392144314145004,-0.0357340486662297,0.0044150066225625,-0.0480132891246712,Capital Goods,1.0
2020-01-20,139.1949005126953,140.4561463762888,135.51629590293825,137.599244000685,49615.0,,,-0.9249356273406448,0.0049668443721362,-0.0114634696108338,0.0090610062505733,-0.0264277254138455,Capital Goods,1.0
2020-01-21,137.52281188964844,145.0424812537887,135.8793927419384,137.7139203626764,131825.0,,,-0.931056407331825,-0.0120125709841961,0.0013896492545637,0.0546794328941895,-0.0119501566694895,Capital Goods,1.0
2020-01-22,140.39881896972656,142.1760197635027,137.2552684972027,137.2552684972027,69995.0,,,-0.9205286121255174,0.0209129455728835,-0.0223901489741283,0.0126582317915318,-0.0223901489741283,Capital Goods,1.0
2020-01-23,137.30303955078125,141.41162341732536,135.96536786377987,140.3988127715203,29745.0,,,-0.931860897067484,-0.0220498964425964,0.0225470115655677,0.0299234735078428,-0.0097424768699795,Capital Goods,1.0
2020-01-24,136.23291015625,139.6917575628465,134.30282839842053,139.6917575628465,19995.0,,,-0.9357781694511,-0.0077939235579374,0.0253892205828198,0.0253892205828198,-0.0141675147041621,Capital Goods,1.0
2020-01-27,140.15994262695312,141.12497616554217,134.7710137448711,134.7710137448711,37430.0,,,-0.9214030332052744,0.0288258722961954,-0.0384484238583421,0.0068852306907511,-0.0384484238583421,Capital Goods,1.0
2020-01-28,141.15365600585938,142.85441646514423,138.64074284384282,139.51978642890344,42225.0,,,-0.9177654861980504,0.0070898529228932,-0.011575113413202,0.0120490004113973,-0.0178026785357386,Capital Goods,1.0
2020-01-29,139.62486267089844,143.2843676447,138.34450320390292,138.99423981724007,33545.0,,,-0.9233617252527888,-0.010830703066575,-0.0045165512903297,0.0262095511057165,-0.0091699962492595,Capital Goods,1.0
2020-01-30,137.62789916992188,141.4116219561739,136.05135651370807,141.22052808565218,43255.0,,,-0.9306717290835792,-0.0143023488995902,0.0261039290536191,0.0274924111250178,-0.0114551095070289,Capital Goods,1.0
2020-01-31,141.4593963623047,142.3671031645625,136.17557148504252,137.28392174467473,45030.0,,,-0.9166463054139502,0.0278395384619819,-0.0295171245248054,0.0064167303523126,-0.0373522368477331,Capital Goods,1.0
2020-02-03,137.62789916992188,140.03572276117316,129.2960926948588,131.95233685983553,108685.0,,,-0.9306717290835792,-0.0270854908964096,-0.0412384577859393,0.0174951707159205,-0.0605386446012391,Capital Goods,1.0
2020-02-04,140.88609313964844,141.98490833337254,135.11497700343273,135.11497700343273,52630.0,,,-0.9187449160053668,0.0236739352222752,-0.0409629936327021,0.0077993162365213,-0.0409629936327021,Capital Goods,1.0
2020-02-05,143.0741729736328,144.27807751085484,137.2170516516173,137.2170516516173,131420.0,,,-0.9107353194550644,0.0155308432878149,-0.0409376563238629,0.0084145482877884,-0.0409376563238629,Capital Goods,1.0
2020-02-06,143.04551696777344,145.0424750414292,141.02944513172764,142.55821079376548,38890.0,137.75689849853515,,-0.9108402164712116,-0.0002002877616818,-0.0034066511438994,0.0139602982042819,-0.0140939183469831,Capital Goods,1.0
2020-02-07,141.0771942138672,143.8767696660907,138.54516767100128,141.60271328300752,30900.0,138.16154556274415,,-0.9180453791415611,-0.013760114931457,0.0037250462207496,0.0198442807699978,-0.0179478090486223,Capital Goods,1.0
2020-02-10,137.89544677734375,142.36710453919346,135.86981094633146,138.85093070042558,120280.0,138.48497619628907,,-0.9296923551319692,-0.022553237284405,0.0069290462115447,0.0324278855201796,-0.0146896498640962,Capital Goods,1.0
2020-02-11,139.1471405029297,140.82878710538742,134.73279447974366,138.92736868421986,39695.0,138.88962478637694,,-0.9251104557008902,0.0090771215064629,-0.0015794203022462,0.0120853838345482,-0.0317243028295869,Capital Goods,1.0
2020-02-12,137.1979522705078,140.45615640455782,135.79338954009987,137.2361797973314,28290.0,139.1208526611328,,-0.9322455753157296,-0.0140081084338261,0.0002786304474007,0.0237481979878673,-0.010237490481189,Capital Goods,1.0
2020-02-13,135.67872619628906,138.92736592129015,134.207287270843,138.92736592129015,26485.0,139.2407669067383,,-0.9378067928427124,-0.0110732416124065,0.0239436189893265,0.0239436189893265,-0.0108450231417804,Capital Goods,1.0
2020-02-14,138.44961547851562,140.39881085818618,135.10542172705846,137.39859190434572,36935.0,139.23789978027344,,-0.9276637875960628,0.0204224299557313,-0.0075913795104255,0.0140787345124338,-0.0241545903894266,Capital Goods,1.0
2020-02-17,136.42398071289062,138.61204685825942,134.84743821789928,136.88260887114745,14565.0,139.0993537902832,,-0.9350787442987069,-0.0146308442867386,0.0033617854856617,0.0160387208607675,-0.0115561977209068,Capital Goods,1.0
2020-02-18,133.79640197753906,135.96535439328255,132.45873042306485,134.74233623504142,40800.0,138.91303329467777,,-0.9446971527532084,-0.019260387518536,0.0070699528800568,0.0162108426212208,-0.0099978141018977,Capital Goods,1.0
2020-02-19,134.90476989746094,136.82528722695383,133.1848960160727,135.10541334556558,132345.0,138.63833084106446,,-0.9406399059699836,0.0082839889828124,0.0014872969151287,0.0142360965513128,-0.0127487996361839,Capital Goods,1.0
2020-02-20,135.0672149658203,139.30956613738837,133.39511801357344,135.869818003812,108285.0,138.52653961181642,,-0.9400452661223252,0.0012041462172378,0.0059422491105247,0.0314091852167206,-0.0123797396183078,Capital Goods,1.0
2020-02-24,132.21987915039062,134.91433641979114,132.0478844509024,133.7677585481414,13855.0,138.32588806152344,,-0.9504681084567796,-0.0210808804797687,0.0117068583612163,0.0203786093794244,-0.0013008232997445,Capital Goods,1.0
2020-02-25,128.9807891845703,132.4205228042091,127.50933567399863,132.27720603738072,22695.0,137.7669303894043,,-0.962324990190894,-0.0244977531868417,0.0255574250526042,0.026668573214547,-0.0114083152993119,Capital Goods,1.0
2020-02-26,123.89759826660156,129.3247545183631,122.7892334193332,128.417033129937,94910.0,136.9041275024414,,-0.980932313291602,-0.0394104498050074,0.0364771789491074,0.0438035630043727,-0.0089458138234722,Capital Goods,1.0
2020-02-27,128.4839324951172,132.81227377628417,121.53755984915432,124.97730802337313,86080.0,136.34708099365236,,-0.9641437636945058,0.0370171358660786,-0.0272923189977652,0.0336878020240505,-0.0540641347993208,Capital Goods,1.0
2020-02-28,127.3182373046875,131.31215324785427,120.38142173385728,122.11085265353462,124130.0,135.83159790039062,,-0.9684108603657312,-0.0090726923420871,-0.0409005399492846,0.0313695510377578,-0.0544840685645813,Capital Goods,1.0
2020-03-02,127.38512420654295,130.24201181873724,123.63961438093295,127.6526585398683,140235.0,135.12788429260254,,-0.9681660168778284,0.0005253520883689,0.0021002007494339,0.0224271682426755,-0.0294030393967902,Capital Goods,1.0
2020-03-03,129.42030334472656,130.32801021802425,123.5631964084725,123.5631964084725,867185.0,134.71750450134277,,-0.9607161224309886,0.0159765840074367,-0.0452564766492081,0.007013635803958,-0.0452564766492081,Capital Goods,1.0
2020-03-04,132.7644805908203,133.76774156848936,124.78619903784436,128.99032222675757,925080.0,134.31142387390136,,-0.9484745624486284,0.025839664717723,-0.0284274705649223,0.0075566971919325,-0.0600934942649683,Capital Goods,1.0
2020-03-05,127.6335220336914,132.23894616194752,126.50604361886556,132.23894616194752,30100.0,133.5393913269043,,-0.9672567418374348,-0.0386470728789464,0.0360831861009087,0.0360831861009087,-0.0088337170114934,Capital Goods,1.0
2020-03-06,123.15231323242188,128.0348363045294,122.68412089581308,127.0602386921827,928220.0,132.54473114013672,,-0.9836604735470198,-0.0351099674275746,0.0317324568023784,0.0396462148696539,-0.0038017340017414,Capital Goods,1.0
2020-03-09,117.47673797607422,122.58858247215566,116.97033269532167,122.58858247215566,51225.0,131.36470832824708,,-1.0044362547996832,-0.0460858193190111,0.0435136741464727,0.0435136741464727,-0.0043106855831804,Capital Goods,1.0
2020-03-11,121.8337631225586,123.2478826064293,115.42246655511904,122.07263411518942,54705.0,130.5616241455078,,-0.988487104754589,0.0370884076417898,0.0019606305059338,0.0116069589219547,-0.0526233155992245,Capital Goods,1.0
2020-03-12,111.58140563964844,119.43548425031103,105.35165398864812,114.84915873919373,103190.0,129.18333740234374,,-1.0260164699322996,-0.0841503801585509,0.0292858212424611,0.0703887763883108,-0.0558314498306219,Capital Goods,1.0
