Date_Ticker,Close_ACE.NS,High_ACE.NS,Low_ACE.NS,Open_ACE.NS,Volume_ACE.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,79.43492889404297,82.32792639800915,77.96391169230142,79.63106152814967,170753.0,,,-0.8662170467087982,,0.0024690981264465,0.0364197154103973,-0.0185185185185186,Capital Goods,1.0
2020-01-13,81.5924072265625,82.8182547358677,79.23878599428005,79.72912499800213,176247.0,,,-0.861628565851023,0.0271603230789991,-0.0228364659396121,0.0150240390126168,-0.028846081544659,Capital Goods,1.0
2020-01-14,80.90594482421875,82.52406521709918,80.41560576467803,80.95498172296493,98904.0,,,-0.8630885200694546,-0.0084133122882084,0.0006060975970643,0.0200000184955018,-0.0060606060606059,Capital Goods,1.0
2020-01-15,85.36803436279297,88.80040782396475,81.3962849363592,81.49435125313946,1190109.0,,,-0.8535986391632038,0.0551515657875182,-0.0453762715584069,0.0402067763044073,-0.0465250190669124,Capital Goods,1.0
2020-01-16,86.9371109008789,92.13470009295172,84.0931430505856,86.00546226127639,969118.0,,,-0.8502615592255417,0.018380141346792,-0.0107163515091355,0.0597856213326299,-0.0327129326109749,Capital Goods,1.0
2020-01-17,87.81971740722656,90.22237550115024,87.28034151741709,87.91778371028848,349501.0,,,-0.8483844497323518,0.0101522410533512,0.0011166775065691,0.0273589822975901,-0.0061418540816791,Capital Goods,1.0
2020-01-20,86.05449676513672,89.14363404284522,85.80932725868334,88.1629560170317,157505.0,,,-0.8521386849447722,-0.0201005046953679,0.0245014418903577,0.0358974532863691,-0.0028490028490028,Capital Goods,1.0
2020-01-21,86.64290618896484,88.50619602268041,85.31899228779166,85.3680291841973,151358.0,,,-0.8508872677986186,0.0068376371479346,-0.0147141533086053,0.0215053939863443,-0.0152801188164877,Capital Goods,1.0
2020-01-22,84.4363784790039,88.65329708032331,83.99507634997315,87.72164844506544,209720.0,,,-0.8555800658706543,-0.0254669171085811,0.0389082291926867,0.0499419643201299,-0.0052264454845193,Capital Goods,1.0
2020-01-23,83.79894256591797,85.71126939377771,82.96536765827771,84.77962068831364,116608.0,,,-0.8569357515529469,-0.0075493042758157,0.0117027505642359,0.0228204171712007,-0.0099473201226202,Capital Goods,1.0
2020-01-24,85.36803436279297,87.6726264760408,83.45570751666618,84.28928243226898,324691.0,,,-0.8535986391632038,0.0187244820618198,-0.01263648552501,0.0269959608470529,-0.0224009708130313,Capital Goods,1.0
2020-01-27,85.07382202148438,87.86875300648587,84.38735036972255,85.26995464142207,190143.0,,,-0.8542243639623212,-0.003446399387132,0.0023054403255582,0.0328530083472171,-0.0080691290863652,Capital Goods,1.0
2020-01-28,84.68155670166016,87.57456173148849,84.33832084577693,85.07382945780407,224742.0,,,-0.8550586258337164,-0.0046108815908747,0.0046323281175133,0.0341633425566396,-0.0040532539699579,Capital Goods,1.0
2020-01-29,86.49579620361328,87.57454798416326,84.9267129073306,85.36802249445904,278383.0,,,-0.8512001383111975,0.0214242578032054,-0.013038480003114,0.0124717249611827,-0.0181405728966183,Capital Goods,1.0
2020-01-30,85.56417083740234,87.13325442226515,84.87769910714384,86.49581211160756,66249.0,,,-0.8531815001144859,-0.0107707588935058,0.0108882171718303,0.0183380913939379,-0.0080228876589362,Capital Goods,1.0
2020-01-31,84.7305908203125,86.29967431139639,84.43638439236791,84.82865713563395,136388.0,,,-0.8549543410715369,-0.0097421620396917,0.0011573897263317,0.0185185005308345,-0.0034722574821708,Capital Goods,1.0
2020-02-03,79.04264831542969,80.95497497748423,76.59095322201078,78.50327988406532,246898.0,,,-0.8670513410322744,-0.0671297396821554,-0.0068237646746341,0.0241936056396181,-0.0310173703142524,Capital Goods,1.0
2020-02-04,72.91340637207031,80.02332173247892,70.75591780722077,79.87621853897117,296918.0,,,-0.8800868876265867,-0.0775434790456395,0.0954942652297752,0.0975117706629611,-0.0295897376380974,Capital Goods,1.0
2020-02-05,74.28636932373047,75.75738653806177,72.57018257367729,73.59989761650138,169724.0,,,-0.8771668980595211,0.0188300481348252,-0.0092408838051774,0.0198019801980198,-0.0231023102310231,Capital Goods,1.0
2020-02-06,79.77816009521484,80.36656544522286,75.02187291651173,75.07090981317072,363014.0,83.04627113342285,,-0.8654870695995824,0.0739273008154679,-0.0590042472329024,0.0073755191810109,-0.0596189129083262,Capital Goods,1.0
2020-02-07,81.54338836669922,82.22986006794449,79.92526794864348,79.92526794864348,177544.0,83.15169410705566,,-0.8617328181611215,0.0221267107360909,-0.0198436740300645,0.0084184838893157,-0.0198436740300645,Capital Goods,1.0
2020-02-10,80.26850128173828,82.27889438687214,79.6800959159855,82.27889438687214,129605.0,83.08549880981445,,-0.8644442219777877,-0.0156344629588826,0.025045853267865,0.025045853267865,-0.0073304640843797,Capital Goods,1.0
2020-02-11,78.4542465209961,81.4943470772887,78.06197379199511,81.05304493340009,78847.0,82.96291389465333,,-0.8683027419523875,-0.0226023250935537,0.0331250190734864,0.0387499809265137,-0.0050000190734863,Capital Goods,1.0
2020-02-12,77.17935943603516,79.43492194072417,76.98322681909687,78.69941340423597,83519.0,82.55348014831543,,-0.8710141457690538,-0.0162500711114439,0.0196950840134997,0.0292249446117569,-0.0025412573824331,Capital Goods,1.0
2020-02-13,77.5716323852539,78.35617781932672,75.51220997328747,77.03226394606114,61304.0,82.08520622253418,,-0.870179867671618,0.0050826147312593,-0.0069531660299997,0.010113818801394,-0.0265486537880041,Capital Goods,1.0
2020-02-14,75.80642700195312,78.30715189469686,75.56125745470487,78.30715189469686,95207.0,81.4845417022705,,-0.8739340704319575,-0.022755810713561,0.0329882965289909,0.0329882965289909,-0.0032341525243226,Capital Goods,1.0
2020-02-17,75.90448760986328,76.98323204014442,75.56125176595296,75.90448760986328,54549.0,80.97704124450684,,-0.8737255171336391,0.0012935658860116,0.0,0.0142118663105361,-0.004521944020945,Capital Goods,1.0
2020-02-18,75.07090759277344,76.29675515319116,74.53153167339774,76.29675515319116,49431.0,80.39844131469727,,-0.87549835809069,-0.0109819596092171,0.016329195952544,0.016329195952544,-0.0071848860853205,Capital Goods,1.0
2020-02-19,75.31607818603516,76.73805838374065,74.58056963922614,74.92380546467437,59389.0,79.94242630004882,,-0.8749769342797927,0.0032658535926015,-0.0052083529945869,0.018880167846673,-0.0097656246119489,Capital Goods,1.0
2020-02-20,74.33541107177734,76.29676748547088,74.04120461693093,74.67864694777752,100880.0,79.4692497253418,,-0.8770625970713011,-0.0130206874531558,0.0046173939317932,0.02638522321212,-0.0039578237424736,Capital Goods,1.0
2020-02-24,72.52114868164062,74.53154195073567,72.2269497157604,74.53154195073567,78518.0,78.82690544128418,,-0.8809211332719415,-0.0244064351562526,0.0277214758128065,0.0277214758128065,-0.0040567333974772,Capital Goods,1.0
2020-02-25,70.3636474609375,73.74698361435107,70.02041165264589,72.57017299107143,166195.0,78.09139671325684,,-0.8855096628078382,-0.0297499592866944,0.0313588850174215,0.0480835811601698,-0.0048780275138828,Capital Goods,1.0
2020-02-26,69.67717742919922,73.30568316849332,68.74552880609747,70.11847955247187,264451.0,77.34117774963379,,-0.8869696332523103,-0.0097560325041332,0.006333524685627,0.0520759576258829,-0.0133709294416872,Capital Goods,1.0
2020-02-27,68.9906997680664,70.55978316183591,68.74553025397806,70.51075374820611,78690.0,76.46592292785644,,-0.8884296199228229,-0.0098522599000276,0.0220327375320128,0.0227434045319798,-0.0035536603471563,Capital Goods,1.0
2020-02-28,68.69650268554688,69.62814387131472,65.36219570798931,68.64746578862014,191218.0,75.62253952026367,,-0.8890553122698591,-0.0042643006015095,-0.0007138194086997,0.0135616974568903,-0.0485367791257161,Capital Goods,1.0
2020-03-02,66.78417205810547,71.05011997378124,65.70542772616142,69.62813982921584,136309.0,74.72521858215332,,-0.8931224179948585,-0.0278373796726589,0.0425844580155307,0.0638766310071821,-0.0161526945487247,Capital Goods,1.0
2020-03-03,66.88224029541016,68.64746378554464,66.48997505936231,67.66678573146544,63356.0,74.11719818115235,,-0.8929138484704996,0.0014684353235578,0.01173025055067,0.0263930078050276,-0.0058650134073748,Capital Goods,1.0
2020-03-04,63.10663604736328,68.94167539879497,62.7634001989215,66.88224534418359,221923.0,73.62685966491699,,-0.9009437264801972,-0.0564515218295697,0.059829037535555,0.0924631657921415,-0.0054389818557936,Capital Goods,1.0
2020-03-05,63.59697341918945,64.72475473290119,62.91050174057196,64.72475473290119,79433.0,73.09238986968994,,-0.8999008869714228,0.0077699811388799,0.0177332544786077,0.0177332544786077,-0.010794093519085,Capital Goods,1.0
2020-03-06,61.97885513305664,63.25373588328137,57.71290325912508,61.78271876971669,75823.0,72.20242462158203,,-0.9033422678973048,-0.0254433222076031,-0.0031645689956499,0.020569607933025,-0.0688291493086373,Capital Goods,1.0
2020-03-09,58.30131530761719,63.59697494058177,56.92836443555776,63.59697494058177,187544.0,71.04032096862792,,-0.9111635844956638,-0.0593353945881137,0.0908325927986857,0.0908325927986857,-0.0235492263736294,Capital Goods,1.0
2020-03-11,58.10517883300781,62.71436676289592,56.58512848937188,56.58512848937188,157060.0,69.93215484619141,,-0.9115807235443816,-0.0033641861006821,-0.0261603246761273,0.079324907391383,-0.0261603246761273,Capital Goods,1.0
2020-03-12,49.81844711303711,55.8005858134094,49.03390537523143,55.45734623118872,183702.0,68.50036487579345,,-0.92920477533553,-0.1426160608469422,0.1131889780778805,0.1200787870163622,-0.0157480167140813,Capital Goods,1.0
2020-03-13,49.32810592651367,51.485598417939606,40.89427606301859,46.091869059869744,246180.0,67.10780220031738,,-0.9302476229573248,-0.0098425626437303,-0.0656063476563462,0.0437375903838685,-0.1709741273273161,Capital Goods,1.0
2020-03-16,46.58221054077149,48.3964635601739,44.22858156442066,47.0725495990954,132035.0,65.55833110809326,,-0.936087537187294,-0.0556659400187161,0.0105263157894737,0.038947336297286,-0.0505263479132402,Capital Goods,1.0
2020-03-17,45.99380111694336,48.053223484154046,45.50346210179893,48.053223484154046,94063.0,64.06769981384278,,-0.9373389543334476,-0.0126316337717188,0.0447760854114758,0.0447760854114758,-0.0106609804633823,Capital Goods,1.0
2020-03-18,44.22858047485352,47.219651649736704,42.75756333612016,45.356361777611774,107669.0,62.48390445709229,,-0.941093189545868,-0.0383795337463327,0.0254989260484963,0.0676275644112924,-0.0332594246285997,Capital Goods,1.0
2020-03-19,40.452972412109375,43.64017629912406,38.736785703716855,41.28654731693254,178055.0,60.75300769805908,,-0.949123075668586,-0.0853657979118455,0.0206060236150567,0.0787878787878788,-0.0424242424242424,Capital Goods,1.0
2020-03-20,42.090946197509766,43.33183489688338,39.7580731705523,40.25442865030175,206357.0,59.09175109863281,,-0.9456394664723488,0.0404908140918236,-0.0436321278830427,0.0294811310145133,-0.0554245802888481,Capital Goods,1.0
2020-03-23,34.34779739379883,40.99896152364313,33.70253754770957,40.204793520130025,207152.0,57.092370414733885,71.48446540832519,-0.962107437218197,-0.1839623363983451,0.1705202828344569,0.1936416490870856,-0.018786061845286,Capital Goods,1.0
2020-03-24,37.52447509765625,37.77265284802024,34.248529550230025,34.248529550230025,112203.0,55.342536735534665,70.64625633239746,-0.9553513439514576,0.0924856306632034,-0.0873015688800624,0.0066137567472459,-0.0873015688800624,Capital Goods,1.0
2020-03-25,37.62374496459961,40.94932499488186,35.73759272280599,36.73030363177283,77509.0,53.70554161071777,69.7668830871582,-0.9551402188257228,0.0026454698349547,-0.0237467411515633,0.0883904574999461,-0.0501319643636832,Capital Goods,1.0
2020-03-26,37.97119522094727,40.20479493982651,36.77994128016662,38.26900775941945,120739.0,52.12024250030517,68.90818809509277,-0.9544012687161204,0.009234866350348,0.0078431173087722,0.0588235294117647,-0.0313725689657374,Capital Goods,1.0
2020-03-27,37.02811813354492,41.09823535079489,36.13468053967917,39.2120830078142,216718.0,50.5221134185791,67.94138977050781,-0.9564069858061728,-0.0248366447754608,0.0589812549045196,0.1099196346563105,-0.0241286254581856,Capital Goods,1.0
2020-03-30,34.0996208190918,36.73030644402901,33.75217348910773,36.73030644402901,187745.0,48.79226932525635,66.88463996887207,-0.9626352540890444,-0.0790884728165569,0.077147063860145,0.077147063860145,-0.0101891845609477,Capital Goods,1.0
2020-03-31,34.00035095214844,35.7375951613823,33.60326504670967,35.24123967302977,210681.0,47.1530782699585,65.8082526397705,-0.9628463792147792,-0.0029111721643479,0.0364963503649635,0.0510948905109489,-0.0116788766679972,Capital Goods,1.0
