Date_Ticker,Close_GAIL.NS,High_GAIL.NS,Low_GAIL.NS,Open_GAIL.NS,Volume_GAIL.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,66.40567779541016,67.67710561079504,65.82294232018435,66.27323929255111,17004742.0,,,-0.7960928665967006,,-0.0019943852281287,0.0191463720813458,-0.0087753863008696,Oil Gas & Consumable Fuels,15.0
2020-01-13,68.28632354736328,68.55120050924232,66.16727147646073,66.69703752550888,16119541.0,,,-0.7602780328685357,0.0283205565305307,-0.023273855426586,0.0038789167159558,-0.0310318664239228,Oil Gas & Consumable Fuels,15.0
2020-01-14,68.89555358886719,70.35240127709467,68.04793509985522,68.6041889013382,28891929.0,,,-0.7486759155553707,0.0089216992489183,-0.0042290782547114,0.0211457432640891,-0.012302949099881,Oil Gas & Consumable Fuels,15.0
2020-01-15,69.74317932128906,69.95508699687326,68.20687443955038,69.05449301659458,19602403.0,,,-0.7325338140251512,0.0123030542359825,-0.0098746043899415,0.0030383999933241,-0.0220280305069162,Oil Gas & Consumable Fuels,15.0
2020-01-16,68.20686340332031,70.64376793367997,67.99495576202389,70.43186029238355,22273792.0,,,-0.7617912640785918,-0.0220281887479108,0.0326213049250836,0.0357281424297399,-0.0031068375046565,Oil Gas & Consumable Fuels,15.0
2020-01-17,66.93544006347656,67.49169391900928,65.0283013092108,67.22681084196293,25057450.0,,,-0.7860041257870349,-0.0186406950327796,0.0043530120696906,0.0083103040034577,-0.0284922120846172,Oil Gas & Consumable Fuels,15.0
2020-01-20,67.7035903930664,68.36579500410996,65.9818656795281,66.75002108829197,20108095.0,,,-0.7713755460537578,0.0114759883383359,-0.0140844717279881,0.0097809378675339,-0.0254303309993236,Oil Gas & Consumable Fuels,15.0
2020-01-21,67.14734649658203,68.63068200039164,66.90895112538186,67.99496505228863,15138525.0,,,-0.78196860040448,-0.0082158699893904,0.0126232621232433,0.0220907538600221,-0.0035503319734653,Oil Gas & Consumable Fuels,15.0
2020-01-22,66.69703674316406,67.75655670354232,66.48512911350143,67.3857289612614,8672329.0,,,-0.7905442552975327,-0.006706292607421,0.0103256793963628,0.015885562719349,-0.0031771670828292,Oil Gas & Consumable Fuels,15.0
2020-01-23,68.68366241455078,69.23991023774906,66.32622048204746,66.59110357352817,20400712.0,,,-0.7527111503510394,0.0297858161080946,-0.0304666170594201,0.0080986919398817,-0.034323183266999,Oil Gas & Consumable Fuels,15.0
2020-01-24,68.60419464111328,69.76967167667586,68.41877467089056,68.78960854868984,15677772.0,,,-0.7542245268545387,-0.0011570112985219,0.0027026613831195,0.0169884223794112,-0.0027027497544822,Oil Gas & Consumable Fuels,15.0
