Date_Ticker,Close_TORNTPOWER.NS,High_TORNTPOWER.NS,Low_TORNTPOWER.NS,Open_TORNTPOWER.NS,Volume_TORNTPOWER.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,264.5309143066406,265.33039144199824,259.42328227302005,260.22275940837767,1265967.0,,,-0.8922998714112897,,-0.016286016738554,0.0030222446304739,-0.019308261369028,Power,16.0
2020-01-13,267.9952392578125,269.68297309365767,264.30883971928927,266.5739797245799,871797.0,,,-0.8846941711192509,0.0130961062159868,-0.0053033014212068,0.006297626183656,-0.0137554665102722,Power,16.0
2020-01-14,266.4407653808594,271.77046875550616,265.5968848365644,267.7287607647684,650736.0,,,-0.8881069174945324,-0.0058003786979876,0.004834077781108,0.020003333074908,-0.0031672351004125,Power,16.0
2020-01-15,268.66143798828125,270.12710079208347,262.97640015444193,267.19574807620955,1019876.0,,,-0.8832315751011816,0.0083345827514328,-0.0054555276821515,0.0054554267809217,-0.0211606022673312,Power,16.0
2020-01-16,271.19305419921875,275.94537831716383,267.9952539593607,269.15001214505696,1307957.0,,,-0.8776735762337992,0.0094230725104952,-0.0075335338517223,0.0175237678264945,-0.0117916008184669,Power,16.0
2020-01-17,278.07720947265625,283.8954841406503,269.1499688731414,269.1499688731414,2457425.0,,,-0.8625598607158846,0.0253847035049075,-0.0321034601017623,0.0209232345183116,-0.0321034601017623,Power,16.0
2020-01-20,278.74346923828125,284.6061482371776,277.63311439410666,278.0772563317765,1370305.0,,,-0.8610971306990963,0.0023959524295014,-0.0023900574543515,0.0210325250486305,-0.0039834290905859,Power,16.0
2020-01-21,279.18756103515625,283.71781340743075,277.0112821963872,278.6546124922856,1184498.0,,,-0.8601221560195295,0.001593191754729,-0.0019089265327388,0.016226555207107,-0.0077950422672843,Power,16.0
2020-01-22,280.6532592773437,286.3826731513272,278.1216451896448,282.34099296638686,2855704.0,,,-0.856904310781058,0.005249869430977,0.0060135901980573,0.020414563824187,-0.0090204335920333,Power,16.0
2020-01-23,283.9399108886719,285.1390994388069,279.8537999921938,280.6532770977973,755295.0,,,-0.8496886807600772,0.0117107195540538,-0.0115751032695197,0.0042233884851967,-0.014390759240888,Power,16.0
2020-01-24,286.2938537597656,288.51456322767655,283.0072200122194,285.0502618793895,1416492.0,,,-0.844520752163753,0.008290285306234,-0.0043437603149512,0.0077567486648677,-0.0114799312118801,Power,16.0
