Date_Ticker,Close_PAYTM.NS,High_PAYTM.NS,Low_PAYTM.NS,Open_PAYTM.NS,Volume_PAYTM.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2021-11-18,1560.800048828125,1955.0,1560.0,1950.0,23955434.0,,,3.5113344769698065,,0.2493592638365771,0.2525627491284659,-0.0005125889307382,Financial Services,9.0
2021-11-22,1359.5999755859375,1519.0,1271.0,1509.0,25114710.0,,,2.682544402622552,-0.1289082950716537,0.1098852803006829,0.1172403848752401,-0.0651662085737786,Financial Services,9.0
2021-11-23,1494.699951171875,1525.0,1360.0,1360.0,12954174.0,,,3.2390527428327567,0.0993674448454696,-0.0901183886881561,0.0202716597430603,-0.0901183886881561,Financial Services,9.0
2021-11-24,1752.449951171875,1785.0,1502.949951171875,1503.0,21541021.0,,,4.30078516778007,0.172442636261491,-0.1423435522395753,0.0185740247853347,-0.142372111587642,Financial Services,9.0
2021-11-25,1798.75,1873.699951171875,1711.0999755859375,1766.699951171875,13018344.0,,,4.4915058782261,0.0264201832395634,-0.0178179562630298,0.0416677977328006,-0.0487282971030229,Financial Services,9.0
2021-11-26,1782.5999755859375,1832.0,1663.0,1760.0,6527364.0,,,4.424980157240257,-0.008978470834781,-0.0126780971028056,0.0277123443793523,-0.067092997432935,Financial Services,9.0
2021-11-29,1736.449951171875,1810.0,1700.0,1700.0,4564112.0,,,4.234877432380818,-0.025889164729116,-0.0209910750075325,0.0423565613155094,-0.0209910750075325,Financial Services,9.0
2021-11-30,1699.5999755859375,1770.0,1678.199951171875,1729.949951171875,2200149.0,,,4.083083779856641,-0.0212214441084631,0.01785712874906,0.0414215259033479,-0.0125912124743852,Financial Services,9.0
2021-12-01,1636.699951171875,1725.0,1629.1500244140625,1715.0,1294466.0,,,3.823983894501112,-0.0370087228274863,0.0478401974485684,0.0539500528272773,-0.0046128960610078,Financial Services,9.0
2021-12-02,1600.8499755859375,1671.6500244140625,1592.0,1642.0,1089716.0,,,3.676309475439388,-0.0219038166160321,0.0257051098114304,0.0442265358452538,-0.0055282979172974,Financial Services,9.0
2021-12-03,1648.3499755859375,1698.0,1601.0,1615.0,1322036.0,,,3.8719730649059145,0.0296717373422916,-0.0202323390541396,0.030121045378372,-0.0287256810066115,Financial Services,9.0
2021-12-06,1604.449951171875,1680.050048828125,1598.699951171875,1658.0,632800.0,,,3.691138615336996,-0.0266327085050354,0.0333759546622272,0.0471190127189897,-0.0035837827136958,Financial Services,9.0
2021-12-07,1577.5,1635.0,1571.0,1623.3499755859375,631249.0,,,3.5801254746583284,-0.0167970033295155,0.0290649607517827,0.0364500792393027,-0.0041204437400951,Financial Services,9.0
2021-12-08,1553.4000244140625,1610.0,1546.25,1590.25,726491.0,,,3.480852048780429,-0.0152773220830031,0.0237221417579398,0.0364361881655608,-0.0046028223906842,Financial Services,9.0
2021-12-09,1593.949951171875,1644.699951171875,1525.0999755859375,1550.0,2849040.0,,,3.647886663981237,0.0261039823100992,-0.0275729806569917,0.0318391427301016,-0.04319456551024,Financial Services,9.0
2021-12-10,1567.550048828125,1609.0,1563.0,1605.0,845711.0,,,3.5391393028413654,-0.016562566675535,0.023890753089429,0.0264425057451034,-0.0029026497951543,Financial Services,9.0
2021-12-13,1555.050048828125,1578.75,1546.0999755859375,1578.0,740610.0,,,3.4876488845607003,-0.007974227048983,0.0147583360350169,0.0152406356243872,-0.0057554888660543,Financial Services,9.0
