Date_Ticker,Close_JPPOWER.NS,High_JPPOWER.NS,Low_JPPOWER.NS,Open_JPPOWER.NS,Volume_JPPOWER.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,1.75,1.75,1.649999976158142,1.649999976158142,2842565.0,,,-1.0755265884227383,,-0.0571428707667759,0.0,-0.0571428707667759,Power,16.0
2020-01-13,1.7999999523162842,1.7999999523162842,1.7999999523162842,1.7999999523162842,358663.0,,,-1.0670157583200948,0.0285714013235909,0.0,0.0,0.0,Power,16.0
2020-01-14,1.850000023841858,1.850000023841858,1.850000023841858,1.850000023841858,233675.0,,,-1.0585049079260311,0.0277778182500685,0.0,0.0,0.0,Power,16.0
2020-01-15,1.899999976158142,1.899999976158142,1.899999976158142,1.899999976158142,391330.0,,,-1.0499940778233872,0.0270270009037352,0.0,0.0,0.0,Power,16.0
2020-01-16,1.950000047683716,1.950000047683716,1.950000047683716,1.950000047683716,240410.0,,,-1.0414832274293238,0.0263158274489431,0.0,0.0,0.0,Power,16.0
2020-01-17,2.0,2.0,2.0,2.0,299688.0,,,-1.0329723973266798,0.0256410005608338,0.0,0.0,0.0,Power,16.0
2020-01-20,2.0999999046325684,2.0999999046325684,2.049999952316284,2.0999999046325684,4903195.0,,,-1.0159507371213918,0.0499999523162841,0.0,0.0,-0.0238095021842549,Power,16.0
2020-01-21,2.049999952316284,2.200000047683716,2.0,2.200000047683716,15769867.0,,,-1.0244615672240358,-0.0238095021842548,0.0731707799299934,0.0731707799299934,-0.0243902212094149,Power,16.0
2020-01-22,1.950000047683716,2.049999952316284,1.950000047683716,2.0,5532807.0,,,-1.0414832274293238,-0.0487804424188298,0.0256410005608338,0.0512820011216677,0.0,Power,16.0
