Date_Ticker,Close_CREDITACC.NS,High_CREDITACC.NS,Low_CREDITACC.NS,Open_CREDITACC.NS,Volume_CREDITACC.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,765.8273315429688,771.6808787223445,738.6428686364387,741.0240115753247,224007.0,,,-0.5304439338015065,,-0.0323876139516605,0.007643429449798,-0.0354968565195492,Financial Services,9.0
2020-01-13,752.3838500976562,775.8478139618437,746.4310535710948,773.8635484529899,67729.0,,,-0.5707454156648294,-0.0175541938653807,0.0285488562155415,0.0311861609750687,-0.007911914278581,Financial Services,9.0
2020-01-14,752.6815795898438,770.2422818609595,746.927160855035,752.3838913032301,95252.0,,,-0.5698528686130571,0.0003957148896123,-0.0003955036162514,0.023330851647366,-0.0076452232801345,Financial Services,9.0
2020-01-15,758.8823852539062,762.8012612785803,750.7964789003809,756.9973087558516,44489.0,,,-0.5512638105610342,0.00823828539479,-0.0024840166733135,0.005164009734345,-0.0106550191579687,Financial Services,9.0
2020-01-16,773.2186889648438,787.703864468331,758.9816072213124,762.503666620951,573285.0,,,-0.5082857853862461,0.0188913380907383,-0.0138576867021121,0.018733607594094,-0.0184127491312857,Financial Services,9.0
2020-01-17,766.6210327148438,775.3517893126788,761.4619300031746,773.3675236970353,143108.0,,,-0.5280645402260148,-0.0085327169973512,0.0088002946622793,0.0113886212682121,-0.0067296649733168,Financial Services,9.0
2020-01-20,768.8037109375,778.5266000135116,765.9265016703737,778.5266000135116,49939.0,,,-0.5215212078934126,0.0028471410638535,0.0126467769831069,0.0126467769831069,-0.0037424497647361,Financial Services,9.0
2020-01-21,767.9107666015625,772.2761750264569,749.159432962556,764.0414245633615,69352.0,,,-0.5241981171528285,-0.001161472458098,-0.0050387912326389,0.0056847860646802,-0.0244186361938792,Financial Services,9.0
2020-01-22,791.374755859375,796.5834530838422,768.9029236118242,776.8399860491076,121408.0,,,-0.453856699911935,0.0305556195827984,-0.0183664814964734,0.0065818339363263,-0.0283959427327802,Financial Services,9.0
2020-01-23,804.6196899414062,813.4000408809204,758.9815817573067,776.8399719163021,384222.0,,,-0.4141504323904357,0.0167366143334307,-0.0345252774352652,0.010912423657136,-0.0567200986436499,Financial Services,9.0
2020-01-24,830.6631469726562,842.3207068137177,793.7062019446104,804.6692567479747,169408.0,,,-0.3360761690031696,0.0323674120293359,-0.0312929378405867,0.0140340400119438,-0.044490892803822,Financial Services,9.0
2020-01-27,841.7750854492188,857.8972434334796,815.8307885325545,829.3238309323702,168824.0,,,-0.3027642929983351,0.0133771896791856,-0.0147916643436931,0.0191525720622358,-0.0308209370473573,Financial Services,9.0
2020-01-28,848.3727416992188,864.6437440069413,840.4356792183747,840.4356792183747,80773.0,,,-0.2829855381585665,0.0078377898847874,-0.0093556311874739,0.0191790724854421,-0.0093556311874739,Financial Services,9.0
2020-01-29,851.10107421875,875.457982214776,844.3049889526968,851.249918356538,182387.0,,,-0.2748064184863076,0.0032159596665807,0.000174884208582,0.0286181145034789,-0.0079850507441686,Financial Services,9.0
2020-01-30,806.8519897460938,856.7066623372295,801.9905148634737,852.7381311856964,103509.0,,,-0.4074583422158715,-0.0519903990407646,0.0568705810021519,0.0617891177374729,-0.0060252375211343,Financial Services,9.0
2020-01-31,794.4503173828125,818.0630652514745,784.8762119085648,799.0141039131918,96749.0,,,-0.4446366412938924,-0.0153704428084559,0.0057445839349827,0.0297221202534734,-0.0120512324871214,Financial Services,9.0
2020-02-03,754.5665893554688,872.5807980931639,740.1310692183062,742.66099574874,137632.0,,,-0.5642019003582519,-0.0502029228948315,-0.0157780556079195,0.1563999922637706,-0.0191308763743344,Financial Services,9.0
2020-02-04,761.8587646484375,772.0281253586486,754.0208916839423,757.5429508433126,121631.0,,,-0.5423410846529404,0.0096640580113645,-0.0056648476140015,0.0133480917751254,-0.0102878293565501,Financial Services,9.0
2020-02-05,805.1653442382812,822.4780733331904,761.9083793199507,767.7123318518784,226955.0,,,-0.412514645050779,0.0568433174222622,-0.046515927013519,0.021502079316749,-0.053724325354879,Financial Services,9.0
2020-02-06,814.0945434570312,837.2608802866534,808.2905908950696,812.2591220293967,130597.0,790.5611694335937,,-0.385746284352522,0.0110898951161359,-0.0022545556193516,0.0284565681170727,-0.0071293348034434,Financial Services,9.0
2020-02-07,791.0274658203125,828.4308843254015,782.7927757278345,824.4623531430044,136685.0,791.821176147461,,-0.4548978218316942,-0.0283346422379457,0.042267669287588,0.0472846015103924,-0.0104101190518567,Financial Services,9.0
2020-02-10,776.195068359375,802.8338702522911,773.8635805118762,796.6826348090212,90638.0,793.0117370605469,,-0.4993630594781523,-0.0187507995636485,0.0263948681005541,0.034319725773602,-0.0030037395785402,Financial Services,9.0
2020-02-11,809.0842895507812,820.4938166259916,785.6699799488634,786.1163912599965,91965.0,795.8318725585938,,-0.4007662520413072,0.0423723655716125,-0.0283875222735284,0.0141017780502759,-0.0289392711047669,Financial Services,9.0
2020-02-12,844.0569458007812,855.3176284078689,813.5488634224397,815.5331289429822,289865.0,800.0906005859375,,-0.2959236279557841,0.0432249849634547,-0.0337937114310903,0.0133411408591683,-0.0361445783132531,Financial Services,9.0
2020-02-13,841.1301879882812,852.2420876212307,825.8017238938763,852.2420876212307,115839.0,803.4861755371094,,-0.304697596021916,-0.0034674885706002,0.0132106774808851,0.0132106774808851,-0.0182236523112619,Financial Services,9.0
2020-02-14,841.4277954101562,871.092590068419,834.929337743307,841.130167683999,111039.0,807.226513671875,,-0.3038054149180942,0.0003538185005424,-0.0003537174880372,0.0352553063020726,-0.0077231316843788,Financial Services,9.0
2020-02-17,825.1072387695312,841.626212984511,809.6795258197898,841.5766184572244,47808.0,810.0416900634766,,-0.3527319240316116,-0.0193962651693357,0.0199602899039568,0.0200203966694247,-0.018697827657831,Financial Services,9.0
2020-02-18,880.0217895507812,893.9116486868703,823.2221870121316,825.1072635454501,305238.0,815.6472412109375,,-0.1881065789269211,0.0665544406847565,-0.0624013253505495,0.0157835400225478,-0.064543404735062,Financial Services,9.0
