Date_Ticker,Close_HINDUNILVR.NS,High_HINDUNILVR.NS,Low_HINDUNILVR.NS,Open_HINDUNILVR.NS,Volume_HINDUNILVR.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,1805.509521484375,1808.7435457040244,1784.8579893833753,1793.4050533924492,1003336.0,,,-2.153520888330495,,-0.0067041840255565,0.0017911975435003,-0.011438063247665,Fast Moving Consumer Goods,8.0
2020-01-13,1843.255126953125,1846.0271476306373,1808.2814886306053,1811.977516200622,2040089.0,,,-1.994848251200384,0.0209057914231977,-0.0169686823571756,0.0015038724900195,-0.0189738456772018,Fast Moving Consumer Goods,8.0
2020-01-14,1856.145263671875,1861.827816355033,1831.7514568788245,1843.8559257393465,1610737.0,,,-1.940661493278987,0.0069931375913529,-0.0066208923261844,0.0030614805825686,-0.013142186266604,Fast Moving Consumer Goods,8.0
2020-01-15,1868.018798828125,1872.962213784776,1845.5653833134716,1858.316725199738,1559491.0,,,-1.8907482620060363,0.0063968781908596,-0.0051937772973554,0.0026463411180617,-0.0120199087550615,Fast Moving Consumer Goods,8.0
2020-01-16,1893.5213623046875,1898.5571553838447,1862.8905074119464,1868.342171321253,2468958.0,,,-1.7835421660870188,0.0136521985177885,-0.0132975478833718,0.0026594857493595,-0.0161766619075576,Fast Moving Consumer Goods,8.0
2020-01-17,1903.7315673828125,1907.0578570557889,1885.0204266140545,1898.8342854221044,994719.0,,,-1.740621138717975,0.0053921784466681,-0.0025724645452198,0.0017472472117217,-0.0098286654953573,Fast Moving Consumer Goods,8.0
2020-01-20,1906.0880126953125,1918.146124097164,1894.214431996273,1903.9165059162544,829399.0,,,-1.7307152599449662,0.0012378033504689,-0.0011392479070195,0.006326104210057,-0.0062292929916962,Fast Moving Consumer Goods,8.0
2020-01-21,1899.2039794921875,1917.3146077084964,1896.200956612644,1903.223500350639,750000.0,,,-1.7596539321126552,-0.0036116030095538,0.0021164239870254,0.0095359047326508,-0.0015812008146415,Fast Moving Consumer Goods,8.0
2020-01-22,1895.78515625,1906.688484194521,1873.1469842787055,1906.2264806849028,983169.0,,,-1.7740257693896786,-0.0018001348349647,0.0055076517507692,0.0057513521026235,-0.0119413172408597,Fast Moving Consumer Goods,8.0
2020-01-23,1900.5897216796875,1904.239729441859,1880.354060599198,1895.8311763314025,708017.0,,,-1.7538286349809105,0.0025343406734923,-0.0025037204473985,0.0019204606446812,-0.0106470433095922,Fast Moving Consumer Goods,8.0
2020-01-24,1916.11328125,1921.010563494283,1894.26060581568,1900.682409383232,914993.0,,,-1.688571657272416,0.0081677594029042,-0.008053214816559,0.002555841709467,-0.0114046886727199,Fast Moving Consumer Goods,8.0
2020-01-27,1904.701904296875,1911.5394658065757,1900.4513818961568,1908.9984465771045,429312.0,,,-1.7365420965315552,-0.0059554813719993,0.0022557557539775,0.0035898328732046,-0.0022315945561505,Fast Moving Consumer Goods,8.0
2020-01-28,1904.0089111328125,1908.0744516907027,1887.4690505089104,1905.3024306955103,777052.0,,,-1.7394552582490423,-0.0003638328719571,0.0006793663386419,0.002135252904605,-0.0086868609317911,Fast Moving Consumer Goods,8.0
2020-01-29,1916.5751953125,1927.2937663059136,1905.348600960136,1905.348600960136,873433.0,,,-1.6866298915618343,0.0065999082810022,-0.0058576331259123,0.0055925648102035,-0.0058576331259123,Fast Moving Consumer Goods,8.0
2020-01-30,1901.6988525390625,1920.086501174736,1893.7060568230695,1917.2219893065508,952768.0,,,-1.7491661394084097,-0.0077619405749493,0.0081627733785307,0.0096690643795274,-0.0042029765676732,Fast Moving Consumer Goods,8.0
2020-01-31,1879.6611328125,1911.0773690251704,1866.5402792765,1907.1503394985864,1930834.0,,,-1.8418069398916064,-0.0115884382520075,0.014624554504117,0.0167137765761338,-0.0069804356258449,Fast Moving Consumer Goods,8.0
2020-02-03,2013.364990234375,2028.70359653765,1917.2220175928708,1917.2220175928708,4012542.0,,,-1.2797509498463162,0.0711318945143141,-0.0477523812661072,0.0076183932757711,-0.0477523812661072,Fast Moving Consumer Goods,8.0
2020-02-04,1991.7894287109373,2036.6960301601448,1977.3748303666707,2011.5630867795523,1932121.0,,,-1.3704489583157016,-0.0107161700079655,0.0099275846048707,0.022545857911431,-0.0072370091619553,Fast Moving Consumer Goods,8.0
2020-02-05,1996.13232421875,2018.031244529495,1990.2185441935512,2002.692638424846,1514368.0,,,-1.3521925633142853,0.0021803989142683,0.0032865126858079,0.0109706756636567,-0.0029626192379371,Fast Moving Consumer Goods,8.0
2020-02-06,1992.5286865234373,2029.3504572230825,1971.8772645765723,2001.399244323368,1302116.0,1909.421160888672,,-1.3673413121361877,-0.0018053100245861,0.0044519097064583,0.0184799199874465,-0.0103644289221741,Fast Moving Consumer Goods,8.0
2020-02-07,1995.80908203125,2006.943412656385,1978.853687171032,2000.47536298392,908152.0,1918.936138916016,,-1.3535513887904005,0.0016463479446994,0.0023380397427195,0.0055788555756057,-0.0084954994006547,Fast Moving Consumer Goods,8.0
2020-02-10,1995.20849609375,2023.1597097472632,1988.1859521804477,1995.9477468616235,1389847.0,1926.5338073730468,,-1.3560760947354484,-0.000300923541689,0.0003705130412789,0.0140091693215202,-0.0035197042950906,Fast Moving Consumer Goods,8.0
2020-02-11,1989.0633544921875,2014.0115406848504,1984.48956547439,2004.1709574772367,777506.0,1933.1797119140624,,-1.3819086601784678,-0.0030799495960414,0.007595335237025,0.0125426805216226,-0.0022994687461652,Fast Moving Consumer Goods,8.0
2020-02-12,2088.5791015625,2099.3436917893105,1991.2348837174136,1993.1753884563177,4753325.0,1944.2077270507807,,-0.963570529751798,0.0500314617156672,-0.0456787645891932,0.0051540256333875,-0.0466078674119939,Fast Moving Consumer Goods,8.0
2020-02-13,2109.877685546875,2115.005969981037,2063.354064216187,2084.559981678226,2950407.0,1955.0255432128904,,-0.8740368622965008,0.0101976429661874,-0.0119996073905519,0.0024306074562008,-0.0220503878729013,Fast Moving Consumer Goods,8.0
2020-02-14,2083.68212890625,2122.998673731198,2075.550821804576,2100.268010222282,1728651.0,1964.0230712890625,,-0.9841561199330056,-0.012415675477337,0.0079598903719244,0.018868782469035,-0.0039023740660203,Fast Moving Consumer Goods,8.0
2020-02-17,2081.41845703125,2115.0522248053194,2072.732655049916,2077.1679341906324,1420851.0,1972.7895935058596,,-0.9936720034787307,-0.0010863806161202,-0.0020421279662716,0.0161590609809627,-0.004173020543751,Fast Moving Consumer Goods,8.0
2020-02-18,2064.6005859375,2090.981023690501,2053.235483415748,2081.417689208472,1194605.0,1981.059423828125,,-1.0643699277594494,-0.0080800047856486,0.0081454511761343,0.0127775018241709,-0.0055047463413322,Fast Moving Consumer Goods,8.0
2020-02-19,2117.962890625,2132.7932504439323,2070.931017102999,2079.2008359466768,1299800.0,1992.168310546875,,-0.840048778238716,0.0258463089911742,-0.0183015740501878,0.0070021811451832,-0.022206183937492,Fast Moving Consumer Goods,8.0
2020-02-20,2077.398681640625,2115.9297273823936,2072.0856415341277,2108.7686733258097,1555224.0,2001.0087585449216,,-1.0105700861556468,-0.0191524644572052,0.0151006121080283,0.0185477376501166,-0.0025575447570331,Fast Moving Consumer Goods,8.0
2020-02-24,2046.814453125,2090.104280559103,2042.148397248196,2066.8193443017126,1409245.0,2007.543817138672,,-1.1391381706491357,-0.0147223683089425,0.0097736710556102,0.0211498542860146,-0.0022796672505805,Fast Moving Consumer Goods,8.0
2020-02-25,2063.86181640625,2106.458397375536,2056.608272307288,2069.682879164526,2237493.0,2015.5018127441408,,-1.0674755213325042,0.0083287291895084,0.0028204711730226,0.0206392601629978,-0.0035145492984565,Fast Moving Consumer Goods,8.0
2020-02-26,2066.264404296875,2084.28254076212,2034.9869027597936,2068.6669127272994,2896154.0,2023.614587402344,,-1.0573756712490832,0.0011641224579698,0.0011627303966657,0.0087201504453038,-0.0151372212927051,Fast Moving Consumer Goods,8.0
2020-02-27,2083.589599609375,2087.9786329859257,2032.8154586129149,2071.5775082630257,2446802.0,2031.965307617188,,-0.9845450888570596,0.0083847910637533,-0.0057650946945604,0.0021064769076277,-0.0243685901513326,Fast Moving Consumer Goods,8.0
2020-02-28,2009.4842529296875,2059.981145990458,1991.2351144101517,2024.5918578378823,3837330.0,2037.354577636719,,-1.2960645528339212,-0.0355661914868362,0.007518150433958,0.0251292803052074,-0.0090815036211059,Fast Moving Consumer Goods,8.0
2020-03-02,1995.346923828125,2071.577503345139,1979.08453555042,2023.575383542562,1707337.0,2043.1388671875,,-1.3554941808042118,-0.0070353022577565,0.0141471437259041,0.0382041732225511,-0.0081501557866965,Fast Moving Consumer Goods,8.0
2020-03-03,2001.9993896484373,2023.2055277320453,1978.9454634170609,2006.850425703817,1753148.0,2042.5705871582031,,-1.3275289572498878,0.0033339895638546,0.0024230956714883,0.0105924797945777,-0.0115154511787464,Fast Moving Consumer Goods,8.0
2020-03-04,2010.5003662109373,2019.001183992503,1988.462712916849,2013.4108975119952,1515878.0,2043.5061340332031,,-1.2917930787919336,0.0042462433337668,0.0014476651434502,0.0042282100140009,-0.0109612779308374,Fast Moving Consumer Goods,8.0
2020-03-05,2049.447509765625,2087.0083037830345,2016.0447472152784,2018.9552790071648,2272645.0,2046.171893310547,,-1.1280694903168829,0.0193718659340951,-0.0148782687105499,0.0183272778826646,-0.0162984230584986,Fast Moving Consumer Goods,8.0
2020-03-06,2022.55859375,2079.015505032828,1995.1618796631708,2018.9550571096577,2479414.0,2047.673388671875,,-1.2411034491257191,-0.0131200803570226,-0.001781672309261,0.0279136097501888,-0.0135455725097354,Fast Moving Consumer Goods,8.0
2020-03-09,1960.2808837890625,2004.725711478873,1951.5028171399952,1977.3750135793512,2485118.0,2045.8969787597655,,-1.5029026268368129,-0.0307915479696779,0.0087202451095922,0.022672683316639,-0.0044779637049258,Fast Moving Consumer Goods,8.0
