Date_Ticker,Close_HINDUNILVR.NS,High_HINDUNILVR.NS,Low_HINDUNILVR.NS,Open_HINDUNILVR.NS,Volume_HINDUNILVR.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-03-11,1991.2353515625,2004.587209382356,1908.9987175536544,1908.9987175536544,2861629.0,2045.6983215332032,,-1.3727781534954928,0.0157908328492216,-0.0412993039443155,0.0067053137688515,-0.0412993039443155,Fast Moving Consumer Goods,8.0
2020-03-12,1899.712158203125,1961.6668730512656,1877.25885564148,1942.6322384992704,3655780.0,2041.23076171875,,-1.7575176819400464,-0.0459630215421586,0.0225929386780057,0.0326126853379418,-0.0118193182397079,Fast Moving Consumer Goods,8.0
2020-03-13,1878.69091796875,1958.894767727183,1744.6175297741108,1820.2937228408257,3667035.0,2030.7363525390624,,-1.8458854689264117,-0.0110654870231805,-0.0310839822396457,0.042691349061904,-0.0713653251379955,Fast Moving Consumer Goods,8.0
2020-03-16,1794.3291015625,1884.2349092593315,1786.9370460333637,1848.0138822840895,2948679.0,2014.958923339844,,-2.200520444734343,-0.0449045745627292,0.0299191383982131,0.0501055283663078,-0.0041196765535927,Fast Moving Consumer Goods,8.0
2020-03-17,1851.7562255859373,1929.326566112641,1803.615371895676,1806.9418872447195,3732382.0,2003.362628173828,,-1.9591118595908157,0.0320047888502895,-0.0242009923995464,0.0418901470155224,-0.0259974034514336,Fast Moving Consumer Goods,8.0
2020-03-18,1777.6044921875,1906.9654562117207,1764.252525010143,1879.4762513565745,3910994.0,1988.1719299316403,,-2.270826321181319,-0.0400440038347781,0.0573084505674892,0.0727726356412561,-0.0075112136788798,Fast Moving Consumer Goods,8.0
2020-03-19,1698.60205078125,1754.6892285020992,1623.7574865323454,1750.346440879258,5095006.0,1969.872003173828,,-2.6029318884910024,-0.0444432053099902,0.0304629268958016,0.0330196102701352,-0.0440624478314275,Fast Moving Consumer Goods,8.0
2020-03-20,1895.78515625,1920.9181020557023,1709.4129855875278,1709.4129855875278,4252245.0,1958.763116455078,,-1.7740257693896786,0.1160855218431287,-0.0983086981391551,0.0132572753420103,-0.0983086981391551,Fast Moving Consumer Goods,8.0
2020-03-23,1727.6158447265625,1834.200142531561,1709.412951923608,1801.8136520275868,3574673.0,1941.273974609375,1952.3500634765624,-2.480965499522522,-0.0887069460212931,0.0429480937718349,0.0616944433164006,-0.0105364238574898,Fast Moving Consumer Goods,8.0
2020-03-24,1873.7476806640625,1913.5723621065315,1783.3336130483317,1824.913930451013,5788124.0,1932.620635986328,1953.714826660156,-1.8666655435696455,0.0845858391398516,-0.0260620737343583,0.021254025743933,-0.0482530644593982,Fast Moving Consumer Goods,8.0
2020-03-25,1929.46484375,1976.404437581188,1849.5383627695535,1857.30004298963,3959038.0,1925.900787353516,1955.4390209960936,-1.6324451862468965,0.0297356808821725,-0.0374014592668683,0.0243277787533866,-0.0414241706654294,Fast Moving Consumer Goods,8.0
2020-03-26,2028.1025390625,2079.01540658776,1903.4541055870152,1930.250304160813,3201540.0,1923.992694091797,1958.8781665039064,-1.217798155385822,0.0511217893562617,-0.0482481694179622,0.0251036949782599,-0.0614606170421265,Fast Moving Consumer Goods,8.0
2020-03-27,1977.883056640625,2095.324200755749,1959.356672787243,2068.851492747294,2918646.0,1918.7073669433596,1961.075451660156,-1.4289077034307014,-0.0247618063951979,0.0459928284441528,0.0593771930654962,-0.0093667741331726,Fast Moving Consumer Goods,8.0
2020-03-30,2018.3546142578125,2044.8273223898968,1943.0480499673577,1961.6666992470632,2809606.0,1919.1508850097655,1963.572116699219,-1.2587758775894398,0.0204620578963486,-0.0280862018053227,0.0131159846466419,-0.0373108688426124,Fast Moving Consumer Goods,8.0
2020-03-31,2123.830078125,2137.2281795532413,2018.9552841866976,2064.9708776577727,2809269.0,1925.5750427246091,1967.9740869140624,-0.8153846590227036,0.0522581429061576,-0.0277137050997933,0.0063084620404612,-0.0493800304546443,Fast Moving Consumer Goods,8.0
2020-04-01,2014.0118408203125,2148.2238624686474,1994.0534242444785,2118.932884617144,2774626.0,1926.1756652832032,1970.1325634765624,-1.277031759439241,-0.0517076382125821,0.0520955446588122,0.0666391422970333,-0.0099097811498988,Fast Moving Consumer Goods,8.0
2020-04-03,1990.4036865234373,2082.8043919822544,1966.240766693361,2064.2317599499684,4121436.0,1925.170831298828,1971.9565576171876,-1.3762742554474463,-0.0117219540711634,0.0370920099909397,0.046423098030033,-0.0121397081374385,Fast Moving Consumer Goods,8.0
2020-04-07,2259.1044921875,2273.057087308062,2051.295420253617,2051.295420253617,8510114.0,1935.6536804199216,1979.2229443359372,-0.2467264603007903,0.1349981450915577,-0.0919873660791407,0.0061761619123033,-0.0919873660791407,Fast Moving Consumer Goods,8.0
2020-04-08,2273.843017578125,2415.6318654044067,2233.694727636437,2247.185321859645,9791862.0,1948.217901611328,1986.6880102539064,-0.1847695606273777,0.0065240565195608,-0.0117236306606921,0.0623564805178598,-0.0176565794697867,Fast Moving Consumer Goods,8.0
2020-04-09,2191.975830078125,2310.017736408605,2166.7966367512718,2309.9714909363424,4770068.0,1959.802648925781,1992.2052612304688,-0.5289177700342939,-0.0360038871932315,0.0538307308133101,0.0538518284329223,-0.0114869849299188,Fast Moving Consumer Goods,8.0
2020-04-13,2168.135986328125,2238.868760976288,2139.0760138919136,2200.0604704434754,3249551.0,1968.6476806640624,1997.4739428710936,-0.6291342278074787,-0.010875961049785,0.0147243919738708,0.0326237722606843,-0.0134032056196928,Fast Moving Consumer Goods,8.0
2020-04-15,2298.51416015625,2325.356614488428,2200.5231512792466,2241.595226285311,29485531.0,1988.5877807617187,2005.3640478515624,-0.0810585403570838,0.0601337622041543,-0.0247633601121994,0.0116781766227418,-0.0426323276904859,Fast Moving Consumer Goods,8.0
2020-04-16,2250.973388671875,2334.180032849459,2237.1132846217324,2278.60110584344,5388243.0,2007.201904296875,2012.05201171875,-0.2809074893657576,-0.0206832623911889,0.0122736756065633,0.036964739164099,-0.0061573824550277,Fast Moving Consumer Goods,8.0
2020-04-17,2203.756591796875,2308.908628590077,2175.158621603663,2308.908628590077,4540936.0,2027.6732788085935,2018.0931665039063,-0.4793945339886271,-0.0209761684045758,0.0477149051690253,0.0477149051690253,-0.0129769187303457,Fast Moving Consumer Goods,8.0
2020-04-20,2158.98828125,2236.09660886375,2144.619929410233,2236.09660886375,2985268.0,2043.0348815917969,2023.679709472656,-0.6675887835208929,-0.0203145441350091,0.035715028322945,0.035715028322945,-0.00665513192663,Fast Moving Consumer Goods,8.0
2020-04-21,2141.2939453125,2197.288865337065,2108.584184482416,2109.5081915746514,3227335.0,2061.219354248047,2026.2382885742188,-0.7419711363962139,-0.0081956609450679,-0.0148441804580032,0.0261500389272308,-0.0152756985567953,Fast Moving Consumer Goods,8.0
2020-04-22,2204.81982421875,2217.571169472269,2102.7170224053066,2141.8025744613883,2837815.0,2086.530242919922,2030.498896484375,-0.4749249834233086,0.0296670520389385,-0.0285815870599271,0.0057833955924437,-0.0463089095498414,Fast Moving Consumer Goods,8.0
2020-04-23,2141.38623046875,2229.628899297128,2132.6544094037854,2207.452731214604,4095570.0,2098.8102966308597,2033.403974609375,-0.7415831937753895,-0.0287704206272169,0.0308522114347356,0.0412081984897518,-0.004077648833603,Fast Moving Consumer Goods,8.0
2020-04-24,2109.60009765625,2160.327982721205,2106.7355862294044,2135.379798147436,2169013.0,2117.909509277344,2035.7454028320312,-0.8752037690686632,-0.0148437177563909,0.0122201835882671,0.0240462090996835,-0.0013578457026183,Fast Moving Consumer Goods,8.0
2020-04-27,2144.11181640625,2152.3816332381903,2109.7388040354936,2129.8359545830776,2013715.0,2131.4277160644533,2038.7114575195312,-0.7301255445190828,0.0163593653547619,-0.006658170396682,0.0038569895322908,-0.0160313525198368,Fast Moving Consumer Goods,8.0
2020-04-28,2115.929931640625,2160.9290305516183,2094.724014633832,2160.9290305516183,2164023.0,2140.7509704589843,2041.1258862304687,-0.8485948052323802,-0.0131438503113427,0.0212668190180109,0.0212668190180109,-0.0100220317741575,Fast Moving Consumer Goods,8.0
2020-04-29,2062.15234375,2117.5465108013186,2052.219269841492,2115.9757442309847,3642151.0,2142.4534606933594,2042.587666015625,-1.0746616965468234,-0.0254155806798987,0.026100593704492,0.0268623058908368,-0.0048168477652067,Fast Moving Consumer Goods,8.0
2020-04-30,2028.195556640625,2099.344102363326,1995.855308584852,2099.344102363326,8448047.0,2144.9690856933594,2041.3799951171875,-1.2174071338553087,-0.0164666724125846,0.0350797266514806,0.0350797266514806,-0.0159453302961276,Fast Moving Consumer Goods,8.0
2020-05-04,1924.3829345703125,1995.85496054526,1908.9983094844945,1968.1347527599091,8474573.0,2140.2705017089843,2037.6701000976564,-1.6538082011245971,-0.0511847201964396,0.0227355051864279,0.0371402306115888,-0.007994575720582,Fast Moving Consumer Goods,8.0
2020-05-05,1886.360107421875,1959.818656792455,1878.5984268164095,1941.5232748505591,4304136.0,2128.397003173828,2033.7236596679688,-1.8136462055720253,-0.0197584516394225,0.0292431796090497,0.0389419544452607,-0.0041146335606477,Fast Moving Consumer Goods,8.0
2020-05-06,1857.438720703125,1915.4664021222816,1848.0138949563743,1894.167996865383,5127656.0,2120.568347167969,2029.2440649414064,-1.9352241387680664,-0.0153318481476357,0.0197741523060068,0.0312406976189183,-0.0050740978109807,Fast Moving Consumer Goods,8.0
2020-05-07,1840.668212890625,1854.4820725988811,1757.4613363642611,1801.90605107107,185669922.0,2113.081573486328,2024.7654174804688,-2.005722960222225,-0.0090288350434256,-0.0210587446168162,0.0075048070105816,-0.045204712040794,Fast Moving Consumer Goods,8.0
2020-05-08,1930.6663818359373,1938.566686806755,1881.2782527829131,1917.2682803303617,16100226.0,2096.65966796875,2021.019487304688,-1.627394234901956,0.0488942919288954,-0.0069396254224073,0.0040920093938261,-0.0255808717226739,Fast Moving Consumer Goods,8.0
2020-05-11,1892.3663330078125,1955.707057875188,1881.232003557889,1924.7065779566765,11158755.0,2077.585833740234,2017.3188403320312,-1.7883976066667022,-0.0198377353997867,0.01708984375,0.0334717035293579,-0.0058838129043579,Fast Moving Consumer Goods,8.0
2020-05-12,1858.6864013671875,1873.7476484018696,1834.1539694044727,1866.4942157163907,14881008.0,2060.921362304688,2013.556279296875,-1.9299792161127145,-0.0177977863234824,0.0042007163464798,0.0081031673894012,-0.0131988010159589,Fast Moving Consumer Goods,8.0
2020-05-13,1844.0869140625,1917.314466581329,1825.2833947441893,1917.314466581329,8432979.0,2044.7189086914063,2009.16078125,-1.991351636096816,-0.0078547340175021,0.0397093824376799,0.0397093824376799,-0.0101966556863021,Fast Moving Consumer Goods,8.0
2020-05-14,1853.6044921875,1872.5466377795512,1830.1346892366305,1836.9261188779403,8510002.0,2022.4734252929688,2004.9075830078125,-1.951342230990415,0.0051611331615779,-0.0089978058317483,0.0102190870122984,-0.0126617102244783,Fast Moving Consumer Goods,8.0
2020-05-15,1877.6749267578125,1882.8032116119311,1853.5583624472524,1861.874426884952,5491136.0,2003.8085021972656,2000.7892895507807,-1.850156429816784,0.0129857446244674,-0.0084149282965306,0.0027311888661014,-0.0128438442495486,Fast Moving Consumer Goods,8.0
2020-05-18,1852.864990234375,1892.2276648874224,1837.48025151184,1886.3602431434867,7675561.0,1986.2639221191407,1997.656904296875,-1.954450903473159,-0.0132131159498821,0.0180775464405935,0.0212442217109773,-0.0083032162643373,Fast Moving Consumer Goods,8.0
2020-05-19,1825.422119140625,1870.92946501678,1818.538199143977,1864.64617214376,5963193.0,1969.585614013672,1994.258408203125,-2.0698135443101715,-0.0148110473447278,0.021487661725936,0.0249297657779992,-0.0037711386996279,Fast Moving Consumer Goods,8.0
2020-05-20,1839.559326171875,1857.254082903577,1824.913837678888,1825.422086649948,3926496.0,1954.4988830566408,1991.0096069335937,-2.010384429491496,0.0077446234944855,-0.0076851229100322,0.0096190193379219,-0.0079614113470667,Fast Moving Consumer Goods,8.0
2020-05-21,1821.12548828125,1851.155716926022,1806.6185101519409,1847.090063412272,4261625.0,1935.3141662597657,1987.222109375,-2.087875454849561,-0.0100207901035656,0.0142574332730507,0.0164899282548145,-0.0079659409648924,Fast Moving Consumer Goods,8.0
2020-05-22,1836.8336181640625,1843.440291061667,1809.2057850974247,1824.913904784175,5339946.0,1920.0865356445315,1982.969831542969,-2.0218425918994174,0.0086255065803497,-0.0064892722247763,0.0035967726375827,-0.0150410101347402,Fast Moving Consumer Goods,8.0
2020-05-26,1827.5010986328125,1866.494149105507,1824.9138339026613,1852.5877985701368,4628932.0,1905.9815856933596,1979.068681640625,-2.0610740591577104,-0.0050807647676755,0.0137273241346296,0.0213368136970564,-0.0014157390833234,Fast Moving Consumer Goods,8.0
2020-05-27,1846.2584228515625,1852.726472057244,1811.977784620216,1838.773988472325,4261645.0,1891.088916015625,1976.788232421875,-1.9822231820203005,0.010263919530764,-0.004053838989494,0.0035033282045595,-0.0185676272655265,Fast Moving Consumer Goods,8.0
2020-05-28,1857.207763671875,1861.8740439864905,1838.773869743482,1848.0139394406851,5500796.0,1878.152807617188,1974.1076806640624,-1.9361950216233572,0.0059305570037162,-0.0049503477268545,0.002512524665194,-0.0099255959882201,Fast Moving Consumer Goods,8.0
2020-05-29,1901.0057373046875,1910.8463208204769,1848.013849923092,1856.3299122477456,8778345.0,1870.095477294922,1974.1335522460936,-1.7520798142775116,0.0235827000562499,-0.0235011521429098,0.0051765143695681,-0.0278757114414234,Fast Moving Consumer Goods,8.0
2020-06-01,1948.3148193359373,1980.1468123355187,1913.8030709390905,1917.3143423220724,6592547.0,1866.1014404296875,1975.5260302734373,-1.5532048270338177,0.0248863436353045,-0.015911431102511,0.0163382183842499,-0.017713640554564,Fast Moving Consumer Goods,8.0
2020-06-02,1947.251953125,1963.514563984101,1931.174324106716,1960.7425434231825,3268728.0,1867.244891357422,1978.5844873046876,-1.5576728381442917,-0.000545531040666,0.0069280147730919,0.0083515699306411,-0.0082565735740989,Fast Moving Consumer Goods,8.0
2020-06-03,1959.35693359375,1985.6911343046304,1926.5546835854605,1954.2748948600715,4895117.0,1870.894732666016,1980.736501464844,-1.5067866714095908,0.0062164428436307,-0.0025937278943645,0.013440226361707,-0.0167413345908983,Fast Moving Consumer Goods,8.0
2020-06-04,1959.4490966796875,1970.3521974866117,1945.265500715636,1954.2745678724957,3264730.0,1875.995251464844,1984.3733935546877,-1.506399241940381,4.703741536691801e-05,-0.0026408079780998,0.0055643705291448,-0.0072385631186263,Fast Moving Consumer Goods,8.0
2020-06-05,1928.9571533203125,1966.2869468506487,1926.554644823122,1962.590918755065,2981853.0,1880.409698486328,1988.9804956054688,-1.6345793838130456,-0.0155614878748542,0.0174362428822532,0.0193523186692254,-0.0012454960407258,Fast Moving Consumer Goods,8.0
2020-06-08,1951.2255859375,1963.052920952982,1920.1790853079683,1946.8827980456265,4298456.0,1881.4376586914063,1990.0893041992188,-1.5409687267777878,0.0115442857706076,-0.0022256718665294,0.0060614903272699,-0.0159112820441079,Fast Moving Consumer Goods,8.0
2020-06-09,1946.420654296875,1981.810165856164,1935.840819760142,1940.4146090782992,3127904.0,1884.1403747558595,1994.465400390625,-1.5611674006414005,-0.0024625198005059,-0.0030856871587942,0.0181818413615595,-0.0054355334307499,Fast Moving Consumer Goods,8.0
2020-06-10,1958.5255126953125,1968.1350961692408,1936.7188551975253,1955.1065060017856,2421659.0,1889.1323303222655,1996.16095703125,-1.5102817470583143,0.006219035115413,-0.0017457044451882,0.0049065398493091,-0.0111342218196468,Fast Moving Consumer Goods,8.0
2020-06-11,1946.790283203125,1975.7117477941065,1936.3952043188967,1954.2748302348289,2566927.0,1894.2674987792968,1996.5074658203123,-1.559613577551643,-0.0059918696060474,0.0038445574216599,0.0148559733631894,-0.0053395987096896,Fast Moving Consumer Goods,8.0
2020-06-12,1947.11376953125,1957.970851885974,1908.074473404689,1908.3054751569173,2338438.0,1898.9429626464844,1994.887690429688,-1.5582537257722984,0.0001661639319427,-0.0199311899394946,0.0055759876616443,-0.0200498279748487,Fast Moving Consumer Goods,8.0
2020-06-15,1925.90771484375,1969.7055536712232,1900.497523931947,1954.1361720469345,2830788.0,1901.3546020507813,1993.84818359375,-1.6473984243035418,-0.0108910198363011,0.0146572221428971,0.0227414005821284,-0.013193877731501,Fast Moving Consumer Goods,8.0
2020-06-16,1918.5618896484373,1958.8947021245824,1900.682265221824,1949.4698765054716,2806772.0,1904.6394470214843,1991.8523291015624,-1.6782783490301971,-0.0038142145330719,0.0161099764483998,0.0210224192890309,-0.0093192846804072,Fast Moving Consumer Goods,8.0
2020-06-17,1920.31787109375,1939.491019572131,1905.580002079712,1918.2388549936848,2293301.0,1909.384234619141,1987.7820849609373,-1.6708966630506217,0.0009152592130526,-0.0010826416456152,0.0099843618428967,-0.0076747028374233,Fast Moving Consumer Goods,8.0
2020-06-18,1908.39794921875,1926.4160857332304,1897.9566249928296,1912.92549328733,2326907.0,1912.8261657714845,1985.6698071289063,-1.7210048919372138,-0.006207264981714,0.0023724318454825,0.0094414985731128,-0.0054712510198383,Fast Moving Consumer Goods,8.0
2020-06-19,1946.9129638671875,1953.6577346176527,1913.6542667183396,1934.1211572714767,4673528.0,1919.1155395507808,1984.799992675781,-1.559097860178722,0.0201818570724227,-0.0065703022339027,0.003464341177876,-0.0170827858081471,Fast Moving Consumer Goods,8.0
