Date_Ticker,Close_SUPREMEIND.NS,High_SUPREMEIND.NS,Low_SUPREMEIND.NS,Open_SUPREMEIND.NS,Volume_SUPREMEIND.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,1136.290771484375,1142.6195729328065,1116.1711395872892,1130.67052552086,299410.0,,,-1.144511566513963,,-0.0049461335993893,0.00556970241003,-0.0177064114239023,Capital Goods,1.0
2020-01-13,1150.2235107421875,1156.1744547936837,1117.5881000131226,1117.5881000131226,75430.0,,,-1.1344011708638333,0.0122615967738712,-0.0283731035092533,0.0051737284066259,-0.0283731035092533,Capital Goods,1.0
2020-01-14,1144.88671875,1157.024638631135,1138.2746097541722,1150.5069652740417,44208.0,,,-1.1382738535822157,-0.0046397869130182,0.0049089979226748,0.0106018522901438,-0.0057753390685211,Capital Goods,1.0
2020-01-15,1147.720703125,1151.357340719285,1138.274831292544,1140.1167301774517,23234.0,,,-1.1362173517868872,0.0024753404232815,-0.0066252816794576,0.0031685736646409,-0.0082301136563425,Capital Goods,1.0
2020-01-16,1167.415283203125,1180.7339389735369,1141.2974254118203,1141.6280078535235,55823.0,,,-1.1219258335815674,0.0171597323499531,-0.0220892048619125,0.011408670044021,-0.0223723795354493,Capital Goods,1.0
2020-01-17,1218.2811279296875,1233.6306672426222,1166.4705521407736,1176.010858129452,92994.0,,,-1.0850146558334282,0.0435713370027142,-0.0346966466369451,0.0125993409575499,-0.0425276027028008,Capital Goods,1.0
2020-01-20,1247.7049560546875,1275.0035426434208,1238.4007974291749,1242.0374342150624,157613.0,,,-1.0636630365731778,0.024151919824123,-0.0045423573995779,0.0218790399575337,-0.0074570182480743,Capital Goods,1.0
2020-01-21,1250.7275390625,1265.9826411421304,1240.242647132712,1253.4668642384684,49282.0,,,-1.0614696767801846,0.0024225142275382,0.0021901853844377,0.0121969826386529,-0.0083830343558654,Capital Goods,1.0
2020-01-22,1243.73779296875,1260.0791959805704,1223.2402989466557,1260.0791959805704,39530.0,,,-1.0665418379104614,-0.0055885441676524,0.0131389454467039,0.0131389454467039,-0.016480558955411,Capital Goods,1.0
2020-01-23,1249.9248046875,1261.1654135607466,1233.205660148309,1240.6206453748762,23304.0,,,-1.062052186937235,0.0049745306074376,-0.0074437752397032,0.0089930280854431,-0.0133761202885885,Capital Goods,1.0
2020-01-24,1247.752197265625,1267.6358004668973,1225.1293839087675,1249.9247935676767,221457.0,,,-1.0636287556378403,-0.0017381905005222,0.001741208155604,0.0159355385186625,-0.0181308543526783,Capital Goods,1.0
2020-01-27,1275.853515625,1292.006044314535,1242.131808468085,1256.3006123669604,82381.0,,,-1.0432368254045796,0.0225215538958435,-0.0153253512402332,0.0126601749273878,-0.0264307044217343,Capital Goods,1.0
2020-01-28,1275.3812255859375,1285.488374911218,1255.356028810837,1275.8535190505015,32902.0,,,-1.043579546176725,-0.0003701757555068,0.0003703155222054,0.0079248064206347,-0.0157013419778863,Capital Goods,1.0
2020-01-29,1277.837158203125,1288.4164849778988,1266.0298223803804,1284.5437018892412,21498.0,,,-1.0417973804453236,0.0019256458915326,0.0052483555068525,0.0082790883852919,-0.0092400942850557,Capital Goods,1.0
2020-01-30,1302.9635009765625,1306.3639915593258,1265.9828920371556,1289.266987688341,59557.0,,,-1.0235642633260338,0.0196631805642354,-0.0105118165458633,0.0026098126157905,-0.0283819223728755,Capital Goods,1.0
2020-01-31,1317.037841796875,1331.867813168605,1288.8418245711312,1296.020778787654,106815.0,,,-1.0133511134511204,0.0108017920761125,-0.0159578277420994,0.0112600951173102,-0.0214086614149788,Capital Goods,1.0
2020-02-03,1256.30078125,1293.0924008641923,1248.1300801753998,1277.79013671875,136918.0,,,-1.057425412222659,-0.0461164126187973,0.0171052631578947,0.0292856775728385,-0.0065037777549341,Capital Goods,1.0
2020-02-04,1275.192626953125,1279.915562608507,1259.9375217250322,1271.4142784288194,18603.0,,,-1.0437164041743896,0.0150376772705083,-0.0029629629629629,0.0037037037037037,-0.0119629810474536,Capital Goods,1.0
2020-02-05,1296.82373046875,1299.3740696693694,1271.083730449189,1293.989968998707,34852.0,,,-1.0280196333639229,0.0169630086140861,-0.0021851554713754,0.0019666043585566,-0.019848495531661,Capital Goods,1.0
2020-02-06,1292.28955078125,1305.088751735597,1273.5867959300217,1298.807224642482,28805.0,1238.717266845703,,-1.0313098945064831,-0.0034963731623426,0.0050435089081171,0.0099042826327964,-0.0144725729925786,Capital Goods,1.0
2020-02-07,1312.975830078125,1317.6987647186938,1276.6565088145596,1295.973265372077,52757.0,1247.5515197753907,,-1.0162987424027636,0.01600746464627,-0.0129496402877697,0.0035971223021582,-0.0276618353754496,Capital Goods,1.0
2020-02-10,1308.6781005859375,1322.421888477891,1289.6919236768554,1322.2801773572037,20514.0,1255.4742492675782,,-1.0194174217061809,-0.0032732738819204,0.0103937528756505,0.0105020385729688,-0.0145079045034691,Capital Goods,1.0
2020-02-11,1317.4627685546875,1322.4218504940402,1275.4759209239155,1321.4772634579729,57242.0,1264.1030517578124,,-1.013042762195541,0.0067126270125685,0.0030471410647068,0.0037641154328733,-0.0318694756564796,Capital Goods,1.0
2020-02-12,1313.4007568359375,1322.421607495185,1299.7515227952676,1322.421607495185,14437.0,1272.3870544433594,,-1.015990391147184,-0.0030832079780183,0.0068683154111921,0.0068683154111921,-0.0103922842815712,Capital Goods,1.0
