Date_Ticker,Close_BAJAJFINSV.NS,High_BAJAJFINSV.NS,Low_BAJAJFINSV.NS,Open_BAJAJFINSV.NS,Volume_BAJAJFINSV.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,935.0519409179688,941.2974363262124,931.6648539177276,935.34130750059,1393930.0,,,-1.0101855015504857,,0.0003094657846891,0.0066793031862082,-0.0036223517133345,Financial Services,9.0
2020-01-13,943.3328857421876,944.6048932008844,934.3287852640568,937.8006976229568,1507130.0,,,-0.9895541596473644,0.0088561335064329,-0.0058645131563268,0.0013484184405339,-0.0095449873678967,Financial Services,9.0
2020-01-14,953.2697143554688,955.7589248811628,938.3494310386094,942.4099412464064,1628990.0,,,-0.964797309685782,0.0105337455774832,-0.0113921306273796,0.0026112342479871,-0.015651691323213,Financial Services,9.0
2020-01-15,956.6917114257812,959.6698369132672,947.9570052247064,951.7731490522824,1372300.0,,,-0.95627166520345,0.0035897469716912,-0.0051412198044118,0.0031129416633572,-0.0091301158949702,Financial Services,9.0
2020-01-16,959.984130859375,961.764965542824,954.2873475753704,956.7765580451952,1357820.0,,,-0.948068853511686,0.0034414633201817,-0.0033412769139301,0.0018550667935051,-0.0059342473493858,Financial Services,9.0
2020-01-17,969.24755859375,971.7717219691148,957.8739653552124,959.170999995164,2841290.0,,,-0.9249897304358022,0.0096495634006808,-0.010396269259843,0.0026042504342511,-0.0117344564220921,Financial Services,9.0
2020-01-20,955.0556030273438,974.1711541896008,952.785853208054,970.2452798375208,1841980.0,,,-0.9603479043857244,-0.0146422402002197,0.0159044947352058,0.0200151185979795,-0.0023765630106719,Financial Services,9.0
2020-01-21,951.2194213867188,960.2683994818,948.6154874062348,956.1729365990668,1745070.0,,,-0.969905458108186,-0.0040167102611251,0.0052075421306334,0.0095130291619671,-0.0027374693177394,Financial Services,9.0
2020-01-22,952.536376953125,957.7742046347212,947.2985492715288,956.77652317156,1395250.0,,,-0.9666243638443668,0.0013844918814697,0.0044514270751505,0.0054988216810683,-0.0054988216810684,Financial Services,9.0
2020-01-23,951.2095336914062,957.3751984107496,946.2161326236296,952.5364672133682,1812800.0,,,-0.9699300925462792,-0.0013929580998921,0.0013949960287007,0.0064819206504544,-0.0052495279861195,Financial Services,9.0
2020-01-24,961.1414184570312,962.7626509002572,945.8120518983748,949.7129597839476,1239780.0,,,-0.9451855598037436,0.0104413217212845,-0.0118905069052485,0.0016867782535356,-0.0159491270111588,Financial Services,9.0
2020-01-27,953.5441284179688,962.6529658452306,951.289358370928,956.7766068985002,1131280.0,,,-0.9641136279964772,-0.0079044455822732,0.0033899621257114,0.0095526123603471,-0.0023646205559271,Financial Services,9.0
2020-01-28,960.89697265625,968.7487210646542,950.7904543507884,953.5440649898976,1904690.0,,,-0.9457945778566051,0.007711068653404,-0.007652129078965,0.0081712697946161,-0.0105177959688267,Financial Services,9.0
2020-01-29,987.1310424804688,990.5980223574272,962.66293932389,962.66293932389,5019130.0,,,-0.8804343954688572,0.0273016468682368,-0.0247870871278601,0.0035121779457432,-0.0247870871278601,Financial Services,9.0
2020-01-30,961.7300415039062,992.6930590188952,958.108452909562,990.0991115638412,4128250.0,,,-0.94371905041503,-0.025732146881669,0.0294979555963259,0.0321951235573036,-0.003765701847767,Financial Services,9.0
2020-01-31,941.9510498046876,968.5492124729724,938.8183152011244,968.5492124729724,3295410.0,,,-0.9929968984031164,-0.0205660537215717,0.0282373088004943,0.0282373088004943,-0.0033257934201704,Financial Services,9.0
2020-02-03,906.5084228515624,921.358922647176,886.4400679718633,893.4238389069258,5025510.0,,,-1.0812994979417738,-0.0376268246215915,-0.0144340456357561,0.0163820869406803,-0.0221380787798651,Financial Services,9.0
2020-02-04,951.279296875,960.258430121874,914.005931700229,915.8715911811436,4636970.0,,,-0.9697562828997324,0.0493882603788763,-0.0372211461031188,0.0094390083715381,-0.039182357165993,Financial Services,9.0
2020-02-05,956.9163208007812,966.1548619315556,943.5773230097726,951.7882228889788,3245400.0,,,-0.9557120680912076,0.0059257296403896,-0.0053589825989289,0.0096544921744496,-0.0139395655618519,Financial Services,9.0
2020-02-06,959.7396240234376,968.6489732256584,953.7834948171794,957.7742207369166,2713430.0,953.4218597412108,,-0.9486780236289803,0.002950418089111,-0.0020478505183327,0.0092830898914759,-0.0062059844745063,Financial Services,9.0
2020-02-07,960.098876953125,965.1221766275676,953.8882729370744,958.7719434774874,1426260.0,954.6742065429688,,-0.9477829723782578,0.0003743233275932,-0.0013820800206001,0.005232064941461,-0.006468712926485,Financial Services,9.0
2020-02-10,960.4679565429688,963.555751441793,950.8901779626392,958.2730451457904,1435280.0,955.5309600830078,,-0.9468634387538748,0.0003844183122211,-0.0022852520817857,0.0032148859082588,-0.0099719917932536,Financial Services,9.0
