Date_Ticker,Close_VBL.NS,High_VBL.NS,Low_VBL.NS,Open_VBL.NS,Volume_VBL.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-02-05,69.68643188476562,71.52654872820035,68.84647257938116,70.74720818432752,2011230.0,,,-0.9224379604831092,-0.0236576968859457,0.0152221353694217,0.0264056688463769,-0.0120534124458178,Fast Moving Consumer Goods,8.0
2020-02-06,67.21849822998047,70.06743845312461,66.78119739252092,69.29242366946647,3370128.0,67.9093032836914,,-0.934808817083409,-0.03541483740861,0.0308534926262455,0.0423832768979279,-0.0065056621164515,Fast Moving Consumer Goods,8.0
2020-02-07,73.0202865600586,73.60479371644375,67.54322343104873,67.54322343104873,16685482.0,68.37864189147949,,-0.9057265557683506,0.0863123765459318,-0.075007417623663,0.0080047228506068,-0.075007417623663,Fast Moving Consumer Goods,8.0
2020-02-10,71.88158416748047,74.72619150716959,70.4008245711952,73.02029669565027,3566868.0,68.78866424560547,,-0.9114344579972816,-0.0155943292778172,0.0158415057397269,0.0395735204313434,-0.0205999855656376,Fast Moving Consumer Goods,8.0
2020-02-11,70.11940002441406,73.513879740266,69.70808284720438,72.3708414865255,2400986.0,69.10754623413087,,-0.9202676481824912,-0.0245150988737338,0.0321086812112987,0.048409993734545,-0.0058659540307884,Fast Moving Consumer Goods,8.0
2020-02-12,70.54804229736328,71.00698637907763,69.53489289415205,69.7946780321812,1528110.0,69.43400535583496,,-0.9181190198831852,0.0061130339506609,-0.0106787409068932,0.0065054120110077,-0.0143611271159128,Fast Moving Consumer Goods,8.0
2020-02-13,71.52220916748047,72.55700898208846,69.66910082593579,70.79048823671829,1815480.0,69.78406028747558,,-0.9132358745718776,0.0138085599315574,-0.0102306813405154,0.0144682305909322,-0.0259095512165367,Fast Moving Consumer Goods,8.0
2020-02-14,70.9593505859375,72.28857062570374,70.58266850053542,71.78632536769689,815253.0,70.07739639282227,,-0.9160572805626808,-0.0078697035241871,0.0116542044837044,0.0187321336623063,-0.005308420698494,Fast Moving Consumer Goods,8.0
2020-02-17,69.73838806152344,71.43130605047021,69.27511829456463,71.43130605047021,901080.0,70.26747055053711,,-0.9221775230070351,-0.0172065064622509,0.0242752669799777,0.0242752669799777,-0.0066429663752781,Fast Moving Consumer Goods,8.0
2020-02-18,69.98084259033203,71.15851572418295,67.63414765034541,69.79466809897615,1135620.0,70.35428123474121,,-0.9209621863620776,0.0034766293794272,-0.0026603636718944,0.0168285074923293,-0.033533390755584,Fast Moving Consumer Goods,8.0
2020-02-19,69.11491394042969,70.98967339427999,68.69060487703055,70.64762628526265,3320291.0,70.36986846923828,,-0.925302772719925,-0.0123737957110846,0.0221762895654331,0.0271252519458558,-0.0061391824022938,Fast Moving Consumer Goods,8.0
2020-02-20,70.92472839355469,72.4487819642225,69.27944472466366,69.4439760645182,2782215.0,70.29366645812988,,-0.9162308290599532,0.0261855849908875,-0.0208778004875808,0.0214883243854102,-0.0231976026719693,Fast Moving Consumer Goods,8.0
2020-02-24,70.04145050048828,71.00697281558428,69.70806967078988,70.55668758124143,2551455.0,70.1167984008789,,-0.9206583808833796,-0.0124537367018902,0.0073561737666978,0.0137850131343191,-0.004759764786654,Fast Moving Consumer Goods,8.0
2020-02-25,70.18000030517578,71.30572073978674,69.71672324949697,70.57399985594569,2099756.0,69.95270233154297,,-0.9199638809471818,0.001978111585318,0.0056141286556941,0.0160404734926729,-0.0066012689322352,Fast Moving Consumer Goods,8.0
2020-02-26,72.57865142822266,73.5918006172973,69.8596076932389,69.86393335679787,7253156.0,69.98019523620606,,-0.9079403125583696,0.0341785567485951,-0.0374038097705566,0.01395932783453,-0.0374634094389695,Fast Moving Consumer Goods,8.0
2020-02-27,70.7905044555664,74.38415065455932,70.59133807391058,72.73886703170506,3510180.0,70.02089462280273,,-0.9169036449948392,-0.0246373683923385,0.0275229367430429,0.0507645231042048,-0.0028134618221408,Fast Moving Consumer Goods,8.0
2020-02-28,70.40950012207031,71.34903897768064,68.41783620723774,69.80334218559203,4315646.0,70.27418251037598,,-0.9188134815759944,-0.0053821389807335,-0.0086090362156722,0.0133439216864403,-0.0282868634400128,Fast Moving Consumer Goods,8.0
2020-03-02,70.05876922607422,72.12836126004096,69.71672223465663,71.00696650507923,4296037.0,70.45581245422363,,-0.9205715683913548,-0.0049813007532793,0.0135343125418783,0.0295407992008585,-0.0048822866173088,Fast Moving Consumer Goods,8.0
2020-03-03,71.1715087890625,71.87292039817137,69.88558998316698,70.05444695713537,2697063.0,70.56600303649903,,-0.9149938084136838,0.0158829447802252,-0.0156953512849905,0.0098552302886778,-0.0180678873860425,Fast Moving Consumer Goods,8.0
2020-03-04,67.8722915649414,71.38367570265991,66.6772933123926,71.02863675846216,8188391.0,70.3908676147461,,-0.931531588144393,-0.0463558702106384,0.0465041789623488,0.0517351640375771,-0.0176065700007403,Fast Moving Consumer Goods,8.0
2020-03-05,66.13174438476562,68.58235185595784,65.83732424593123,68.58235185595784,2561377.0,70.2131332397461,,-0.9402563200796544,-0.025644443999808,0.0370564468545417,0.0370564468545417,-0.004452024388188,Fast Moving Consumer Goods,8.0
2020-03-06,67.97186279296875,68.7555363414236,64.25266140196483,64.25266140196483,1600402.0,70.25080146789551,,-0.9310324736803336,0.0278250396284272,-0.0547167789461943,0.0115293816625534,-0.0547167789461943,Fast Moving Consumer Goods,8.0
2020-03-09,64.38255310058594,67.37004107003193,62.867158497993735,65.05365536281782,6511657.0,69.81891479492188,,-0.9490243817741512,-0.0528058161847832,0.0104236665045482,0.0464021357584032,-0.0235373487010476,Fast Moving Consumer Goods,8.0
2020-03-11,67.77703094482422,68.98501350173339,62.87581576868291,64.40420219226078,4693331.0,69.61368713378906,,-0.9320090950939176,0.0527235668789808,-0.0497635955064066,0.0178228898502881,-0.072313807610299,Fast Moving Consumer Goods,8.0
2020-03-12,65.4389877319336,66.74655704401528,61.13960145840877,66.74655704401528,3435795.0,69.37966651916504,,-0.9437288580040318,-0.0344960996416909,0.0199815027310332,0.0199815027310332,-0.0657006842944601,Fast Moving Consumer Goods,8.0
2020-03-13,67.14056396484375,67.54322977343487,52.397957681259015,60.71096977603735,1451733.0,69.20929260253907,,-0.9351994732975204,0.0260024840219189,-0.0957631841188149,0.0059973551726788,-0.2195782312955292,Fast Moving Consumer Goods,8.0
2020-03-16,60.99673080444336,64.76789225786123,60.230374762665335,64.51244024393522,1667362.0,68.6830186843872,,-0.9659962813300668,-0.0915070234384303,0.0576376699722365,0.0618256323524664,-0.0125638871406891,Fast Moving Consumer Goods,8.0
2020-03-17,61.399391174316406,64.42152163749282,59.4510287967875,60.8754989887769,2598750.0,68.20502071380615,,-0.963977890890492,0.0066013434582909,-0.0085325306248094,0.0492208539103653,-0.0317326009308039,Fast Moving Consumer Goods,8.0
2020-03-18,57.22123336791992,62.82818553457224,53.64057597337328,62.08780952766205,3367125.0,67.57916297912598,,-0.9849214810782332,-0.0680488474964589,0.0850484317325199,0.0979872651573385,-0.0625756766115789,Fast Moving Consumer Goods,8.0
2020-03-19,56.58909606933594,58.004907395466354,47.21964131803285,52.99545421974341,4272255.0,66.90957565307617,,-0.9880901561588296,-0.0110472504938766,-0.0635041394757288,0.0250191542977764,-0.1655699666915184,Fast Moving Consumer Goods,8.0
2020-03-20,52.194461822509766,57.47235909737135,49.09873198260664,55.59759995628604,2550296.0,66.06355304718018,,-1.0101188642534908,-0.0776586754706531,0.0652011346596279,0.1011198715451722,-0.059311462017375,Fast Moving Consumer Goods,8.0
2020-03-23,50.76998901367188,52.73566875297406,41.7555657854836,41.7555657854836,2795220.0,65.05581607818604,67.34224266052246,-1.017259229965913,-0.0272916466440805,-0.1775541693688523,0.0387173560107101,-0.1775541693688523,Fast Moving Consumer Goods,8.0
2020-03-24,48.70040130615234,53.6882080164736,46.10258353051115,50.224450982285326,3438225.0,63.98876361846924,67.04358039855957,-1.027633322762867,-0.0407639975451286,0.0312943966632253,0.1024181849953491,-0.0533428412490928,Fast Moving Consumer Goods,8.0
2020-03-25,48.39732360839844,50.48423738595858,45.52673621269939,49.79148447505311,2162385.0,62.89962978363037,66.73790412902832,-1.0291525413732994,-0.0062233100677882,0.0288065695106483,0.0431204377011871,-0.0593129367839859,Fast Moving Consumer Goods,8.0
2020-03-26,51.69222259521485,53.519355051077454,48.49257982329175,49.354189766132336,2176335.0,61.85530834197998,66.49691337585449,-1.0126364074005134,0.0680801900013462,-0.0452298762115703,0.0353463705782259,-0.0618979531404263,Fast Moving Consumer Goods,8.0
2020-03-27,49.103057861328125,54.19477655820187,48.1115555342508,53.16863919171988,1488926.0,60.77093601226807,66.19859733581544,-1.0256149514449864,-0.0500880907010254,0.0827969073101997,0.1036945338771622,-0.0201922725439508,Fast Moving Consumer Goods,8.0
2020-03-30,45.91207885742188,50.22445418749608,45.47045229723753,46.64812931807345,1933312.0,59.546064949035646,65.8264167022705,-1.0416101722222353,-0.0649853419092124,0.0160317389011581,0.0939268148468317,-0.0096189623988884,Fast Moving Consumer Goods,8.0
2020-03-31,45.84713363647461,47.62663913707373,44.16288194185097,46.95553683083546,2728383.0,58.33548316955567,65.44150680541992,-1.041935719067328,-0.0014145563120535,0.0241760630697105,0.0388138877930506,-0.0367362485074465,Fast Moving Consumer Goods,8.0
2020-04-01,46.53988265991211,47.54004010638434,44.44431025277242,46.31906568595349,1838351.0,57.10390186309815,65.05356636047364,-1.0384632193863392,0.0151099745718098,-0.0047446826536333,0.0214903302137832,-0.045027453602601,Fast Moving Consumer Goods,8.0
2020-04-03,46.544212341308594,48.49257468381727,43.296939292989975,47.185005217444335,2895401.0,56.0374979019165,64.61955802917481,-1.038441516263333,9.303163542811888e-05,0.0137674018723705,0.041860464373558,-0.0697674938509298,Fast Moving Consumer Goods,8.0
2020-04-07,46.05928802490234,48.475257063960505,45.51807828726552,48.475257063960505,3556867.0,55.03387508392334,64.16468040466309,-1.0408722660400251,-0.0104185739109795,0.0524534603694253,0.0524534603694253,-0.0117502844886401,Fast Moving Consumer Goods,8.0
2020-04-08,47.016143798828125,47.38416710145181,45.46178122213374,47.16768324299151,2505836.0,53.98608913421631,63.65602790832519,-1.0360758949773536,0.0207744369259127,0.0032231363935713,0.0078275943726557,-0.0330601885034461,Fast Moving Consumer Goods,8.0
2020-04-09,50.051265716552734,51.08173260213293,47.20232894942118,48.059605749763605,2596905.0,53.26952476501465,63.18547698974609,-1.0208619292632444,0.0645548884381338,-0.039792399618187,0.0205882283060705,-0.0569203740673708,Fast Moving Consumer Goods,8.0
2020-04-13,48.08559036254883,51.52336780339208,47.37984924476825,50.22445690431214,2223528.0,52.28495273590088,62.67795036315918,-1.03071514710805,-0.039273239664623,0.04448040516165,0.0714928820655751,-0.0146767693285978,Fast Moving Consumer Goods,8.0
2020-04-15,49.12904357910156,51.003802946660336,47.19799854549118,48.492580013298046,3722208.0,51.46945552825928,62.219955368042,-1.0254846944635607,0.0216999148536069,-0.0129549349923484,0.0381598995417094,-0.0393055694337148,Fast Moving Consumer Goods,8.0
2020-04-16,49.99497985839844,50.6574233845701,48.146200604291096,49.28923881108648,1784610.0,50.61217632293701,61.8203246307373,-1.0211440698623246,0.0176257508026316,-0.0141162382565376,0.0132502008811268,-0.0369792979083833,Fast Moving Consumer Goods,8.0
2020-04-17,52.39795303344727,53.41976100462857,50.22444454665383,51.4843869911887,2974983.0,50.1822374343872,61.561408843994144,-1.0090988365938949,0.048064289291741,-0.0174351475462296,0.0195009139103019,-0.0414807900111292,Fast Moving Consumer Goods,8.0
2020-04-20,56.33365249633789,57.15196113504998,51.10337820377621,52.735673533213,3896122.0,49.92895050048829,61.35955848693848,-0.9893706021728056,0.0751117025578908,-0.0638690871918662,0.0145261065535433,-0.0928445797634316,Fast Moving Consumer Goods,8.0
2020-04-21,52.57547378540039,56.28602396375541,51.96065719193773,55.85305249044306,2009632.0,49.69666252136231,61.03171401977539,-1.008208989428947,-0.0667128535857285,0.0623404501958633,0.0705756869353291,-0.011693981037093,Fast Moving Consumer Goods,8.0
2020-04-22,56.402923583984375,56.978772027747546,52.523516500557655,52.82226603102156,2902005.0,49.68735389709472,60.73227249145508,-0.9890233713264012,0.0727991499269536,-0.0634835452745846,0.0102095495618366,-0.0687802482020325,Fast Moving Consumer Goods,8.0
2020-04-23,53.93932723999024,58.13480132509903,53.25523315089536,56.54580361112216,2018700.0,49.77459716796875,60.41733039855957,-1.001372486560306,-0.0436785220951503,0.0483223744993153,0.0777813573098906,-0.0126826589076863,Fast Moving Consumer Goods,8.0
2020-04-24,56.37694549560547,57.541630486371545,53.01277192489454,53.09070448205298,4706640.0,50.05494499206543,60.20049934387207,-0.989153590064438,0.0451918550034862,-0.0582905119222653,0.0206588877869742,-0.0596728599099638,Fast Moving Consumer Goods,8.0
2020-04-27,55.91800308227539,57.7451317055862,55.23823832243406,57.48967967713922,1510200.0,50.41582508087159,59.85845367431641,-0.9914541019813988,-0.0081406044491334,0.0281068083306075,0.0326751407882439,-0.0121564562819089,Fast Moving Consumer Goods,8.0
2020-04-28,57.34246063232422,57.93130087798204,55.72315738917686,56.42456522553231,2254511.0,50.86308193206787,59.56767120361328,-0.9843138127557542,0.0254740418385996,-0.0160072552986064,0.010268834632567,-0.0282391656251065,Fast Moving Consumer Goods,8.0
2020-04-29,57.03073120117188,59.31681128770689,56.71899351430888,58.01790054290471,2000666.0,51.13000736236573,59.30589782714844,-0.9858763993688108,-0.0054362758018204,0.0173094281090429,0.0400850565718862,-0.0054661351923293,Fast Moving Consumer Goods,8.0
2020-04-30,57.97893142700195,59.57658787192904,57.15195665983229,57.35112672367236,3241136.0,51.57380104064941,59.05451560974121,-0.9811234154304572,0.0166261278061711,-0.010828152362898,0.0275558104574349,-0.0142633668268078,Fast Moving Consumer Goods,8.0
2020-05-04,53.40244674682617,59.92296934300645,53.07772091762755,57.45504040599525,3826192.0,51.94831943511963,58.69212036132812,-1.0040636738130724,-0.0789335810015363,0.0758877899056176,0.1221015701226799,-0.0060807294230936,Fast Moving Consumer Goods,8.0
2020-05-05,53.7185173034668,56.19943065502424,52.995458748480175,54.96113866944941,9902081.0,52.34188861846924,58.34730369567871,-1.002479326711927,0.0059186530935384,0.0231320860730908,0.0461835783281632,-0.013460136118462,Fast Moving Consumer Goods,8.0
2020-05-06,53.341827392578125,55.06937639397151,52.99545468924908,55.06937639397151,3385158.0,52.68198585510254,58.01937248229981,-1.0043675366568532,-0.0070122916602607,0.0323863858033808,0.0323863858033808,-0.0064934540164861,Fast Moving Consumer Goods,8.0
2020-05-07,51.956329345703125,53.679549096869934,49.53170165866671,53.679549096869934,6987262.0,52.95259170532226,57.658882217407225,-1.0113125360188309,-0.0259739516735749,0.033166695431869,0.033166695431869,-0.0466666471163428,Fast Moving Consumer Goods,8.0
2020-05-08,53.722843170166016,54.099525254449865,52.3027024355228,52.3027024355228,2516040.0,53.335769462585446,57.351040802001954,-1.002457642710615,0.0339999735683595,-0.0264345788651755,0.0070115813321851,-0.0264345788651755,Fast Moving Consumer Goods,8.0
2020-05-11,53.445743560791016,54.55414669177062,51.9736501815852,54.121175209022894,3621723.0,53.6572494506836,57.00146110534668,-1.0038466425830106,-0.0051579475884642,0.0126377070133494,0.0207388476075529,-0.0275436972362711,Fast Moving Consumer Goods,8.0
2020-05-12,54.00860595703125,54.54549002162282,52.40661995673916,53.60161445710435,2395586.0,53.85511646270752,56.68080421447754,-1.001025217470513,0.010531472830947,-0.0075356786703715,0.0099407132451947,-0.0296616802434526,Fast Moving Consumer Goods,8.0
2020-05-13,57.15196228027344,57.92264775002771,53.86139527306223,55.50667877666783,3449238.0,54.30843505859375,56.420243453979495,-0.9852687119246376,0.0582010268093757,-0.0287878742559551,0.0134848470464552,-0.0575757485119103,Fast Moving Consumer Goods,8.0
2020-05-14,55.71883392333984,57.12165346115068,55.24689431428234,56.06953602063789,2132865.0,54.63792457580566,56.08304710388184,-0.9924524647613776,-0.0250757506786123,0.0062941392093838,0.0251767569246135,-0.0084700194858136,Fast Moving Consumer Goods,8.0
2020-05-15,54.80526351928711,56.88784390402029,54.38095455850327,55.67986143651804,2114876.0,54.878438758850095,55.76334228515625,-0.99703186195907,-0.0163960790225735,0.015958283220792,0.0379996418409753,-0.007742120620121,Fast Moving Consumer Goods,8.0
2020-05-18,54.26837921142578,55.1516395994603,52.908857306508224,54.74031878083668,1578150.0,54.97196006774902,55.44051986694336,-0.9997230683335306,-0.0097962179795447,0.0086964006714158,0.0162757834464413,-0.0250518243712596,Fast Moving Consumer Goods,8.0
2020-05-19,53.341827392578125,55.394102196919775,52.99545468924908,55.394102196919775,2243002.0,54.82236881256104,55.10618103027344,-1.0043675366568532,-0.0170735119108288,0.0384740250692499,0.0384740250692499,-0.0064934540164861,Fast Moving Consumer Goods,8.0
2020-05-20,52.203125,53.90902359146229,51.95633172473165,52.83092978156919,2392852.0,54.80375137329101,54.72681335449219,-1.0100754388857842,-0.0213472700175352,0.0120261915655277,0.0326780933413908,-0.0047275575028956,Fast Moving Consumer Goods,8.0
2020-05-21,50.22878646850586,53.250913398262576,49.98199319206695,52.59712861378214,3834585.0,54.49504451751709,54.37394325256348,-1.0199720820982967,-0.0378203130845929,0.0471510922678026,0.0601672296353732,-0.0049133832168861,Fast Moving Consumer Goods,8.0
2020-05-22,50.458255767822266,50.93885043654761,49.46675705146183,50.224450645935725,2297036.0,54.32099094390869,54.06047348022461,-1.018821835700663,0.0045684818497513,-0.0046336346417198,0.0095245993229877,-0.0196498809020013,Fast Moving Consumer Goods,8.0
2020-05-26,51.41078567504883,52.302701134028055,50.57082277627213,50.73967974554844,3399525.0,54.07268295288086,53.72925193786621,-1.0140471486393037,0.0188775829194238,-0.0130537964103921,0.0173488003979698,-0.0163382622488175,Fast Moving Consumer Goods,8.0
2020-05-27,51.49304962158203,51.9086998490752,51.21162132846944,51.52768837927518,1606106.0,53.85143527984619,53.47146186828613,-1.0136347893021864,0.0016001301176987,0.0006726880219312,0.0080719675868441,-0.0054653646498078,Fast Moving Consumer Goods,8.0
2020-05-28,53.00411987304688,53.66655969945391,51.65758216860904,51.69655031022313,3745755.0,53.634518241882326,53.17600364685059,-1.0060603420079466,0.0293451303150535,-0.0246692062042644,0.0124978931447909,-0.0254043970103268,Fast Moving Consumer Goods,8.0
2020-05-29,54.69702911376953,54.98711618864645,52.19879446818525,52.97813870220797,1697906.0,53.517833137512206,52.961164474487305,-0.997574401790836,0.0319392010428139,-0.0314256631376868,0.0053035252476609,-0.0456740463981685,Fast Moving Consumer Goods,8.0
2020-06-01,53.96530151367188,55.8443899244133,53.69253199393098,55.42008095677059,2117081.0,53.317151641845705,52.697659225463866,-1.0012422869439632,-0.0133778307881341,0.0269576821085704,0.0348203078280839,-0.0050545352678477,Fast Moving Consumer Goods,8.0
2020-06-02,52.428260803222656,54.4415711676177,51.98663431003099,53.94798468159711,2251361.0,53.26844234466553,52.526289825439456,-1.0089469147328514,-0.0284820183958356,0.0289867307267426,0.0384012426418556,-0.0084234435097743,Fast Moving Consumer Goods,8.0
2020-06-03,53.38512802124024,54.4675511436991,52.85257707877096,52.92185088023337,4585365.0,53.2517728805542,52.36600456237793,-1.0041504863050972,0.0182509815003964,-0.0086780187325304,0.0202757427504567,-0.0099756423222846,Fast Moving Consumer Goods,8.0
2020-06-04,52.80062103271485,53.97396857968699,52.56248653255973,53.679548418805446,1859490.0,53.22471256256104,52.27759231567383,-1.0070804079109317,-0.0109488730324451,0.0166461562174813,0.0222222300424297,-0.0045100700616298,Fast Moving Consumer Goods,8.0
2020-06-05,54.75331115722656,55.03041007227119,53.33749977185209,53.60161054623983,1829047.0,53.36456165313721,52.24087661743164,-0.99729228031345,0.0369823325241164,-0.0210343554872796,0.0050608613285307,-0.0258580048484905,Fast Moving Consumer Goods,8.0
2020-06-08,53.74449157714844,55.853052121383165,53.34182948462493,55.5846119651029,2565157.0,53.36564407348633,52.271877212524416,-1.0023491270955842,-0.0184248141118124,0.0342383067353615,0.0392330540741641,-0.0074921555811072,Fast Moving Consumer Goods,8.0
2020-06-09,54.281375885009766,54.805268059526085,53.26389719785463,53.68820619378954,3400751.0,53.40742568969726,52.34210494995117,-0.9996579207211236,0.0099895690164014,-0.0109276834190201,0.0096514166410619,-0.0187445264709313,Fast Moving Consumer Goods,8.0
2020-06-10,53.761817932128906,54.38096771971824,53.25524319805107,54.12118256503647,1877062.0,53.39508628845215,52.443333282470704,-1.002262276360171,-0.0095715693349685,0.0066843839499854,0.0115165336925728,-0.0094225744880382,Fast Moving Consumer Goods,8.0
2020-06-11,53.7011947631836,54.53682833712421,53.38945708414675,54.02159491903224,1016257.0,53.222547912597655,52.54941070556641,-1.002566158325646,-0.0011276249813919,0.0059663506047038,0.0155608004184202,-0.0058050417762877,Fast Moving Consumer Goods,8.0
2020-06-12,54.7143440246582,55.58461264017003,50.7440124268139,50.7440124268139,3023673.0,53.17232341766358,52.60985313415527,-0.9974876084205055,0.0188664193774921,-0.0725647299372717,0.0159056757606308,-0.0725647299372717,Fast Moving Consumer Goods,8.0
2020-06-15,56.65837478637695,59.74977517142416,54.14282283686098,54.90052010266847,6625721.0,53.26497898101807,52.76095947265625,-0.9877428870690363,0.0355305504684956,-0.0310255048849572,0.0545621083679672,-0.0443985899525098,Fast Moving Consumer Goods,8.0
2020-06-16,56.09984588623047,58.43355280549304,55.03041091543086,57.65420489483959,2425837.0,53.356552314758304,52.96471481323242,-0.9905425899368336,-0.0098578348258725,0.0277070103144549,0.0415991680974541,-0.0190630643258521,Fast Moving Consumer Goods,8.0
2020-06-17,57.303504943847656,58.0049128870556,55.333491908102026,55.42008694946849,2036778.0,53.55463619232178,53.19384223937988,-0.984509083497727,0.0214556571163882,-0.0328674135417152,0.0122402276072861,-0.0343785783727551,Fast Moving Consumer Goods,8.0
2020-06-18,61.23486328125,61.9146243051155,56.983103343475534,57.303503501987066,6433323.0,54.00622310638428,53.48774185180664,-0.964802609564727,0.0686058966420069,-0.0642013318655797,0.0111008825273828,-0.0694336479244879,Fast Moving Consumer Goods,8.0
2020-06-19,63.38238906860352,63.90195181674275,62.00121283184167,62.00121283184167,3551478.0,54.66390323638916,53.82450538635254,-0.9540378414319672,0.0350703124377038,-0.0217911671847348,0.0081972730244812,-0.0217911671847348,Fast Moving Consumer Goods,8.0
2020-06-22,61.33444213867188,63.99720781826773,60.962089442338346,63.73308962277469,2387565.0,55.20771255493164,54.13000846862793,-0.9643034568572793,-0.0323109772292583,0.0391076758908099,0.0434138729683979,-0.0060708581239179,Fast Moving Consumer Goods,8.0
2020-06-23,61.28681564331055,62.34759179881844,60.70230845667905,61.33444254019819,3659332.0,55.70151405334472,54.415421905517576,-0.9645421912103472,-0.0007765049081827,0.000777114888214,0.0173083907912856,-0.0095372419091461,Fast Moving Consumer Goods,8.0
