Date_Ticker,Close_ACC.NS,High_ACC.NS,Low_ACC.NS,Open_ACC.NS,Volume_ACC.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,1429.9820556640625,1443.0404349845514,1407.3192701185403,1414.6527542963306,1109054.0,,,-1.3157580477991058,,-0.0107199256850906,0.0091318483814293,-0.0158483006522749,Construction Materials,4.0
2020-01-13,1444.128662109375,1448.4340577365042,1433.0573972615373,1437.2209468920976,531138.0,,,-1.2822936691626918,0.0098928559203094,-0.0047833101014611,0.0029813102807894,-0.0076663978344327,Construction Materials,4.0
2020-01-14,1432.5369873046875,1451.5567098797771,1429.3670527938004,1444.9329178529465,850556.0,,,-1.3097142520561091,-0.0080267604326584,0.0086531312336874,0.0132769504338419,-0.0022128116334722,Construction Materials,4.0
2020-01-15,1434.28759765625,1451.46216794439,1408.0289924542303,1430.6445349914377,974275.0,,,-1.3055731113609197,0.0012220350099694,-0.0025399805943839,0.0119742862702045,-0.0183077684314696,Construction Materials,4.0
2020-01-16,1423.9261474609375,1447.4405871555257,1413.7065359370024,1443.2296784353928,650073.0,,,-1.3300835474078043,-0.0072241091760425,0.0135565534833925,0.0165138056749065,-0.0071770657081886,Construction Materials,4.0
2020-01-17,1431.070068359375,1440.7691912062546,1413.7536549239676,1423.6419827444468,409435.0,,,-1.3131843090768254,0.0050170585821295,-0.0051905813552819,0.0067775317654423,-0.0121003253567167,Construction Materials,4.0
2020-01-20,1417.06591796875,1436.2276046591696,1414.6529186260436,1436.2276046591696,223875.0,,,-1.3463117020643105,-0.0097857894594076,0.0135220856330284,0.0135220856330284,-0.0017028137591265,Construction Materials,4.0
2020-01-21,1415.693603515625,1428.278854741933,1407.0826968654096,1414.6053859944411,359320.0,,,-1.349557968272756,-0.0009684196308186,-0.0007686815271901,0.008889812876921,-0.0060824648983591,Construction Materials,4.0
2020-01-22,1442.4727783203125,1454.395581717801,1421.3712217245309,1426.906796640175,1645875.0,,,-1.2862107302832724,0.0189159396766264,-0.0107911788105031,0.0082655309525994,-0.0146287381730373,Construction Materials,4.0
2020-01-23,1465.1353759765625,1471.333398648296,1443.0403226626631,1444.2231425992718,1100769.0,,,-1.2326014246321106,0.0157109361069811,-0.0142732430874191,0.0042303412867921,-0.0150805541086415,Construction Materials,4.0
