Date_Ticker,Close_INDIANB.NS,High_INDIANB.NS,Low_INDIANB.NS,Open_INDIANB.NS,Volume_INDIANB.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,88.55558776855469,90.39395966906856,88.3313964071153,89.67654457575158,1389586.0,,,-0.8890418063248986,,0.0126582278481011,0.0207595245747627,-0.0025316455696202,Financial Services,9.0
2020-01-13,89.09364318847656,89.45235072515342,88.06236158619704,89.22815936995254,835761.0,,,-0.885963246311516,0.0060759059194335,0.0015098291714417,0.0040261855261436,-0.0115752545902501,Financial Services,9.0
2020-01-14,88.77977752685547,89.36267642442765,88.51074516127531,89.36267642442765,712611.0,,,-0.8877590729859892,-0.0035228738032085,0.0065656719785747,0.0065656719785747,-0.0030303338561394,Financial Services,9.0
2020-01-15,88.86946105957031,90.438800708903,88.06237072870077,88.42107830261811,1304110.0,,,-0.8872459359977679,0.0010101797415263,-0.0050454087557889,0.0176589306452612,-0.0090817511577856,Financial Services,9.0
2020-01-16,91.78394317626952,92.50135827874212,88.91429644993411,89.09364680466352,2907485.0,,,-0.870570315286631,0.0327950916090917,-0.0293111875400617,0.0078163464942315,-0.0312652368925173,Financial Services,9.0
2020-01-17,91.5149154663086,92.94973879533046,90.5733090219438,91.78394099200044,1645618.0,,,-0.8721095952933222,-0.0029310977568731,0.002939690479099,0.0156785735058686,-0.0102891035801857,Financial Services,9.0
2020-01-20,93.12908172607422,93.7119805812989,90.16976012857296,91.9184498524702,1929587.0,,,-0.8628739152531746,0.017638286082009,-0.012999504034249,0.0062590422284973,-0.0317765572542172,Financial Services,9.0
2020-01-21,93.8913345336914,95.23648263212124,92.36683609218174,93.12908531293658,4372470.0,,,-0.8585125782482252,0.0081849062987568,-0.0081184192826794,0.0143266479820578,-0.0162368385653589,Financial Services,9.0
2020-01-22,93.21875762939452,95.05712937765423,92.68069977485752,94.60874669191058,1143258.0,,,-0.8623608219176109,-0.0071633543993938,0.014911044706712,0.0197210496579285,-0.0057719912624897,Financial Services,9.0
2020-01-23,93.71198272705078,94.8329394582356,92.94973351820047,93.62230755691138,1403729.0,,,-0.8595387649193528,0.0052910498938115,-0.000956923197331,0.0119617224880383,-0.008133956690154,Financial Services,9.0
2020-01-24,95.90906524658205,98.37517031394113,93.35328499967449,94.87779041910852,9565473.0,,,-0.8469678472400683,0.0234450542566211,-0.0107526314099934,0.025712950710329,-0.0266479528325778,Financial Services,9.0
2020-01-27,95.37100219726562,97.523240599542,95.14681083956552,96.1332514450905,2329905.0,,,-0.8500464509061083,-0.0056101375603343,0.007992463435041,0.0225670104401827,-0.0023507287596326,Financial Services,9.0
2020-01-28,92.94973754882812,96.04357552434716,92.6358710188414,95.95390035031912,1279250.0,,,-0.8639000582716446,-0.0253878494789155,0.0323202935340496,0.0332850641336537,-0.0033767339022539,Financial Services,9.0
2020-01-29,93.0842514038086,94.33971749237094,92.63586870310004,93.84650062665774,886814.0,,,-0.8631304182682991,0.0014471676685456,0.0081888097218769,0.0134874167179581,-0.0048169555423874,Financial Services,9.0
2020-01-30,92.27716827392578,93.08425856565364,91.47007798219794,93.08425856565364,763983.0,,,-0.8677482582883729,-0.0086704584041999,0.0087463703841887,0.0087463703841887,-0.0087463703841885,Financial Services,9.0
2020-01-31,92.77037811279295,93.2636018206708,89.18331650430564,92.6807029409362,1406266.0,,,-0.8649262885954296,0.005344874014806,-0.0009666358344226,0.0053166077137052,-0.038666023373604,Financial Services,9.0
2020-02-03,86.98624420166016,89.63169940716477,86.08947879751933,89.45234906304744,950204.0,,,-0.8980210270025792,-0.0623489310790594,0.0283505154639176,0.0304123396725999,-0.0103092783505154,Financial Services,9.0
2020-02-04,86.17915344238281,87.97268423969265,85.5962545649017,87.1207598476813,1206020.0,,,-0.9026389106753104,-0.0092783723068473,0.0109261505559812,0.0208116548569829,-0.0067638037065521,Financial Services,9.0
2020-02-05,85.55142211914062,87.34495295249042,84.9236822224019,86.40334652827092,981168.0,,,-0.9062305640242568,-0.007284027495836,0.0099580391304763,0.0209643602516869,-0.0073375740717031,Financial Services,9.0
2020-02-06,86.71720886230469,89.49718699298518,85.64109315104419,86.08947583769887,2319547.0,91.01720581054688,,-0.8995603506619279,0.0136267371633,-0.0072388518131686,0.0320579751949203,-0.0124094827933083,Financial Services,9.0
2020-02-07,86.58270263671875,88.24171726851884,86.13431993397401,86.98624433247818,1048475.0,90.91856155395509,,-0.9003299470126161,-0.0015510903470096,0.0046607657588675,0.0191610400377653,-0.0051786637410251,Financial Services,9.0
2020-02-10,85.73077392578125,87.03108790717083,85.23755704327675,86.89657172402332,687587.0,90.75041809082032,,-0.9052043773531292,-0.0098394793069927,0.01359835849903,0.0151674121420539,-0.00575309028391,Financial Services,9.0
2020-02-11,83.21983337402344,86.53786267780887,82.95080101240747,86.35851233124967,1627240.0,90.47242088317871,,-0.9195710780542292,-0.0292886723958841,0.0377155160010924,0.0398706554586918,-0.0032327913996995,Financial Services,9.0
2020-02-12,80.39501953125,83.66821461175896,79.90179582421467,83.66821461175896,1389296.0,90.0486988067627,,-0.93573364908246,-0.0339439978217402,0.0407139036670878,0.0407139036670878,-0.0061350032615342,Financial Services,9.0
2020-02-13,79.04987335205078,80.61921284123362,78.78084098862284,80.39502148563608,1053226.0,89.41199531555176,,-0.9434300927685738,-0.0167317103353193,0.0170164489397046,0.0198525237629887,-0.0034033244079948,Financial Services,9.0
2020-02-14,76.18022155761719,79.85696534306668,75.9560301971277,79.09470924398053,1243178.0,88.64526062011718,,-0.9598492104645864,-0.0363017886398567,0.0382578000795001,0.0482637581024711,-0.002942907698423,Financial Services,9.0
2020-02-17,73.48992919921875,76.18022567033272,73.08638746526275,76.18022567033272,1182349.0,87.66330299377441,,-0.975242097836814,-0.0353148403009526,0.0366076889776425,0.0366076889776425,-0.0054911161073794,Financial Services,9.0
2020-02-18,71.9654312133789,73.35542047196837,69.81319264985687,73.35542047196837,1379257.0,86.56700782775879,,-0.9839647281940552,-0.0207443115329066,0.019314679772683,0.019314679772683,-0.0299065610701422,Financial Services,9.0
2020-02-19,74.56604766845703,75.10410556384252,72.05510170095494,72.41380924513771,968882.0,85.63437232971191,,-0.9690849341573916,0.0361370231683493,-0.0288635175205854,0.0072158564414981,-0.0336741190664484,Financial Services,9.0
2020-02-20,74.79022979736328,75.77667029078147,73.98313963301149,74.61087262652039,700192.0,84.68828468322754,,-0.9678022444711396,0.0030064907007413,-0.0023981363786265,0.0131894299040242,-0.0107913850049468,Financial Services,9.0
2020-02-24,72.05509185791016,74.20732998722421,71.11349238005654,74.07281382130901,682348.0,83.49558601379394,,-0.9834517221638064,-0.0365707920254251,0.0280024896419217,0.0298693412751203,-0.0130677715283523,Financial Services,9.0
2020-02-25,71.78607940673828,73.08638661595526,70.48576535574365,72.68284488668866,903519.0,82.31633987426758,,-0.9849909148651828,-0.0037334273572554,0.012492191903521,0.0181136401369612,-0.0181137354448218,Financial Services,9.0
2020-02-26,70.08221435546875,71.69638790077768,69.58899067003236,71.69638790077768,867471.0,81.1729637145996,,-0.9947398191988666,-0.0237353128259794,0.0230325705338243,0.0230325705338243,-0.0070377868332567,Financial Services,9.0
2020-02-27,67.8403091430664,70.35124835286028,67.12289403068097,70.35124835286028,1198140.0,79.9107666015625,,-1.007567196240618,-0.0319896457756175,0.0370124965748406,0.0370124965748406,-0.0105750566506485,Financial Services,9.0
2020-02-28,66.40548706054688,67.52644391949076,63.71519059908155,63.71519059908155,1648817.0,78.61718254089355,,-1.0157767332622956,-0.0211499932804503,-0.0405131651095695,0.0168804854623205,-0.0405131651095695,Financial Services,9.0
2020-03-02,63.6255111694336,68.42321219462306,61.42843837309257,68.15417980080343,948344.0,77.15993919372559,,-1.0316827576227443,-0.041863647330507,0.0711769312046872,0.0754053042090816,-0.0345313185852489,Financial Services,9.0
2020-03-03,62.63906097412109,65.23968196728939,62.10100310975657,64.47743275595823,1079228.0,75.94258003234863,,-1.0373268716192603,-0.0155040042458063,0.0293486484830391,0.041517560332565,-0.008589813704053,Financial Services,9.0
2020-03-04,63.71518707275391,66.94354127948296,62.68390545124644,62.95293097743709,3367184.0,74.81938171386719,,-1.0311696642871806,0.0171797929582214,-0.0119634914427297,0.0506685196269254,-0.0161858054396024,Financial Services,9.0
2020-03-05,64.52227020263672,65.7329090112652,63.13228788579914,64.02905331928557,2435154.0,73.76792411804199,,-1.0265518242671068,0.012667044812428,-0.007644134061033,0.0187631155076595,-0.0215426753037708,Financial Services,9.0
2020-03-06,62.63906097412109,64.2084004028875,61.159396715785945,61.83197075668584,1501209.0,72.56401672363282,,-1.0373268716192603,-0.0291869647890763,-0.0128847751687832,0.0250536870183091,-0.0236220696052015,Financial Services,9.0
2020-03-09,58.6484603881836,62.14584692744623,57.48266259450363,62.14584692744623,1433954.0,71.16730461120605,,-1.06015965600982,-0.0637078609397766,0.0596330494630901,0.0596330494630901,-0.0198777220401653,Financial Services,9.0
2020-03-11,56.31686782836914,60.44199082290415,56.04783888589457,57.7516945563812,1601624.0,69.69660930633545,,-1.0735001918661211,-0.0397553924584219,0.0254777437620434,0.0732484449793389,-0.0047770579730119,Financial Services,9.0
2020-03-12,48.69436264038086,52.90916088672112,48.02178856131237,52.77464470255195,1939144.0,67.97033576965332,,-1.1171134309576427,-0.1353503041259071,0.0837937256167602,0.0865561846957012,-0.0138121548901996,Financial Services,9.0
2020-03-13,50.3533821105957,51.02595620777611,39.45768036791752,41.74443161415317,2386518.0,66.4682538986206,,-1.1076211169443984,0.0340700520605862,-0.170970650542081,0.0133570788890242,-0.2163847051772404,Financial Services,9.0
2020-03-16,47.43889617919922,49.41177753670089,46.63180586321116,48.78404442525339,1155514.0,64.88770503997803,,-1.124296759481864,-0.0578806389806177,0.02835538670573,0.0415878428125553,-0.0170132608680289,Financial Services,9.0
2020-03-17,46.27309799194336,48.96339446637934,45.73504006541171,47.43889586757672,1159829.0,63.39234886169434,,-1.1309670383231791,-0.0245747325749757,0.0251938583372208,0.0581395366029824,-0.0116278777492989,Financial Services,9.0
2020-03-18,43.89666748046875,47.97694940963372,43.4931223620044,46.811155061427804,1504184.0,61.91268577575684,,-1.1445641208472623,-0.051356633002795,0.0663942788425981,0.0929519747935407,-0.0091930695796873,Financial Services,9.0
2020-03-19,44.34505081176758,46.18341924309156,40.44411917268202,42.77571132292466,1634736.0,60.53166675567627,,-1.1419986323431148,0.0102145187102945,-0.0353892815571308,0.0414560001098509,-0.0879676890132323,Financial Services,9.0
2020-03-20,46.99051284790039,48.42533625754622,44.165700197854655,44.8382743125428,1322471.0,59.15289001464844,,-1.1268622479860115,0.0596563086005259,-0.0458015545036503,0.0305343211360575,-0.0601145311860956,Financial Services,9.0
2020-03-23,40.7131462097168,45.15213173214151,40.35443871941121,42.14796932916283,1140888.0,57.44903583526612,75.10589790344238,-1.1627790870440768,-0.1335879576054483,0.0352422559547507,0.1090307661205824,-0.0088106060007706,Financial Services,9.0
