Date_Ticker,Close_JKLAKSHMI.NS,High_JKLAKSHMI.NS,Low_JKLAKSHMI.NS,Open_JKLAKSHMI.NS,Volume_JKLAKSHMI.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
2020-01-23,329.140380859375,333.02955525661366,326.5475783906741,327.5078712597022,232642.0,,,-1.1567688732087842,0.0046898316122689,-0.0049599189118344,0.0118161569452042,-0.0078774973217542,Construction Materials,4.0
2020-01-24,351.51519775390625,353.2917454468706,327.5559079301219,327.5559079301219,665161.0,,,-1.0510842020504172,0.067979555823905,-0.0681600396707686,0.0050539712203514,-0.0681600396707686,Construction Materials,4.0
2020-01-27,359.3896484375,363.0387500460019,348.202241060729,350.50693835587845,781253.0,,,-1.0138902113701274,0.0224014515841975,-0.0247160988643954,0.0101536079972444,-0.031128908207039,Construction Materials,4.0
2020-01-28,358.47735595703125,372.5936744162624,349.45060785037776,362.0304516879663,469882.0,,,-1.018199311697208,-0.0025384495197206,0.0099116322743713,0.0393785499269392,-0.0251808041893041,Construction Materials,4.0
2020-01-29,355.5964660644531,372.5936629253856,351.707291356759,369.7127840883337,802406.0,,,-1.031806837621364,-0.0080364626794542,0.0396975768069696,0.0477991163665043,-0.010937045440123,Construction Materials,4.0
2020-01-30,341.7682800292969,355.16437938346394,339.3195445501046,355.16437938346394,218931.0,,,-1.0971225584485325,-0.0388872988199208,0.0391964384553731,0.0391964384553731,-0.0071648997940428,Construction Materials,4.0
2020-01-31,342.6805419921875,344.8892040350328,331.54113801103045,343.6888378583093,213395.0,,,-1.0928136022674455,0.0026692411677655,0.0029423785204143,0.006445250815833,-0.0325066720053541,Construction Materials,4.0
2020-02-03,333.3177185058594,338.7433682956394,319.7775808432259,324.53104309160096,212313.0,,,-1.137037737192468,-0.0273223085031235,-0.0263612611224085,0.0162777118903285,-0.0406223159192644,Construction Materials,4.0
2020-02-04,344.4090576171875,348.394267463358,336.10252953414937,336.10252953414937,172752.0,,,-1.0846491732005477,0.0332755761111245,-0.0241182044993453,0.0115711528429083,-0.0241182044993453,Construction Materials,4.0
2020-02-05,344.7451477050781,352.42749082942527,341.86426903344795,346.5696983359479,684158.0,,,-1.0830616933750932,0.0009758456708888,0.0052924621071988,0.0222841225626739,-0.0083565459610027,Construction Materials,4.0
2020-02-06,344.4090576171875,347.53000967714746,336.2465676142153,345.6574560246604,155727.0,337.3053039550781,,-1.0846491732005477,-0.0009748943244826,0.0036247548659433,0.0090617595296489,-0.0236999864621587,Construction Materials,4.0
2020-02-07,343.6888427734375,346.6657567954479,338.0231201994395,344.64913572854954,118173.0,338.88018188476565,,-1.0880510186450885,-0.0020911611579928,0.0027940766053469,0.008661654530266,-0.016485034917857,Construction Materials,4.0
2020-02-10,338.2151794433594,346.56971029590994,336.1025232889318,345.46537929483776,60136.0,339.7660522460937,,-1.1139051881695912,-0.0159262176971115,0.0214366483000878,0.0247018210900544,-0.0062464853230556,Construction Materials,4.0
2020-02-11,337.11083984375,344.7451807782978,333.4137353051259,337.4469482488475,149734.0,340.18858032226564,,-1.119121399233218,-0.0032651982132408,0.0009970263942069,0.0226463822346569,-0.010967029539417,Construction Materials,4.0
2020-02-12,333.60577392578125,340.85600347643094,331.58915281547416,338.7913501338452,61713.0,340.2918106079102,,-1.1356771431606452,-0.0103973693625317,0.0155440241547426,0.0217329258583596,-0.0060449226839692,Construction Materials,4.0
2020-02-13,334.5660705566406,338.9834241546635,328.90034779878823,334.22996215028155,89197.0,340.3590316772461,,-1.1311413011859264,0.0028785372014364,-0.0010046099588038,0.0132032324457571,-0.0169345407573037,Construction Materials,4.0
2020-02-14,331.44512939453125,340.66394823108124,328.9003587572807,337.35092559572485,95332.0,340.4910720825195,,-1.1458826794942671,-0.0093283253646039,0.0178183224836703,0.0278140120912033,-0.0076778036892538,Construction Materials,4.0
2020-02-17,317.5208435058594,333.2216383800293,314.9760731661372,328.42017385005767,81202.0,339.84287414550784,,-1.2116523160546924,-0.0420108327254895,0.0343263460245788,0.0494480762296165,-0.0080144985495265,Construction Materials,4.0
2020-02-18,312.52734375,317.8569577543714,309.7424708265338,317.5208493699033,58850.0,339.0866424560547,,-1.2352384925188389,-0.015726525858033,0.0159778199244471,0.0170532726526313,-0.0089108136588966,Construction Materials,4.0
2020-02-19,313.7757568359375,316.8967092757747,310.31869596449263,314.4479736991529,100228.0,338.39523162841795,,-1.2293417682203105,0.0039945723499193,0.0021423479939748,0.0099464422341239,-0.0110176162311113,Construction Materials,4.0
2020-02-20,312.62335205078125,316.89666731723344,310.8468335725939,315.7443040773904,45371.0,337.56938018798826,,-1.2347850092235624,-0.0036727017943543,0.009983105888079,0.0136692132510882,-0.0056826160506998,Construction Materials,4.0
2020-02-24,308.30206298828125,313.0555251694698,305.56525132025723,313.0555251694698,57510.0,335.40872344970705,,-1.2551960818908068,-0.0138226688254499,0.0154181977736853,0.0154181977736853,-0.0088770462367229,Construction Materials,4.0
2020-02-25,310.4146728515625,316.41650333979845,303.5965875557639,307.6778322877643,92479.0,332.95997467041013,,-1.2452174313508162,0.0068524026171098,-0.0088167242181458,0.0193348801237434,-0.0219644427022911,Construction Materials,4.0
2020-02-26,304.7489624023437,326.49959106349934,302.4922681911832,310.4146847390475,440303.0,330.27355499267577,,-1.2719787116118657,-0.0182520703585685,0.0185914409422127,0.0713722812694581,-0.0074050923532962,Construction Materials,4.0
2020-02-27,308.73419189453125,309.21433838270315,302.4922875482966,304.4128735009842,195495.0,327.93044128417966,,-1.2531549746240822,0.013077089617539,-0.0139968895800932,0.0015552099533437,-0.0202177293934679,Construction Materials,4.0
2020-02-28,295.6741638183594,302.492248941375,289.7683686287616,302.492248941375,229716.0,325.6257354736328,,-1.3148423966510585,-0.0423018519459399,0.0230594551616087,0.0230594551616087,-0.019973998111062,Construction Materials,4.0
2020-03-02,289.4803161621094,301.579983664352,287.1275867556652,301.53198074006315,208462.0,322.9657241821289,,-1.3440982674741089,-0.0209482207584936,0.0416320692810243,0.0417978937658296,-0.0081274244744385,Construction Materials,4.0
2020-03-03,292.45721435546875,297.6908228012362,290.5846606342409,297.6908228012362,51527.0,320.9226989746094,,-1.3300372582546758,0.0102835945214745,0.0178952960941707,0.0178952960941707,-0.0064028296424647,Construction Materials,4.0
2020-03-04,288.3759765625,296.6825344682381,279.78137178452084,291.01678231602403,269308.0,318.121044921875,,-1.3493144785377351,-0.0139549909957365,0.0091575095297569,0.0288046112743298,-0.0298034700408424,Construction Materials,4.0
2020-03-05,285.01495361328125,292.8893680167131,280.45356181629967,286.4553931281175,63865.0,315.13453521728513,,-1.3651898533762543,-0.0116550032678963,0.0050539085636562,0.0276280746101347,-0.0160040437849118,Construction Materials,4.0
2020-03-06,276.660400390625,283.76656224733097,274.4997412872189,277.5246581708245,94745.0,311.74710235595705,,-1.4046515488249134,-0.0293126838319929,0.0031238940555975,0.0256855041295125,-0.0078097881025089,Construction Materials,4.0
2020-03-09,265.4729919433594,273.6834847639521,260.2393837580036,273.6834847639521,92663.0,307.8363098144531,,-1.4574938844040968,-0.0404373319472891,0.0309277895295072,0.0309277895295072,-0.0197142773245738,Construction Materials,4.0
2020-03-11,263.2642822265625,269.4101506815096,256.5902644198997,260.0472952780614,50314.0,304.0887649536133,,-1.467926450677344,-0.0083199036581021,-0.0122196103523551,0.0233448624438086,-0.0253510189465018,Construction Materials,4.0
2020-03-12,220.53126525878903,255.1498429288193,218.94678778728084,254.47762615626945,564694.0,298.25978622436526,,-1.6697705536763676,-0.1623198430351362,0.1539299239844518,0.1569780939197262,-0.0071848201190378,Construction Materials,4.0
2020-03-13,238.2486724853516,242.6660109990137,207.4232647755937,212.41678488590628,162552.0,293.49193115234374,,-1.5860845791566929,0.080339661615651,-0.1084240568057457,0.0185408735653447,-0.1293833345982362,Construction Materials,4.0
2020-03-16,220.77134704589844,231.430604830804,214.6734955028896,231.430604830804,186096.0,287.8021949768066,,-1.6686365571461896,-0.0733574934841565,0.0482818895093732,0.0482818895093732,-0.0276206655646356,Construction Materials,4.0
2020-03-17,225.09266662597656,230.4703131267642,217.8904693407652,221.82767638451057,649531.0,282.4845718383789,,-1.648225340332952,0.0195737338105733,-0.0145050937927322,0.0238908116439144,-0.0319965878638723,Construction Materials,4.0
2020-03-18,227.01324462890625,238.53675988220925,224.32443612546143,229.51001212828484,344568.0,277.9591918945313,,-1.6391537284565112,0.0085323881569229,0.0109983340551782,0.0507614226303854,-0.0118442803099007,Construction Materials,4.0
2020-03-19,222.5001678466797,235.16593826943125,205.41836059636427,213.5225165813284,121773.0,273.45783309936525,,-1.6604706866193577,-0.0198802355765805,-0.0403489640130861,0.0569247679465989,-0.0767721095027943,Construction Materials,4.0
2020-03-20,224.87803649902344,231.96310501148824,218.37530806520857,223.1310310725971,353625.0,269.0129470825196,,-1.6492391191046238,0.0106870420609403,-0.007768679652421,0.0315062716784952,-0.0289166898424209,Construction Materials,4.0
2020-03-23,198.3818206787109,221.28696900868184,196.05249008663915,216.87093223541984,104902.0,263.30087051391604,305.7440524291992,-1.7743907066733815,-0.1178248273278015,0.0931996263238903,0.1154599158915217,-0.0117416534645291,Construction Materials,4.0
2020-03-24,197.4112701416016,205.7580655155708,188.4821495056607,198.96416712590573,50042.0,257.756330871582,303.4484521484375,-1.7789749817018872,-0.0048923360708601,0.0078663035964983,0.0422812505485736,-0.0452310581332873,Construction Materials,4.0
2020-03-25,198.13917541503903,201.82729441460023,189.25858614291133,189.5012253559151,42613.0,252.14255599975587,301.0012802124023,-1.7755368114670065,0.0036872528752556,-0.0435953669486621,0.0186137798940351,-0.0448199567477035,Construction Materials,4.0
2020-03-26,200.66262817382807,212.3578411453801,197.26567920837036,199.49796291900415,40323.0,246.93823928833007,298.44132720947266,-1.763617595490697,0.0127357588599186,-0.0058040964848473,0.0582829651838345,-0.0169286577992745,Construction Materials,4.0
2020-03-27,194.8878173828125,209.5432168524563,190.229141566225,204.7874942371096,47805.0,241.24592056274412,295.7082601928711,-1.790894197678197,-0.0287787060479098,0.0507967967789972,0.0751991564503831,-0.0239043973048176,Construction Materials,4.0
2020-03-30,191.1026306152344,195.08191947357875,174.70022639424965,186.78365575794757,71845.0,236.0173439025879,292.86587982177736,-1.8087730576791592,-0.0194223878044823,-0.0226002899247507,0.0208227843098416,-0.085830342409097,Construction Materials,4.0
2020-03-31,190.2291412353516,196.05248229357665,186.63808387801723,192.1702549214266,103563.0,231.05478515625,290.0943762207031,-1.8128988763756155,-0.0045707867917396,0.0102040816326531,0.0306122448979591,-0.0188775354502152,Construction Materials,4.0
2020-04-01,191.9276123046875,194.11136516276864,182.5132140561976,190.2291378595133,44047.0,226.0283050537109,287.323232421875,-1.8048763590392325,0.0089285535239555,-0.0088495575221237,0.0113780025284451,-0.0490518176902259,Construction Materials,4.0
2020-04-03,179.60154724121094,190.22914173868725,178.58245959142067,190.22914173868725,94248.0,220.58958358764647,284.362223815918,-1.863096997851636,-0.0642224686456724,0.059173178966009,0.059173178966009,-0.0056741585217058,Construction Materials,4.0
2020-04-07,176.35018920898438,186.8807377032623,174.4576061789615,184.59992301995052,247044.0,215.15634536743164,281.3371481323242,-1.8784543840628256,-0.0181031738432624,0.0467804080504263,0.0597138485731856,-0.0107319591689242,Construction Materials,4.0
2020-04-08,179.3589324951172,184.8911043077757,174.7002560388432,179.45597930720203,78617.0,210.29127197265623,278.3415191650391,-1.8642429584992668,0.0170611854720909,0.0005410759906674,0.0308441388209597,-0.0259740420589357,Construction Materials,4.0
2020-04-09,182.5132293701172,186.88073545273855,179.65008945563665,179.65008945563665,63493.0,206.1432838439941,274.96147979736327,-1.849344028620126,0.0175865056237769,-0.015687300719853,0.0239298055143419,-0.015687300719853,Construction Materials,4.0
2020-04-13,188.62771606445312,197.02302628531444,175.71930793213173,184.74548894553067,414096.0,202.41145553588868,271.5462411499024,-1.8204630094529457,0.0335016081597921,-0.0205814246173448,0.0445072993302462,-0.0684332525550521,Construction Materials,4.0
2020-04-15,194.2569580078125,202.7493309001517,190.27768359540167,194.8392980728107,752386.0,201.09774017333984,268.261833190918,-1.7938739836540247,0.0298431326043087,0.002997782272359,0.0437172134240755,-0.020484591405219,Construction Materials,4.0
2020-04-16,196.53775024414065,200.0317606167339,192.4614146824627,194.1113582658179,145897.0,199.0121940612793,265.0806588745117,-1.7831009445443369,0.0117411096092444,-0.0123456790123457,0.0177778079185957,-0.0207407256703319,Construction Materials,4.0
2020-04-17,216.5797576904297,219.34585066913704,204.78749774861916,208.86383360445967,679593.0,198.8026145935059,262.5768884277344,-1.6884350093414298,0.1019753580235488,-0.0356262476616067,0.0127717059442882,-0.054447655069713,Construction Materials,4.0
2020-04-20,212.16375732421875,228.85733406993992,209.93147335489888,220.31642986227305,330374.0,198.156169128418,259.966552734375,-1.7092934390992305,-0.0203897188421597,0.0384263205029675,0.0786825090027549,-0.0105215141241518,Construction Materials,4.0
2020-04-21,196.9259796142578,212.3578424677152,192.9467054013705,212.3578424677152,298426.0,196.65180587768555,257.238717956543,-1.7812671912891365,-0.0718208326536906,0.0783637734527744,0.0783637734527744,-0.0202069540071957,Construction Materials,4.0
2020-04-22,198.575927734375,201.29347493401872,193.1893345180785,198.8185669350233,196943.0,195.45559387207032,254.32205535888676,-1.77347386608228,0.0083785192961798,0.0012218963467358,0.013685179420533,-0.0271261138132606,Construction Materials,4.0
2020-04-23,197.99359130859372,201.1479009740493,197.3142044964,199.93470494887407,217272.0,194.1113716125488,251.38702423095705,-1.776224459928582,-0.0029325630373496,0.0098039215686274,0.0159313725490195,-0.0034313575894225,Construction Materials,4.0
2020-04-24,189.6468048095703,197.945068937137,188.28803112730597,194.451073121519,98915.0,193.67462081909176,248.29177917480467,-1.8156494702219168,-0.0421568518650388,0.0253327142356696,0.0437564141188626,-0.0071647591617942,Construction Materials,4.0
2020-04-27,194.7422332763672,199.9347185409236,192.1702634519557,192.5099642859072,113037.0,193.5411689758301,245.31284698486328,-1.791581846139772,0.0268679900613845,-0.0114626855865009,0.0266633753613554,-0.0132070469827749,Construction Materials,4.0
2020-04-28,193.52903747558597,201.68172421764325,193.1408206443311,201.68172421764325,180563.0,193.31066207885743,242.41912414550785,-1.797312225961902,-0.0062297519154951,0.0421264263409866,0.0421264263409866,-0.0020059875061582,Construction Materials,4.0
2020-04-29,194.159912109375,197.31422205553488,191.05413297044527,194.11138130214485,122029.0,192.98552627563475,239.5601055908203,-1.7943323679130774,0.003259844837851,-0.0002499527667833,0.0162459382675397,-0.0159959855007563,Construction Materials,4.0
2020-04-30,193.6746368408203,199.934726028848,192.655549110322,196.24660676155685,210029.0,192.92486724853515,236.76148284912108,-1.79662450542733,-0.0024993587156205,0.0132798489399024,0.0323227103462846,-0.0052618543507888,Construction Materials,4.0
2020-05-04,188.2880401611328,193.04376308675424,187.22042163847175,193.04376308675424,70922.0,192.78413772583008,233.8359222412109,-1.8220674264326264,-0.0278126076163225,0.0252577004973422,0.0252577004973422,-0.0056701345542042,Construction Materials,4.0
2020-05-05,188.7733154296875,192.60701218987683,185.47342792182087,191.1997076588609,132726.0,192.7113464355469,230.98248596191405,-1.8197752889183736,0.0025773026695662,0.012853470437018,0.0203084676002167,-0.0174806884138014,Construction Materials,4.0
2020-05-06,192.0247039794922,195.76133945826783,186.54104816926613,189.258610668982,94106.0,192.7162010192871,228.47256317138672,-1.8044177585611896,0.0172237720273326,-0.0144048825655556,0.0194591393781016,-0.0285570330097303,Construction Materials,4.0
2020-05-07,189.6468048095703,193.3349238451024,188.48213953769763,191.68498014248928,30129.0,193.21846389770508,226.01495239257807,-1.8156494702219168,-0.0123832981936315,0.0107472168327094,0.0194473038406075,-0.0061412332943977,Construction Materials,4.0
2020-05-08,187.7056884765625,193.04375114048207,186.5410232208845,193.04375114048207,46412.0,193.786238861084,223.49355102539064,-1.8248180923519248,-0.0102354286166695,0.0284384703907687,0.0284384703907687,-0.0062047413966541,Construction Materials,4.0
2020-05-11,185.91015625,200.71114731052444,185.5704554493925,191.19968779825035,583459.0,194.11380004882807,220.959287109375,-1.833299066020357,-0.0095656782761098,0.0284520848938307,0.0796136766224919,-0.0018272309994223,Construction Materials,4.0
2020-05-12,185.0366668701172,187.6571823450296,180.5721140204412,184.40581080957784,89909.0,194.2399719238281,218.4939791870117,-1.837424884716813,-0.0046984489578299,-0.0034093570275028,0.0141621415865202,-0.0241279359663876,Construction Materials,4.0
2020-05-13,192.2187957763672,194.1113787573468,187.36601130743352,189.4041718986719,460167.0,194.41952590942384,216.13006164550785,-1.803500990043085,0.0388146253806622,-0.0146428129794855,0.009845982924487,-0.0252461495731121,Construction Materials,4.0
2020-05-14,187.7542266845703,193.9172688361133,186.44398377383664,193.9172688361133,100298.0,194.09438934326167,213.7901669311524,-1.8245888281494016,-0.0232264960029771,0.0328250514535524,0.0328250514535524,-0.0069785002120612,Construction Materials,4.0
2020-05-15,188.19097900390625,194.11138208119183,187.31748370835012,190.03504601939147,307559.0,193.67705078125,211.37930267333985,-1.8225258827646755,0.0023261916764712,0.0097989129194495,0.0314595476819465,-0.0046415364869214,Construction Materials,4.0
2020-05-18,183.5808258056641,191.636450778431,177.22369016278222,191.636450778431,181843.0,192.02710418701173,209.13743591308597,-1.844301369332568,-0.0244972060969324,0.0438805356573268,0.0438805356573268,-0.0346285382200612,Construction Materials,4.0
2020-05-19,188.43360900878903,192.94670730700105,185.4734224245532,188.57920142393797,139445.0,190.84059677124023,207.11650177001957,-1.8213798500440477,0.0264340416915984,0.0007726456862697,0.0239506016042045,-0.0157094405812596,Construction Materials,4.0
2020-05-20,193.6260986328125,195.0819339608788,185.3763651071037,191.19970641936877,387986.0,190.675602722168,205.1398794555664,-1.796853769629853,0.0275560694896059,-0.0125313283208019,0.0075187969924812,-0.0426065162907267,Construction Materials,4.0
2020-05-21,200.1288146972656,211.38727981043604,194.40253534372664,201.8758199471744,2563845.0,190.7532470703125,203.37493621826167,-1.7661389972074726,0.0335838820818504,0.0087294038719585,0.0562560925082231,-0.0286129679136966,Construction Materials,4.0
2020-05-22,202.79786682128903,204.78751148243063,199.93472685014555,203.57431532435936,633801.0,190.99346084594723,201.73059448242188,-1.753532060696591,0.0133366708240435,0.0038286818063748,0.0098109743082006,-0.0141181956991026,Construction Materials,4.0
2020-05-26,227.59559631347656,232.88512853241815,203.8654827301168,207.6991795781833,3192059.0,192.8909004211426,200.7492984008789,-1.6364030625372126,0.1222780588419104,-0.0874200426439232,0.0232409251524188,-0.1042643793102011,Construction Materials,4.0
2020-05-27,229.7793426513672,237.30115851429477,220.4619906263833,228.5661465444434,1572280.0,194.64275588989256,200.03542541503907,-1.626088407686577,0.0095948532100896,-0.0052798310454065,0.0327349524815205,-0.0405491282091472,Construction Materials,4.0
2020-05-28,237.7864532470703,241.0863409601589,230.55580691636007,232.8366068679136,828710.0,196.8556266784668,199.5258688354492,-1.588267814372922,0.0348469557938109,-0.0208163514429209,0.0138775261080994,-0.0304081508091518,Construction Materials,4.0
2020-05-29,234.58360290527344,251.1316012334809,230.5072668326636,239.7275575059701,1449591.0,198.8768112182617,199.8069155883789,-1.6033960805275826,-0.0134694399031595,0.0219280228327547,0.0705420077245961,-0.0173769011223512,Construction Materials,4.0
2020-06-01,236.136474609375,241.3289446522028,234.14683018887092,237.78641822289484,452302.0,200.99990310668943,199.76467163085937,-1.5960612837257722,0.0066196941511236,0.0069872458977344,0.0219892756992217,-0.0084258241925369,Construction Materials,4.0
2020-06-02,234.09829711914065,238.3687559234132,231.04104912398037,238.1746327158615,307794.0,203.29041595458983,200.03121063232425,-1.6056883621878288,-0.0086313539388863,0.0174129228913026,0.0182421609077283,-0.0130596763529823,Construction Materials,4.0
2020-06-03,233.95274353027344,239.2422756693753,229.58523748357084,234.09832114135432,450604.0,205.54938735961915,200.20841217041016,-1.606375866503411,-0.0006217626982271,0.0006222522073653,0.0226094041868647,-0.0186683258370827,Construction Materials,4.0
2020-06-04,231.81753540039065,235.8453408532937,228.76027209620767,233.95275774662267,288877.0,207.53902893066407,200.30449798583984,-1.6164612571515236,-0.0091266642043311,0.0092107887461754,0.0173748955010946,-0.0131882314204683,Construction Materials,4.0
2020-06-05,240.69810485839844,243.02743543321904,233.8071451261433,234.2924235633578,750230.0,210.09159393310543,200.66845672607425,-1.5745149892874055,0.0383084456603745,-0.0266129278367566,0.0096773947438886,-0.0286290568690146,Construction Materials,4.0
2020-06-08,240.45545959472656,243.60976935732137,234.43801008645016,243.02742932349497,456309.0,212.72908248901368,200.98000518798827,-1.5756610940810305,-0.0010080896308453,0.0106962417617937,0.0131180625630675,-0.0250252147254982,Construction Materials,4.0
2020-06-09,236.67030334472656,241.6686654000756,234.63212795368787,239.72755162176176,221094.0,215.26708984375,201.7457748413086,-1.5935398099359996,-0.0157416107597625,0.012917751969,0.021119515142838,-0.0086118763623248,Construction Materials,4.0
2020-06-10,238.85406494140625,244.5318140615961,234.0012803209756,239.72756024927443,574491.0,217.95795974731445,202.5746307373047,-1.5832250830123673,0.00922701989146,0.0036570250880278,0.0237707870769654,-0.0203169438276927,Construction Materials,4.0
2020-06-11,240.3098907470703,243.6097782335968,236.42766320549904,239.6790198858513,409422.0,220.3625144958496,203.4180450439453,-1.5763486704696092,0.0060950430381881,-0.0026252388499605,0.0137318005358324,-0.0161550884547543,Construction Materials,4.0
2020-06-12,234.8747711181641,236.815884929058,228.08087278003532,230.9925434963762,354666.0,222.7185417175293,204.102287902832,-1.6020207836044318,-0.02261712829218,-0.0165289256198347,0.0082644628099173,-0.0289256198347107,Construction Materials,4.0
2020-06-15,232.3027801513672,236.6217550265743,230.31313571393957,236.6217550265743,251068.0,224.92413177490235,204.85058715820315,-1.6141692637832643,-0.0109504777995203,0.0185920068300211,0.0185920068300211,-0.0085648757028702,Construction Materials,4.0
2020-06-16,234.53504943847656,237.7864207066414,229.05140933374437,234.87475024900905,270400.0,227.47184295654296,205.719235534668,-1.6036254168031023,0.0096093093920565,0.0014484010443036,0.0138630506440264,-0.0233808981551419,Construction Materials,4.0
2020-06-17,245.16265869140625,249.72425797464243,232.93363683382188,232.93363683382188,931551.0,230.30829544067385,206.81790588378905,-1.5534272232540856,0.0453135225561138,-0.0498812581118947,0.0186064195403345,-0.0498812581118947,Construction Materials,4.0
2020-06-18,250.79188537597656,254.28589597733668,243.5612397690598,244.87149744695043,531994.0,233.16658477783204,207.99519134521483,-1.5268382695281613,0.0229611912132833,-0.0236067762724879,0.0139319124943857,-0.0288312582206433,Construction Materials,4.0
2020-06-19,248.46255493164065,257.1975666284561,245.1626675477637,251.1801022785876,633113.0,235.5832717895508,209.37241149902343,-1.5378405728403723,-0.0092879019623936,0.0109374523162841,0.03515625,-0.013281226158142,Construction Materials,4.0
2020-06-22,251.9080352783203,254.9653132538376,249.96692144957103,250.7919007505988,190908.0,238.03878021240237,210.8835684204101,-1.5215662739650837,0.0138672016297491,-0.0044307222137174,0.0121364845394449,-0.0077056447469198,Construction Materials,4.0
2020-06-23,253.46090698242188,257.1490406605824,249.9183805221305,255.2564430187197,276260.0,239.3320457458496,212.36560791015623,-1.514231477163273,0.0061644389484673,0.0070840748487588,0.014551094770667,-0.0139766187317283,Construction Materials,4.0
2020-06-24,246.7640686035156,257.19755429668294,243.9494597821908,255.20792468653343,332511.0,240.18128204345703,213.65062469482424,-1.5458631622497518,-0.0264215829519251,0.034218337097468,0.0422812192723696,-0.0114060723558874,Construction Materials,4.0
2020-06-25,247.10379028320312,248.55962561917755,241.18338732643127,241.66866577175608,132855.0,240.64714889526368,214.8201461791992,-1.544258529051081,0.0013767064289791,-0.0219953101699407,0.0058915945170485,-0.0239591750089569,Construction Materials,4.0
2020-06-26,248.9478454589844,252.490372228841,245.2597262680578,248.55962862184396,156744.0,241.36536102294923,215.91396392822264,-1.5355483632531228,0.0074626745857188,-0.0015594303956505,0.0142299956977947,-0.014814826712506,Construction Materials,4.0
2020-06-29,242.4451141357422,249.7242760027757,240.74663957787905,249.7242760027757,110203.0,241.6807929992676,216.8321112060547,-1.5662632077485,-0.0261208580104524,0.030023957764552,0.030023957764552,-0.0070056043980007,Construction Materials,4.0
2020-06-30,245.5023498535156,250.11250965561825,242.0568701076826,243.8038753825649,193779.0,242.25099563598636,217.4105630493164,-1.551822734201408,0.0126100116666476,-0.0069183633963754,0.0187784752563606,-0.0140344063830298,Construction Materials,4.0
2020-07-01,251.85952758789065,253.31536300747385,244.7744589173477,247.73466056573827,163013.0,243.1463348388672,218.20447845458983,-1.5217953940216131,0.0258945698001186,-0.0163776493256262,0.0057803468208093,-0.0281310329547507,Construction Materials,4.0
2020-07-02,252.1992034912109,255.25645164605248,249.57868814760704,253.31533794532203,168464.0,244.1654182434082,219.3099429321289,-1.5201909770419326,0.0013486720418062,0.00442560657869,0.0121223545218218,-0.0103906567004491,Construction Materials,4.0
2020-07-03,268.1648254394531,270.6882789815981,250.403648281086,253.21825700849905,647493.0,245.53875427246092,220.70172088623048,-1.444779342909133,0.0633056002050323,-0.0557364986495171,0.0094100840332422,-0.0662323148804513,Construction Materials,4.0
