Date_Ticker,Close_ULTRACEMCO.NS,High_ULTRACEMCO.NS,Low_ULTRACEMCO.NS,Open_ULTRACEMCO.NS,Volume_ULTRACEMCO.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,4338.27685546875,4357.261288714794,4262.435395813612,4283.12844234982,735887.0,,,-1.257567664049036,,-0.0127120547987643,0.0043760308247993,-0.0174819316935788,Construction Materials,4.0
2020-01-13,4361.80078125,4384.543212347865,4343.596541797088,4350.917128193484,403937.0,,,-1.247317786972831,0.0054224122998503,-0.0024952201171821,0.0052140004182739,-0.0041735605007835,Construction Materials,4.0
2020-01-14,4376.05029296875,4395.230606888773,4316.900347635628,4358.188256265276,438651.0,,,-1.2411089702612277,0.0032668873324073,-0.0040817713480518,0.0043830195349539,-0.0135167425813549,Construction Materials,4.0
2020-01-15,4398.6953125,4416.996774190752,4304.503789664928,4344.57159915299,416924.0,,,-1.2312420514168998,0.0051747621748395,-0.012304492469211,0.0041606568290246,-0.0214135138133807,Construction Materials,4.0
2020-01-16,4365.36328125,4445.93834321709,4327.198529637345,4411.873310542108,467980.0,,,-1.2457655296062866,-0.0075777085890169,0.01065433190678,0.0184578136516551,-0.0087426289987316,Construction Materials,4.0
2020-01-17,4379.41796875,4414.21505414776,4305.772692971929,4333.786322226556,360682.0,,,-1.2396416019694163,0.0032195917257029,-0.0104195687301499,0.0079455958864991,-0.0168162245082743,Construction Materials,4.0
2020-01-20,4360.77490234375,4401.575249835865,4345.499376540138,4392.3511218397625,204026.0,,,-1.2477647843312611,-0.0042569735383287,0.0072409652419898,0.0093562149860535,-0.0035029383872582,Construction Materials,4.0
2020-01-21,4376.294921875,4411.873160457445,4333.78690982988,4348.428081822548,283173.0,,,-1.2410023802200216,0.0035590049655873,-0.0063676787213674,0.0081297625543028,-0.0097132420926759,Construction Materials,4.0
2020-01-22,4369.85302734375,4431.394560724126,4356.236547249289,4397.231827326473,359444.0,,,-1.2438092513051116,-0.0014719973507841,0.0062653823392695,0.014083204399619,-0.0031160041331499,Construction Materials,4.0
2020-01-23,4418.119140625,4431.393896074322,4339.691181967978,4363.068439526921,401079.0,,,-1.2227786744924036,0.0110452486569299,-0.0124602119919952,0.0030046169029847,-0.0177514358849831,Construction Materials,4.0
2020-01-24,4531.68603515625,4567.752307105839,4346.1335161038205,4445.059114555288,2127667.0,,,-1.1732951520694792,0.0257048058045769,-0.0191158257498249,0.007958687267783,-0.0409455813162995,Construction Materials,4.0
2020-01-27,4565.068359375,4640.372684503652,4511.432680676949,4514.263211660152,1058884.0,,,-1.1587497601590462,0.0073664247610655,-0.0111291099530882,0.0164957716293565,-0.0117491512669033,Construction Materials,4.0
2020-01-28,4498.79248046875,4602.988815427339,4474.829954263722,4558.284630038517,711517.0,,,-1.1876275766520736,-0.0145180474176565,0.0132240261865932,0.0231609560589762,-0.0053264351065446,Construction Materials,4.0
2020-01-29,4458.919921875,4542.17918858652,4450.4278522317045,4514.360964266177,595287.0,,,-1.20500090235035,-0.0088629468389249,0.012433738071677,0.0186725189441188,-0.0019045127053379,Construction Materials,4.0
2020-01-30,4378.68603515625,4478.734033061625,4357.358634916789,4459.700511508896,422335.0,,,-1.239960521074741,-0.0179940183103829,0.0185020062416407,0.0228488631297367,-0.0048707306411613,Construction Materials,4.0
2020-01-31,4310.458984375,4399.477029222728,4299.624421160453,4394.596638279299,451630.0,,,-1.269688504842537,-0.0155816265960743,0.0195194187461915,0.0206516394589089,-0.0025135520959187,Construction Materials,4.0
2020-02-03,4266.09521484375,4281.907869081997,4134.812723860248,4162.972669476827,537373.0,,,-1.289018747105708,-0.0102921219508327,-0.0241725841017592,0.0037065872752271,-0.0307734554368848,Construction Materials,4.0
2020-02-04,4367.2177734375,4391.229391856827,4274.2949405597055,4289.814964818989,387466.0,,,-1.2449574877370246,0.0237037744122299,-0.0177235971810917,0.0054981500041906,-0.0212773526987763,Construction Materials,4.0
2020-02-05,4364.82568359375,4420.2672034323095,4292.400977410427,4369.901480152422,521783.0,,,-1.2459997723914518,-0.0005477377057538,0.0011628864304364,0.012701886365577,-0.0165928060897251,Construction Materials,4.0
2020-02-06,4358.0908203125,4410.94535176599,4335.738728132794,4372.829694289715,385744.0,4392.224389648438,,-1.2489342962205008,-0.0015429856240455,0.0033819565917532,0.0121279095899384,-0.0051288725043374,Construction Materials,4.0
2020-02-07,4364.82568359375,4438.226944438924,4343.205649857501,4369.315737995557,547874.0,4393.551831054688,,-1.2459997723914518,0.0015453701079058,0.0010286904282763,0.0168165388874681,-0.004953241046375,Construction Materials,4.0
2020-02-10,4308.1640625,4385.127904368541,4285.714269594308,4379.661772514868,271700.0,4390.869995117188,,-1.270688451336884,-0.0129814167165315,0.0165958651939959,0.0178646497097139,-0.0052109883885584,Construction Materials,4.0
