Date_Ticker,Close_TATACOMM.NS,High_TATACOMM.NS,Low_TATACOMM.NS,Open_TATACOMM.NS,Volume_TATACOMM.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,383.09521484375,397.0850497485686,380.5987190947135,390.9615555057081,72993.0,,,-1.965361892952981,,0.0205336437448495,0.036517905634829,-0.0065166456074235,Telecommunication,19.0
2020-01-13,397.3676452636719,398.4981479635196,382.5770693149526,388.1353119644682,134523.0,,,-1.9334006654698492,0.0372555695474898,-0.023233731807927,0.0028449792360361,-0.0372213896249782,Telecommunication,19.0
2020-01-14,404.2919006347656,407.5891665612403,397.1321174444452,397.55606313494286,80723.0,,,-1.9178947078609816,0.0174253124370485,-0.016660827212336,0.0081556566463432,-0.0177094400829674,Telecommunication,19.0
2020-01-15,411.5459289550781,414.51346276810114,400.3823219919159,403.39697685745386,102688.0,,,-1.90165026718107,0.0179425516784362,-0.0198008327243439,0.0072106989870064,-0.0271260293875506,Telecommunication,19.0
2020-01-16,412.3937377929688,418.28171234740864,407.49493146372447,411.5458752071046,110985.0,,,-1.8997517109903728,0.0020600588615788,-0.0020559540753497,0.0142775556824672,-0.0118789542136635,Telecommunication,19.0
2020-01-17,410.55670166015625,414.3721266390832,402.69039020643976,408.248632753033,107640.0,,,-1.9038655113739156,-0.0044545684486963,-0.0056218030245034,0.0092932960623919,-0.0191601097288333,Telecommunication,19.0
2020-01-20,413.1945190429688,423.934179165178,400.38228032266807,411.4987650763821,159166.0,,,-1.897958466886709,0.0064249770425035,-0.0041040088588645,0.02599177778806,-0.0310077654223877,Telecommunication,19.0
2020-01-21,421.29638671875,423.7457612491901,405.65791981351504,409.8030483456566,141648.0,,,-1.8798154016760056,0.0196078778937983,-0.0272808852281142,0.0058138987365095,-0.0371198695223439,Telecommunication,19.0
2020-01-22,422.3797912597656,428.6445910716057,416.4446950565393,422.9921349256065,127192.0,,,-1.8773892599487128,0.0025715970399216,0.0014497465989424,0.0148321485579483,-0.0140515628968058,Telecommunication,19.0
2020-01-23,427.7024841308594,431.47078795580086,397.5089612334663,410.132773297045,224069.0,,,-1.8654697905471729,0.0126016750356796,-0.0410792817103179,0.0088105726872247,-0.0705946867686535,Telecommunication,19.0
2020-01-24,426.9488525390625,432.03605716333936,410.74513392112215,428.6916701303393,110974.0,,,-1.8671574492034215,-0.0017620463283685,0.0040820289852339,0.0119152554082844,-0.0379523648361552,Telecommunication,19.0
2020-01-27,419.97747802734375,427.5612072348633,416.3976006529037,426.9488635721142,20238.0,,,-1.8827689239196088,-0.016328359873226,0.0165994271347964,0.018057466422106,-0.0085239746456284,Telecommunication,19.0
2020-01-28,411.82855224609375,423.74580889723927,409.0965373665637,418.564390461969,64667.0,,,-1.9010173695574408,-0.0194032447157069,0.0163559281626743,0.0289374221047795,-0.0066338646619563,Telecommunication,19.0
2020-01-29,402.3606567382813,416.2562774408743,397.7444901870563,408.0602049163431,97027.0,,,-1.9222194741190668,-0.0229898958102225,0.0141652720826757,0.034535237155733,-0.0114727085611344,Telecommunication,19.0
2020-01-30,394.9653625488281,413.1003255281124,390.96153955340174,413.1003255281124,52832.0,,,-1.93878026110065,-0.0183797646852521,0.0459153249850923,0.0459153249850923,-0.0101371496720333,Telecommunication,19.0
2020-01-31,392.2804260253906,398.4510408452703,387.09900821855945,393.7877533191715,35013.0,,,-1.9447928226951752,-0.0067979037607521,0.0038424738880122,0.01573011144706,-0.0132084536037895,Telecommunication,19.0
2020-02-03,377.2072143554688,387.6642634200557,372.30843653909056,376.8303897157284,70497.0,,,-1.9785472942819704,-0.0384245826962221,-0.0009989857706836,0.0277222933884093,-0.0129869674543439,Telecommunication,19.0
2020-02-04,390.396240234375,392.8456432805837,379.70367321045615,383.424884448915,32311.0,,,-1.949012208526132,0.0349649353908626,-0.0178571283915919,0.0062741460951012,-0.0273890112709578,Telecommunication,19.0
2020-02-05,392.0448913574219,399.4401931359758,384.366978300656,398.4981172087683,31319.0,,,-1.9453202715515805,0.0042230199810764,0.0164604258175706,0.0188634055476359,-0.0195842701334069,Telecommunication,19.0
2020-02-06,395.48345947265625,399.2517631503371,387.6171485453978,393.9761610014843,72158.0,405.3658721923828,,-1.9376200513008064,0.0087708530095332,-0.0038112806871413,0.009528347108892,-0.0198903664333964,Telecommunication,19.0
2020-02-07,389.4542236328125,397.55608321126425,385.8743462318095,396.9908318453483,48638.0,405.683822631836,,-1.951121730591372,-0.0152452288343063,0.0193517177506372,0.0208031113461242,-0.0091920364031748,Telecommunication,19.0
2020-02-10,388.9831848144531,396.425579658953,384.9793617098301,391.3854959271541,35379.0,405.264599609375,,-1.952176559964087,-0.0012094844266048,0.0061758739361623,0.0191329474770225,-0.0102930493165992,Telecommunication,19.0
2020-02-11,390.5846862792969,394.6356012778417,386.2511312518618,393.50512741190806,40392.0,404.5792388916016,,-1.9485902084369504,0.0041171483173692,0.0074771009596696,0.0103714127584821,-0.011095045913644,Telecommunication,19.0
2020-02-12,373.7215270996094,393.69351925405215,369.48218548075766,393.69351925405215,82681.0,402.6880187988281,,-1.986353031640064,-0.0431741432064981,0.0534408395187777,0.0534408395187777,-0.0113435842236665,Telecommunication,19.0
2020-02-13,376.8775024414063,386.9106351112891,367.50386323909873,380.5987142414911,175769.0,400.91220703125,,-1.9792856406728236,0.0084447245153092,0.009873796594328,0.0266217341308205,-0.024871846001911,Telecommunication,19.0
2020-02-14,367.7864379882813,380.4102497231745,364.583385570454,379.6566004777596,32929.0,398.77369384765626,,-1.9996438817362767,-0.024122067234667,0.0322746063025209,0.0343237553944157,-0.008709000895594,Telecommunication,19.0
2020-02-17,363.3587036132813,371.41344144589226,360.8150870609429,365.6196801320952,56024.0,396.2819030761719,,-2.009559209499706,-0.012038873426706,0.0062224366619831,0.0221674553341195,-0.0070002906963403,Telecommunication,19.0
