Date_Ticker,Close_ANGELONE.NS,High_ANGELONE.NS,Low_ANGELONE.NS,Open_ANGELONE.NS,Volume_ANGELONE.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-10-05,250.47129821777344,269.45192359656414,233.39784804591224,249.74477903745475,8546115.0,,,-1.5253931205513718,,-0.0029006085147809,0.0757796422737742,-0.0681652959574498,Financial Services,9.0
2020-10-06,241.79840087890625,248.9728830990867,237.53002365535133,248.8366641908744,2721384.0,,,-1.5352682142148597,-0.0346263120787855,0.0291079812206573,0.0296713385783451,-0.0176526280076291,Financial Services,9.0
2020-10-07,241.1626434326172,245.2039793636576,238.3927577146671,238.7560173262936,820087.0,,,-1.5359920973745542,-0.0026292872243082,-0.0099792657439337,0.0167577194938552,-0.0114855504920852,Financial Services,9.0
2020-10-08,245.9759521484375,248.2463596304889,240.2545086647069,242.5249161467583,738189.0,,,-1.5305115903948396,0.0199587657827493,-0.0140299731397995,0.009230201010387,-0.0232601741501865,Financial Services,9.0
2020-10-09,249.60855102539065,250.65293270199643,245.20395590412696,245.97589982681097,556877.0,,,-1.526375457710433,0.0147681057649122,-0.0145533924365039,0.0041840781187802,-0.0176460105359756,Financial Services,9.0
2020-10-12,244.70448303222656,251.47027941495764,240.66314739564845,249.74477559925785,440901.0,,,-1.531959304592556,-0.0196470352198199,0.0205974672166813,0.0276488452475145,-0.0165151679548342,Financial Services,9.0
2020-10-13,245.0223388671875,247.0203083293537,238.8468422449265,241.8891934971164,369077.0,,,-1.531597389073545,0.0012989375226079,-0.0127871825261181,0.0081542339012981,-0.0252038106027889,Financial Services,9.0
2020-10-14,237.75704956054688,244.29583389577536,236.66727064796467,242.61572689291057,231803.0,,,-1.5398697586857035,-0.0296515384688198,0.020435471172544,0.0275019577645092,-0.0045835819152217,Financial Services,9.0
2020-10-15,233.6248779296875,241.70752122469676,231.5815116504191,238.84681397670676,215948.0,,,-1.5445747125545193,-0.0173798069857318,0.0223517978620018,0.0345966720951773,-0.0087463556851312,Financial Services,9.0
2020-10-16,222.5907287597656,236.57643165226844,220.6835811573944,233.4886833848221,229542.0,,,-1.557138363695824,-0.0472301976900026,0.0489596071039342,0.0628314708812383,-0.0085679561453324,Financial Services,9.0
2020-10-19,214.190185546875,225.49680877092365,212.7825305430057,224.3161944496957,309411.0,,,-1.5667033507826318,-0.037739861222868,0.047275783794513,0.0527877745433589,-0.0065719864814313,Financial Services,9.0
2020-10-20,204.0188140869141,215.09841386411816,203.24688384503847,214.1902508566403,297310.0,,,-1.5782846300170938,-0.0474875701423535,0.0498553862066519,0.0543067551234959,-0.0037836228258179,Financial Services,9.0
2020-10-21,217.00552368164065,221.4101193200349,201.79379500162392,201.79379500162392,1258703.0,,,-1.563497763688846,0.06365447055875,-0.0700983478297684,0.0202971590937754,-0.0700983478297684,Financial Services,9.0
2020-10-22,217.00552368164065,222.1366524165439,211.64736807763617,216.5968531453125,392632.0,,,-1.563497763688846,0.0,-0.0018832264238933,0.0236451526571781,-0.0246913327969714,Financial Services,9.0
2020-10-23,218.0045166015625,220.63818358557936,213.96319428851592,219.27593917506027,383393.0,,,-1.5623602950589364,0.0046035368269586,0.0058320928085242,0.012080790916962,-0.0185377916753565,Financial Services,9.0
2020-10-26,225.90554809570312,228.1305446923884,218.1407516107693,218.8672847881988,320284.0,,,-1.5533640596609744,0.036242512849314,-0.0311557788944722,0.0098492339627827,-0.0343718715648555,Financial Services,9.0
2020-10-27,271.0865783691406,271.0865783691406,242.47945200857805,242.47945200857805,4709948.0,,,-1.5019202470190778,0.1999996487660272,-0.1055276381909547,0.0,-0.1055276381909547,Financial Services,9.0
2020-10-28,286.8432006835937,305.0518521354391,253.24118004024243,277.8069705327218,7045991.0,,,-1.4839795156699211,0.0581239484789144,-0.0315023334328203,0.0634794598876711,-0.1171442117619392,Financial Services,9.0
2020-10-29,295.8341064453125,299.6484022498451,269.6790223183169,272.4489084684382,1977190.0,,,-1.4737423327485142,0.0313443224043378,-0.079048349961627,0.0128933605741559,-0.0884113209300651,Financial Services,9.0
2020-10-30,320.8993225097656,344.1936921760566,296.9692278141701,297.8319935375222,4462984.0,244.1754821777344,,-1.4452026940717384,0.0847272695012488,-0.0718833832113854,0.0725908969956832,-0.0745719701382892,Financial Services,9.0
2020-11-02,290.2981262207031,325.3103471594356,288.82779135914416,324.9887070265469,933339.0,246.16682357788085,,-1.4800456845698533,-0.0953607382207272,0.1194998440309247,0.1206078089257591,-0.0050649133726792,Financial Services,9.0
2020-11-03,274.67584228515625,302.2445121975701,272.4703543010234,287.17364492097744,848752.0,247.81069564819336,,-1.4978334561845097,-0.0538146220195366,0.0455001886290622,0.1003680181083899,-0.0080294210287455,Financial Services,9.0
2020-11-04,284.6005859375,296.6388829364438,267.09446336854955,274.8136854886079,768906.0,249.9825927734375,,-1.486532991146859,0.0361325683750532,-0.0343881950089918,0.042298918532752,-0.0615111965117137,Financial Services,9.0
2020-11-05,285.9790344238281,294.06583363095814,280.0976953157663,289.6548573442151,288705.0,251.98274688720704,,-1.4849634686008255,0.0048434492212564,0.0128534699328317,0.0282775946265527,-0.0205656303438857,Financial Services,9.0
2020-11-06,286.3006896972656,291.72255175844884,284.0033000253431,286.6223298601963,359419.0,253.8173538208008,,-1.4845972269830083,0.001124751239494,0.0011234348169779,0.0189376493186805,-0.0080243944726496,Financial Services,9.0
2020-11-09,307.39068603515625,314.926134100376,284.0951530989677,286.760119058125,2120253.0,256.95166397094727,,-1.4605838343343998,0.0736637985755157,-0.0671151336533071,0.0245142367923207,-0.0757847716099121,Financial Services,9.0
2020-11-10,301.27960205078125,317.8667395772331,296.82266173780874,312.3530059226608,721991.0,259.76452713012696,,-1.4675420080995498,-0.0198805112256266,0.0367545754724314,0.0550556274422324,-0.0147933689590484,Financial Services,9.0
2020-11-11,305.1393127441406,311.34226542217885,297.1444127856996,301.14187678707515,505739.0,263.13364028930664,,-1.46314728242465,0.0128110587875405,-0.0131003636375668,0.0203282645630109,-0.0262008191817116,Financial Services,9.0
2020-11-12,310.65301513671875,315.66133575728645,300.1309874380601,306.0122992930899,517305.0,266.9850471496582,,-1.4568692964838617,0.0180694593003863,-0.0149385829768511,0.0161219121545095,-0.0338706762399453,Financial Services,9.0
2020-11-13,323.6562194824219,334.5917870659233,308.0799086335629,308.0799086335629,915610.0,272.038321685791,,-1.442063648979672,0.0418576473174754,-0.0481260977272983,0.0337876021693299,-0.0481260977272983,Financial Services,9.0
2020-11-14,323.2886047363281,326.2292742003622,318.5100519126508,322.55345139247083,149447.0,277.49324264526365,,-1.4424822207565435,-0.0011358185752822,-0.0022739847092875,0.0090961123310624,-0.0147810741042812,Financial Services,9.0
2020-11-17,321.175048828125,327.6077393625939,317.0397477702522,319.84255171397723,632194.0,283.3510543823242,,-1.4448887478651935,-0.0065376752450861,-0.0041488189042382,0.0200286123032904,-0.0128755364806866,Financial Services,9.0
2020-11-18,322.7372436523437,326.1833274269161,320.3938898590536,322.0480268974293,204970.0,288.6376403808593,,-1.4431100089262878,0.0048639980905078,-0.00213553523329,0.0106776761664499,-0.0072608719302768,Financial Services,9.0
2020-11-19,329.7673034667969,339.4163396309555,318.7398335649013,318.7398335649013,547130.0,294.2757293701172,,-1.4351054752145218,0.0217826109403908,-0.0334401554852933,0.0292601360496316,-0.0334401554852933,Financial Services,9.0
2020-11-20,330.6402893066406,334.49991492737104,324.9887166825256,328.5267021608109,259500.0,299.9075180053711,,-1.4341114801747417,0.002647278340412,-0.0063924065341884,0.0116731860742806,-0.0170928129659168,Financial Services,9.0
2020-11-23,327.42388916015625,334.40795775771096,326.91847476685274,330.8240363065832,178666.0,304.9834350585937,,-1.437773722614007,-0.0097277925603961,0.010384542053875,0.0213303574625201,-0.0015436087898165,Financial Services,9.0
2020-11-24,326.09149169921875,330.82410875730204,324.85089568251743,327.42396086624024,140872.0,307.73368072509766,,-1.4392908107576412,-0.0040693349051442,0.0040861819487474,0.0145131571309091,-0.00380444153951,Financial Services,9.0
2020-11-25,323.9319152832031,334.2701678986245,323.242698442175,326.09146699395217,273223.0,309.58811645507814,,-1.441749737520909,-0.0066226089026805,0.0066666839816047,0.0319148936170212,-0.0021276595744681,Financial Services,9.0
2020-11-26,323.3804931640625,329.35370499135433,323.01291650662785,327.10228043687897,134142.0,310.96543579101564,,-1.4423775951862163,-0.0017022778340891,0.0115090036396483,0.0184711568989457,-0.001136669233936,Financial Services,9.0
2020-11-27,328.8023986816406,331.0997883539392,323.0129879251714,323.7481414025839,249363.0,311.3605895996094,,-1.4362041305724107,0.016766334495097,-0.0153717165669173,0.0069871438940534,-0.0176075684961007,Financial Services,9.0
2020-12-01,322.13995361328125,327.9753287177262,321.86427808318086,324.4833077963592,153972.0,312.95268096923826,,-1.443790092507305,-0.0202627629697136,0.0072743357562257,0.0181144097122771,-0.0008557632389533,Financial Services,9.0
2020-12-02,321.8642578125,325.2644053725665,320.4858241601981,322.9670159520633,119345.0,315.31210174560545,,-1.444104003966068,-0.0008558261640287,0.0034261590493398,0.010563917793094,-0.0042826552462525,Financial Services,9.0
2020-12-03,320.6236877441406,324.4833134992167,319.3371551738842,323.1508163102649,119037.0,317.1132568359375,,-1.445516536034938,-0.0038543269041139,0.0078819147265902,0.0120378683878032,-0.0040125936399405,Financial Services,9.0
2020-12-04,319.6587829589844,323.4724439478033,319.0155026765932,320.8074777173217,126982.0,318.7972442626953,,-1.446615191392827,-0.0030094619394629,0.0035935028836193,0.0119304120272154,-0.0020123967076284,Financial Services,9.0
2020-12-07,349.9842529296875,374.9338923641792,321.6804030520862,323.4723777259585,1132733.0,321.9814224243164,,-1.4120861471012565,0.0948682519841608,-0.075751623056753,0.0712878914569452,-0.0808717810606398,Financial Services,9.0
2020-12-08,332.2484130859375,354.1655115440365,330.8240430073764,353.246555869016,378460.0,323.2243087768555,,-1.432280445824563,-0.0506761081256794,0.0632001296501219,0.0659659989178942,-0.0042870636019944,Financial Services,9.0
2020-12-09,329.5375671386719,347.3653046800569,328.29697115595326,336.1540323059939,478312.0,324.63720703125,,-1.4353670565142305,-0.0081590937397929,0.0200780300248371,0.0540992570169791,-0.0037646572240322,Financial Services,9.0
2020-12-10,331.4673767089844,338.86495986942845,325.0806225188076,331.0997719441896,291865.0,325.9536102294922,,-1.433169745798453,0.0058561140299382,-0.0011090224577894,0.0223176809551874,-0.0192681230158709,Financial Services,9.0
2020-12-11,326.1833801269531,337.4405889426682,325.49416326068484,333.58096327384345,217875.0,326.7301284790039,,-1.439186185187314,-0.015941226658545,0.0226792154278709,0.0345119018980479,-0.0021129735855948,Financial Services,9.0
