Date_Ticker,Close_EIDPARRY.NS,High_EIDPARRY.NS,Low_EIDPARRY.NS,Open_EIDPARRY.NS,Volume_EIDPARRY.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,218.30023193359372,223.62927580348435,217.0631454285088,219.8228200451272,167167.0,,,-1.4354005992519574,,0.0069747434441416,0.0244115355384124,-0.0056669042177714,Chemicals,2.0
2020-01-13,221.05992126464844,221.72604811885012,216.34943516364368,216.34943516364368,111941.0,,,-1.4199673341960877,0.0126417150664969,-0.0213086391873155,0.0030133316360148,-0.0213086391873155,Chemicals,2.0
2020-01-14,221.15505981445312,227.4357172281057,220.82200366887295,221.8212011465644,247301.0,,,-1.419435282113397,0.000430374485164,0.0030121007978298,0.0283993385406688,-0.0015059847414731,Chemicals,2.0
2020-01-15,220.2034454345703,223.1534542628666,219.5373186244479,222.1542567874453,308204.0,,,-1.4247570829372949,-0.0043029283647464,0.0088591318315889,0.0133967423737375,-0.0030250517143718,Chemicals,2.0
2020-01-16,225.4849090576172,231.6703993625386,221.5357172095884,221.82120428160297,698805.0,,,-1.3952210670313796,0.0239844731431151,-0.0162481151901746,0.0274319480215896,-0.0175142179781959,Chemicals,2.0
2020-01-17,217.1582946777344,228.43492549181735,215.207483228316,226.4365304420764,367589.0,,,-1.4417867602406345,-0.0369275904746031,0.0427256798001245,0.0519281606572645,-0.008983361433711,Chemicals,2.0
2020-01-20,213.06634521484372,218.39538883334663,210.68731047809703,218.39538883334663,282760.0,,,-1.4646705464499608,-0.0188431644711666,0.0250111936407853,0.0250111936407853,-0.0111656992771327,Chemicals,2.0
2020-01-21,208.59375,215.82602096362388,207.78488695147976,213.73247342798797,167956.0,,,-1.489683052988846,-0.0209915611512172,0.0246350786060844,0.0346715611739272,-0.0038776955135052,Chemicals,2.0
2020-01-22,216.77764892578125,217.72926282403276,207.6421496943768,210.0687680390132,328273.0,,,-1.4439154805701937,0.0392336727528089,-0.0309482131576441,0.0043898155689348,-0.0421422562550819,Chemicals,2.0
2020-01-23,217.11070251464844,220.7744217878526,214.11312457873635,216.6824791695861,273652.0,,,-1.442052914281679,0.0015363834349048,-0.001972373264434,0.016874890232355,-0.0138066797315523,Chemicals,2.0
2020-01-24,220.5841064453125,222.6776541356551,216.92038709685605,217.44377764956064,162857.0,,,-1.422628277274603,0.0159983081922445,-0.0142364236769271,0.0094909271754881,-0.0166091719276464,Chemicals,2.0
2020-01-27,216.7300567626953,219.8228018098029,214.63650917336363,217.91957408850595,126548.0,,,-1.444181634611238,-0.0174720189261355,0.0054884742041712,0.0142700329308451,-0.0096597011997462,Chemicals,2.0
2020-01-28,213.7324676513672,220.7744040410381,211.25826593582096,215.1123047725288,159616.0,,,-1.4609453285397986,-0.0138309801423172,0.006455907875505,0.0329474340845465,-0.011576162212201,Chemicals,2.0
2020-01-29,216.872802734375,218.8711977393156,213.2566815185409,215.01715852720204,146669.0,,,-1.44338334315437,0.0146928312647857,-0.0085563712174907,0.0092145948212243,-0.016673926699159,Chemicals,2.0
2020-01-30,215.73085021972656,217.63407786087183,210.4018215368044,217.63407786087183,105425.0,,,-1.44976958947618,-0.005265540446983,0.0088222321434641,0.0088222321434641,-0.0247022096167258,Chemicals,2.0
2020-01-31,219.06153869628903,224.20026298043496,215.73088971452825,215.73088971452825,262789.0,,,-1.4311430732597064,0.0154390921519575,-0.0152041704882687,0.0234579028099968,-0.0152041704882687,Chemicals,2.0
2020-02-03,212.7808837890625,216.01636539203008,209.83087475305123,214.87443156277544,123581.0,,,-1.4662669586974308,-0.0286707330944761,0.0098389842942299,0.0152056967964051,-0.0138640698519502,Chemicals,2.0
2020-02-04,215.7784576416016,218.58571581817984,213.63732630888447,213.63732630888447,51085.0,,,-1.449503350102003,0.0140876088075217,-0.0099228224917309,0.0130099093638023,-0.0099228224917309,Chemicals,2.0
