Date_Ticker,Close_BEL.NS,High_BEL.NS,Low_BEL.NS,Open_BEL.NS,Volume_BEL.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
2020-01-27,30.52555084228516,31.081108724845517,30.33035501525948,30.54056907821076,24177363.0,,,-0.9210923953088188,-0.0019635603557993,0.0004919890226779,0.0181997660068684,-0.0063945062952077,Capital Goods,1.0
2020-01-28,30.09012031555176,30.6456748000035,29.84987663740952,30.510538160631928,32134050.0,,,-0.9261133976775217,-0.0142644609095873,0.013971956265754,0.0184630197096491,-0.0079841381696992,Capital Goods,1.0
2020-01-29,30.19521713256836,30.3753981323533,29.939962148150837,30.300320711053985,28345554.0,,,-0.9249015134967264,0.0034927350211452,0.0034808022086472,0.0059672033154747,-0.0084534906073654,Capital Goods,1.0
2020-01-30,30.255277633666992,31.06609044956353,30.120144455462157,30.40542904611702,33639177.0,,,-0.9242089485529132,0.0019890733302212,0.0049628172072349,0.0267990538944615,-0.004466433256407,Capital Goods,1.0
2020-01-31,27.222244262695312,29.729755176589663,26.99701884469084,28.903927498350903,169747995.0,,,-0.95918322528599,-0.1002480759785403,0.0617760688438215,0.0921125712375809,-0.0082735800851333,Capital Goods,1.0
2020-02-03,25.07509422302246,26.261282171089672,24.249268301625563,25.52554503802686,76345218.0,,,-0.9839422735686992,-0.0788748355555406,0.017964072676976,0.047305423362203,-0.0329341103986231,Capital Goods,1.0
2020-02-04,25.48050117492676,26.15617741151586,25.360381069644266,25.390410666381506,44426844.0,,,-0.9792674766933612,0.0161677139993386,-0.0035356647001081,0.0265173840950183,-0.0047141971210791,Capital Goods,1.0
2020-02-05,26.096118927001957,26.47149579446674,25.39041302803536,25.52554794425586,45829710.0,,,-0.9721687135116112,0.0241603470767275,-0.021864208403638,0.0143843944195234,-0.0270425614222807,Capital Goods,1.0
2020-02-06,26.126148223876957,26.42644763261869,25.720741788241995,26.381403236807493,31688880.0,29.479003143310543,,-0.9718224420366391,0.0011507188850188,0.0097700974036907,0.0114942090264682,-0.0155172676875672,Capital Goods,1.0
2020-02-07,26.29131317138672,26.426448079438725,25.885908447230705,26.15617826333472,30367869.0,29.33410806655884,,-0.9699179049365544,0.0063218254024456,-0.0051399071309633,0.0051399071309634,-0.0154197213928904,Capital Goods,1.0
2020-02-10,25.975994110107425,26.381400503743027,25.78080003014711,26.381400503743027,37802355.0,29.1614354133606,,-0.973553887386976,-0.0119932792715148,0.0156069635647884,0.0156069635647884,-0.0075144026878402,Capital Goods,1.0
2020-02-11,26.15913963317871,26.61700090327264,26.03704341092714,26.220188617605565,40352259.0,28.970142078399657,,-0.9714420140829684,0.0070505683938396,0.0023337535287064,0.0175029177761336,-0.0046674402890801,Capital Goods,1.0
2020-02-12,25.640230178833008,26.14387685870497,25.48760859670048,26.067566067638705,23629242.0,28.6928430557251,,-0.9774256221201864,-0.0198366407161017,0.0166666167122977,0.0196428298950195,-0.0059524263654435,Capital Goods,1.0
2020-02-13,26.00652313232422,26.09809574742513,25.380778384636628,25.640234418522937,25245033.0,28.40532989501953,,-0.973201853518302,0.0142858683770163,-0.0140844937994042,0.003521140239892,-0.0240610690057924,Capital Goods,1.0
2020-02-14,25.35025405883789,26.174404078687584,25.228157824289877,26.02178422215314,28646769.0,28.042210388183594,,-0.9807693720319932,-0.0252347870627363,0.0264900762634026,0.0325105230873363,-0.0048163712389087,Capital Goods,1.0
2020-02-17,24.724510192871094,25.50287475196712,24.57188859518027,25.36551671132717,36810129.0,27.70185794830322,,-0.9879849006647484,-0.0246839287888179,0.0259259541829428,0.03148149560999,-0.0061728866012007,Capital Goods,1.0
2020-02-18,25.27394294738769,25.609706255122703,24.28190959412757,24.64819826796753,45656493.0,27.38822679519653,,-0.9816493247404636,0.0222221896502937,-0.0247584906210623,0.0132849594712609,-0.0392512302225744,Capital Goods,1.0
2020-02-19,25.853900909423828,25.914948149511964,25.01448738539432,25.411301432376025,29175999.0,27.16515455245972,,-0.974961758935243,0.0229468731192208,-0.0171192532453187,0.0023612390370801,-0.0324675772128273,Capital Goods,1.0
2020-02-20,26.418596267700195,26.58647792234892,25.59444631107464,25.83863701483543,38155335.0,26.96731424331665,,-0.9684501880704904,0.0218417855106164,-0.0219526899532445,0.0063546773245473,-0.0311958269195844,Capital Goods,1.0
2020-02-24,25.014488220214844,26.1591414760905,24.800819379571088,26.1591414760905,25592289.0,26.688758277893065,,-0.9846411287590726,-0.053148472888472,0.045759611222053,0.045759611222053,-0.0085418034045998,Capital Goods,1.0
2020-02-25,25.182371139526367,25.57918344543181,25.090798531516736,25.090798531516736,17040831.0,26.42159929275513,,-0.9827052503955328,0.0067114273069897,-0.00363637750799,0.0157575433904475,-0.00363637750799,Capital Goods,1.0
2020-02-26,24.510841369628903,25.24341875126225,24.20559992064722,25.060275279155043,19537644.0,26.142635345458984,,-0.9904487418558228,-0.0266666616172384,0.0224159546888069,0.0298878920795055,-0.0124533239956383,Capital Goods,1.0
2020-02-27,23.64090347290039,24.64819865158934,23.54933086636463,24.571887855042508,42868818.0,25.814919662475585,,-1.0004801015605882,-0.0354919638869045,0.0393802370205227,0.0426081507351703,-0.0038734816814733,Capital Goods,1.0
2020-02-28,22.572559356689453,23.366185642644474,22.236794322377637,23.366185642644474,52332150.0,25.43078374862671,,-1.01279930751596,-0.0451904944087937,0.0351588968452452,0.0351588968452452,-0.0148749208721125,Capital Goods,1.0
2020-03-02,22.267318725585938,23.47302087919432,21.977340854170105,23.19830307055592,27625068.0,25.18303747177124,,-1.0163190743621036,-0.0135226416411241,0.0418094498238912,0.0541467146748559,-0.0130225769428915,Capital Goods,1.0
2020-03-03,22.74044418334961,22.93885121925839,22.05365220975981,22.40467910204333,57863331.0,25.0663049697876,,-1.0108634071585512,0.0212475270864127,-0.0147651065475722,0.0087248531431083,-0.0302013438283084,Capital Goods,1.0
2020-03-04,22.84727668762207,22.95410934732181,21.534740194943748,22.80148951543444,61044003.0,24.934643745422363,,-1.009631508556883,0.0046979075435423,-0.002004053822854,0.0046759472107071,-0.0574482688078712,Capital Goods,1.0
2020-03-05,22.313106536865234,23.350925323700675,22.175746755326436,23.350925323700675,46784883.0,24.745493125915527,,-1.0157910895407,-0.0233800359692861,0.0465116224457933,0.0465116224457933,-0.0061560133418383,Capital Goods,1.0
2020-03-06,21.8247184753418,22.02312548328183,21.107402980914983,21.641575022829667,29644698.0,24.530421638488768,,-1.0214227516847203,-0.0218879455765844,-0.0083915608221499,0.0090909309168958,-0.0328671132797088,Capital Goods,1.0
2020-03-09,21.275285720825195,21.519478147777868,20.649541098482214,21.33633295426236,51248196.0,24.27962026596069,,-1.027758327609005,-0.0251747922951385,0.0028693966435151,0.0114777507647592,-0.029411808168126,Capital Goods,1.0
2020-03-11,21.01583480834961,21.412647128237623,20.63428255263166,21.214240094992476,36373143.0,24.0316123008728,,-1.030750087639876,-0.0121949437427119,0.0094407521020309,0.0188815873129322,-0.0181554651146362,Capital Goods,1.0
2020-03-12,20.0390625,20.37482756507814,19.04702911500519,20.191682348998345,71924844.0,23.72560844421387,,-1.0420133679401784,-0.0464779209228242,0.0076161172209701,0.0167555276140358,-0.0495049798359982,Capital Goods,1.0
2020-03-13,21.336336135864254,21.53474316732484,18.31445221845937,18.31445221845937,65882406.0,23.51041374206543,,-1.0270543478471337,0.06473724186769,-0.1416308731809583,0.0092990207033287,-0.1416308731809583,Capital Goods,1.0
2020-03-16,20.115367889404297,21.351593506395314,19.840651861896028,20.90899410360829,41016261.0,23.215855979919432,,-1.0411334812133153,-0.0572248317932915,0.0394537260549947,0.0614567739346292,-0.0136570222835932,Capital Goods,1.0
2020-03-17,21.275285720825195,21.79419419144912,20.100109011139704,20.145894436217574,37733433.0,23.0121075630188,,-1.027758327609005,0.0576632670999709,-0.0530846588585233,0.0243901998512761,-0.0552367063411597,Capital Goods,1.0
2020-03-18,22.83201789855957,24.46505620442965,20.49692577421455,21.33633764472113,98464686.0,22.917482948303224,,-1.0098074595096127,0.0731709175689507,-0.0655080186290849,0.0715240463250121,-0.1022727003245883,Capital Goods,1.0
2020-03-19,19.703296661376957,22.129961072851952,19.199648210231704,21.07688048824229,60526506.0,22.638950634002686,,-1.045885124667258,-0.1370321822224921,0.0697134012887235,0.1231603245477102,-0.0255616336596361,Capital Goods,1.0
2020-03-20,21.763673782348636,21.977342624074097,19.688036100733047,19.84065595342169,55460706.0,22.434439277648927,,-1.0221266654649848,0.104570172006317,-0.0883590632794081,0.0098176826147229,-0.0953716593243106,Capital Goods,1.0
2020-03-23,18.146568298339844,20.649543597407867,17.444514549240655,19.85591724046917,24523071.0,22.02083787918091,25.7538245010376,-1.063835948778912,-0.166199214350586,0.0941968152890764,0.1379310543964949,-0.0386879622393077,Capital Goods,1.0
2020-03-24,17.84132957458496,19.38279519535689,17.09348860745638,18.924933877776787,27422100.0,21.66217994689941,25.52686679840088,-1.0673556936311863,-0.0168207409101591,0.060735625036344,0.0863985844960655,-0.0419162128025415,Capital Goods,1.0
2020-03-25,19.138601303100582,19.33700832506649,17.276632549088152,17.64292122660831,18227226.0,21.359991455078124,25.321049880981445,-1.0523966955320103,0.0727116061105442,-0.0781499155975399,0.0103668506817038,-0.097288653675584,Capital Goods,1.0
2020-03-26,20.557971954345703,20.893735259317697,18.650216058883583,19.30648260580393,37021584.0,21.162347984313964,25.13250919342041,-1.0360297599029604,0.0741627159041747,-0.0608761093419638,0.0163325110919327,-0.0927988373414839,Capital Goods,1.0
2020-03-27,22.328369140625,23.42723520579332,20.985308869928154,22.587823409908903,47228853.0,21.0967212677002,24.955352363586425,-1.015615094600232,0.0861173072037904,0.0116199381893882,0.0492138972733571,-0.0601503971131163,Capital Goods,1.0
2020-03-30,22.16048622131348,23.167779620516885,21.58052698105399,22.17574628420204,46529544.0,21.0761176109314,24.763426361083983,-1.0175509729637715,-0.0075188169030254,0.0006886158875829,0.0454544809686809,-0.0261708716346528,Capital Goods,1.0
2020-03-31,22.725181579589844,23.13725744800912,22.16048760672232,22.87780317724259,21484521.0,21.099010753631596,24.56567710876465,-1.011039402099019,0.0254820834090388,0.0067159682363031,0.0181330066374196,-0.0248488211585816,Capital Goods,1.0
2020-04-01,21.076881408691406,23.274615278332817,20.57323293555131,22.526776093679487,28985310.0,21.01583261489868,24.356583557128907,-1.0300461518657424,-0.072531881214046,0.0687907597368837,0.1042722510520526,-0.023895777718444,Capital Goods,1.0
2020-04-03,21.351598739624023,21.946818109513465,20.90899922835685,21.901032675907484,27952953.0,20.94104871749878,24.15268421173096,-1.0268783529066654,0.0130340597171711,0.0257326836731821,0.0278770398951364,-0.0207291040200093,Capital Goods,1.0
2020-04-07,21.061616897583008,22.28257903159228,20.908995320880344,22.22153179819282,37884333.0,20.878474235534668,23.96760963439941,-1.0302221688000794,-0.0135812706850317,0.0550724527110224,0.0579709592072859,-0.0072464320970617,Capital Goods,1.0
2020-04-08,20.267995834350582,21.763676141989865,19.87118347569637,21.061622298261472,50097555.0,20.800638103485102,23.765461502075198,-1.0393735098147672,-0.0376809181883607,0.0391566324760059,0.0737951754018209,-0.0195782731503078,Capital Goods,1.0
2020-04-09,21.41264533996582,21.80945762671416,20.46639917828721,20.573231844771573,29167602.0,20.80750608444214,23.582002258300783,-1.026174417132532,0.0564757124962133,-0.0392017652124241,0.0185316797830532,-0.0441909977331236,Capital Goods,1.0
2020-04-13,21.519481658935547,22.43520428272004,21.397385425537767,22.282582681021093,29985114.0,20.83268842697144,23.40188087463379,-1.0249424745431257,0.0049894030967916,0.0354609387986204,0.0425531914893615,-0.0056737534543301,Capital Goods,1.0
2020-04-15,21.24476623535156,22.358894181650555,21.0310956369652,21.97734365866616,34458015.0,20.892973613739013,23.224973793029783,-1.0281102515083336,-0.0127658940832301,0.0344827246013927,0.0524424667212892,-0.0100575641086985,Capital Goods,1.0
2020-04-16,21.672096252441406,22.038384863706533,21.42790384493132,21.519476434398072,70586814.0,20.90976161956787,23.054511375427246,-1.0231826571016611,0.0201146019850649,-0.0070422268462443,0.0169013927863053,-0.0112675951908701,Capital Goods,1.0
2020-04-17,21.763673782348636,22.313107697270937,21.565266751231803,22.129962476762746,59145438.0,20.992176914215086,22.88467929840088,-1.0221266654649848,0.0042255963078287,0.0168302786596254,0.0252454581159877,-0.0091164310355427,Capital Goods,1.0
2020-04-20,22.99989891052246,23.595118238022994,21.80945850891918,22.068914520682767,104546547.0,21.078407573699952,22.800232391357422,-1.0078716031399422,0.0568022265237436,-0.0404777600745787,0.025879214939863,-0.0517585058192865,Capital Goods,1.0
2020-04-21,23.167783737182617,23.51881065764887,22.06891753917617,22.877805812129058,62019870.0,21.095195865631105,22.762086181640623,-1.0059357027825333,0.0072993723717345,-0.012516429208037,0.0151515105824679,-0.0474307862362702,Capital Goods,1.0
2020-04-22,23.38145065307617,23.71721573336385,22.862540348412555,23.183043617769293,31721535.0,21.279103565216065,22.720105171203613,-1.003471883585328,0.0092225876379636,-0.0084856597758092,0.0143603185820082,-0.0221932467905,Capital Goods,1.0
2020-04-23,23.19830894470215,24.14455708525748,23.106738065237742,23.41197782332424,39150099.0,21.35083532333374,22.662148971557617,-1.0055837129015974,-0.0078327778327957,0.0092105368167745,0.0407895309442987,-0.0039473083871192,Capital Goods,1.0
2020-04-24,22.75571060180664,23.71721878707349,22.38942185249558,22.92359229026493,72877884.0,21.58129243850708,22.59474021911621,-1.010687368230345,-0.0190789054473983,0.0073775629948888,0.0422534897763429,-0.01609656387887,Capital Goods,1.0
2020-04-27,22.48099136352539,23.15252156974945,22.328371497238987,22.954114520955425,21745512.0,21.8132755279541,22.518533782958983,-1.013855189183291,-0.0120725405191011,0.021045475698979,0.0298710228283611,-0.0067888405728416,Capital Goods,1.0
2020-04-28,22.3588924407959,22.74044293407292,22.19101078266672,22.66413388337884,14137194.0,21.974290084838863,22.446191749572755,-1.015263126713165,-0.0054312072254782,0.0136519035274753,0.017064820821842,-0.0075084961642762,Capital Goods,1.0
2020-04-29,22.328369140625,22.61834877722637,22.023127693666016,22.57256159955129,29327631.0,22.062809944152832,22.36957633972168,-1.015615094600232,-0.001365152600994,0.0109364216163014,0.0129870495590191,-0.0136705661321058,Capital Goods,1.0
2020-04-30,22.00786399841309,22.725179503398827,21.7789333694515,22.61834684004537,51318042.0,22.04678468704224,22.29692901611328,-1.0193108783807123,-0.0143541671222541,0.0277393045357015,0.0325935994986821,-0.0104022193602292,Capital Goods,1.0
2020-05-04,20.5884952545166,21.580526837636576,20.45113547680886,21.534741409468747,36058335.0,21.968185138702392,22.18856845855713,-1.0356777920158935,-0.0644937075219489,0.045959947206174,0.0481837827804509,-0.0066716763906098,Capital Goods,1.0
2020-05-05,19.96274948120117,20.93952094728356,19.88643869189101,20.93952094728356,25048227.0,21.83006353378296,22.080818367004397,-1.042893342642518,-0.0303929823709752,0.0489297061510596,0.0489297061510596,-0.0038226592675535,Capital Goods,1.0
2020-05-06,19.428577423095703,20.100109224238047,19.15386137651195,19.932225837301957,31888788.0,21.74764833450317,21.974899711608888,-1.049052945620204,-0.0267584411961135,0.0259230721446201,0.034564126159029,-0.0141397921526247,Capital Goods,1.0
2020-05-07,19.12333869934082,19.64224894757149,19.092815080798463,19.35226933161274,26103246.0,21.63623533248901,21.85188762664795,-1.0525726904724786,-0.0157108118164138,0.0119712690274009,0.027134919084425,-0.0015961448480442,Capital Goods,1.0
2020-05-08,18.222881317138672,19.4591073071486,18.161832322270403,19.38279650021387,39644082.0,21.4942985534668,21.69926723480225,-1.0629559740765724,-0.0470868291546385,0.0636515797303851,0.067839216449665,-0.0033501285447572,Capital Goods,1.0
2020-05-11,18.360239028930664,18.92493479783978,18.116046547229818,18.467073458000087,43531365.0,21.3989107131958,21.53810009002685,-1.0613720855939686,0.0075376505724595,0.0058187929308044,0.0307564497400774,-0.0133000709476639,Capital Goods,1.0
2020-05-12,18.48233413696289,18.680741171159976,17.62766050339453,18.222879859383497,40166454.0,21.25239515304565,21.407457008361817,-1.0599641920518326,0.0066499737742977,-0.0140379605550204,0.0107349554838038,-0.0462427325052573,Capital Goods,1.0
2020-05-13,20.05432510375977,20.32904293874964,19.001244436137657,19.657511035419603,84071691.0,21.179137325286867,21.304896087646483,-1.0418373729997106,0.0850537034525874,-0.0197869569924229,0.0136986826317264,-0.0525113990210858,Capital Goods,1.0
2020-05-14,19.428577423095703,19.99327307138633,19.30648120832492,19.672771599239297,33954891.0,21.088327884674072,21.203250808715826,-1.049052945620204,-0.0312026297283246,0.0125688140117405,0.0290652082236009,-0.0062843620565672,Capital Goods,1.0
2020-05-15,20.68006706237793,21.00057031410602,19.001243499882182,19.24543595455057,100684062.0,21.0387264251709,21.14403408050537,-1.0346218663608244,0.0644148880295538,-0.069372652588603,0.0154981727458305,-0.0811807600735461,Capital Goods,1.0
2020-05-18,19.688034057617188,21.916291360685136,19.535412474164502,21.67209892308334,128706990.0,20.934944438934327,21.086343574523926,-1.046061119607726,-0.0479704926375935,0.1007751642271528,0.1131782531738281,-0.0077519971270892,Capital Goods,1.0
2020-05-19,19.016504287719727,20.34430090692716,18.818097273991427,20.00853760975912,63288999.0,20.73577470779419,21.021327285766603,-1.0538046110680157,-0.0341085233767995,0.0521669654438021,0.0698233807390606,-0.0104334114580892,Capital Goods,1.0
2020-05-20,19.29121971130371,19.59646112646049,18.833358461869576,19.10807625949129,50209938.0,20.54194650650025,20.952342796325684,-1.0506368341028078,0.0144461578967164,-0.0094936170212766,0.0158228157537347,-0.0237341783612495,Capital Goods,1.0
2020-05-21,19.230175018310547,19.962752415605276,19.04702979568572,19.657510960097994,61140009.0,20.33438272476196,20.880000762939453,-1.0513407478830723,-0.0031643770537429,0.022222155616397,0.0380952017647879,-0.0095238458542598,Capital Goods,1.0
2020-05-22,19.245437622070312,19.398057482811243,18.7723144818313,19.077554203313163,34434273.0,20.13673915863037,20.818647384643555,-1.0511647529426045,0.0007936799194616,-0.0087232840351015,0.0079301839603744,-0.0245836519558506,Capital Goods,1.0
2020-05-26,19.840656280517575,19.932228892281355,19.337009535720263,19.398056779161248,32415078.0,19.99098644256592,20.77896614074707,-1.044301214190785,0.0309277798788363,-0.0223077046998156,0.0046154023571134,-0.0253845809169058,Capital Goods,1.0
2020-05-27,20.34430503845215,20.48166484299117,19.59646575268509,19.855920056187745,48061671.0,19.88415212631225,20.76034652709961,-1.0384935791001657,0.0253846823821611,-0.0240059801178423,0.0067517570287805,-0.0367591463239265,Capital Goods,1.0
2020-05-28,21.260025024414062,21.48895567378868,20.20694438661129,20.435875035985905,70314837.0,19.829208755493163,20.7652303314209,-1.027934300555604,0.0450111215021176,-0.0387652407502691,0.0107681269947574,-0.0495333677450264,Capital Goods,1.0
2020-05-29,21.122663497924805,21.504215681644133,20.75637486869989,21.061616266354964,40149138.0,19.768923473358157,20.7869023513794,-1.029518233025946,-0.006461023744399,-0.0028901294373144,0.0180636397373283,-0.0173410246894716,Capital Goods,1.0
2020-06-01,21.1837158203125,21.67210073637905,21.122666832503064,21.366859290536343,47417268.0,19.727716064453126,20.78384994506836,-1.028814231270205,0.0028903704494318,0.0086454837185945,0.0230547331832244,-0.0028818828730178,Capital Goods,1.0
2020-06-02,21.260025024414062,21.48895567378868,20.95478532298274,21.244764960604964,21847401.0,19.761292552948,20.80674308776856,-1.027934300555604,0.0036022577317805,-0.0007177820247894,0.0107681269947574,-0.0143574478901505,Capital Goods,1.0
2020-06-03,22.465728759765625,22.648873990136405,21.214241009838272,21.458433485931067,72952329.0,19.88644151687622,20.830551948547363,-1.014031184123759,0.0567122444102011,-0.0448369730003392,0.008152205180131,-0.0557065280770535,Capital Goods,1.0
2020-06-04,22.221532821655277,22.832013916776983,21.88576778268781,22.465725259703955,30651105.0,20.0260892868042,20.81834224700928,-1.0168470371896383,-0.0108697091788843,0.0109890006242374,0.0274725015605936,-0.0151098955082096,Capital Goods,1.0
2020-06-05,22.572559356689453,22.694655574020835,22.236794322377637,22.40467596623251,28620174.0,20.198550319671632,20.875727500915527,-1.01279930751596,0.015796684137473,-0.0074374991246701,0.0054090551010201,-0.0148749208721125,Capital Goods,1.0
2020-06-08,22.786231994628903,23.62564384786603,22.633610387420443,22.95411366663539,45790467.0,20.426717853546144,20.89617866516113,-1.0103354223371477,0.0094660350456064,0.0073676802749158,0.0368385546778855,-0.0066979747789998,Capital Goods,1.0
2020-06-09,22.29784393310547,23.244090080756727,22.14522234718602,22.99989763920815,35356647.0,20.623598098754883,20.979204177856445,-1.015967084481168,-0.0214334718280125,0.0314852731146955,0.0424366656475863,-0.0068446790809604,Capital Goods,1.0
2020-06-10,22.419944763183597,22.755709875993173,21.901034408258795,22.48099201282035,28261539.0,20.82047863006592,21.070776481628418,-1.0145591249574246,0.0054759029816709,0.002722899198976,0.0149761793062463,-0.0231450327110936,Capital Goods,1.0
2020-06-11,21.565265655517575,22.801491464630537,21.45843124008302,22.542037204261824,31884348.0,20.89602565765381,21.11930976867676,-1.02441453370946,-0.0381213743697311,0.0452937406080289,0.0573248588197505,-0.0049540041444945,Capital Goods,1.0
2020-06-12,21.946813583374023,22.053647986357625,20.57322989924371,20.57322989924371,42305706.0,21.02193746566773,21.147086601257325,-1.0200148581425843,0.0176927070573241,-0.0625869299391544,0.0048678776341606,-0.0625869299391544,Capital Goods,1.0
2020-06-15,21.65683937072754,22.14522429682144,21.198978065863948,21.96208082283736,27797562.0,21.070776081085206,21.133656005859372,-1.023358586060522,-0.013212588312417,0.0140944598094217,0.0225510711758809,-0.0211416493896362,Capital Goods,1.0
2020-06-16,21.565265655517575,22.252057577624534,21.122666183946137,22.23679576779134,31937172.0,21.164637660980222,21.121751594543458,-1.02441453370946,-0.0042283970270258,0.0311394314821225,0.0318471347897,-0.0205237198855559,Capital Goods,1.0
2020-06-17,21.87051010131836,22.221537015588908,21.565268622847373,21.717888488781657,35644017.0,21.30733795166016,21.104658164978023,-1.0208947228755785,0.014154448671152,-0.0069784203399765,0.0160502390042283,-0.0139567608188794,Capital Goods,1.0
2020-06-18,23.45775985717773,23.579856082914493,21.870507175997695,21.962079781950813,100177014.0,21.515664958953856,21.152275733947757,-1.0025919528707266,0.0725748850166825,-0.0637605672635984,0.0052049397078042,-0.0676642906587843,Capital Goods,1.0
2020-06-19,24.43452835083008,24.877127800332108,23.3356623782132,23.64090205286129,85894965.0,21.775882625579836,21.213934326171877,-0.9913287165581622,0.0416394617218091,-0.032479706036226,0.0181136890856743,-0.0449718511787664,Capital Goods,1.0
2020-06-22,24.81608390808105,25.304468850610927,24.480318823441188,24.999227388228597,68067777.0,22.05441493988037,21.28902366638184,-0.98692895301581,0.015615425506587,0.007380031467733,0.0196801777564443,-0.0135301398030222,Capital Goods,1.0
2020-06-23,25.426563262939453,25.56392129985093,24.571887928197448,24.983963785534083,66445521.0,22.333710289001463,21.39219501495361,-0.9798894413173918,0.0246001487228854,-0.0174069721034805,0.0054021471754182,-0.033613482321763,Capital Goods,1.0
2020-06-24,25.182371139526367,26.12861734688737,25.045013100813037,25.67075605344144,69841656.0,22.575613594055177,21.467589530944824,-0.9827052503955328,-0.0096038194736686,0.0193939208984375,0.0375757390802555,-0.0054545315829189,Capital Goods,1.0
2020-06-25,25.548656463623047,25.93020690909477,24.724506593171075,25.01448444268103,60786960.0,22.790045166015624,21.548173027038573,-0.9784815697691248,0.0145453071939582,-0.0209080278527595,0.0149342665441132,-0.0322580512844352,Capital Goods,1.0
2020-06-26,26.03704643249512,26.388073330529902,25.57918510926693,25.93021200730172,46124379.0,23.035764312744146,21.64401863098145,-0.9728498856312352,0.0191160724857471,-0.0041031698994884,0.0134818247893391,-0.0175849946888276,Capital Goods,1.0
2020-06-29,26.72383499145508,27.07486184448971,25.731803416036477,25.930208683158927,69975135.0,23.312770271301268,21.74505340576172,-0.9649304432182156,0.0263773604560164,-0.0296973210824685,0.0131353472713355,-0.0371216023349869,Capital Goods,1.0
2020-06-30,27.059606552124023,28.753693988209854,26.861199490616052,28.417928863581963,186678036.0,23.602749347686768,21.850972061157226,-0.9610586205095292,0.0125644976020959,0.0501974154295794,0.0626057674867728,-0.0073322227034522,Capital Goods,1.0
2020-07-01,27.07486343383789,27.258008649042647,26.723836560197284,27.059601623671195,35384595.0,23.83320608139038,21.932471351623533,-0.9608826915506684,0.0005638249648781,-0.0005636892759954,0.0067644003321496,-0.0129650468782013,Capital Goods,1.0
2020-07-02,27.181697845458984,27.624297326601862,27.013816187061103,27.456415668203984,27362040.0,24.081214332580565,22.012749633789063,-0.9596507709551312,0.0039458892149968,0.0101067204965232,0.0162829961417152,-0.006176275645192,Capital Goods,1.0
