Date_Ticker,Close_DATAPATTNS.NS,High_DATAPATTNS.NS,Low_DATAPATTNS.NS,Open_DATAPATTNS.NS,Volume_DATAPATTNS.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2021-12-24,749.029296875,857.1673013245033,737.9674492630737,849.2801595316818,13492548.0,,,-1.3038537492653477,,0.1338410434343957,0.1443708609271523,-0.0147682442570364,Capital Goods,1.0
2021-12-27,700.1687622070312,735.8344732213064,696.7956259895777,732.6597674670812,2137929.0,,,-1.3675904660212717,-0.0652318071827339,0.0464045341834926,0.0509387349727683,-0.004817604554109,Capital Goods,1.0
2021-12-28,728.7905883789062,742.0846422879426,696.4484209707697,700.1687650998871,1586404.0,,,-1.3302543779053548,0.0408784677591941,-0.0392730418523714,0.0182412535521447,-0.0443778609711155,Capital Goods,1.0
2021-12-29,781.0242309570312,817.4836028054541,734.3463261840352,742.0846297311646,5408945.0,,,-1.2621175696457712,0.0716716755279613,-0.0498570974912672,0.0466814861860906,-0.0597649892575024,Capital Goods,1.0
2021-12-30,772.14501953125,807.5627081541575,765.9444459121303,786.1831424259278,1904086.0,,,-1.2737001646277288,-0.0113686759947269,0.0181806817885066,0.0458692185108033,-0.0080303226237008,Capital Goods,1.0
2021-12-31,753.8905639648438,786.778369971177,750.1205667782558,777.5519285751348,980471.0,,,-1.2975124104796427,-0.0236412268481483,0.0313856755095218,0.0436241114802795,-0.0050007220766378,Capital Goods,1.0
2022-01-03,767.4326171875,776.7087120594003,751.6583935411735,757.9581523930824,773259.0,,,-1.2798473149907896,0.0179628899338336,-0.0123456634266337,0.0120871782931191,-0.0205545389823749,Capital Goods,1.0
2022-01-04,752.352783203125,777.6511237969338,747.2931393053541,772.3434569521648,448706.0,,,-1.2995183872359026,-0.0196497173128239,0.0265708776458963,0.0336256356839694,-0.0067250949431323,Capital Goods,1.0
2022-01-05,766.2420654296875,782.7604178602774,734.6439663188028,753.9897561138285,953044.0,,,-1.2814003446636455,0.018461129587943,-0.0159901287969463,0.0215576162884334,-0.0412377504922878,Capital Goods,1.0
2022-01-06,755.3290405273438,767.8790255667046,752.2039878012903,753.940148388812,276248.0,,,-1.2956359722898616,-0.0142422680699786,-0.001838790863333,0.016615255558821,-0.0041373395677619,Capital Goods,1.0
2022-01-07,734.7928466796875,762.9186261671999,733.4038938804974,760.6368270420854,425068.0,,,-1.3224246593029592,-0.0271884076287052,0.0351717909056672,0.0382771547308939,-0.0018902644540789,Capital Goods,1.0
2022-01-10,753.5928344726562,768.7718859925866,736.0824522207498,740.9933182682289,561329.0,,,-1.2979007873249309,0.0255854257127302,-0.0167192622170354,0.0201422450235373,-0.0232358661745499,Capital Goods,1.0
2022-01-11,757.263671875,776.3118468736415,742.828748046823,752.9976891720049,564979.0,,,-1.293112318975983,0.0048711150563321,-0.0056334178720502,0.0251539532478533,-0.0190619520839232,Capital Goods,1.0
2022-01-12,747.9876098632812,770.458452355458,744.0688352206239,763.9106708265073,232552.0,,,-1.3052125905155594,-0.012249448053874,0.0212878672764866,0.0300417309001737,-0.0052390903151104,Capital Goods,1.0
2022-01-13,740.1004638671875,753.9897487118801,737.5706419523996,753.9897487118801,189888.0,,,-1.31550107372152,-0.0105444874916248,0.0187667560321715,0.0187667560321715,-0.0034182141996899,Capital Goods,1.0
2022-01-14,732.7589721679688,758.354988802254,729.2370584225466,742.0846592187137,322468.0,,,-1.325077771565267,-0.0099195880257361,0.0127268138705332,0.0349310177104429,-0.0048063741000701,Capital Goods,1.0
2022-01-17,807.9595947265625,827.4045699921982,736.5785768475552,744.0688579066531,2841269.0,,,-1.2269814078546095,0.1026266827359374,-0.0790766484325642,0.0240667669429885,-0.0883472618493562,Capital Goods,1.0
2022-01-18,773.8811645507812,817.9796553518651,766.4404763577686,815.1522180595105,823370.0,,,-1.271435429210709,-0.042178384164513,0.0533299625307279,0.0569835432377809,-0.0096147684345461,Capital Goods,1.0
2022-01-19,788.8121948242188,805.8761865191415,750.4182892012429,773.8316323170224,812554.0,,,-1.2519584657701903,0.0192936990294945,-0.0189912917237983,0.0216325150737879,-0.048673062960863,Capital Goods,1.0
2022-01-20,777.1550903320312,799.625993910431,769.3671938927287,785.7367086564037,381920.0,757.0354705810547,,-1.2671647170374294,-0.0147780480178621,0.0110423497589213,0.0289143104869831,-0.0100210325277226,Capital Goods,1.0
2022-01-21,752.7495727539062,797.6417219033156,742.6798178397353,777.7998880251236,529262.0,757.221484375,,-1.2990007902963334,-0.0314036643158291,0.0332784184514003,0.0596375617792421,-0.0133772974155682,Capital Goods,1.0
2022-01-24,714.7525024414062,758.9501771158959,700.4167647631667,749.0292597679758,471275.0,757.9506713867188,,-1.3485665292822069,-0.0504777042562629,0.0479561207683627,0.0618363342884733,-0.0200569254801801,Capital Goods,1.0
2022-01-25,730.080322265625,751.5094792346944,700.0198946542587,712.3218562250964,298283.0,758.0151580810547,,-1.328571968902119,0.0214449334166203,-0.0243239894282035,0.0293517799556208,-0.0411741375497988,Capital Goods,1.0
2022-01-27,711.9747314453125,733.0566829934444,709.3456638547887,716.2903067177027,185855.0,754.5626831054688,,-1.3521900263313889,-0.0247994505099469,0.0060614163421637,0.0296105333757217,-0.0036926417110152,Capital Goods,1.0
2022-01-28,735.4871826171875,770.8056846712578,718.2744152570854,720.2585987246464,771322.0,752.7297912597656,,-1.3215189243722505,0.0330242775949991,-0.020705437501101,0.0480205541154252,-0.0234032186650099,Capital Goods,1.0
