Date_Ticker,Close_VOLTAS.NS,High_VOLTAS.NS,Low_VOLTAS.NS,Open_VOLTAS.NS,Volume_VOLTAS.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,669.7932739257812,673.9825145100626,664.6297885794261,670.7188183423877,1308124.0,,,-1.0166016694114168,,0.0013818359375001,0.0062545276988636,-0.007709073153409,Consumer Durables,5.0
2020-01-13,675.5900268554688,678.074339049869,668.4292923384565,669.7932587597484,815053.0,,,-0.9988745255035172,0.0086545403714069,-0.0085803044232334,0.0036772481766249,-0.010599230646346,Consumer Durables,5.0
2020-01-14,675.4925537109375,682.9455496139649,673.6902247618498,676.6129589256756,781087.0,,,-0.9991726097036238,-0.0001442785426909,0.0016586492457733,0.0110334242207157,-0.002668169973431,Consumer Durables,5.0
2020-01-15,677.3922729492188,679.8278845012173,666.0423587948088,674.4695390868204,622594.0,,,-0.9933630475694252,0.0028123466762806,-0.0043146843846821,0.0035955703205683,-0.0167553050243618,Consumer Durables,5.0
2020-01-16,683.04296875,693.662260284002,677.6359222935122,678.0743443225638,1010417.0,,,-0.9760825633301888,0.008341836815143,-0.0072742486999449,0.0155470329391367,-0.0079161146573003,Consumer Durables,5.0
2020-01-17,686.9398803710938,694.441576084469,679.2920836378166,681.9712564309382,957742.0,,,-0.9641653548616852,0.0057052217786902,-0.0072329822188681,0.0109204545080754,-0.0111331383601511,Consumer Durables,5.0
2020-01-20,682.21484375,696.5849529186005,678.269164650579,689.1807170644568,857374.0,,,-0.9786150657892028,-0.0068783844934744,0.0102106739222598,0.0210639057479471,-0.0057836312645036,Consumer Durables,5.0
2020-01-21,684.4069213867188,686.7938328628385,678.0743306550266,679.0485753829793,562545.0,,,-0.9719114377072832,0.0032131778673552,-0.0078291814946619,0.0034875618605425,-0.009252669039146,Consumer Durables,5.0
2020-01-22,677.5384521484375,686.3553543176547,674.225996560925,685.7708313142933,503474.0,,,-0.9929160145955648,-0.0100356513408202,0.012150423551241,0.0130131391676138,-0.0048889558622229,Consumer Durables,5.0
2020-01-23,694.9287719726562,699.5077342146081,677.148805190739,677.148805190739,1523850.0,,,-0.9397343962192676,0.0256669119945517,-0.0255853081625131,0.0065891101744914,-0.0255853081625131,Consumer Durables,5.0
2020-01-24,704.8173217773438,712.1241568373138,690.1061915120318,696.4387818973393,1865819.0,,,-0.9094940620952504,0.0142295875541566,-0.0118875340050897,0.010366991324141,-0.0208722598193453,Consumer Durables,5.0
2020-01-27,692.2982788085938,707.2529710370442,690.6421103442235,706.3274266543095,1111167.0,,,-0.9477787499175708,-0.0177621102403962,0.0202646002094055,0.0216015158295448,-0.0023922758658599,Consumer Durables,5.0
2020-01-28,697.9490356445312,703.8919054554898,692.1522668834369,694.6365793629955,922232.0,,,-0.9304980790257358,0.0081623153038342,-0.0047459858992094,0.0085147618342513,-0.0083054327251003,Consumer Durables,5.0
2020-01-29,689.5216674804688,699.8973970356677,686.4527729745153,697.9001478849999,738157.0,,,-0.956269949937136,-0.0120744749740647,0.0121511488321264,0.0150477208252384,-0.0044507586210703,Consumer Durables,5.0
2020-01-30,680.7535400390625,688.8884601669577,672.8621811061724,686.8425699141883,702379.0,,,-0.9830839023070173,-0.0127162464284048,0.0089445438282647,0.0119498756149374,-0.0115920938618068,Consumer Durables,5.0
2020-01-31,676.3207397460938,690.7395506310879,673.2031445501858,684.8940819374538,605269.0,,,-0.9966399205920112,-0.006511608140465,0.0126764443074431,0.0213194865063688,-0.0046096400904078,Consumer Durables,5.0
2020-02-03,672.3262939453125,679.7305898967363,662.2428843317857,667.3576693891479,470633.0,,,-1.00885539991322,-0.0059061412226998,-0.0073901981833969,0.0110129501376099,-0.0149977915549841,Consumer Durables,5.0
2020-02-04,682.117431640625,684.5042835191248,664.4348670389944,680.9970264813153,1142197.0,,,-0.9789129633367104,0.0145630741850904,-0.0016425399899471,0.0034991802991442,-0.0259230504622943,Consumer Durables,5.0
2020-02-05,676.4668579101562,696.9747586666886,670.2804271713916,680.9971200476783,1228520.0,,,-0.9961930742707495,-0.0082838723486042,0.0066969461763695,0.0303161943807392,-0.0091452089136735,Consumer Durables,5.0
2020-02-06,665.6527099609375,679.5356973256552,659.7098409093826,679.5356973256552,1177640.0,682.2781921386719,,-1.029263995053887,-0.015986219905329,0.0208562019758506,0.0208562019758506,-0.0089278823065314,Consumer Durables,5.0
2020-02-07,683.3839721679688,689.6678625177659,654.205330850219,666.3833898757257,5493326.0,682.9577270507813,,-0.9750397352613128,0.02663740707684,-0.0248770573859237,0.0091952556772176,-0.0426972866003623,Consumer Durables,5.0
2020-02-10,664.4348754882812,683.871068855977,649.869905547919,683.871068855977,2694224.0,682.3999694824219,,-1.032988274355531,-0.027728330560012,0.0292522173123626,0.0292522173123626,-0.0219208390132422,Consumer Durables,5.0
2020-02-11,665.6527099609375,687.8167775081183,663.4606593244031,668.7216046373572,1836835.0,681.9079772949219,,-1.029263995053887,0.0018328876426922,0.0046103540637576,0.0332967435053055,-0.0032930845225027,Consumer Durables,5.0
2020-02-12,664.6785278320312,670.7675579514159,660.099565289617,670.0855746854079,581086.0,681.2722900390625,,-1.0322431571815642,-0.001463499080419,0.0081348300373305,0.0091608647856358,-0.0068889882111121,Consumer Durables,5.0
2020-02-13,667.9421997070312,671.2546557558309,657.6152287883684,663.8504191873385,492340.0,680.5172515869141,,-1.0222624694244602,0.0049101509050473,-0.0061259500020921,0.0049591956463486,-0.0154608750924741,Consumer Durables,5.0
2020-02-14,670.1829833984375,675.1516078091636,665.5065610551892,670.2803840875968,442425.0,679.6794067382813,,-1.0154098925687869,0.0033547568822408,0.0001453344706923,0.0074138325409736,-0.0069778291288964,Consumer Durables,5.0
2020-02-17,676.9539184570312,686.7938257858663,665.4578426782858,671.9365938376831,1473125.0,679.4163604736328,,-0.9947035865332104,0.0101031139648741,-0.0074116191406116,0.014535564475737,-0.016982065492653,Consumer Durables,5.0
2020-02-18,679.14599609375,682.5071523969193,666.432113911761,676.8565447008332,1369375.0,679.1533142089844,,-0.9879999584512912,0.0032381489743276,-0.0033710739753823,0.0049490924226922,-0.0187203962846215,Consumer Durables,5.0
2020-02-19,714.2675170898438,718.0183353549346,684.0171719443081,684.0171719443081,3317660.0,680.9897674560547,,-0.8805942669350181,0.0517142428845969,-0.0423515621552906,0.0052512793531096,-0.0423515621552906,Consumer Durables,5.0
2020-02-20,706.3274536132812,721.9153698309536,702.479174904407,717.044146012931,2105332.0,681.559701538086,,-0.9048759034984843,-0.0111163720687073,0.0151724137931035,0.0220689655172412,-0.0054482926993535,Consumer Durables,5.0
2020-02-24,699.1668090820312,715.0469875333464,696.9747582676821,702.7227669473984,1618922.0,681.2771759033203,,-0.9267739863766906,-0.0101378539013584,0.0050859935271183,0.0227130038855318,-0.0031352329456645,Consumer Durables,5.0
2020-02-25,685.478515625,712.5138048072555,683.9197479619237,705.1582695530066,1873648.0,680.9361877441406,,-0.9686343780320986,-0.0195780081079696,0.028709512376275,0.039440024108714,-0.0022739847092874,Consumer Durables,5.0
2020-02-26,673.8851318359375,686.6964151218191,667.8448022569507,681.9713516847053,1172920.0,679.7329925537109,,-1.0040882925427002,-0.0169128331884945,0.0119994038549828,0.0190110787145256,-0.008963440939156,Consumer Durables,5.0
2020-02-27,667.26025390625,677.5872244840707,662.4864308399253,674.1773678547476,1033182.0,678.619921875,,-1.0243479389096135,-0.0098308711926001,0.0103664408422405,0.0154766757308935,-0.0071543644902838,Consumer Durables,5.0
2020-02-28,661.2686157226562,668.478050567004,638.8609867552588,657.4203371160542,2034326.0,677.6456756591797,,-1.0426710645651274,-0.0089794621341788,-0.0058195391632136,0.0109024300759668,-0.0338858195211785,Consumer Durables,5.0
2020-03-02,646.995849609375,674.0311387024353,638.617369387426,667.7473082675609,2029657.0,676.1794311523438,,-1.0863188415055822,-0.021583915785393,0.0320735576135684,0.0417858771573,-0.0129498206626943,Consumer Durables,5.0
