Date_Ticker,Close_BLS.NS,High_BLS.NS,Low_BLS.NS,Open_BLS.NS,Volume_BLS.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,16.962684631347656,17.778881871487037,16.761593185499326,16.761593185499326,194372.0,,,-0.9831557100885407,,-0.0118549304086398,0.0481172207040281,-0.0118549304086398,Consumer Services,6.0
2020-01-13,16.65513038635254,16.915366432008604,16.08734150177042,16.820734650419734,223424.0,,,-0.9853791843191658,-0.01813122460738,0.0099431382538375,0.0156249779869215,-0.0340909300264242,Consumer Services,6.0
2020-01-14,16.726104736328125,17.49498511453892,16.276606882258246,16.879881172960545,611800.0,,,-0.9848660727599072,0.0042614106482014,0.009193798499804,0.045968884586788,-0.026874030813259,Consumer Services,6.0
2020-01-15,16.607816696166992,16.749765297548212,16.276608106147997,16.690620648623185,192372.0,,,-0.9857212403063464,-0.0070720614288763,0.0049858421471682,0.0085470958632376,-0.0199429338653187,Consumer Services,6.0
2020-01-16,17.199264526367188,17.27023883259135,16.584160490580278,16.60781799100447,74956.0,,,-0.9814453474171744,0.0356126179027914,-0.0343878969043126,0.0041265896059308,-0.0357633917917786,Consumer Services,6.0
2020-01-17,16.785249710083008,17.388525817571114,16.678790069915152,17.258406875186985,58700.0,,,-0.9844384820920656,-0.0240716581601194,0.0281888666106497,0.0359408479413752,-0.0063424519745991,Consumer Services,6.0
2020-01-20,16.300264358520508,17.24657866897219,16.20563256648508,16.79707901051738,47828.0,,,-0.9879447007477274,-0.0288935440305762,0.0304789321859786,0.0580551511090692,-0.0058055372571894,Consumer Services,6.0
2020-01-21,16.07551383972168,16.465868858943125,15.969054200366436,16.32392207148569,39932.0,,,-0.9895695425276768,-0.0137881517658544,0.0154525842371648,0.0242825842528839,-0.0066224719419037,Consumer Services,6.0
2020-01-22,16.146488189697266,16.394896422288525,15.98088390460398,16.1701456868604,78764.0,,,-0.989056430968418,0.004415059492544,0.0014651791080013,0.0153846600990155,-0.0102563655420101,Consumer Services,6.0
2020-01-23,16.59598731994629,16.797078746769472,15.980883388801324,16.075513374399566,126144.0,,,-0.9858067611977634,0.0278388170212665,-0.0313614330688948,0.0121168703582641,-0.037063412937517,Consumer Services,6.0
2020-01-24,16.264780044555664,16.79708193692294,16.08734608043324,16.52501616427823,165740.0,,,-0.9882012358434908,-0.0199570696822933,0.0159999778053978,0.0327272727272727,-0.0109090909090908,Consumer Services,6.0
2020-01-27,16.288436889648438,16.59598980372536,16.181977237441874,16.323924042034474,85340.0,,,-0.9880302078499006,0.0014544829396996,0.0021786714481233,0.0188816714679587,-0.0065359035325373,Consumer Services,6.0
2020-01-28,15.957225799560549,16.77342305005281,15.850766151864434,16.77342305005281,48440.0,,,-0.990424710074116,-0.0203341236689433,0.0511490694400489,0.0511490694400489,-0.0066715636560739,Consumer Services,6.0
2020-01-29,15.87442398071289,16.252949386439806,15.732477179184238,15.850766481283369,34172.0,,,-0.9910233287355478,-0.0051889858480248,-0.0014902902592413,0.0238449852534377,-0.0089418552573066,Consumer Services,6.0
2020-01-30,15.614184379577637,15.87442042491371,15.353948334241563,15.87442042491371,77640.0,,,-0.9929047400843704,-0.0163936405787976,0.0166666435472893,0.0166666435472893,-0.0166666435472893,Consumer Services,6.0
2020-01-31,15.7206449508667,16.063684953711444,15.60235566815152,15.614185318403525,30376.0,,,-0.9921350796401044,0.0068181961158538,-0.0067719634147265,0.0218209878740269,-0.0075244548226156,Consumer Services,6.0
2020-02-03,15.898078918457031,16.241118922240773,15.093712335277402,15.200172870507595,119480.0,,,-0.9908523145312016,0.0112866850021029,-0.0438987661043243,0.021577450051873,-0.0505952063331244,Consumer Services,6.0
2020-02-04,16.252946853637695,16.53684221740526,15.495896160159988,15.495896160159988,141372.0,,,-0.988286784313396,0.0223214349985819,-0.0465792880697364,0.0174673163164882,-0.0465792880697364,Consumer Services,6.0
2020-02-05,16.158313751220703,16.300260503225317,15.685156707904737,16.2174583816352,120828.0,,,-0.9889709376554888,-0.0058225196494635,0.0036603219447963,0.0087847503266786,-0.0292825755583698,Consumer Services,6.0
2020-02-06,16.702449798583984,16.87988375920269,15.75613534195088,15.75613534195088,151240.0,16.339299488067628,,-0.9850370869642534,0.0336752990281658,-0.0566572250205675,0.0106232296913564,-0.0566572250205675,Consumer Services,6.0
2020-02-07,16.885055541992188,17.26244398027679,16.580710626463944,17.18940045752043,38576.0,16.335418033599854,,-0.983716932320188,0.0109328718607305,0.0180245137347256,0.0223504410362203,-0.0180245137347256,Consumer Services,6.0
