Date_Ticker,Close_CAMS.NS,High_CAMS.NS,Low_CAMS.NS,Open_CAMS.NS,Volume_CAMS.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-10-05,1307.46630859375,1389.1945908236123,1279.1039516582755,1324.8195560574409,638095.0,,,-1.561927182510663,,0.0132724241914541,0.0625089011416022,-0.0216926101644481,Financial Services,9.0
2020-10-06,1324.259765625,1345.2049301774894,1307.3263101767543,1315.489810775539,542573.0,,,-1.5424629002858072,0.0128442751609502,-0.0066225336426515,0.0158165075283429,-0.0127871101182732,Financial Services,9.0
2020-10-07,1288.853271484375,1328.224732179665,1264.875952496625,1325.7523352371045,283115.0,,,-1.5835004301561255,-0.0267368193610522,0.0286293750957644,0.0305476671133757,-0.018603606413735,Financial Services,9.0
2020-10-08,1245.4237060546875,1296.7837199484975,1236.3738139688814,1292.1655564751902,287027.0,,,-1.6338370176052288,-0.0336962836581619,0.0375308822156386,0.0412389885017612,-0.0072665166415329,Financial Services,9.0
2020-10-09,1247.1964111328125,1279.2905412789437,1208.1981548645583,1237.2135472346451,617512.0,,,-1.631782382167281,0.0014233750887404,-0.0080042436051431,0.0257330199635359,-0.0312687367604214,Financial Services,9.0
2020-10-12,1223.12548828125,1257.178943904641,1218.2273884998033,1252.0476012764589,406272.0,,,-1.6596815356842547,-0.0193000257511158,0.0236460717009916,0.0278413424866514,-0.0040045766590389,Financial Services,9.0
2020-10-13,1221.4462890625,1238.9861994900496,1208.2448329419894,1212.8629964887534,177612.0,,,-1.6616277941255444,-0.0013728756655293,-0.0070271551443612,0.0143599522832984,-0.0108080529113098,Financial Services,9.0
2020-10-14,1255.2198486328125,1263.6631721714953,1220.3266925959467,1220.3266925959467,231831.0,,,-1.6224829001355063,0.027650466396058,-0.027798441902326,0.0067265694912961,-0.027798441902326,Financial Services,9.0
2020-10-15,1242.951416015625,1269.3545578915712,1239.9659524462777,1256.666053001508,152760.0,,,-1.6367024997374942,-0.009773931340036,0.0110339284457685,0.0212422959865827,-0.0024019149347908,Financial Services,9.0
2020-10-16,1251.5345458984375,1258.5785261254775,1236.9802135926238,1238.986125051619,74693.0,,,-1.6267543120533994,0.0069054427809627,-0.0100264278664481,0.0056282747049409,-0.0116291894247038,Financial Services,9.0
2020-10-19,1250.741455078125,1259.5114091490818,1239.965703577161,1254.8465520781592,73734.0,,,-1.627673535744375,-0.0006336947093563,0.0032821307580133,0.0070118041065561,-0.0086154908012467,Financial Services,9.0
2020-10-20,1246.263427734375,1254.8934144727766,1240.8521472512614,1245.5170049476949,51810.0,,,-1.6328637469002545,-0.003580298170792,-0.0005989285812848,0.0069246890716276,-0.0043420037551378,Financial Services,9.0
2020-10-21,1247.756103515625,1263.243407596271,1244.5839776465475,1246.2633718972716,76661.0,,,-1.631133676514961,0.0011977209216221,-0.0011963328523479,0.0124121244825088,-0.0025422643577056,Financial Services,9.0
2020-10-22,1238.1929931640625,1256.0594179180248,1231.5222250010188,1242.7178815919372,158798.0,,,-1.6422177003990177,-0.0076642465018747,0.0036544290371987,0.0144294345490574,-0.0053875027559292,Financial Services,9.0
2020-10-23,1261.7972412109375,1281.622885296694,1239.0328280535537,1244.2574455997055,143025.0,,,-1.6148594414750257,0.0190634644011003,-0.0139006450786016,0.0157122265275599,-0.0180412608411927,Financial Services,9.0
2020-10-26,1253.633544921875,1262.030286988031,1236.1870264063252,1254.8464532200055,47806.0,,,-1.6243214890017872,-0.0064698954970196,0.0009675142333609,0.0066979238870634,-0.0139167610712244,Financial Services,9.0
2020-10-27,1245.9366455078125,1254.7998740563162,1238.099776638574,1240.9452711554886,224439.0,,,-1.633242500451238,-0.0061396725105518,-0.0040061221173003,0.007113707250252,-0.0062899417056991,Financial Services,9.0
2020-10-28,1229.6566162109375,1250.928415066352,1208.0117198116454,1242.764913251598,177457.0,,,-1.652111699584783,-0.0130664984897684,0.0106601280941767,0.0172989748316578,-0.0176023908739568,Financial Services,9.0
2020-10-29,1212.4896240234375,1226.7641321795256,1208.1979783066886,1215.708443727083,286045.0,,,-1.672008923858952,-0.0139608017077144,0.0026547193805785,0.0117728909784156,-0.0035395319116281,Financial Services,9.0
2020-10-30,1209.923828125,1231.522136863522,1206.331911336768,1214.6819590579892,38534.0,1250.193426513672,,-1.6749827829878752,-0.0021161384374765,0.0039325871781223,0.0178509656859908,-0.0029687131575862,Financial Services,9.0
2020-11-02,1212.0230712890625,1231.5221954953602,1204.4193319256178,1214.7287110113325,194552.0,1245.4212646484375,,-1.6725496769676034,0.0017350209288097,0.0022323335144045,0.0160880800606866,-0.0062735929237366,Financial Services,9.0
2020-11-03,1180.8153076171875,1221.1196276488497,1176.94345342323,1214.7287961609557,279604.0,1238.249041748047,,-1.7087207118287182,-0.0257484897863236,0.0287204004936245,0.0341326198700739,-0.0032789668028361,Financial Services,9.0
2020-11-04,1182.4947509765625,1201.947298994785,1175.5441584520777,1184.8271798623805,159282.0,1232.9311157226562,,-1.7067741704187689,0.0014222743798638,0.0019724644730063,0.0164504307542654,-0.0058779056048617,Financial Services,9.0
2020-11-05,1203.7664794921875,1208.1980941231411,1182.448103466172,1189.5386640980732,51937.0,1230.8482543945313,,-1.6821193940693742,0.0179888566085031,-0.0118194148420849,0.0036814570819607,-0.0177097272512595,Financial Services,9.0
2020-11-06,1194.203369140625,1212.7695224228548,1192.3374263763428,1212.7695224228548,201372.0,1228.1986022949218,,-1.6932034179534303,-0.0079443235166315,0.0155468940734864,0.0155468940734864,-0.0015624999999999,Financial Services,9.0
2020-11-09,1206.8917236328125,1210.9501262547628,1192.3373932533505,1203.2065323309723,107173.0,1227.3869140625,,-1.6784971122567904,0.0106249528514714,-0.0030534564366282,0.0033626899103544,-0.0120593505568608,Financial Services,9.0
2020-11-10,1205.1192626953125,1211.8833061921125,1193.783749876692,1211.8367259491472,225620.0,1226.5705627441407,,-1.6805514647260786,-0.0014686163661515,0.005574106614818,0.0056127585925993,-0.0094061336247068,Financial Services,9.0
2020-11-11,1199.054931640625,1211.6500469473042,1189.5386678530497,1209.1310694412175,138462.0,1223.7623168945313,,-1.6875802647482387,-0.0050321418322733,0.0084033996564327,0.0105042020797543,-0.0079364702454077,Financial Services,9.0
2020-11-12,1217.8543701171875,1230.5894543442434,1202.600308301539,1203.3467310845951,245795.0,1222.5074645996094,,-1.6657909705311094,0.0156785464789673,-0.0119124579987313,0.0104569844634465,-0.0125253578670335,Financial Services,9.0
2020-11-13,1213.70263671875,1226.0178148578843,1211.9299681063285,1217.481102928472,127037.0,1220.615869140625,,-1.670602994073324,-0.0034090557133181,0.0031131729431987,0.0101467837067805,-0.0014605460668802,Financial Services,9.0
2020-11-14,1223.0322265625,1224.991443717709,1217.341123820946,1222.1925295279505,18763.0,1219.2304077148438,,-1.659789629712253,0.0076868827351093,-0.0006865698354568,0.0016019342030877,-0.0046532729211474,Financial Services,9.0
2020-11-17,1269.12109375,1278.1708711510792,1227.7437193288872,1227.7437193288872,514752.0,1220.373291015625,,-1.606370806137568,0.0376840987396048,-0.0326031728767906,0.0071307438239316,-0.0326031728767906,Financial Services,9.0
2020-11-18,1266.042236328125,1284.608390648069,1260.9108934395438,1278.1708649738623,159255.0,1221.28759765625,,-1.6099393239048123,-0.0024259760845811,0.0095799557848192,0.0146647195387343,-0.0040530582166543,Financial Services,9.0
2020-11-19,1290.1865234375,1298.5315027669244,1260.2291132438668,1274.2467190054958,216180.0,1223.887274169922,,-1.5819551383056043,0.0190706805954595,-0.0123546511627907,0.0064680409985917,-0.02321944125863,Financial Services,9.0
2020-11-20,1302.23486328125,1312.220702882779,1270.4959288361313,1291.3583158594552,244030.0,1225.9091552734376,,-1.5679906349503194,0.0093384480653611,-0.0083522164307513,0.007668232423426,-0.0243726652849286,Financial Services,9.0
2020-11-23,1358.7274169921875,1368.947665606354,1303.3131884882412,1312.6426148099092,466959.0,1231.1638488769531,,-1.5025135263962943,0.0433812327590376,-0.0339176214492646,0.0075219271255975,-0.0407839186954928,Financial Services,9.0
2020-11-24,1348.74169921875,1379.6368567025715,1333.317641483863,1377.2927680220444,155863.0,1236.3041015625,,-1.51408736903026,-0.0073493164622694,0.0211686706356246,0.0229066525500898,-0.0114358870522213,Financial Services,9.0
2020-11-25,1387.184814453125,1405.2342980852486,1339.3654032719148,1350.195139234173,640300.0,1244.1805114746094,,-1.4695302749708223,0.0285029485309477,-0.0266652826887631,0.0130115925751677,-0.0344722712381062,Financial Services,9.0
