Date_Ticker,Close_CESC.NS,High_CESC.NS,Low_CESC.NS,Open_CESC.NS,Volume_CESC.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,56.53364562988281,57.44121495636212,56.29239065723488,56.52215785434935,2239090.0,,,-0.6474016247795932,,-0.0002032024541398,0.016053614026964,-0.0042674582535752,Power,16.0
2020-01-13,56.60641098022461,57.17316272052389,56.05114117336061,56.8859566176176,3406890.0,,,-0.6456274290822847,0.0012871158321927,0.0049384094937698,0.010012147572777,-0.0098093095331195,Power,16.0
2020-01-14,56.41110610961914,56.88978293947229,56.01667686927798,56.60640999586196,3675580.0,,,-0.6503894354419596,-0.0034502252876215,0.0034621531062217,0.0084855068950957,-0.0069920493949311,Power,16.0
2020-01-15,57.46036911010742,57.57908003165192,56.03199905396294,56.26176043150041,3056430.0,,,-0.6248058590272665,0.0186002911988524,-0.0208597455458421,0.0020659616946947,-0.0248583515606625,Power,16.0
2020-01-16,57.16168212890625,57.8126815420111,56.71746856486808,57.747582185023,1460390.0,,,-0.6320885719448841,-0.0051981389229995,0.0102498742915835,0.0113887378547883,-0.0077711772553582,Power,16.0
2020-01-17,59.01128387451172,59.73887034267813,57.17699092960526,57.21145426012169,7088210.0,,,-0.5869907961027674,0.0323573708246444,-0.030499753542346,0.0123296159716443,-0.0310837660947541,Power,16.0
2020-01-20,58.18795394897461,60.01075904671477,57.96968035423541,59.37507481778483,5434330.0,,,-0.6070655762624414,-0.0139520761366238,0.0204014884223495,0.0313261590077318,-0.0037511818155799,Power,16.0
2020-01-21,57.21528625488281,58.70492833476249,56.91659237668136,57.97733603812007,4550470.0,,,-0.6307815733635693,-0.0167159631518361,0.0133189892617591,0.0260357358563867,-0.005220525802682,Power,16.0
2020-01-22,57.31484222412109,57.55609719105218,56.75957832801181,57.36462647906812,1940670.0,,,-0.6283541574103134,0.001740023964833,0.000868610171731,0.0042092930481723,-0.0096879599517696,Power,16.0
2020-01-23,56.640872955322266,58.115194075707535,56.48003824272876,57.51014586553789,4111750.0,,,-0.6447871625591138,-0.0117590704718922,0.0153470959196073,0.0260292796254781,-0.0028395521502708,Power,16.0
2020-01-24,57.69013214111328,58.05393122494838,56.54896815660088,56.59875241927796,2535820.0,,,-0.6192036791559906,0.0185247707361194,-0.0189179618997188,0.0063060885862633,-0.0197809216612826,Power,16.0
2020-01-27,57.18082809448242,58.72024873108453,56.98169687660468,57.364638380018384,3080320.0,,,-0.6316217468751703,-0.0088282697183822,0.0032145439592488,0.0269219717150379,-0.0034824822324837,Power,16.0
