Date_Ticker,Close_GSPL.NS,High_GSPL.NS,Low_GSPL.NS,Open_GSPL.NS,Volume_GSPL.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,223.7821502685547,228.2852860450137,222.54971021552805,227.57426460662543,500890.0,,,-0.8103849278944102,,0.0169455621617717,0.0201228550671039,-0.0055073206310137,Oil Gas & Consumable Fuels,15.0
2020-01-13,224.16136169433597,227.5268661492811,222.21790015282377,223.8295603606627,460504.0,,,-0.8038552366964766,0.0016945561803127,-0.0014801896774953,0.0150137580781397,-0.0086699220901514,Oil Gas & Consumable Fuels,15.0
2020-01-14,224.6353759765625,227.5268661267436,221.93350312076856,222.40751742519927,509190.0,,,-0.7956931226990597,0.0021146118967323,-0.0099176656467309,0.0128719269510015,-0.0120278154945454,Oil Gas & Consumable Fuels,15.0
2020-01-15,226.24700927734372,227.52685361523655,222.12309373502825,224.96717940521876,782620.0,,,-0.7679421978509292,0.0071744412195762,-0.0056567813922178,0.0056568453301582,-0.0182274919588449,Oil Gas & Consumable Fuels,15.0
2020-01-16,231.46115112304688,232.97800250040405,226.00998728020932,227.5268386575665,1921738.0,,,-0.6781592066224302,0.0230462354501729,-0.0169977227123909,0.0065533735142913,-0.0235510962266822,Oil Gas & Consumable Fuels,15.0
2020-01-17,231.69818115234372,232.9780255326248,229.51772697226235,231.4611740053116,260385.0,,,-0.6740777555090913,0.0010240596668028,-0.0010229132825015,0.0055237566989769,-0.0094107522520763,Oil Gas & Consumable Fuels,15.0
2020-01-20,236.72271728515625,239.6616114677497,231.6981632628677,231.6981632628677,1032379.0,,,-0.5875596098795591,0.0216856951911453,-0.0212254830457863,0.0124149224725791,-0.0212254830457863,Oil Gas & Consumable Fuels,15.0
2020-01-21,237.05453491210935,240.23042178259303,233.9260378951305,235.11107354809465,294655.0,,,-0.5818459987098238,0.0014017143380177,-0.008198372432467,0.0133972837586133,-0.0131973725714162,Oil Gas & Consumable Fuels,15.0
2020-01-22,240.56224060058597,241.6524676288235,237.38633922408405,239.0927934791333,594785.0,,,-0.5214463551289387,0.0147970410681115,-0.0061083864108683,0.00453199565117,-0.0132019944966133,Oil Gas & Consumable Fuels,15.0
2020-01-23,237.7181701660156,242.03170316587068,235.25329003302176,242.03170316587068,821028.0,,,-0.5704187763703531,-0.011822597043783,0.0181455754805894,0.0181455754805894,-0.0103689176610792,Oil Gas & Consumable Fuels,15.0
2020-01-24,240.08822631835935,244.11734758924996,239.1401977840322,239.8512191847776,633130.0,,,-0.5296084691263556,0.0099700252222561,-0.0009871668311943,0.016781836130306,-0.0039486673247778,Oil Gas & Consumable Fuels,15.0
2020-01-27,246.01341247558597,249.9003353761509,239.4246168457903,241.55768111580983,651902.0,,,-0.4275819127871008,0.0246792033415653,-0.0181117416117232,0.0157996381638367,-0.0267822618429371,Oil Gas & Consumable Fuels,15.0
2020-01-28,248.85748291015625,249.758121563778,243.9277231046557,247.53024878760888,287903.0,,,-0.3786094915456863,0.0115606316174023,-0.0053333100818452,0.0036190941220237,-0.0198095703124999,Oil Gas & Consumable Fuels,15.0
2020-01-29,248.4308624267578,250.0899123389841,245.53938700949143,250.0899123389841,479137.0,,,-0.385955525514905,-0.0017143164770836,0.0066781151746611,0.0066781151746611,-0.0116389541501463,Oil Gas & Consumable Fuels,15.0
2020-01-30,241.32066345214844,248.38347305620383,234.40005234025344,248.38347305620383,521006.0,,,-0.5083869727330717,-0.0286204334886354,0.0292673221721682,0.0292673221721682,-0.0286780709653871,Oil Gas & Consumable Fuels,15.0
2020-01-31,240.4200592041016,242.50571923491927,231.69818449487911,242.50571923491927,426398.0,,,-0.5238945952135333,-0.0037319814853959,0.0086750666218209,0.0086750666218209,-0.0362776497855286,Oil Gas & Consumable Fuels,15.0
2020-02-03,237.4337615966797,239.8038331128489,229.7547385637525,230.56055419978887,510430.0,,,-0.5753160447688033,-0.0124211665919551,-0.0289478941439087,0.0099820324634167,-0.0323417486261758,Oil Gas & Consumable Fuels,15.0
2020-02-04,232.077392578125,239.1876067228852,229.42290973759432,239.1876067228852,869093.0,,,-0.6675480643111578,-0.0225594245002669,0.0306372545200266,0.0306372545200266,-0.0114379208204741,Oil Gas & Consumable Fuels,15.0
2020-02-05,228.71188354492188,233.6890333422725,224.3035566535754,233.6890333422725,703500.0,,,-0.7254992050643613,-0.0145016668612828,0.0217616580310879,0.0217616580310879,-0.0192745860994171,Oil Gas & Consumable Fuels,15.0
2020-02-06,232.74099731445312,234.63705431905157,228.71187617968155,228.71187617968155,301880.0,235.5068817138672,,-0.6561213674578611,0.0176165475404336,-0.0173116089613033,0.0081466395112017,-0.0173116089613033,Oil Gas & Consumable Fuels,15.0
2020-02-07,232.74099731445312,234.63705431905157,231.3663588792727,233.1676072473344,176526.0,235.9548240661621,,-0.6561213674578611,0.0,0.001832981459235,0.0081466395112017,-0.0059063012148357,Oil Gas & Consumable Fuels,15.0
2020-02-10,232.50401306152344,236.8649503874149,230.93977166515387,236.05912029488007,307898.0,236.3719566345215,,-0.6602020303419391,-0.0010182316637987,0.0152905198776758,0.0187563959368628,-0.0067278038592635,Oil Gas & Consumable Fuels,15.0
2020-02-11,229.32809448242188,233.07281872994884,227.00542748860397,232.64619432095247,433661.0,236.6065925598145,,-0.7148885882392628,-0.0136596290846006,0.0144687891207544,0.0163291124708402,-0.010128139768745,Oil Gas & Consumable Fuels,15.0
2020-02-12,228.1904754638672,230.18134126076745,227.38465985332607,229.896929794672,288016.0,236.70376586914065,,-0.7344773990899764,-0.0049606613665116,0.0074782013900267,0.0087245788539298,-0.0035313288554356,Oil Gas & Consumable Fuels,15.0
2020-02-13,225.53598022460935,230.13392435540112,223.6399231753373,230.0391157166306,318941.0,236.4075073242188,,-0.7801855002185981,-0.0116328047165936,0.019966372937642,0.0203867432868702,-0.0084068938684809,Oil Gas & Consumable Fuels,15.0
2020-02-14,228.75927734375,232.07737705604623,223.35551784830656,224.6827519469184,875250.0,236.26056213378905,,-0.7246831250361632,0.0142917201766679,-0.0178201533252176,0.0145047656681929,-0.0236220342981909,Oil Gas & Consumable Fuels,15.0
2020-02-17,228.71188354492188,234.82666468851343,225.63079081322863,229.4229049445434,288477.0,235.86002044677736,,-0.7254992050643613,-0.0002071776033673,0.0031088082901555,0.0267357386455635,-0.0134715025906735,Oil Gas & Consumable Fuels,15.0
2020-02-18,221.22247314453125,230.98715586713732,216.81413160363596,229.42291450906455,944499.0,235.06841735839845,,-0.8544603434804614,-0.0327460483657798,0.0370687536757432,0.0441396508402043,-0.0199271867737199,Oil Gas & Consumable Fuels,15.0
2020-02-19,219.75303649902344,224.872385248832,217.6673764330188,222.88153383091475,248977.0,234.0279571533203,,-0.8797627655009104,-0.0066423479704423,0.014236423676927,0.0232959181423246,-0.0094909271754881,Oil Gas & Consumable Fuels,15.0
2020-02-20,225.4886016845703,228.0482759363623,218.09397592824047,219.6582172860668,600511.0,233.41647872924804,,-0.7810013175037093,0.0261000497509501,-0.0258566701595831,0.0113516791211143,-0.0327937895799891,Oil Gas & Consumable Fuels,15.0
2020-02-24,224.77755737304688,226.5788056905564,219.99001067764544,225.6307772148637,300116.0,232.6509452819824,,-0.7932448826144651,-0.0031533492434269,0.0037958408828191,0.0080134704663603,-0.0212990422680673,Oil Gas & Consumable Fuels,15.0
2020-02-25,224.1139678955078,227.5268768343305,221.08027909753727,222.78673356694856,669690.0,231.5559730529785,,-0.8046713167246748,-0.0029522052169903,-0.0059221401549502,0.0152284526077102,-0.0135363664588054,Oil Gas & Consumable Fuels,15.0
2020-02-26,223.6399383544922,226.4840241214375,220.4640512608642,224.68277558867945,448088.0,230.2950958251953,,-0.8128336934651788,-0.0021151271626079,0.004663018787522,0.0127172534023736,-0.0142008941560065,Oil Gas & Consumable Fuels,15.0
2020-02-27,221.22247314453125,227.57426168613276,219.94262878554952,227.52685736436155,279992.0,228.934676361084,,-0.8544603434804614,-0.0108096309977022,0.0284979375296625,0.0287122210113421,-0.0057853270546595,Oil Gas & Consumable Fuels,15.0
2020-02-28,213.7330322265625,220.13222489481748,212.4057980520463,220.13222489481748,618041.0,227.5552947998047,,-0.9834220073827356,-0.0338547924698214,0.0299401201657574,0.0299401201657574,-0.0062097756284545,Oil Gas & Consumable Fuels,15.0
2020-03-02,214.8706817626953,219.3738177250062,212.92723465683932,213.7330503074758,188779.0,226.2778259277344,,-0.963832671045848,0.0053227595392315,-0.0052944936269896,0.0209574239043193,-0.0090447290896685,Oil Gas & Consumable Fuels,15.0
2020-03-03,223.49771118164065,225.53596660017195,214.72844785850097,214.72844785850097,650357.0,225.5810234069824,,-0.8152827217790343,0.0401498675769692,-0.0392364793213149,0.0091198044389582,-0.0392364793213149,Oil Gas & Consumable Fuels,15.0
2020-03-04,214.30186462402344,223.7347461556526,211.83698451566235,223.7347461556526,994107.0,224.6922470092773,,-0.9736272078427484,-0.0411451486863038,0.0440167963455588,0.0440167963455588,-0.0115019069604715,Oil Gas & Consumable Fuels,15.0
2020-03-05,218.09397888183597,222.549710338375,216.52972303705732,217.09854597438925,556882.0,224.16135177612304,,-0.908330295863413,0.0176951995469823,-0.0045642383735224,0.0204303276935178,-0.0071723935378614,Oil Gas & Consumable Fuels,15.0
2020-03-06,211.26817321777344,218.0465717264404,205.2955903164608,215.3920888296605,789738.0,223.08771057128905,,-1.0258647374262164,-0.0312975429173161,0.0195198147883646,0.0320843334110709,-0.0282701497833094,Oil Gas & Consumable Fuels,15.0
2020-03-09,204.96376037597656,208.3292644698951,203.2573061697592,206.29100896559763,1670131.0,221.69884872436523,,-1.134421247706492,-0.0298408072819294,0.006475528099145,0.0164199958458264,-0.0083256386547901,Oil Gas & Consumable Fuels,15.0
2020-03-11,207.8078765869141,211.97921131433316,202.87813051429987,203.3995491634484,405155.0,220.46404190063475,,-1.0854480382358165,0.013876190628628,-0.0212134761004687,0.0200730347469502,-0.0237226141452456,Oil Gas & Consumable Fuels,15.0
2020-03-12,198.65939331054688,204.67936615888573,182.30590018384663,204.0157490411008,993147.0,218.93060684204104,,-1.2429769697575062,-0.0440237561088831,0.0269625092541221,0.0303029861715542,-0.0823192543487548,Oil Gas & Consumable Fuels,15.0
2020-03-13,194.58285522460935,206.57541030841844,170.6451349107415,179.36699446858148,945178.0,217.2502258300781,,-1.3131714128783785,-0.0205202382731784,-0.0781973352095385,0.0616321261704475,-0.1230207064555419,Oil Gas & Consumable Fuels,15.0
2020-03-16,182.5428924560547,193.58741880897296,172.11457884820263,182.9695023923134,6332438.0,215.1005714416504,,-1.520489108412768,-0.0618757636928331,0.002337039424098,0.0605037325985022,-0.0571280177910108,Oil Gas & Consumable Fuels,15.0
2020-03-17,182.7799072265625,186.57202142435108,176.3333101971684,180.6468429903064,508609.0,212.801602935791,,-1.516407920042516,0.0012984059106265,-0.0116701242966058,0.0207468876384104,-0.0352697248139167,Oil Gas & Consumable Fuels,15.0
2020-03-18,171.92498779296875,185.62399780302036,170.64514343092955,180.17283349897676,354558.0,209.96225814819337,,-1.7033201992118197,-0.0593879250640973,0.0479735134019028,0.0796801569446545,-0.0074442021399494,Oil Gas & Consumable Fuels,15.0
2020-03-19,162.72909545898438,179.93582238838408,161.16485413166066,172.73079959383804,389938.0,207.037589263916,,-1.8616654735047944,-0.0534878172860947,0.0614622978554844,0.1057384783026502,-0.0096125485298845,Oil Gas & Consumable Fuels,15.0
2020-03-20,176.8073272705078,178.98779586190358,148.08205887442455,163.0609130859375,666448.0,204.89030380249025,,-1.619250556409969,0.0865133046540643,-0.0777479892761394,0.0123324560415969,-0.1624665042989694,Oil Gas & Consumable Fuels,15.0
2020-03-23,157.04092407226562,163.06091117219745,142.2042829990094,143.91073728815104,827721.0,201.467919921875,220.23461730957035,-1.9596108414737972,-0.1117962897996892,-0.0836099689407867,0.0383338746603503,-0.0944762720985317,Oil Gas & Consumable Fuels,15.0
2020-03-24,142.29908752441406,158.46296231845398,138.60176759393025,156.42470677406848,1066051.0,197.34399642944337,218.6049560546875,-2.2134524554219195,-0.0938725789786349,0.0992671105303533,0.1135908534288154,-0.0259827381524808,Oil Gas & Consumable Fuels,15.0
2020-03-25,147.93984985351562,153.9124322779108,138.5543590535327,138.5543590535327,372001.0,193.53529052734376,217.0805258178711,-2.116323430224202,0.0396401862249031,-0.0634412621702407,0.0403716945117154,-0.0634412621702407,Oil Gas & Consumable Fuels,15.0
2020-03-26,158.08375549316406,160.92784104926298,147.75025042564494,152.86959864031607,243521.0,190.25748138427736,215.74949340820316,-1.94165419067948,0.068567770277532,-0.032983508245877,0.0179910044977511,-0.0653672797390366,Oil Gas & Consumable Fuels,15.0
2020-03-27,155.90330505371094,161.87588830603315,151.11575758693803,159.7428238920444,838356.0,186.99152297973632,214.34261932373047,-1.979199652324511,-0.0137930075905073,0.0246275653810592,0.0383095358386698,-0.0307084411399971,Oil Gas & Consumable Fuels,15.0
2020-03-30,152.30078125,156.37730692096943,148.36646854143828,150.73653992388938,281890.0,183.9199104309082,212.75941192626956,-2.0412319814479667,-0.0231074241977732,-0.0102707373742418,0.0267662820736149,-0.0258325182331375,Oil Gas & Consumable Fuels,15.0
2020-03-31,163.48751831054688,169.64970380097338,152.72740309518568,157.3727371401233,1099547.0,181.3507522583008,211.3951986694336,-1.8486060911089277,0.073451606542871,-0.0374021285148415,0.0376920853292381,-0.06581612667777,Oil Gas & Consumable Fuels,15.0
2020-04-01,173.72622680664062,180.12541933567104,158.51036612223706,163.4875158670385,430568.0,178.86217803955077,210.1352688598633,-1.6723044287647224,0.0626268512844214,-0.0589358965989512,0.0368349249658934,-0.0875852826835351,Oil Gas & Consumable Fuels,15.0
2020-04-03,166.9004364013672,180.1254323576289,164.05635062729937,171.59317503542545,424005.0,176.49210662841796,208.73218688964843,-1.7898386075844388,-0.0392905005233931,0.0281169943904342,0.079238833890511,-0.0170406131666922,Oil Gas & Consumable Fuels,15.0
2020-04-07,171.68797302246094,175.2904698733555,167.9432487464632,169.6971073178993,235344.0,174.17180633544922,207.35470153808595,-1.7074013875820715,0.028684985637668,-0.0115958367351752,0.0209828142733286,-0.0218112207283606,Oil Gas & Consumable Fuels,15.0
2020-04-08,180.2676239013672,190.0797252294436,171.9723740472144,175.100871171077,417444.0,172.6217788696289,206.20569061279295,-1.559667255600369,0.0499723465066701,-0.0286615678315989,0.0544307464408864,-0.0460163043957992,Oil Gas & Consumable Fuels,15.0
2020-04-09,180.9786529541016,188.65769035799568,177.2813472208301,183.20652593810385,481750.0,171.42252349853516,205.0234991455078,-1.5474239532327,0.0039442970254237,0.0123101423711406,0.0424306252618733,-0.0204295129448728,Oil Gas & Consumable Fuels,15.0
2020-04-13,177.0917510986328,185.81361160746195,173.86844507496042,185.81361160746195,375346.0,169.8867172241211,203.64506591796876,-1.614353025268432,-0.0214771288879828,0.0492505181902651,0.0492505181902651,-0.0182013335103177,Oil Gas & Consumable Fuels,15.0
2020-04-15,189.4635162353516,192.21279331270324,176.0963075602201,177.1865346336397,949001.0,169.42692337036132,202.45718658447265,-1.401321981307394,0.0698607646034748,-0.0647986580511965,0.0145108521787198,-0.0705529430717769,Oil Gas & Consumable Fuels,15.0
2020-04-16,192.54461669921875,193.39783666289463,180.12543610759798,185.86101209786204,495593.0,169.3250114440918,201.3394616699219,-1.3482681089526407,0.0162622362610427,-0.0347119785322143,0.0044312844383946,-0.0645002742975735,Oil Gas & Consumable Fuels,15.0
2020-04-17,195.72048950195312,198.04315653550347,186.76162267782036,194.9620637755902,493331.0,169.98389129638673,200.427458190918,-1.293582339284578,0.0164942175854,-0.0038750451130226,0.0118672656064819,-0.0457737810023379,Oil Gas & Consumable Fuels,15.0
2020-04-20,196.33670043945312,199.08597719536837,192.49718227181776,199.08597719536837,303413.0,170.66173095703124,199.545791015625,-1.2829717224594794,0.0031484232390183,0.0140028672671059,0.0140028672671059,-0.0195557843186806,Oil Gas & Consumable Fuels,15.0
2020-04-21,182.96951293945312,194.34585571289065,181.73707291251048,194.34585571289065,356690.0,171.21395721435547,198.45650604248047,-1.5131430744435492,-0.0680829792396466,0.0621761658031088,0.0621761658031088,-0.0067357671075534,Oil Gas & Consumable Fuels,15.0
2020-04-22,179.46180725097656,185.52918417935555,178.1345586026784,182.11629008180523,290599.0,172.05059280395508,197.4041943359375,-1.5735427180244344,-0.0191709844559585,0.0147913523857272,0.0338087363619032,-0.0073957164960565,Oil Gas & Consumable Fuels,15.0
2020-04-23,183.3013153076172,186.19279064495976,181.26304536376188,183.72792523724425,440093.0,172.37529220581055,196.4959829711914,-1.507429726016901,0.0213945692147805,0.0023273697131473,0.0157744385657576,-0.0111197780574279,Oil Gas & Consumable Fuels,15.0
2020-04-24,179.5092010498047,183.82271912307937,173.67881713469362,183.2539107063784,347801.0,173.4987060546875,195.43134704589843,-1.572726637996236,-0.0206878725962689,0.0208608229253648,0.0240295096187179,-0.0324795825562915,Oil Gas & Consumable Fuels,15.0
2020-04-27,179.69883728027344,182.8747246451106,177.8501842670444,182.8747246451106,389424.0,175.36869354248046,194.37050384521484,-1.5694612669110954,0.0010564150993916,0.0176733885032531,0.0176733885032531,-0.0102875068153375,Oil Gas & Consumable Fuels,15.0
2020-04-28,187.89926147460935,190.2219286001289,179.6988200521318,180.1254300195508,491822.0,177.36666412353514,193.47840881347656,-1.4282570888704134,0.0456342640745408,-0.0413723364001036,0.0123612360543172,-0.043642754942843,Oil Gas & Consumable Fuels,15.0
2020-04-29,189.32130432128903,194.20366018229413,185.861005794463,187.7096586302436,451712.0,178.9285415649414,192.67827301025392,-1.4037707468781626,0.0075681130171543,-0.0085127540021084,0.0257887292637675,-0.0182773858400728,Oil Gas & Consumable Fuels,15.0
2020-04-30,196.47894287109372,200.31846189755493,189.89014647375743,193.7296655002186,880607.0,180.95732345581052,192.04404235839843,-1.280522431402537,0.0378068309610722,-0.0139927329142792,0.0195416311303151,-0.0335343640445944,Oil Gas & Consumable Fuels,15.0
2020-05-04,188.8472900390625,194.8198729797712,187.7570629595462,192.2601987096869,218682.0,182.78464889526367,191.3102685546875,-1.4119328608755797,-0.0388420902541105,0.0180723200736343,0.0316265218286861,-0.0057730618177829,Oil Gas & Consumable Fuels,15.0
2020-05-05,187.61485290527344,194.3458617067916,184.4863701187056,189.8427258867562,229434.0,183.991015625,190.487380065918,-1.4331543572688634,-0.0065261044176706,0.0118747153915772,0.0358767373546733,-0.0166750272599546,Oil Gas & Consumable Fuels,15.0
2020-05-06,185.4344024658203,191.2173683249329,184.20196237592137,188.3732824862901,420131.0,184.576424407959,189.62183044433596,-1.4706998189138942,-0.0116219499985645,0.0158486234560033,0.0311860462902966,-0.0066462321635604,Oil Gas & Consumable Fuels,15.0
