Date_Ticker,Close_CONCOR.NS,High_CONCOR.NS,Low_CONCOR.NS,Open_CONCOR.NS,Volume_CONCOR.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
2020-01-23,512.9766845703125,515.2497317289547,507.781010682605,509.40464815476713,1063748.0,,,-0.6971335316877691,0.0047248166531212,-0.0069633504270032,0.0044310925369759,-0.0101284796053832,Services,18.0
2020-01-24,520.8165283203125,522.3474092757784,512.6055837031396,512.9767235190056,1002863.0,,,-0.6556373115776318,0.015283041092924,-0.0150529109100877,0.0029393862756299,-0.015765522349404,Services,18.0
2020-01-27,529.027587890625,533.0170865250926,516.7807087806381,518.6362948085757,1280402.0,,,-0.6121762495804286,0.0157657430665536,-0.0196422517840367,0.007541192039483,-0.0231497929225553,Services,18.0
2020-01-28,530.4656982421875,538.027234563126,527.9142672493305,533.3418341647553,1132177.0,,,-0.6045643448545079,0.0027184033205085,0.0054219074524488,0.0142545245545475,-0.004809794490599,Services,18.0
2020-01-29,537.7952880859375,539.8828225416058,529.2595803193832,533.481027559691,902503.0,,,-0.5657688939281708,0.0138172738935583,-0.0080221240717844,0.0038816525579798,-0.0158716670741643,Services,18.0
2020-01-30,531.4396362304688,542.4340134746037,527.4501390286694,538.1197548577454,1345292.0,,,-0.5994093001337069,-0.0118179760891715,0.0125698539812708,0.0206879135363682,-0.0075069620890476,Services,18.0
2020-01-31,526.0587158203125,537.0530419918123,522.4402998856924,531.439904762363,692547.0,,,-0.6278904618577493,-0.0101251770536413,0.0102292553667879,0.0208994278411598,-0.0068783499366181,Services,18.0
2020-02-03,505.7862548828125,513.023027215672,501.1008560579697,501.1008560579697,856408.0,,,-0.7351924092003427,-0.0385364985463419,-0.0092635946105897,0.0143079655941542,-0.0092635946105897,Services,18.0
2020-02-04,525.45556640625,526.9864475759337,508.3378300928418,508.4305867457952,779973.0,,,-0.6310829261010881,0.0388885845227145,-0.0324004173690533,0.002913436011638,-0.0325769435282256,Services,18.0
2020-02-05,551.5728759765625,556.6757368981287,512.1416779462784,525.5946749213165,2991672.0,,,-0.492844249263392,0.0497041257911429,-0.047098402018503,0.0092514718250631,-0.0714886459209419,Services,18.0
2020-02-06,542.5731811523438,558.7167974237732,540.2536993103553,556.1653673975859,1073812.0,523.3262298583984,,-0.5404795503304374,-0.0163164202160679,0.0250513418602342,0.0297538043386935,-0.0042749658895087,Services,18.0
2020-02-07,533.6664428710938,545.8668845111753,531.6252873358314,540.9032155615877,782279.0,523.8666717529297,,-0.5876228332794293,-0.0164157363294909,0.0135604791853887,0.0228615491999906,-0.0038247777474652,Services,18.0
2020-02-10,531.1151123046875,534.3160094690102,522.2547005114974,528.4244899629692,739211.0,524.3607238769531,,-0.6011270022569443,-0.0047807588438205,-0.0050659871643319,0.0060267484207574,-0.0166826580300865,Services,18.0
2020-02-11,533.2025756835938,539.8826956978585,529.676974090171,534.3623167753764,836442.0,524.7202423095703,,-0.5900780779919748,0.0039303407689682,0.002175047804853,0.0125282965966555,-0.0066121240860524,Services,18.0
2020-02-12,529.9553833007812,535.151001551302,528.0997972644535,532.9243322845039,526605.0,525.3743408203125,,-0.6072654370968228,-0.0060899788014891,0.0056022621474864,0.0098038786174041,-0.0035014004853962,Services,18.0
2020-02-13,525.1307373046875,531.5789087438304,523.7390480715478,529.6769447841356,446752.0,525.7431396484375,,-0.6328022435168996,-0.0091038720392721,0.0086572869506404,0.0122791735106559,-0.0026501766784453,Services,18.0
2020-02-14,519.7495727539062,526.0121745740438,517.7547954488917,524.2029671670743,684950.0,526.0121948242188,,-0.6612846974750013,-0.0102472854253416,0.0085683464626467,0.0120492678559696,-0.0038379585276907,Services,18.0
2020-02-17,511.5386047363281,521.6051919137266,509.2191224320408,521.1412954528691,551122.0,526.0307525634765,,-0.7047452748844324,-0.0157979312499904,0.0187721720856057,0.0196790370935684,-0.0045343250398137,Services,18.0
2020-02-18,497.5098876953125,513.3502938803476,493.9794834000306,512.2354144436472,799197.0,525.320034790039,,-0.7789991438083912,-0.0274245519519425,0.0295984604779411,0.031839379632061,-0.0070961490064775,Services,18.0
2020-02-19,515.0690307617188,521.6653103115721,497.4633958580873,498.9963053114441,1032847.0,525.5452682495118,,-0.6860587627416149,0.0352940584713763,-0.0312049929045533,0.0128065932057657,-0.0341811171943206,Services,18.0
2020-02-20,511.027587890625,520.2717126983421,509.1230331405204,512.2818483639498,539812.0,525.4478134155273,,-0.7074500822996675,-0.0078464101503384,0.0024543889665566,0.0180892872063407,-0.0037269118052237,Services,18.0
2020-02-24,509.1230163574219,523.9414804555632,502.8518843128734,510.0520729566143,777678.0,524.8631378173828,,-0.717530961725013,-0.0037269446470877,0.0018248175182482,0.0291058616916628,-0.012317518248175,Services,18.0
2020-02-25,503.5487060546875,511.8637744421861,502.0622380915548,509.3088686457832,601461.0,523.5891937255859,,-0.7470357343532266,-0.0109488475744357,0.0114391369133417,0.0165129376513493,-0.0029519844758993,Services,18.0
2020-02-26,479.2074279785156,503.7345472058057,473.9582633656709,497.41697307305526,1684463.0,521.0262802124023,,-0.8758738929977642,-0.0483394710054687,0.0379992964035524,0.0511826774696608,-0.0109538465106597,Services,18.0
2020-02-27,476.6061401367188,484.3637417629361,466.8974852003157,474.8409378807992,1504002.0,517.9668228149415,,-0.8896424853696501,-0.0054283128556043,-0.0037036918060123,0.0162767555281433,-0.0203703941657529,Services,18.0
2020-02-28,473.4937438964844,492.6323176844891,457.2817214104359,470.1956039357077,2747757.0,515.0695281982422,,-0.9061163697445432,-0.0065303318151578,-0.0069655407347847,0.0404199084670247,-0.0342391482359115,Services,18.0
2020-03-02,460.9514770507813,486.4076250163942,456.16684070574433,477.5351448528566,729206.0,511.8141662597656,,-0.9725024715988532,-0.0264887699307071,0.0359770358220337,0.0552252226817542,-0.0103799132517148,Services,18.0
2020-03-03,454.81976318359375,474.1441624035118,450.5925659165366,463.73871448874326,1337625.0,509.2658416748047,,-1.0049575761135563,-0.013302297904367,0.0196098587333137,0.0424880376451837,-0.0092942251178095,Services,18.0
2020-03-04,444.9716796875,465.8289838042216,435.5882021508241,457.6532968856165,2246982.0,505.2416473388672,,-1.0570833905364414,-0.0216527167314812,0.0284998299375427,0.0468733294023779,-0.0210878084269674,Services,18.0
2020-03-05,433.0797729492188,448.2698555915909,429.2241933332953,447.2478875559996,2296805.0,499.3169921875,,-1.120027142386208,-0.0267250867440211,0.032714791804516,0.0350745603723987,-0.0089027007418689,Services,18.0
2020-03-06,412.8263854980469,421.6988663981671,408.78498283811206,418.261373326748,1328003.0,492.8296524047852,,-1.2272281339429236,-0.0467659510238699,0.0131653111807379,0.021492039297382,-0.0097895938871716,Services,18.0
2020-03-09,387.64892578125,403.164184720949,383.096553413828,395.9639949670732,1748115.0,485.52877655029295,,-1.3604921942403392,-0.0609880099752393,0.021449999297858,0.0400239957028909,-0.0117435443894172,Services,18.0
2020-03-11,366.6522521972656,387.4166768804346,363.30764212202985,385.4656519738335,2468237.0,477.3056335449219,,-1.4716273923903942,-0.0541641474735642,0.0513112892770284,0.0566324754825107,-0.0091220224482251,Services,18.0
2020-03-12,349.4646911621094,358.0584661074816,326.0989195487179,351.13701032517844,2759835.0,468.1187393188477,,-1.5626009932190157,-0.0468770092973792,0.0047853737598151,0.0245912538883241,-0.0668616092106214,Services,18.0
2020-03-13,361.0313720703125,373.6200766704055,279.599573147559,317.7373322406899,1918709.0,459.6725387573242,,-1.5013786586654068,0.0330982820316962,-0.1199176669366862,0.0348687276895187,-0.2255532488929917,Services,18.0
2020-03-16,329.6758117675781,359.77724647340733,327.02799421210943,351.18347105732204,1911154.0,449.8997924804688,,-1.6673433479487805,-0.0868499602207082,0.0652388149874545,0.0913061669415127,-0.0080315796942221,Services,18.0
2020-03-17,317.2264099121094,341.7999417135924,314.0211530737354,331.6732297258092,1059684.0,439.7736343383789,,-1.7332379162728089,-0.0377625576736142,0.0455410374492541,0.0774637011095367,-0.0101040037595294,Services,18.0
2020-03-18,277.2304992675781,320.52454491836806,270.7735725481493,316.80831831061886,2805857.0,428.05822906494143,,-1.944935899617292,-0.1260800153922004,0.1427614174760796,0.1561662434875292,-0.0232908238324699,Services,18.0
2020-03-19,265.61737060546875,282.89783517326543,251.03119381661423,269.42650968882424,1787595.0,416.4636032104492,,-2.00640408170067,-0.0418897945673018,0.0143407002135163,0.0650577352241921,-0.0549142428283423,Services,18.0
2020-03-20,308.3538818359375,327.3531007681232,267.9863893200384,267.9863893200384,3786936.0,406.12784576416016,,-1.7802001249242505,0.1608950165158696,-0.1309128728185655,0.0616149821726401,-0.1309128728185655,Services,18.0
2020-03-23,277.9273681640625,288.4257282286886,264.31669014185803,280.5751860205312,1900207.0,394.472834777832,471.2789245605469,-1.9412473790244644,-0.098674008871611,0.0095270137444889,0.0377737541069682,-0.0489720681777908,Services,18.0
2020-03-24,259.53192138671875,304.73051138326946,251.77429446605493,284.3841810803238,2463399.0,381.9932800292969,466.0124108886719,-2.0386143078611485,-0.066187964499001,0.0957580075730786,0.1741542610829825,-0.0298908391661943,Services,18.0
2020-03-25,265.5244140625,267.4754389539621,244.7135480428832,250.8453284078088,2323539.0,370.0920654296875,460.8982177734375,-2.006896099818724,0.0230896170450341,-0.0552833746249638,0.0073478173310379,-0.0783764690455857,Services,18.0
2020-03-26,284.0126953125,292.049031533885,255.4906381817314,263.8521499767699,2537652.0,360.3323287963867,456.0582275390625,-1.909037798981016,0.069629308157133,-0.0709846625466773,0.0282956936574352,-0.1004252894378038,Services,18.0
2020-03-27,287.2643737792969,326.6099065605734,284.2913806795313,302.2686354224261,2980083.0,350.8652404785156,451.4660467529297,-1.8918266950753293,0.0114490602725312,0.0522315435281122,0.1369662804462672,-0.0103493275572337,Services,18.0
2020-03-30,282.6654663085937,292.095384986586,271.5632287641603,283.54808140637306,1414245.0,341.3238265991211,446.7642608642578,-1.9161686695783864,-0.0160093206484297,0.0031224723320666,0.0333607030287079,-0.0392769505572102,Services,18.0
2020-03-31,308.1216125488281,310.90878232014734,287.17139777543485,287.17139777543485,2472904.0,333.6823333740234,442.63932373046873,-1.7814295241023546,0.0900575035665771,-0.0679933309451743,0.0090456808539438,-0.0679933309451743,Services,18.0
2020-04-01,294.9755249023437,313.74248302455726,289.2153615789737,310.30496162955217,1305776.0,325.6901214599609,438.3154852294922,-1.851011643843666,-0.0426652565450958,0.0519685039370079,0.0636220856914369,-0.0195275975024605,Services,18.0
2020-04-03,282.89776611328125,306.5887120439501,280.5751243553725,298.2272017154788,1536089.0,317.58642578125,433.73895568847655,-1.9149391088710248,-0.0409449522737895,0.0541871921182266,0.083743842364532,-0.0082101806239738,Services,18.0
2020-04-07,305.8454895019531,311.187565745651,290.23731929143804,292.65287248083985,1479799.0,311.2247116088867,429.6445782470703,-1.7934770222365977,0.08111666523193,-0.0431349078993987,0.0174665850145347,-0.0510328605333753,Services,18.0
2020-04-08,310.0726928710937,328.8396507169758,304.8235278607922,306.356465840429,1536264.0,306.08702697753904,425.586498413086,-1.771102474088725,0.0138213690057169,-0.0119850187265916,0.0605243811446629,-0.0169288206636235,Services,18.0
2020-04-09,347.699462890625,357.4081165488354,312.16304483967934,312.16304483967934,4174364.0,304.0895538330078,422.1241571044922,-1.571944330055053,0.1213482221576144,-0.1022044088176352,0.0279225443073647,-0.1022044088176352,Services,18.0
2020-04-13,355.0854187011719,370.5077344863659,349.32525684828965,353.0414829849736,2845404.0,303.51121215820314,418.6453137207032,-1.53285053459029,0.021242356111635,-0.0057561803683028,0.0434326924535668,-0.0162219047854785,Services,18.0
2020-04-15,356.3396301269531,370.5077425826606,353.6453717894937,355.36413208577926,1724865.0,303.85495910644534,415.16279235839846,-1.526212005169488,0.0035321400421591,-0.0027375513658873,0.0397601368409676,-0.0075609281417829,Services,18.0
2020-04-16,344.7265014648437,358.61591144876786,340.6851272173545,357.68685468335656,1818967.0,303.0397155761719,411.3014166259766,-1.587680187252866,-0.0325900564525252,0.0375960454547024,0.0402911001182211,-0.0117234219890733,Services,18.0
2020-04-17,350.1614685058594,366.8844892943303,343.8903357101828,360.6133564986537,2008707.0,304.0639984130859,407.6758532714844,-1.5589129572139604,0.01576602616254,0.0298487667343656,0.047758026774985,-0.0179092600406193,Services,18.0
2020-04-20,344.0296936035156,356.33969519820954,342.450314184035,353.0415551685802,1953729.0,305.40416259765624,404.0352728271485,-1.591368384787179,-0.017511278235461,0.0261950108744115,0.0357817997212788,-0.0045908229691964,Services,18.0
2020-04-21,339.8025207519531,347.4207977667064,335.528853849837,341.24254743462035,1414222.0,308.532763671875,400.71559814453127,-1.6137427714057937,-0.0122872325562519,0.0042378340204203,0.022419718952922,-0.0125769134750939,Services,18.0
2020-04-22,340.9638061523437,344.5406800890316,333.06682426598155,337.2475793822909,808825.0,312.3000854492187,397.0257629394531,-1.6075960985737876,0.0034175302697013,-0.0108991825613079,0.0104904798460916,-0.0231607629427793,Services,18.0
2020-04-23,341.7070617675781,347.0956079363472,337.1546893569808,340.96382770760545,547744.0,313.9677444458008,392.8284466552734,-1.6036620535097057,0.0021798666070212,-0.0021750620432837,0.0157694902203522,-0.0133224417050349,Services,18.0
2020-04-24,335.4823913574219,349.8827706931934,333.99589491676545,341.8928771331563,934149.0,316.8454956054687,388.686630859375,-1.6366091761424626,-0.0182163938256275,0.0191082630292351,0.0429243969482422,-0.0044309223939944,Services,18.0
2020-04-27,333.252685546875,351.18347044831654,328.93254874422985,336.3185616462714,752243.0,320.5315338134766,384.6783557128906,-1.6484109882761937,-0.0066462677862915,0.0091998541418061,0.0538053725569134,-0.0129635468520102,Services,18.0
2020-04-28,331.8590393066406,341.8463980710034,327.44602031773616,332.69518460244774,1231881.0,323.8482650756836,380.6932342529297,-1.655787544874076,-0.0041819505158596,0.0025195796912873,0.0300951837419574,-0.013297871885981,Services,18.0
2020-04-29,340.1275939941406,343.8438200342786,331.9054382098244,334.46034361241925,1320934.0,326.6540100097656,376.8317346191406,-1.6120221617559232,0.0249158639908548,-0.0166621305703853,0.0109259763269957,-0.0241737392951947,Services,18.0
2020-04-30,346.5846252441406,354.80678353167167,342.914867923789,344.6800701597549,1463249.0,329.6200225830078,373.1643194580078,-1.57784515535729,0.0189841440800925,-0.0054952093822514,0.0237233786170958,-0.0105883442399286,Services,18.0
2020-05-04,323.6368408203125,344.6799650942339,318.0160319251676,342.821852074858,989252.0,331.66859130859376,369.13444152832034,-1.6993075650502318,-0.0662112013989751,0.0592794417530395,0.0650207937408611,-0.0173676423268068,Services,18.0
2020-05-05,312.1630859375,341.75355079583824,309.6546212273339,327.4925231933594,1824014.0,331.8706649780273,364.9827117919922,-1.7600380430150446,-0.0354525611291048,0.0491071428571427,0.0947916848318917,-0.0080357506161645,Services,18.0
2020-05-06,326.5170593261719,328.886143083629,302.7331969806843,314.95028956313627,1552800.0,333.44774169921874,361.282280883789,-1.6840625952656707,0.0459822894996167,-0.0354247027304048,0.0072556201576303,-0.0728411017622477,Services,18.0
2020-05-07,333.9029846191406,340.8244686303319,320.7568375000074,326.5170005933855,1208478.0,335.99800262451174,358.0101428222656,-1.644968961330165,0.0226203350851283,-0.0221201497620028,0.0207290270827802,-0.0393711578652945,Services,18.0
2020-05-08,333.2991027832031,340.5457339556531,331.06937229572327,332.55586873823034,786847.0,337.37068328857424,354.3747442626953,-1.6481653022756817,-0.0018085547711599,-0.0022299311302264,0.0217421262521777,-0.0066898784570992,Services,18.0
2020-05-11,339.0592346191406,343.14707819489195,331.3945172823974,333.5313362291932,1107637.0,338.8200103759765,350.9353771972656,-1.6176769779991331,0.017282170242397,-0.0163036361364905,0.0120564289609841,-0.0226058356598158,Services,18.0
2020-05-12,336.5972595214844,348.3962919498788,333.9030005342512,340.8709263732488,1266333.0,338.2649002075196,347.4848620605469,-1.6307081893109685,-0.0072611946417614,0.012696677500702,0.035053857673019,-0.0080043996527583,Services,18.0
2020-05-13,353.4596252441406,356.7577651170898,339.1056881972338,347.4671983171656,1959743.0,338.183610534668,344.48308044433594,-1.5414558442492472,0.0500965627189842,-0.0169536391117824,0.0093310229440521,-0.0406098349620336,Services,18.0
2020-05-14,351.6015014648437,366.8844663862898,347.7923635192423,355.5499922378025,2553969.0,337.9467041015625,341.9309619140625,-1.5512908761448234,-0.0052569618892495,0.0112300168130923,0.0434667225759108,-0.0108336794061794,Services,18.0
2020-05-15,351.50860595703125,358.47653116424385,344.8658562633339,352.0660456441203,1983342.0,338.2858093261719,339.42901123046875,-1.551782571204362,-0.0002642068006691,0.001585849329553,0.0198229149702933,-0.0188978294730837,Services,18.0
2020-05-18,324.7052917480469,354.52801520142634,319.08451048513405,353.8776642202782,1826005.0,337.01300048828125,336.4532421875,-1.6936522642192495,-0.0762522275550227,0.0898426148683386,0.0918455110257958,-0.0173104085635729,Services,18.0
2020-05-19,325.6808166503906,338.9198746988221,323.21882205224705,329.8151303293461,2538310.0,336.095556640625,333.74782897949217,-1.6884888199770636,0.003004339402946,0.0126943727342514,0.0406504079196143,-0.0075595321316896,Services,18.0
2020-05-20,325.8666381835937,329.25768947493515,316.90124668098633,321.08200183943586,1422453.0,335.39876251220704,331.1687664794922,-1.6875052683287286,0.0005705633359504,-0.014682805121837,0.0104062548723715,-0.0275124558702333,Services,18.0
2020-05-21,333.5777893066406,336.31851785114765,325.44854336410594,329.8151210971199,1830218.0,335.0294616699219,328.940888671875,-1.6466902170970654,0.0236635181988234,-0.0112797324346493,0.0082161601652308,-0.0243698657498503,Services,18.0
2020-05-22,323.6368408203125,339.1056260361062,320.80320145423144,332.32352485640587,1839833.0,334.1259506225586,326.75203002929686,-1.6993075650502318,-0.029800990368666,0.0268408380642806,0.0477967377773971,-0.0087556143450748,Services,18.0
2020-05-26,326.28472900390625,330.55836720240785,318.24836575299673,325.63437796366776,755150.0,333.6660675048828,325.02119689941406,-1.6852923175022896,0.0081816649083652,-0.0019932009757978,0.0130978799147245,-0.0246299092067324,Services,18.0
2020-05-27,325.3092346191406,330.27969419669216,315.22896261379213,329.8151657941652,1211102.0,333.2688949584961,323.7744030761719,-1.6904556002152185,-0.0029897028516892,0.0138512242983201,0.0152791837691628,-0.0309867379484326,Services,18.0
2020-05-28,326.70281982421875,334.41400831764594,322.5685340532983,326.5634669739744,1313121.0,333.011083984375,322.97541442871096,-1.6830793666758506,0.0042838784048343,-0.00042654315111,0.0236030668409172,-0.0126545763306997,Services,18.0
2020-05-29,349.41827392578125,359.3591648385486,321.5930109648533,327.0279990051968,5144624.0,333.47561798095705,322.9744860839844,-1.5628466792195277,0.0695294093689931,-0.0640787176612873,0.0284498312039596,-0.0796331074740476,Services,18.0
2020-06-01,366.4200134277344,383.7004763883776,353.04160055104967,353.04160055104967,5182486.0,334.4673873901367,323.08225891113284,-1.4728566300392412,0.0486572705855802,-0.0365111412761934,0.0471602596129792,-0.0365111412761934,Services,18.0
2020-06-02,363.7720947265625,372.5516908009238,358.8016646759773,367.9993192022967,3089307.0,336.4741500854492,323.7641845703125,-1.4868720391164407,-0.0072264576282324,0.0116205298235194,0.0241348806069379,-0.0136635825634765,Services,18.0
2020-06-03,361.86761474609375,376.4538174902348,358.9410915682104,366.0483702438021,2598118.0,338.9593765258789,324.65700866699217,-1.496952433954014,-0.0052353657910464,0.011553273427471,0.0403081186316591,-0.0080872757290998,Services,18.0
2020-06-04,362.7037963867188,368.649754684357,358.29077625410645,363.26123617924605,2283389.0,340.7687133789062,326.366474609375,-1.492526532301136,0.0023107390839926,0.0015369009039347,0.0163934272452406,-0.0121670083869402,Services,18.0
2020-06-05,374.0382385253906,380.8203411929123,364.7941128850468,365.5838167620335,3315528.0,342.7754760742188,328.53489196777343,-1.432533435396374,0.0312498580152355,-0.0226030947977081,0.0181321104875786,-0.0247143866273884,Services,18.0
2020-06-08,382.3532409667969,390.1573392639221,372.8304106031591,379.9841579246712,2611698.0,345.2281829833984,330.01487915039064,-1.3885222047484516,0.0222303539717953,-0.0061960584828192,0.020410702619892,-0.0249058445001248,Services,18.0
2020-06-09,389.8322448730469,404.0932726402205,382.3533205078851,396.7072596269829,8761201.0,347.76683349609374,332.2529766845703,-1.3489359065778628,0.0195604564180991,0.0176358288580642,0.0365824734991275,-0.0191849813952598,Services,18.0
2020-06-10,380.9596862792969,392.6193648080505,378.9157785627152,391.13286842618,1775388.0,349.9849548339844,334.68153198242186,-1.395898276758562,-0.0227599402318282,0.0267040910450162,0.0306060692212075,-0.0053651548712247,Services,18.0
2020-06-11,362.23919677734375,380.91324186617305,360.7062589135163,380.91324186617305,2555278.0,350.4239334106445,336.61582763671873,-1.494985653715859,-0.0491403426036748,0.0515516963789746,0.0515516963789746,-0.0042318387338123,Services,18.0
2020-06-12,366.5592956542969,369.3000241557216,339.19859389505007,343.7509658807974,2082575.0,351.1718231201172,338.2667596435547,-1.472119410508448,0.0119260944574381,-0.0622227564377744,0.0074769035567154,-0.0746419531126848,Services,18.0
2020-06-15,356.6184387207031,370.4149371117973,354.8996780647984,363.63280583357687,2062849.0,351.4273147583008,339.6538409423828,-1.524736273873842,-0.0271193693665567,0.019669109477447,0.038687002389967,-0.0048196068102099,Services,18.0
2020-06-16,351.6943664550781,365.3050683993428,346.3058494875094,359.4984646185328,3319565.0,352.7767684936524,341.0344189453125,-1.550799342614542,-0.0138076771444828,0.0221900004885391,0.0387003695323711,-0.0153215902258615,Services,18.0
2020-06-17,357.2222900390625,363.8650395669363,347.5136364850134,350.71889334134227,1534928.0,354.3538421630859,342.0164324951172,-1.521540094457583,0.0157179759223992,-0.0182054616384914,0.0185955627996992,-0.0271781851938395,Services,18.0
2020-06-18,372.0872497558594,374.5028031151742,355.8751971957584,357.6868693033854,2314004.0,356.66487274169924,343.5586669921875,-1.4428600008222314,0.0416126320537595,-0.0387016229712859,0.0064919003833099,-0.0435705673084426,Services,18.0
2020-06-19,380.0306396484375,382.7249268161713,371.0188064837175,373.4808011190898,2254559.0,358.9875152587891,345.50132446289064,-1.4008157119417213,0.0213481915808458,-0.0172350275109578,0.0070896577450341,-0.0237134384034318,Services,18.0
2020-06-22,386.4875183105469,388.3456313793476,377.3363057761923,380.9131791041448,1198721.0,362.1300491333008,347.1141650390625,-1.3666395131893752,0.0169904160045689,-0.0144230769230768,0.0048076923076922,-0.0236778992872971,Services,18.0
2020-06-23,391.597412109375,396.5214014425608,385.7908075407306,392.0619404748665,1561486.0,365.3956832885742,348.7446594238281,-1.3395928928003402,0.0132213682376212,0.0011862396204032,0.012574111015347,-0.0148279952550416,Services,18.0
2020-06-24,388.1134643554688,398.2401774437225,385.6979110911221,393.3161879203933,2099508.0,368.5358947753906,349.552939453125,-1.3580333958841309,-0.0088967588808609,0.0134051612292414,0.0260921457725538,-0.0062238326834606,Services,18.0
2020-06-25,395.9640197753906,399.26216007665056,381.4242581632652,387.370244369436,2307219.0,371.9989547729492,350.3705114746094,-1.3164804790046447,0.0202274750579939,-0.0217034250001539,0.0083293939260713,-0.036719906067155,Services,18.0
2020-06-26,403.0247802734375,407.8558863963776,392.99097937509737,398.56531950807744,2228557.0,374.679280090332,351.30421447753906,-1.279107939306782,0.0178318234622733,-0.0110649790872275,0.0119871193023475,-0.0248962381209725,Services,18.0
2020-06-29,388.2992858886719,404.2326037221482,381.2384488111439,404.2326037221482,3284690.0,375.7732437133789,352.1756701660156,-1.357049844235796,-0.0365374416302017,0.0410336006593754,0.0410336006593754,-0.0181840073729941,Services,18.0
2020-06-30,388.2528076171875,394.8491161695919,386.4876054742358,391.96903459290127,2304139.0,376.9972793579101,352.9374969482422,-1.357295853294823,-0.0001196970305469,0.0095716680029211,0.0169897253103916,-0.0045465276961812,Services,18.0
2020-07-01,383.7003784179688,390.1108633311957,373.75946138911945,390.1108633311957,1327093.0,378.0889175415039,353.73091064453126,-1.3813918187388532,-0.0117254250578591,0.0167070070132795,0.0167070070132795,-0.0259080198717462,Services,18.0
2020-07-02,392.4800109863281,394.6168300375024,381.8887420125142,390.1108994095286,1156613.0,379.5777282714844,354.7844604492187,-1.3349213051469502,0.0228814800875584,-0.0060362604731022,0.0054444022405226,-0.0269854990759845,Services,18.0
2020-07-03,399.4479370117188,401.25958055386985,393.0838929859461,394.24521385369445,923889.0,380.8482131958008,355.95414306640623,-1.2980401374501114,0.0177535819158783,-0.0130247841482071,0.004535368377927,-0.0159320988697105,Services,18.0
2020-07-06,400.8880310058594,416.4032917508202,397.7292433845533,400.79511965029286,2893276.0,381.7749526977539,357.13776245117185,-1.2904177333224596,0.0036052107438932,-0.0002317638551926,0.0387022299120076,-0.0078794760057574,Services,18.0
2020-07-07,399.4943542480469,402.0492600019588,393.92001442132994,400.8879392047261,1001696.0,382.25805816650393,358.4180017089844,-1.2977944514495996,-0.0034764738530997,0.0034883720930234,0.0063953488372092,-0.0139534883720929,Services,18.0
2020-07-08,404.6970825195313,415.0096170078211,388.5315024756883,401.3524729081185,3436552.0,383.4449279785157,359.8468896484375,-1.2702564590595409,0.0130232835987814,-0.0082644767058613,0.0254821073186068,-0.0399448890098257,Services,18.0
