Date_Ticker,Close_TRENT.NS,High_TRENT.NS,Low_TRENT.NS,Open_TRENT.NS,Volume_TRENT.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,547.1770629882812,555.5753064978192,539.6733299254308,545.3881027561329,156788.0,,,-0.7608140651683526,,-0.0032694357149738,0.0153483105882998,-0.0137135372997371,Consumer Services,6.0
2020-01-13,542.1082763671875,554.4820127449628,537.6855274564202,547.6242617901803,79458.0,,,-0.763419428851176,-0.0092635217445185,0.0101750621849141,0.0228252120788396,-0.0081584235171713,Consumer Services,6.0
2020-01-14,557.712158203125,561.5385470468295,538.8782425902825,543.7481865130677,152033.0,,,-0.7553990109315821,0.0287836997075626,-0.025037954587627,0.006860866824264,-0.0337699570214191,Consumer Services,6.0
2020-01-15,580.3723754882812,582.9067404885969,551.5997288511019,557.7120744352902,568486.0,,,-0.7437516263457042,0.0406306675439253,-0.0390444170157588,0.0043667912315492,-0.0495761822105544,Consumer Services,6.0
2020-01-16,587.8760986328125,596.3240222818048,580.4220483542899,581.3165586521993,323010.0,,,-0.7398947017544489,0.0129291528360876,-0.0111580314217031,0.014370245139476,-0.0126796280642434,Consumer Services,6.0
2020-01-17,587.7767944335938,596.2744004700098,562.1845525806102,592.1498013049428,179399.0,,,-0.7399457442570313,-0.0001689202868592,0.0074399107157046,0.0144571989178388,-0.0435407489634653,Consumer Services,6.0
2020-01-20,596.6222534179688,608.2009040253871,590.8081176733485,591.3547359693106,460984.0,,,-0.7353991654959745,0.0150490102163676,-0.0088288987185464,0.0194070042494824,-0.0097450869646779,Consumer Services,6.0
2020-01-21,590.6589965820312,599.7032816398789,584.7454372482891,595.57868243653,217977.0,,,-0.7384642881679458,-0.009995029186013,0.0083291474149509,0.0153121938549725,-0.0100117993088434,Consumer Services,6.0
2020-01-22,582.6087036132812,601.2935147492775,578.6332093008893,600.2499596245204,71955.0,,,-0.7426021504424369,-0.0136293411517214,0.0302797673667245,0.0320709440489215,-0.0068236095474308,Consumer Services,6.0
2020-01-23,585.888427734375,590.6093268552203,578.7325264084278,586.435046026649,82621.0,,,-0.7409163674822276,0.0056293771458497,0.0009329733553329,0.0080576759966073,-0.0122137611654474,Consumer Services,6.0
2020-01-24,579.726318359375,592.3485221549878,572.5704180400246,588.1742419135988,128325.0,,,-0.7440837006479992,-0.0105175475112707,0.0145722615770342,0.0217726941073395,-0.0123435836751409,Consumer Services,6.0
2020-01-27,569.2410278320312,580.670572694656,566.5078757996645,573.4649900638709,71115.0,,,-0.7494731552030812,-0.0180866215579398,0.0074203404626802,0.0200785683107811,-0.0048013967699693,Consumer Services,6.0
2020-01-28,584.3479614257812,594.1375915545915,564.520172121317,569.5392213785306,283284.0,,,-0.7417081694015115,0.0265387293872424,-0.0253423320090278,0.0167530833938807,-0.0339314768140636,Consumer Services,6.0
2020-01-29,578.682861328125,596.324116439459,574.4588988366788,587.7768283683172,134349.0,,,-0.7446200390771002,-0.009694737505088,0.015714941028875,0.0304851867754401,-0.0072992700729926,Consumer Services,6.0
2020-01-30,578.4343872070312,591.3050613913915,575.3036613622968,582.6086681129353,88967.0,,,-0.7447477551361122,-0.0004293787455938,0.0072165158196413,0.0222508800808096,-0.0054124130825816,Consumer Services,6.0
2020-01-31,587.1804809570312,591.3547619974943,576.44665875386,582.4099000513137,108209.0,,,-0.7402522502497967,0.0151202866624691,-0.0081245563509572,0.0071090255480894,-0.0182802776169883,Consumer Services,6.0
2020-02-03,590.4105224609375,593.0939929609989,576.2975070609156,576.5459754283061,336150.0,,,-0.7385920042269578,0.0055009347358442,-0.0234828928435107,0.0045450926058638,-0.0239037328487919,Consumer Services,6.0
2020-02-04,597.0694580078125,603.2811668926212,591.3546858337885,592.4976645330811,223685.0,,,-0.73516930168748,0.0112784838575019,-0.0076570546582397,0.0104036620890552,-0.0095713691219309,Consumer Services,6.0
2020-02-05,588.9693603515625,599.1068812976499,581.4159466763235,598.0633263461157,181054.0,,,-0.7393327636436595,-0.0135664243876698,0.0154404738289355,0.0172123061546634,-0.0128247990196471,Consumer Services,6.0
2020-02-06,589.4663696289062,595.330247752731,586.4847490224652,592.3486271462899,160852.0,580.1164947509766,,-0.7390773001534765,0.0008438627045846,0.0048896046761719,0.0099477738272266,-0.0050581691510546,Consumer Services,6.0
