Date_Ticker,Close_CLEAN.NS,High_CLEAN.NS,Low_CLEAN.NS,Open_CLEAN.NS,Volume_CLEAN.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2021-07-19,1568.0819091796875,1751.4740708230647,1538.209020303657,1735.9935345278989,13548172.0,,,-0.0922155277366414,,0.1070809020659202,0.1169531773626004,-0.0190505921286074,Chemicals,2.0
2021-07-20,1718.732421875,1740.9392405934798,1559.7233406673852,1568.6258708749656,6980467.0,,,0.4208121134726796,0.0960731144294129,-0.0873356137869791,0.0129204630318511,-0.0925153207002102,Chemicals,2.0
2021-07-22,1676.09912109375,1759.733496031319,1654.0407017150162,1732.0367349920402,1731678.0,,,0.2756279959714801,-0.0248050832338058,0.0333736908481807,0.0498982273094879,-0.0131605697426411,Chemicals,2.0
2021-07-23,1617.6888427734375,1682.627885476756,1587.6180468944362,1681.589208548624,1084767.0,,,0.0767167093590299,-0.0348489403670807,0.0395010239828523,0.0401430985899513,-0.0185887391220715,Chemicals,2.0
2021-07-26,1634.6036376953125,1669.7191772645613,1602.4556085121974,1617.293160442866,747225.0,,,0.1343186198009779,0.0104561485958421,-0.010590015128593,0.021482602118003,-0.0196671709531013,Chemicals,2.0
2021-07-27,1659.0853271484375,1696.6242790967203,1602.504853335431,1646.473410069205,676427.0,,,0.2176889526876487,0.0149771411787891,-0.0076017290207184,0.0226262937378893,-0.0341034140240721,Chemicals,2.0
2021-07-28,1616.847900390625,1656.661993594672,1610.912880285674,1654.1395617507503,256379.0,,,0.073852950853808,-0.0254582606853671,0.0230644214283335,0.0246245136567442,-0.0036707349550425,Chemicals,2.0
2021-07-29,1604.87890625,1633.2186524544766,1582.672086830972,1618.282208784669,351507.0,,,0.0330935487000835,-0.0074026716661062,0.0083515974211332,0.0176584950391651,-0.0138370685367888,Chemicals,2.0
2021-07-30,1663.7840576171875,1708.1483111037528,1608.489426558609,1611.8526289460208,1271880.0,,,0.2336900838217759,0.0367037981107414,-0.0312128418549346,0.0266646703840294,-0.0332342594613928,Chemicals,2.0
2021-08-02,1648.40234375,1691.3818538866017,1642.022245373019,1675.159441288679,288875.0,,,0.1813089518770092,-0.0092450181841606,0.0162321399506195,0.0260734342556359,-0.003870473978135,Chemicals,2.0
2021-08-03,1654.535400390625,1688.513369350029,1648.600379760221,1655.3761708302716,234059.0,,,0.2021945600667841,0.0037206066006147,0.0005081610459638,0.0205362598777771,-0.0035871221788322,Chemicals,2.0
2021-08-04,1627.43212890625,1665.2678857399617,1622.2389858114268,1661.8057903434128,172637.0,,,0.109896650222914,-0.0163811976933077,0.0211214101200425,0.0232487463911259,-0.0031910044066251,Chemicals,2.0
2021-08-05,1619.6669921875,1635.5926051365404,1582.770902659521,1633.0701733215913,210820.0,,,0.0834531306940744,-0.0047714043374384,0.0082752696688528,0.0098326464797133,-0.0227800465811479,Chemicals,2.0
2021-08-06,1639.0052490234375,1660.8164966986976,1605.4229744740835,1622.238865149413,312272.0,,,0.1493079367092798,0.0119396498966861,-0.0102296096269456,0.0133076130709501,-0.0204894246491054,Chemicals,2.0
2021-08-09,1585.0462646484375,1662.7950139031716,1558.63534932544,1646.8693987168183,499926.0,,,-0.0344448430236643,-0.0329217886319462,0.0390039934147241,0.0490514068824223,-0.0166625516945748,Chemicals,2.0
2021-08-10,1503.983642578125,1611.3581061129012,1493.6468632476865,1600.378342062529,643538.0,,,-0.3104967797010033,-0.0511421173490429,0.0640929174729352,0.0713933719057708,-0.0068729333470139,Chemicals,2.0
2021-08-11,1558.2890625,1576.242523614583,1420.052543720497,1503.5385226822507,678501.0,,,-0.1255642428715547,0.0361077197813034,-0.0351350344010704,0.0115212649222986,-0.0887104466726648,Chemicals,2.0
2021-08-12,1559.87158203125,1580.6936588149565,1540.5333809947224,1562.8885988283046,153642.0,,,-0.1201751058035191,0.0010155494056482,0.0019341443435527,0.0133485839626565,-0.0123973032519417,Chemicals,2.0
2021-08-13,1594.888427734375,1617.2931552270904,1553.442175325377,1564.8671385744692,289245.0,,,-0.0009281850180717,0.0224485439099585,-0.0188234415886713,0.0140478337563352,-0.0259869290467386,Chemicals,2.0
2021-08-16,1511.1551513671875,1603.9888641788991,1502.5494195806957,1602.455602186127,539674.0,1613.103918457031,,-0.2860748101229395,-0.0525010244673573,0.0604176551536335,0.061432284254679,-0.0056948035935993,Chemicals,2.0
2021-08-17,1480.738037109375,1535.191895891173,1473.8633536584073,1518.3760052789632,327596.0,1608.7367248535156,,-0.3896577326161432,-0.0201283860431493,0.0254183840938289,0.0367748091945423,-0.0046427411727655,Chemicals,2.0
