Date_Ticker,Close_MANAPPURAM.NS,High_MANAPPURAM.NS,Low_MANAPPURAM.NS,Open_MANAPPURAM.NS,Volume_MANAPPURAM.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
2020-03-04,142.7381591796875,147.98788508244826,139.07240146588262,146.67545705953472,5928965.0,152.1627944946289,,0.00661520279932,-0.0268437301170847,0.0275840595288237,0.0367787137856534,-0.0256816939133297,Financial Services,9.0
2020-03-05,142.919189453125,144.09585436525677,140.5206144412123,143.00970745063796,5211279.0,151.6966537475586,,0.0121857307805117,0.001268268236594,0.0006333509017182,0.0082330785434359,-0.016782735901951,Financial Services,9.0
2020-03-06,136.8548583984375,138.3030635118822,128.70873571030305,134.7278235387558,5366051.0,150.83225936889647,,-0.1744213222050743,-0.0424318881032871,-0.0155422678052765,0.010582051162761,-0.0595238107252132,Financial Services,9.0
2020-03-09,128.98028564453125,134.77307891394747,126.85323681296748,134.77307891394747,8827880.0,149.72574462890626,,-0.4167317768744655,-0.0575395922808989,0.0449122378700657,0.0449122378700657,-0.016491270901864,Financial Services,9.0
2020-03-11,131.19784545898438,132.9628361705904,123.45902515767102,123.45902515767102,8976158.0,148.67806396484374,,-0.3484946872329791,0.0171930136715986,-0.0589858794878814,0.0134528940275762,-0.0589858794878814,Financial Services,9.0
2020-03-12,118.0689697265625,126.2461205729938,116.38811925969074,124.47440732900968,11379274.0,147.0825538635254,,-0.7524866176450751,-0.1000692937181371,0.0542516600024682,0.0692574083213302,-0.0142361745915499,Financial Services,9.0
2020-03-13,121.97584533691406,125.92814084303735,100.3972507242384,108.12011616456442,10501710.0,145.76384735107422,,-0.6322671676423515,0.0330897747257348,-0.1135940409683425,0.0324022801006751,-0.1769087523277467,Financial Services,9.0
2020-03-16,111.84524536132812,118.15982681448344,110.84581724792304,116.93324870109105,4804913.0,143.92956008911133,,-0.9439984021960296,-0.083054148529193,0.0454914585177541,0.0564582019803825,-0.0089358122482214,Financial Services,9.0
2020-03-17,93.67379760742188,114.84353380941148,91.49322282061316,112.02696122021764,8676084.0,141.33831024169922,,-1.503156581929133,-0.162469559570471,0.1959263324597144,0.2259942133520622,-0.0232783856585733,Financial Services,9.0
2020-03-18,78.7732162475586,97.0809496207704,77.31950194266715,94.49151993207992,15563771.0,137.65808143615723,,-1.9616661108881075,-0.1590688297095653,0.1995386812076303,0.232410637083505,-0.0184544236498215,Financial Services,9.0
2020-03-19,77.04692077636719,83.58863745676302,67.46148186048538,72.23148562839847,13746461.0,133.7919750213623,,-2.0147863821194067,-0.0219147516557686,-0.062500033738477,0.0849056213340897,-0.1244104088689548,Financial Services,9.0
2020-03-20,88.63123321533203,91.72037357968574,77.68293390918902,80.86293705167044,15515568.0,130.33763580322267,,-1.6583225964841264,0.1503539962692205,-0.0876473888701097,0.0348538574076766,-0.1235264241392627,Financial Services,9.0
2020-03-23,71.95891571044922,83.13435658095993,71.32291794104212,79.77264220234102,5573575.0,125.9682201385498,145.96271438598632,-2.171350663054035,-0.1881088291344988,0.1085859398345152,0.1553030748195101,-0.0088383456466498,Financial Services,9.0
2020-03-24,76.59264373779297,82.72550644851765,71.77720802181481,77.22864154245899,12640851.0,121.8372802734375,144.39830322265624,-2.028765054893517,0.064394077948438,0.0083036408410615,0.0800711714785549,-0.0628707338065428,Financial Services,9.0
2020-03-25,92.58351135253906,95.71808276412716,72.68577818737418,72.68577818737418,17987891.0,118.41537094116212,143.05988311767578,-1.536706053931838,0.2087781128105354,-0.2149165966432012,0.0338566918212066,-0.2149165966432012,Financial Services,9.0
2020-03-26,92.7652359008789,97.12638597018191,86.72322836406467,94.49152475880538,19202706.0,115.07948188781738,141.73321701049804,-1.5311141622433686,0.0019628176301055,0.0186092218831959,0.0470127632075767,-0.0651322392288229,Financial Services,9.0
2020-03-27,97.03551483154295,106.6663788742288,94.71865292256524,99.0343709214351,19246986.0,112.144921875,140.48654296875,-1.39971233745979,0.0460331813873348,0.0205992217732056,0.0992509192062858,-0.0238764323866359,Financial Services,9.0
2020-03-30,86.31436920166016,94.9912375099381,84.04293843319542,92.67437535336144,11682329.0,109.09518699645996,138.8991426086426,-1.7296154005643851,-0.1104868217424836,0.0736842105263158,0.1005263479132401,-0.0263157894736841,Financial Services,9.0
2020-03-31,86.08723449707031,91.26609438008784,84.86066314918273,89.94866717899696,10026989.0,106.13592338562012,137.33606857299804,-1.7366046195684337,-0.0026314819501163,0.0448548812664908,0.0601582791371206,-0.0142480050039164,Financial Services,9.0
2020-04-01,84.86067199707031,87.31381494861925,82.04409866295833,85.58752583033838,8263895.0,103.0451831817627,135.78184371948242,-1.774347482113959,-0.0142479022257561,0.0085652613414746,0.0289078897658696,-0.0331905612791897,Financial Services,9.0
2020-04-03,83.95209503173828,86.26895059984975,82.90723533700992,84.8606674737877,5641146.0,100.10587997436524,134.2283935546875,-1.8023055319602228,-0.0107066906724872,0.0108225106437895,0.0275973526001414,-0.0124459037541987,Financial Services,9.0
2020-04-07,92.03838348388672,93.71924097526076,85.58751413732386,87.4955216521422,10900319.0,97.56183967590331,132.84118026733398,-1.5534803204011625,0.0963202699002496,-0.0493583400727571,0.0182625707639501,-0.0700889031551952,Financial Services,9.0
2020-04-08,97.76238250732422,101.21496017594096,89.17637665743291,90.67552240648642,15816082.0,95.60721588134766,131.47732666015625,-1.377345709769968,0.0621914336907015,-0.0724906648046027,0.0353160139929904,-0.0878252516938,Financial Services,9.0
2020-04-09,101.80552673339844,104.89466693950844,99.03437850701911,101.76009534666184,10616716.0,94.24847793579102,130.12577087402343,-1.2529331039904377,0.0413568503792479,-0.0004462565854167,0.0303435413108723,-0.0272200175697359,Financial Services,9.0
2020-04-13,96.44496154785156,101.80554008874712,93.71924435063592,100.94239215051444,7537959.0,92.51083374023438,128.71932983398438,-1.4178844007767213,-0.0526549526096433,0.0466320949325225,0.0555817375512754,-0.0282618931406102,Financial Services,9.0
2020-04-15,92.71981811523438,99.76125436123444,91.49323980431616,97.35353606494036,8452762.0,91.24337615966796,127.17252716064452,-1.5325117243249613,-0.0386245520018061,0.0499754857580403,0.0759431628440945,-0.0132288688206204,Financial Services,9.0
2020-04-16,95.40009307861328,96.71752016267052,89.17637410699888,90.8572315034412,10656656.0,89.91458854675292,125.7072981262207,-1.4500363106978336,0.0289072500125895,-0.0476190476190476,0.0138094947451636,-0.0652380807059153,Financial Services,9.0
2020-04-17,98.08037567138672,102.98666741068342,95.12751573675568,99.9429516336658,14764727.0,89.22634506225586,124.22350006103515,-1.3675606623046916,0.028095177963451,0.0189903020816268,0.05002317441906,-0.0301065316524117,Financial Services,9.0
2020-04-20,99.39781951904295,104.34953620537743,97.03553272310228,99.44324397881932,10883988.0,89.51254615783691,122.81837692260744,-1.3270212669998962,0.0134322879438214,0.0004569965417364,0.0498171560532654,-0.023765982064507,Financial Services,9.0
2020-04-21,92.26553344726562,96.30867800590248,90.8572434017948,96.30867800590248,7432326.0,90.18716201782226,121.3418797302246,-1.5464906318650862,-0.0717549550512113,0.0438207465732338,0.0438207465732338,-0.0152634466290246,Financial Services,9.0
2020-04-22,92.85609436035156,94.26438432053372,88.58580695182687,92.6743826572958,9709078.0,90.97762069702148,120.08288955688477,-1.5283183337821409,0.0064006665438451,-0.0019569173602175,0.0151663708223279,-0.0459882298296195,Financial Services,9.0
2020-04-23,100.53351593017578,102.1235172898835,93.85551160577457,94.49150937691532,17060723.0,91.57273483276369,119.04871978759766,-1.2920744676816125,0.0826808581893401,-0.0600994255234926,0.015815634666672,-0.0664256518098833,Financial Services,9.0
2020-04-24,97.30809783935548,98.21667019440429,94.5369563155708,96.30866963517316,10875700.0,92.840193939209,117.91202682495116,-1.3913246173100926,-0.0320830129233765,-0.0102707608757519,0.0093370682936249,-0.0284780155538495,Financial Services,9.0
2020-04-27,103.94065856933594,107.02980536149448,98.58008133174548,99.85208376755848,17318524.0,94.20759468078612,116.96862838745118,-1.1872324263646623,0.0681604190941032,-0.0393356638110012,0.0297202926619697,-0.0515734392236371,Financial Services,9.0
2020-04-28,117.8872528076172,119.5226856771128,105.57609569542792,106.3029562889496,24696014.0,95.47278175354003,116.28334426879884,-0.7580782745675306,0.1341784286365461,-0.0982658959537572,0.0138728558902334,-0.1044316227495786,Financial Services,9.0
2020-04-29,114.48011779785156,120.74926156034353,113.20811510261514,119.93155197870163,14162340.0,96.55852584838868,115.57336318969726,-0.8629200811184665,-0.0289016405813256,0.0476190476190476,0.0547618563213045,-0.0111111232212611,Financial Services,9.0
2020-04-30,121.8849868774414,122.92985349821517,115.025269137241,115.11612499456902,19668351.0,97.8009994506836,115.04406341552736,-0.6350629961035792,0.0646825773944898,-0.0555348288274309,0.0085725621140231,-0.056280251702353,Financial Services,9.0
2020-05-04,109.75554656982422,117.38754903671833,107.30239697815924,115.3886925681236,10489609.0,98.9730583190918,114.26855453491213,-1.0083010482081838,-0.0995154581245815,0.0513244767517575,0.0695363715585779,-0.0223510307071754,Financial Services,9.0
2020-05-05,108.93782043457033,115.66125685811151,107.66581782495064,113.38982610231088,10909816.0,100.1155876159668,113.53733505249023,-1.0334635043592335,-0.0074504310789768,0.0408674016974162,0.0617181103561679,-0.0116764095751636,Financial Services,9.0
2020-05-06,112.0723876953125,113.43524609517084,105.48523876266388,107.30238329580834,13885191.0,101.4761734008789,112.73122695922852,-0.9370089484259672,0.028773912019149,-0.0425618164973179,0.0121605189992337,-0.0587758418296295,Financial Services,9.0
2020-05-07,111.4364013671875,115.20697804846624,109.61925664675022,110.66411624737304,11179805.0,102.85038871765136,111.87257400512696,-0.9565790433565192,-0.0056747816407198,-0.0069302769143607,0.0338361310578805,-0.0163065631888965,Financial Services,9.0
2020-05-08,108.07466888427734,115.38867844002962,107.66581413498828,114.34381894179982,7230934.0,103.6522029876709,110.87970703125,-1.0600237573578903,-0.0301672742628605,0.0580075805204203,0.0676755212970754,-0.0037830765850123,Financial Services,9.0
2020-05-11,106.07581329345705,111.30010388392708,105.07638517556448,110.84581774562534,8925888.0,104.06787452697752,109.81427871704102,-1.121531044440845,-0.0184951349974582,0.0449678800856532,0.0492505353319057,-0.0094218284721292,Financial Services,9.0
2020-05-12,106.80267333984376,107.89295729343488,101.07866525384952,103.57723900169748,9781362.0,104.3177318572998,108.7661033630371,-1.099164651517037,0.0068522693705479,-0.0301999401071449,0.0102083957217238,-0.0535942397975428,Financial Services,9.0
2020-05-13,110.25525665283205,113.38983551516225,108.57439914037752,112.66297484022438,7550713.0,105.00824661254885,107.7507745361328,-0.992924343820452,0.0323267499307085,0.0218376725109232,0.028430198772293,-0.0152451462495537,Financial Services,9.0
2020-05-14,111.7998275756836,114.1621142387852,109.89182014408544,111.209254176944,10524780.0,105.96224708557128,106.79711074829102,-0.9453959642776224,0.0140090456431937,-0.0052824177956785,0.0211296091803221,-0.0170662824171755,Financial Services,9.0
2020-05-15,115.61583709716795,119.84069318234488,113.07183162209051,117.20583878612705,35725540.0,106.97303428649904,105.99489318847657,-0.8279725775021405,0.034132517055101,0.0137524557956776,0.0365421917208987,-0.0220039532554641,Financial Services,9.0
2020-05-18,110.11896514892578,115.93382952786052,108.75610663504374,115.34325611880692,13099111.0,107.57496376037598,105.25109115600586,-0.9971182038953008,-0.0475442818756949,0.0474422454189953,0.0528052944474246,-0.0123762379353902,Financial Services,9.0
2020-05-19,106.16667175292967,113.11725122672634,105.66696114758818,112.6629650772214,13916164.0,107.91340637207033,104.46897445678712,-1.1187352159796171,-0.0358911236647654,0.0611895731214957,0.0654685633356952,-0.0047068500602941,Financial Services,9.0
2020-05-20,110.11896514892578,110.84582579573896,104.98553695878891,106.39381993068623,9867318.0,108.80607795715332,103.73784423828126,-0.9971182038953008,0.037227251553989,-0.0338283711003061,0.0066006854117286,-0.0466171125309283,Financial Services,9.0
2020-05-21,108.30181121826172,113.29895867590034,107.75666924561786,110.8458163330748,8233848.0,109.57836380004883,103.04911727905274,-1.053034303587828,-0.0165017345396093,0.0234899590892909,0.0461409407786155,-0.005033544374851,Financial Services,9.0
2020-05-22,103.89524841308594,110.5732539005756,103.39553777211532,108.07467990015138,10166367.0,109.74645042419434,102.26863845825196,-1.1886297536802413,-0.0406878034227441,0.0402273592960487,0.0642763320699519,-0.0048097545229766,Financial Services,9.0
2020-05-26,103.75895690917967,106.39381804228988,103.21381489967403,105.39438986955338,6477047.0,110.06899337768554,101.6067204284668,-1.1928236137550898,-0.0013118165266264,0.0157618485101502,0.0253940595742157,-0.0052539272342803,Financial Services,9.0
2020-05-27,108.80152893066406,110.39153039729172,101.98723693083124,103.75895007804526,15178428.0,110.31203689575196,101.20314529418944,-1.0376573644340823,0.0485989081973727,-0.0463465808079984,0.0146137787056366,-0.0626304801670145,Financial Services,9.0
2020-05-28,109.16497802734376,110.52783666206253,107.8475438546678,109.52840838297358,10092050.0,109.87592315673828,100.76248794555664,-1.0264735810571433,0.0033404778430209,0.0033291845260006,0.0124843943483174,-0.012068285969388,Financial Services,9.0
2020-05-29,113.75325775146484,115.79754558037432,107.25697086286036,108.12011184010154,15379178.0,109.83958015441894,100.67617370605468,-0.8852864740422746,0.0420306934241475,-0.0495207436051716,0.0179712464444401,-0.0571085788399834,Financial Services,9.0
2020-06-01,119.43183135986328,122.02126807520747,115.38868721826525,115.5249744556818,11660795.0,109.71692237854003,100.62529342651368,-0.7105496602586867,0.0499200965374137,-0.0327120237519394,0.0216812945582478,-0.0338531536824177,Financial Services,9.0
2020-06-02,120.84012603759766,122.88441388409836,119.61354778421152,120.56755155198805,8303050.0,110.27115135192872,100.80519104003906,-0.6672146712586774,0.0117916192165805,-0.0022556620432918,0.0169172932330827,-0.0101504218309445,Financial Services,9.0
2020-06-03,124.61067962646484,129.15354091600005,121.74868255954266,121.93039423838158,17136507.0,111.05479431152344,101.42392868041992,-0.5511900203948586,0.03120282734308,-0.0215092750967873,0.0364564361831019,-0.0229675102928685,Financial Services,9.0
2020-06-04,122.20298767089844,126.83671245148898,120.47670565820802,124.92870486801884,9118620.0,111.56132431030274,102.29252410888672,-0.625277713872289,-0.0193217143408875,0.0223048327137547,0.0379182609926813,-0.0141263486727462,Financial Services,9.0
2020-06-05,122.79352569580078,125.24668169503084,122.02124765401952,122.6572454130486,5742676.0,112.1291805267334,103.20745620727538,-0.6071061200873858,0.0048324352469409,-0.0011098328025028,0.0199778936660497,-0.0062892407185575,Financial Services,9.0
2020-06-08,125.47382354736328,130.97067414293568,124.20181417770549,125.38296078391944,11172070.0,112.9991382598877,103.944308013916,-0.5246300021622159,0.0218276805423965,-0.0007241571259646,0.0438087438492498,-0.0101376473091828,Financial Services,9.0
2020-06-09,126.29155731201172,131.06156217451576,125.11041047807748,126.79127487987398,10874993.0,114.00992546081542,105.03096084594726,-0.499467311245152,0.0065171662226405,0.0039568564874663,0.0377697841726618,-0.0093525399407036,Financial Services,9.0
2020-06-10,129.78953552246094,130.8343879361893,127.2909621417351,127.3818110373533,8805395.0,115.15926856994628,106.09489868164064,-0.3918301457650165,0.0276976409579559,-0.0185509908438724,0.0080503594494145,-0.0192509617255964,Financial Services,9.0
2020-06-11,131.9701385498047,135.78613978332123,129.28985279434153,131.24327787110764,15326253.0,116.24501266479491,106.88263122558594,-0.3247302626955501,0.0168010696591666,-0.0055077662771623,0.0289156416402216,-0.0203097896608757,Financial Services,9.0
2020-06-12,132.56069946289062,134.2415638450142,122.65726645737338,122.65726645737338,12404341.0,117.28305625915527,107.67854049682616,-0.3065579646126048,0.004474958650309,-0.0747086658839608,0.0126799601158873,-0.0747086658839608,Financial Services,9.0
2020-06-15,128.1995391845703,133.9689641661891,123.88382136185126,133.46924669818466,12720583.0,117.9122413635254,108.30182098388671,-0.4407563221554532,-0.0328993457034464,0.0411055105746323,0.0450034767544091,-0.033664066580658,Financial Services,9.0
2020-06-16,130.10755920410156,132.65156458533016,126.29155806411568,131.74299222515666,8522793.0,118.9116710662842,109.17768478393556,-0.3820441592356842,0.0148832049761446,0.0125698539812706,0.0195530943535555,-0.029329588252437,Financial Services,9.0
2020-06-17,129.6078338623047,131.60670402581036,128.5629812562375,129.83497693872914,5493784.0,120.08372917175294,110.04809677124024,-0.3974213331554439,-0.0038408632431029,0.0017525412597032,0.015422448658692,-0.0080616470079829,Financial Services,9.0
2020-06-18,135.4681396484375,138.012131075832,130.3801290662215,131.01612692307015,30303329.0,121.35118789672852,111.06024612426758,-0.2170923929173725,0.045215675715704,-0.032863909823528,0.0187792600828253,-0.0375587248442343,Financial Services,9.0
2020-06-19,137.73959350585938,139.6021559987836,135.4227309092445,136.28587199245354,18917125.0,122.8230770111084,112.13599609375,-0.1471969161526924,0.0167674396601051,-0.0105541295455034,0.0135223463749003,-0.0168205999280541,Financial Services,9.0
2020-06-22,143.7815399169922,147.597540099393,138.648112915677,139.0569676024145,18478544.0,124.81739158630371,113.1708592224121,0.038721333347694,0.0438649937708418,-0.0328593803996346,0.02654026507578,-0.0357029630109596,Financial Services,9.0
2020-06-23,141.51014709472656,146.4618637548329,140.0110082247625,144.69015040022603,9459196.0,126.70495109558104,114.04581451416016,-0.0311722652888736,-0.0157975274404276,0.0224719101123596,0.0349919547238664,-0.0105938612936395,Financial Services,9.0
2020-06-24,137.1490020751953,142.782148226316,134.96843384370172,141.5101524018972,8723844.0,128.12232475280763,114.7526840209961,-0.1653701532996939,-0.0308186028286148,0.0317986296707486,0.0410731836607325,-0.0158992642928458,Financial Services,9.0
2020-06-25,143.05470275878906,144.46299256597985,134.65040916611414,135.83155590323264,15296689.0,129.8168109893799,115.68487884521484,0.0163556447219281,0.0430604714160136,-0.0504922013485686,0.0098444146192477,-0.058748810284453,Financial Services,9.0
2020-06-26,142.1461639404297,146.4618832877456,140.96501692526317,143.55445407913913,7978531.0,131.23645629882813,116.67340576171875,-0.0116012312942652,-0.0063509888234244,0.0099073383316881,0.030361138335921,-0.0083093836824291,Financial Services,9.0
2020-06-29,138.78443908691406,142.55500913691537,137.64872354610463,140.78329566599567,9122844.0,132.20408668518067,117.54109268188476,-0.1150457105296223,-0.0236497754165525,0.0144025986791633,0.0271685361471971,-0.0081833060556463,Financial Services,9.0
2020-06-30,137.51242065429688,141.46470176932542,137.19441480958423,140.7378411697771,4829872.0,133.03770141601564,118.32973358154295,-0.154187308986811,-0.009165425468345,0.023455484967346,0.0287412663977786,-0.0023125608814065,Financial Services,9.0
2020-07-01,143.8270263671875,144.3721615369976,138.23929729655225,138.60273460680813,14152105.0,133.99851875305177,119.21831771850586,0.0401210083234132,0.0459202571145584,-0.0363234358126953,0.0037902137281096,-0.0388503413563587,Financial Services,9.0
2020-07-02,144.96270751953125,146.73442066190148,143.14556299121048,144.82641336167967,11323310.0,135.1365047454834,120.27226119995116,0.075067338109669,0.00789615958161,-0.0009402015192991,0.0122218546596304,-0.0125352551660635,Financial Services,9.0
2020-07-03,146.55270385742188,148.4606972272159,144.46298495018002,145.8258432987666,7342300.0,136.32446365356446,121.34619338989258,0.1239935145001058,0.010968312920593,-0.0049597212437814,0.0130191618412598,-0.0142591631013161,Financial Services,9.0
