Date_Ticker,Close_NH.NS,High_NH.NS,Low_NH.NS,Open_NH.NS,Volume_NH.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,338.9437866210937,343.78163366010887,335.932500724048,340.8197012510798,133984.0,,,-1.1576162721529648,,0.0055345892269833,0.0142733020340726,-0.0088843224626273,Healthcare,11.0
2020-01-13,337.5615539550781,344.423376015603,331.29212439616464,340.5234863328009,66222.0,,,-1.16161473613043,-0.0040780587241176,0.0087744956231508,0.02032761723048,-0.0185727002540929,Healthcare,11.0
2020-01-14,337.51220703125,340.62223006227333,332.8224806753201,339.04252673736687,67993.0,,,-1.1617574848167955,-0.0001461864458494,0.0045341166163366,0.0092145497740037,-0.013894982931671,Healthcare,11.0
2020-01-15,339.8817138671875,347.53337191358025,335.63628984196686,338.7463125702407,343768.0,,,-1.154903076032518,0.0070205070707801,-0.0033405777675654,0.0225127087872185,-0.0124908868350581,Healthcare,11.0
2020-01-16,344.7689208984375,348.9649915244306,339.2893282380588,339.2893282380588,730546.0,,,-1.140765571005093,0.0143791408359195,-0.0158935226704871,0.0121706754050177,-0.0158935226704871,Healthcare,11.0
2020-01-17,354.8394775390625,357.30775441416773,345.2131977261521,345.2131977261521,515872.0,,,-1.1116338922721407,0.0292095836665962,-0.0271285480400097,0.0069560379589768,-0.0271285480400097,Healthcare,11.0
2020-01-20,359.5785827636719,366.8352925823323,355.4318656127237,356.91283171944343,388408.0,,,-1.097924809863722,0.0133556312772094,-0.0074135423298569,0.0201811513991916,-0.011532158336787,Healthcare,11.0
2020-01-21,352.6180419921875,363.0341888862709,350.49532982354833,358.2950790245407,107497.0,,,-1.118059966717367,-0.0193574954269706,0.0160996782815752,0.0295394609851362,-0.0060198626157824,Healthcare,11.0
2020-01-22,350.79150390625,358.14698118182827,347.7308646289491,356.3204502345034,65780.0,,,-1.1233436985518497,-0.0051799337198349,0.0157613461748236,0.0209682309681709,-0.0087249526947461,Healthcare,11.0
2020-01-23,350.0509948730469,357.6532992769602,344.6701696632969,351.48260743298226,224047.0,,,-1.1254858116468796,-0.0021109662718656,0.0040897257282601,0.0217177054636581,-0.0153715466847949,Healthcare,11.0
