Date_Ticker,Close_BANKINDIA.NS,High_BANKINDIA.NS,Low_BANKINDIA.NS,Open_BANKINDIA.NS,Volume_BANKINDIA.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,62.71630096435547,63.536123300104926,62.07866523083271,62.85293917859842,1918919.0,,,-0.301577371848808,,0.0021786714481233,0.0130719178769072,-0.0101669856754651,Financial Services,9.0
2020-01-13,62.71630096435547,63.26284687161902,62.124206669108176,62.57966275011251,1384949.0,,,-0.301577371848808,0.0,-0.0021786714481234,0.0087145749806605,-0.0094408357339793,Financial Services,9.0
2020-01-14,62.71630096435547,63.03511883111685,62.215303445075655,62.67075952607999,1505771.0,,,-0.301577371848808,0.0,-0.0007261499414858,0.0050834928377325,-0.0079883142273418,Financial Services,9.0
2020-01-15,62.98958206176758,63.30839995216044,62.21530805661097,62.48857755564395,1320376.0,,,-0.2927625838919042,0.0043574173414249,-0.0079537677457891,0.00506143841501,-0.0122920962453338,Financial Services,9.0
2020-01-16,62.94403839111328,63.39949454003553,62.57967208203362,62.85294855127069,1517048.0,,,-0.2942316126809364,-0.0007230349712375,-0.0014471559526668,0.0072358901742559,-0.0057887342215892,Financial Services,9.0
2020-01-17,62.71630096435547,63.39948508586197,62.215303445075655,62.761849352339205,1423339.0,,,-0.301577371848808,-0.0036180936682633,0.0007262607533187,0.0108932464287838,-0.0079883142273418,Financial Services,9.0
2020-01-20,61.07666397094727,63.26284762607325,60.80338753920234,62.94402975550974,2130478.0,,,-0.3544645000111828,-0.0261437133280561,0.0305741286958753,0.0357940907867184,-0.0044743182416596,Financial Services,9.0
2020-01-21,61.34993743896485,61.71430372172861,60.75784309818731,60.84893988115985,1239835.0,,,-0.3456499581433633,0.0044742697169506,-0.0081662276885517,0.00593914676973,-0.0096510993408361,Financial Services,9.0
2020-01-22,61.44102478027344,61.759849608328686,60.75784063394108,61.57766299948161,1081492.0,,,-0.342711900565299,0.0014847177537746,0.0022238922559774,0.0051891196345672,-0.011119348168029,Financial Services,9.0
