Date_Ticker,Close_HUDCO.NS,High_HUDCO.NS,Low_HUDCO.NS,Open_HUDCO.NS,Volume_HUDCO.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,28.919517517089844,29.42751463380116,28.48409299897247,28.883232601973656,3368506.0,,,-0.607980094352138,,-0.0012546860470527,0.0175658918379641,-0.0150564240174497,Financial Services,9.0
2020-01-13,29.500093460083008,30.262087911831856,29.246093463925288,29.391235923392248,2077350.0,,,-0.6008435011280076,0.020075575003977,-0.0036900742988511,0.025830238564495,-0.0086101420831568,Financial Services,9.0
2020-01-14,28.919517517089844,29.57265706262747,28.7743778566251,29.536372147511283,1093626.0,,,-0.607980094352138,-0.0196804780899677,0.0213300457055312,0.022584731752584,-0.0050187441882103,Financial Services,9.0
2020-01-15,29.3912353515625,29.899232565632296,28.70181075877936,28.992095672065552,1839680.0,,,-0.6021816138228842,0.0163114005686262,-0.0135802280755691,0.017283969455295,-0.0234568089614679,Financial Services,9.0
2020-01-16,30.11693572998047,30.443505466266966,29.10094161005831,29.536368847894064,2193633.0,,,-0.5932611126104742,0.0246910471689101,-0.0192770900496516,0.010843391878059,-0.0337349765272025,Financial Services,9.0
2020-01-17,29.82665634155273,30.69750820760165,29.68151667084605,30.29836857643475,1228060.0,,,-0.5968293037171845,-0.0096384104621497,0.0158151228713108,0.0291970999389461,-0.0048661059773059,Financial Services,9.0
2020-01-20,29.572654724121094,30.080651800661705,29.17351515268253,29.645224548614888,1295830.0,,,-0.599951558856685,-0.0085159266437042,0.0024539502851801,0.01717793283287,-0.0134969137928967,Financial Services,9.0
2020-01-21,30.951509475708008,31.459503881366786,29.17352075081664,29.46380287285567,5251731.0,,,-0.5830023111381121,0.0466260051540873,-0.0480657204786716,0.0164125890550659,-0.0574443300184376,Financial Services,9.0
2020-01-22,30.262081146240234,31.16921785465054,29.82665386518636,30.98779051296848,1895949.0,,,-0.5914769467202158,-0.0222744654831411,0.0239808149089708,0.0299760186362136,-0.014388543833112,Financial Services,9.0
