Date_Ticker,Close_FINCABLES.NS,High_FINCABLES.NS,Low_FINCABLES.NS,Open_FINCABLES.NS,Volume_FINCABLES.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,385.177978515625,395.8799857069385,374.0971156800017,376.6542467659541,202286.0,,,-0.7194679467224852,,-0.0221293329969672,0.027784576970252,-0.0287681629108861,Capital Goods,1.0
2020-01-13,386.1724243164063,392.5652234927048,380.7267064995593,387.73510277897554,66021.0,,,-0.7168359766427747,0.0025817825946685,0.004046582210875,0.0165542611894542,-0.0141017780502759,Capital Goods,1.0
2020-01-14,392.2337341308594,397.7741657920603,387.6403838167824,389.4398614984211,122456.0,,,-0.7007936885030259,0.0156958639011646,-0.0071229789518973,0.0141253318597844,-0.0117107477363089,Capital Goods,1.0
2020-01-15,394.6488342285156,396.7797673962665,389.2504586424944,390.9551936156428,27155.0,,,-0.6944017150123205,0.0061572982828919,-0.0093593095747854,0.0053995678763794,-0.0136789345813584,Capital Goods,1.0
2020-01-16,399.00531005859375,402.50952216555584,393.22813768608256,394.6487595290199,82688.0,,,-0.6828715601977097,0.0110388665877968,-0.0109185276981255,0.0087823696041726,-0.0144789360614343,Capital Goods,1.0
2020-01-17,398.3424377441406,407.1976545062639,396.4482749673284,396.4482749673284,35691.0,,,-0.6846259646076216,-0.0016613120120025,-0.0047551116761224,0.0222301615973217,-0.0047551116761224,Capital Goods,1.0
2020-01-20,391.7602233886719,402.9831439900733,388.7295801879046,398.34245081513217,29169.0,,,-0.7020469152800709,-0.0165240098261801,0.0168016736602938,0.0286474224062991,-0.007735964551359,Capital Goods,1.0
2020-01-21,397.1112060546875,398.7212559413935,386.1724278149719,392.09168636517074,41155.0,,,-0.6878846288458196,0.0136588207443072,-0.0126400857316162,0.0040544055724385,-0.0275458815388079,Capital Goods,1.0
2020-01-22,391.23931884765625,401.5624999769142,388.58747367604224,398.3897716140235,32011.0,,,-0.7034255778127714,-0.0147865059396551,0.0182764165611677,0.0263858478224108,-0.0067780640745022,Capital Goods,1.0
2020-01-23,392.5178833007813,395.6905827515527,390.1975223953879,392.8493386564407,13669.0,,,-0.7000416393588479,0.0032679855820494,0.0008444337691626,0.0080829424231361,-0.0059114781876454,Capital Goods,1.0
2020-01-24,392.6599731445313,394.4594221107285,390.8131527644727,392.51791670821103,15067.0,,,-0.6996655744017763,0.0003619958473105,-0.0003617797739418,0.0045827155535784,-0.0047033578830781,Capital Goods,1.0
2020-01-27,396.16412353515625,397.7741734171824,390.6710631775898,392.61256841536,24244.0,,,-0.6903912439398395,0.0089241344427413,-0.0089648580192069,0.0040640981511876,-0.0138656178872264,Capital Goods,1.0
2020-01-28,392.1390380859375,397.726841410716,387.3562886260567,396.16413399464346,19071.0,,,-0.7010443177044419,-0.0101601462881117,0.0102644611165283,0.0142495461611089,-0.0121965654917343,Capital Goods,1.0
2020-01-29,383.7573852539063,392.8493433446636,378.8325505358877,392.37580265649376,31886.0,,,-0.7232277885935501,-0.0213741862400203,0.0224579844812244,0.0236919429830433,-0.0128331985448569,Capital Goods,1.0
2020-01-30,379.30609130859375,387.30894050149993,378.83255062031833,384.325611043261,20971.0,,,-0.735008895689437,-0.0115992398227525,0.0132334276977996,0.0210986571960829,-0.0012484394506867,Capital Goods,1.0
2020-01-31,376.3227844238281,383.47323713547536,370.35615451032953,378.54843140181663,16584.0,,,-0.7429047251586033,-0.0078651699857318,0.0059141967218276,0.0190008498225664,-0.0158550854757142,Capital Goods,1.0
2020-02-03,350.32537841796875,367.5148987883018,341.89636035592457,364.6263122909445,29979.0,,,-0.8117112852584618,-0.0690827318512295,0.0408218609155783,0.0490672997998578,-0.0240605408038341,Capital Goods,1.0
2020-02-04,357.1444091796875,361.7851023560849,349.33098746649983,351.8407474483914,30256.0,,,-0.7936635596575601,0.0194648494851065,-0.0148501883131192,0.0129938844263484,-0.0218774857238673,Capital Goods,1.0
2020-02-05,362.2586059570313,363.9159982718673,355.2502099491071,358.84910741455707,27961.0,,,-0.7801279673817964,0.0143196887474463,-0.0094117806627859,0.0045751633986927,-0.0193463892718547,Capital Goods,1.0
2020-02-06,374.0971374511719,377.6486925535564,360.9327123188591,362.7321611235413,25241.0,384.6192138671875,,-0.7487952787065467,0.0326797798574448,-0.0303797468354432,0.0094936708860757,-0.0351898579657832,Capital Goods,1.0
2020-02-07,371.16119384765625,376.9383961521219,364.6263379863491,375.8018869142291,28342.0,383.9183746337891,,-0.7565657531900226,-0.0078480782384998,0.0125031742097414,0.015565211019439,-0.0176065169786834,Capital Goods,1.0
2020-02-10,361.9744873046875,372.9132648457793,358.6597027282806,370.78233190380337,23438.0,382.7084777832032,,-0.7808799357560093,-0.0247512582006066,0.0243327773310773,0.0302197473157388,-0.0091575088650287,Capital Goods,1.0
2020-02-11,370.3087768554688,372.8659078474907,356.5760984298823,356.5760984298823,45308.0,381.6122299194336,,-0.7588218198525916,0.0230245220121438,-0.0370843989769822,0.0069054020640184,-0.0370843989769822,Capital Goods,1.0
2020-02-12,357.0023193359375,381.9578892894899,355.1554991791545,371.7294224741817,46270.0,379.7299041748047,,-0.7940396246146316,-0.035933411118486,0.0412521217386996,0.0699031031506249,-0.0051731320967838,Capital Goods,1.0
2020-02-13,362.874267578125,372.1556835336024,354.2084777140434,354.2084777140434,55782.0,377.92335205078126,,-0.7784985141077498,0.0164479274339448,-0.0238809710093755,0.0255774982817682,-0.0238809710093755,Capital Goods,1.0
2020-02-14,360.3644714355469,370.829709307774,355.39229410299333,365.5734191172696,25010.0,376.0244537353516,,-0.7851411167998712,-0.006916434607857,0.014454664914586,0.0290407037922963,-0.0137976346911957,Capital Goods,1.0
2020-02-17,351.3671875,358.84912452607784,345.77941320977123,356.5761350235849,69303.0,374.004801940918,,-0.8089539601930609,-0.0249671780897415,0.0148247978436657,0.0212937840875588,-0.015902948508044,Capital Goods,1.0
2020-02-18,344.7849426269531,352.3142506741866,340.949274845987,350.42008803615335,219835.0,371.3884887695313,,-0.8263749916354751,-0.0187332372151195,0.0163439428829619,0.0218376939255724,-0.0111248123300912,Capital Goods,1.0
2020-02-19,343.1749267578125,350.23066534636035,341.8963611778682,346.3949975091559,586187.0,368.9852691650391,,-0.8306361726793371,-0.00466962349595,0.0093831760430911,0.020560180940979,-0.0037256963730529,Capital Goods,1.0
2020-02-20,342.0384216308594,345.68469058606,340.2863153638015,343.1749308047966,77177.0,366.46129608154297,,-0.8336441269461541,-0.0033117370714999,0.0033227529483916,0.0106604074998797,-0.0051225422533051,Capital Goods,1.0
2020-02-24,337.3977355957031,341.8963720703125,335.5982867863853,341.8963720703125,27106.0,363.6981842041016,,-0.8459264924448728,-0.0135677331600034,0.0133333333333334,0.0133333333333334,-0.0053333162006578,Capital Goods,1.0
2020-02-25,331.1470031738281,339.0551385833228,329.63166716499666,339.0551385833228,403647.0,360.4473281860352,,-0.8624701197574186,-0.0185263022315156,0.0238810417539652,0.0238810417539652,-0.0045760221119561,Capital Goods,1.0
2020-02-26,329.3948669433594,337.8239136959655,328.21101530986164,330.24726324158,43042.0,357.31011962890625,,-0.8671074465283171,-0.0052911130515319,0.0025877643635749,0.0255894903002709,-0.0035940196776087,Capital Goods,1.0
2020-02-27,321.060546875,329.3948503950704,313.7206671160583,328.63719694874635,535566.0,354.17527770996094,,-0.8891656432016998,-0.0253019123998446,0.0235988200589971,0.0259586660559549,-0.0228613569321533,Capital Goods,1.0
2020-02-28,307.61199951171875,321.0605657440549,303.1133632660425,321.0605657440549,204486.0,350.5905731201172,,-0.9247595129208112,-0.0418878853044414,0.0437192510489949,0.0437192510489949,-0.0146243847860846,Capital Goods,1.0
2020-03-02,312.7262878417969,318.2666908742726,307.42262625517697,307.89616695214966,161599.0,347.41074829101564,,-0.9112236783351524,0.0166257764267849,-0.015445202649835,0.0177164608409208,-0.0169594363915545,Capital Goods,1.0
2020-03-03,311.5897827148437,314.2415990917901,303.0660500569909,313.43660301843084,100481.0,345.4739685058594,,-0.9142316326019694,-0.0036341848163658,0.005927088775171,0.0085106011944338,-0.0273556231003039,Capital Goods,1.0
2020-03-04,306.8070678710937,312.9157262918216,304.10787977698885,310.64273643986155,58947.0,342.9571014404297,,-0.9268899015178298,-0.0153493956126506,0.0125018911571468,0.01991042273933,-0.0087976724683506,Capital Goods,1.0
