Date_Ticker,Close_TECHM.NS,High_TECHM.NS,Low_TECHM.NS,Open_TECHM.NS,Volume_TECHM.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,662.0709838867188,666.8899432719713,658.8299382740316,664.4164849568488,1105725.0,,,-1.2875504663430546,,0.0035426731078904,0.0072786143820451,-0.0048953143870773,Information Technology,12.0
2020-01-13,670.2589111328125,672.689734447299,661.047498925329,665.1841412433297,1393509.0,,,-1.2618512194370657,0.0123671440757396,-0.0075713575831553,0.0036266930198334,-0.0137430656340177,Information Technology,12.0
2020-01-14,679.129150390625,680.4511496282447,668.4251471915649,670.258871276824,1628535.0,,,-1.234010416514632,0.0132340489779103,-0.0130612551510989,0.0019466094731162,-0.0157613661450157,Information Technology,12.0
2020-01-15,678.1910400390625,685.4407711128682,672.5191707877453,679.0439495771573,1759644.0,,,-1.2369548405214978,-0.001381343078887,0.0012576243089936,0.0106898066264458,-0.008363232358526,Information Technology,12.0
2020-01-16,667.7001953125,678.6601138527736,666.207603656069,676.3572477427867,1110008.0,,,-1.2698821981758963,-0.0154688636493313,0.0129654783554991,0.0164144306340126,-0.0022354219257528,Information Technology,12.0
2020-01-17,663.9474487304688,671.0265875746082,661.4313551498045,668.254631540776,989312.0,,,-1.281660852051117,-0.0056204065962192,0.0064872345221644,0.0106621975243303,-0.003789597483167,Information Technology,12.0
2020-01-20,663.734130859375,669.9177242457116,660.6209906074075,663.9899932776624,1620105.0,,,-1.2823303876336802,-0.0003212872818498,0.0003854893192791,0.0093163709666856,-0.004690342272947,Information Technology,12.0
2020-01-21,664.3312377929688,668.1693305858369,661.0048698828305,662.9239162792644,976954.0,,,-1.280456262711158,0.0008996176418118,-0.0021184033410497,0.0057773781730015,-0.0050070924275502,Information Technology,12.0
2020-01-22,664.2032470703125,674.1822982403573,662.0283383421205,665.2693839034912,1192201.0,,,-1.2808579840606955,-0.0001926610030885,0.0016051364365972,0.0150240927217093,-0.0032744626554976,Information Technology,12.0
2020-01-23,655.8446655273438,665.6531232083794,654.09621174352,662.9238028334695,2018777.0,,,-1.3070928594327351,-0.0125843732017827,0.0107939237417349,0.0149554585050242,-0.0026659571629172,Information Technology,12.0
2020-01-24,671.4956665039062,672.7323957411679,651.0258376636045,652.5610644151338,2364265.0,,,-1.257969445614611,0.0238638839335195,-0.0281976534373692,0.0018417531176344,-0.0304839328999342,Information Technology,12.0
2020-01-27,675.077880859375,679.1292010540459,664.9709239335506,670.3868785287034,1175606.0,,,-1.2467260370663382,0.0053346797815081,-0.0069488313329122,0.0060012634238786,-0.0149715421174194,Information Technology,12.0
2020-01-28,677.42333984375,678.7027040360895,669.1927427167145,675.9307482860206,1506685.0,,,-1.239364402340519,0.003474353183353,-0.0022033364809568,0.0018885741265344,-0.0121498576192161,Information Technology,12.0
2020-01-29,685.8672485351562,688.4686123007714,676.8263758982638,679.6836541797335,2565136.0,,,-1.2128617127354542,0.0124647442666411,-0.0090157306222588,0.0037928094265633,-0.0131816654843944,Information Technology,12.0
2020-01-30,674.949951171875,689.1082809280144,668.6810868060553,687.1039122522146,2493688.0,,,-1.2471275668463244,-0.0159175079238699,0.0180072034366953,0.0209768587012373,-0.0092878951319804,Information Technology,12.0
2020-01-31,679.4277954101562,684.4599830869937,667.828245180207,679.6410228192176,3081521.0,,,-1.2330730666990437,0.0066343352281256,0.0003138338032411,0.0074065084043251,-0.0170725282484901,Information Technology,12.0
2020-02-03,676.4851684570312,698.2769950524729,674.2249375335226,689.1508532916966,3383074.0,,,-1.2423090179169365,-0.0043310370476506,0.0187227827382439,0.032213310226957,-0.0033411389175965,Information Technology,12.0
2020-02-04,691.7947998046875,693.4153485024,677.4659321659452,677.4659321659452,1779834.0,,,-1.194257052600465,0.0226311411713214,-0.0207125980750183,0.0023425280128877,-0.0207125980750183,Information Technology,12.0
2020-02-05,694.3109741210938,695.9741580720972,688.2979725051256,690.8567010274495,1613898.0,,,-1.186359597839044,0.0036371685897561,-0.0049751094572816,0.0023954452874792,-0.008660386829662,Information Technology,12.0
2020-02-06,697.424072265625,704.460575274426,690.8992941072065,693.1595249875637,1553656.0,674.6833953857422,,-1.1765885928637552,0.0044837230874422,-0.0061147119057816,0.0100892746445393,-0.0093555390728374,Information Technology,12.0
