Date_Ticker,Close_EMAMILTD.NS,High_EMAMILTD.NS,Low_EMAMILTD.NS,Open_EMAMILTD.NS,Volume_EMAMILTD.NS,MA_20_Unnamed: 6_level_1,MA_50_Unnamed: 7_level_1,Normalised Close_Unnamed: 8_level_1,Return Ratio_Unnamed: 9_level_1,Percentage Change Open_Unnamed: 10_level_1,Percentage Change High_Unnamed: 11_level_1,Percentage Change Low_Unnamed: 12_level_1,Sector_Unnamed: 13_level_1,Sector Encoded_Unnamed: 14_level_1
Date,,,,,,,,,,,,,,
2020-01-10,277.5939636230469,280.88776712814195,276.1758117981515,279.05787939440813,226032.0,,,-1.3065584457781847,,0.0052735864723238,0.0118655444164046,-0.0051087271725442,Fast Moving Consumer Goods,8.0
2020-01-13,282.6719055175781,284.4560292207769,279.0578662450016,279.88131010200635,286152.0,,,-1.2692543191495425,0.0182926956633204,-0.0098722064736576,0.0063116414060746,-0.0127852793363356,Fast Moving Consumer Goods,8.0
2020-01-14,285.5081481933594,288.20724306701817,281.16216595663445,282.6718452816193,444480.0,,,-1.248418406072071,0.0100336914296029,-0.0099342275507289,0.0094536526916593,-0.0152219201596363,Fast Moving Consumer Goods,8.0
2020-01-15,285.0507202148437,287.2923436188334,282.21441686692924,287.2923436188334,181088.0,,,-1.2517788130220615,-0.0016021538488836,0.0078639457648104,0.0078639457648104,-0.0099501707828585,Fast Moving Consumer Goods,8.0
2020-01-16,293.971435546875,299.4610984173815,283.17510973695994,285.7369412411153,1959816.0,,,-1.186244488038439,0.0312951860823493,-0.0280112055460118,0.0186741370306746,-0.0367257648343645,Fast Moving Consumer Goods,8.0
2020-01-17,321.4654846191406,327.2753828799642,295.5268243296708,296.3502681010148,1853225.0,,,-0.9842647274526638,0.0935262605399686,-0.0781272569522706,0.0180731634928299,-0.0806887878498089,Fast Moving Consumer Goods,8.0
2020-01-20,314.6949157714844,324.2103252412422,308.79351738166554,322.06020183213707,1491191.0,,,-1.0340034134964953,-0.0210615732375677,0.0234045282955921,0.030236934227013,-0.0187527605120386,Fast Moving Consumer Goods,8.0
2020-01-21,306.64337158203125,312.27026968130247,300.8334735763344,311.2638539615577,421981.0,,,-1.0931525393112156,-0.0255852375934149,0.0150679349619999,0.0183499746635349,-0.018946758821893,Fast Moving Consumer Goods,8.0
2020-01-22,307.1923522949219,313.7799582113182,305.59120079375697,308.1987959657416,1185795.0,,,-1.0891195577498454,0.001790290493019,0.0032762653864948,0.0214445635354616,-0.0052122114668652,Fast Moving Consumer Goods,8.0
2020-01-23,307.2381286621094,309.2510162681054,301.9314655872035,307.9701004833215,824544.0,,,-1.0887832704441551,0.000149015321656,0.0023824250733448,0.0065515553514183,-0.0172721501006861,Fast Moving Consumer Goods,8.0
2020-01-24,307.5126342773437,311.0809097161847,303.0751510102535,308.79355008591864,412449.0,,,-1.0867666675677017,0.0008934620726591,0.0041654087207996,0.0116036710076201,-0.0144302469962522,Fast Moving Consumer Goods,8.0
2020-01-27,296.89923095703125,306.7348757422025,293.6969280037197,306.506139816966,324906.0,,,-1.164736000349588,-0.0345137146812001,0.0323574730354392,0.0331278890600923,-0.0107858243451463,Fast Moving Consumer Goods,8.0
2020-01-28,291.3180847167969,299.735578394246,289.3052252178364,298.22592678955874,198018.0,,,-1.2057368212339106,-0.0187981161899409,0.023712369520338,0.0288945112543634,-0.0069094903631446,Fast Moving Consumer Goods,8.0
2020-01-29,292.0042419433594,298.0428752378463,290.4030906565866,292.82768559218425,212364.0,,,-1.2006960987131563,0.0023553540358798,0.0028199715296759,0.0206799505866708,-0.005483315160481,Fast Moving Consumer Goods,8.0
2020-01-30,274.5746154785156,292.5989899780269,273.20219990090413,292.5989899780269,754157.0,,,-1.3287395080784157,-0.0596896344684766,0.0656447227217245,0.0656447227217245,-0.0049983337870462,Fast Moving Consumer Goods,8.0
2020-01-31,269.6339111328125,279.97276345098186,265.33366470844686,276.2214888138343,2557313.0,,,-1.3650354453645994,-0.0179940317392148,0.0244315622369064,0.0383440357139528,-0.0159484628854694,Fast Moving Consumer Goods,8.0
2020-02-03,274.3001403808594,281.16221888860474,270.3658932051663,279.97280311600974,208344.0,,,-1.3307558867633322,0.0173057952111537,0.0206804951950589,0.0250166788038006,-0.0143428551302615,Fast Moving Consumer Goods,8.0
2020-02-04,275.0321044921875,280.8877390708545,271.00635746447074,271.00635746447074,407151.0,,,-1.3253786527453508,0.0026684788068712,-0.0146373712812538,0.0212907310929342,-0.0146373712812538,Fast Moving Consumer Goods,8.0
2020-02-05,280.979248046875,284.86775921739155,275.62682120426075,276.3130290578813,622761.0,,,-1.281689102756269,0.021623452162678,-0.0166069879588232,0.0138391400701158,-0.0190491891476672,Fast Moving Consumer Goods,8.0
